B19057_001E,B19057_001EA,B19057_001M,B19057_001MA,B19057_002E,B19057_002EA,B19057_002M,B19057_002MA,B19057_003E,B19057_003EA,B19057_003M,B19057_003MA,GEO_ID,NAME,state
1848051,null,10312,null,29804,null,2639,null,1818247,null,9987,null,0400000US01,Alabama,01
236597,null,2353,null,14993,null,2262,null,221604,null,2807,null,0400000US02,Alaska,02
2276865,null,11778,null,57416,null,4182,null,2219449,null,11866,null,0400000US04,Arizona,04
1124947,null,8066,null,23257,null,2627,null,1101690,null,8357,null,0400000US05,Arkansas,05
12214891,null,20992,null,449059,null,10015,null,11765832,null,23113,null,0400000US06,California,06
1910146,null,9468,null,37466,null,3057,null,1872680,null,10282,null,0400000US08,Colorado,08
1326329,null,5869,null,38919,null,3025,null,1287410,null,6481,null,0400000US09,Connecticut,09
327252,null,4316,null,8567,null,1542,null,318685,null,4424,null,0400000US10,Delaware,10
249280,null,3172,null,13308,null,1984,null,235972,null,3768,null,0400000US11,District of Columbia,11
6987647,null,25717,null,115630,null,5168,null,6872017,null,24392,null,0400000US12,Florida,12
3469250,null,16258,null,57584,null,3608,null,3411666,null,15831,null,0400000US13,Georgia,13
446136,null,4850,null,16443,null,2130,null,429693,null,5095,null,0400000US15,Hawaii,15
558466,null,5299,null,15193,null,1672,null,543273,null,5220,null,0400000US16,Idaho,16
4757452,null,13703,null,111669,null,5728,null,4645783,null,14251,null,0400000US17,Illinois,17
2477548,null,11798,null,68643,null,4151,null,2408905,null,11550,null,0400000US18,Indiana,18
1226804,null,6707,null,29483,null,2907,null,1197321,null,7059,null,0400000US19,Iowa,19
1104976,null,6395,null,28182,null,2637,null,1076794,null,6470,null,0400000US20,Kansas,20
1694197,null,9986,null,42486,null,3497,null,1651711,null,10121,null,0400000US21,Kentucky,21
1688027,null,9265,null,22468,null,2138,null,1665559,null,9422,null,0400000US22,Louisiana,22
544855,null,4187,null,26669,null,2406,null,518186,null,4179,null,0400000US23,Maine,23
2095122,null,8485,null,41470,null,3352,null,2053652,null,8804,null,0400000US24,Maryland,24
2475492,null,10003,null,70320,null,4365,null,2405172,null,10808,null,0400000US25,Massachusetts,25
3819736,null,15353,null,147919,null,6773,null,3671817,null,16163,null,0400000US26,Michigan,26
2085767,null,8065,null,66091,null,4162,null,2019676,null,8622,null,0400000US27,Minnesota,27
1095026,null,8003,null,27666,null,2392,null,1067360,null,8058,null,0400000US28,Mississippi,28
2339684,null,9753,null,55963,null,3627,null,2283721,null,10131,null,0400000US29,Missouri,29
375287,null,3537,null,8728,null,1203,null,366559,null,3692,null,0400000US30,Montana,30
711223,null,4845,null,15482,null,1818,null,695741,null,5299,null,0400000US31,Nebraska,31
965715,null,7365,null,26176,null,2707,null,939539,null,8066,null,0400000US32,Nevada,32
506342,null,4336,null,14663,null,2163,null,491679,null,4889,null,0400000US33,New Hampshire,33
3154926,null,9910,null,76828,null,4092,null,3078098,null,10665,null,0400000US34,New Jersey,34
742104,null,4973,null,18027,null,2108,null,724077,null,5383,null,0400000US35,New Mexico,35
7187555,null,16275,null,224674,null,7769,null,6962881,null,16543,null,0400000US36,New York,36
3646095,null,15663,null,64936,null,4165,null,3581159,null,16227,null,0400000US37,North Carolina,37
279014,null,2769,null,6155,null,1211,null,272859,null,2916,null,0400000US38,North Dakota,38
4526404,null,14127,null,150463,null,5757,null,4375941,null,14685,null,0400000US39,Ohio,39
1430019,null,8950,null,47863,null,2797,null,1382156,null,9030,null,0400000US40,Oklahoma,40
1485919,null,6587,null,51179,null,4011,null,1434740,null,7122,null,0400000US41,Oregon,41
4916869,null,14704,null,161311,null,5903,null,4755558,null,14989,null,0400000US42,Pennsylvania,42
406343,null,4227,null,9218,null,1396,null,397125,null,4083,null,0400000US44,Rhode Island,44
1730232,null,10605,null,29891,null,2906,null,1700341,null,10534,null,0400000US45,South Carolina,45
316638,null,3769,null,7520,null,1091,null,309118,null,3964,null,0400000US46,South Dakota,46
2447066,null,12952,null,65543,null,3673,null,2381523,null,13836,null,0400000US47,Tennessee,47
8527938,null,23685,null,155207,null,6067,null,8372731,null,24453,null,0400000US48,Texas,48
863122,null,4563,null,19194,null,1908,null,843928,null,4937,null,0400000US49,Utah,49
251736,null,2982,null,9121,null,1475,null,242615,null,3073,null,0400000US50,Vermont,50
2971489,null,12961,null,60292,null,3952,null,2911197,null,12956,null,0400000US51,Virginia,51
2559288,null,9514,null,103993,null,5106,null,2455295,null,11127,null,0400000US53,Washington,53
748517,null,6008,null,19865,null,2044,null,728652,null,6014,null,0400000US54,West Virginia,54
2272274,null,8949,null,43101,null,3002,null,2229173,null,9011,null,0400000US55,Wisconsin,55
213571,null,2941,null,3221,null,837,null,210350,null,3063,null,0400000US56,Wyoming,56
1181112,null,8338,null,70263,null,3446,null,1110849,null,9199,null,0400000US72,Puerto Rico,72
