C19201_001E,C19201_001EA,C19201_001M,C19201_001MA,C19201_002E,C19201_002EA,C19201_002M,C19201_002MA,C19201_003E,C19201_003EA,C19201_003M,C19201_003MA,C19201_004E,C19201_004EA,C19201_004M,C19201_004MA,C19201_005E,C19201_005EA,C19201_005M,C19201_005MA,C19201_006E,C19201_006EA,C19201_006M,C19201_006MA,C19201_007E,C19201_007EA,C19201_007M,C19201_007MA,C19201_008E,C19201_008EA,C19201_008M,C19201_008MA,C19201_009E,C19201_009EA,C19201_009M,C19201_009MA,C19201_010E,C19201_010EA,C19201_010M,C19201_010MA,C19201_011E,C19201_011EA,C19201_011M,C19201_011MA,GEO_ID,NAME,state
601995,null,9962,null,123831,null,5149,null,83271,null,4317,null,116785,null,5491,null,80853,null,4089,null,86504,null,5091,null,64041,null,3956,null,24987,null,2535,null,15488,null,2144,null,2944,null,863,null,3291,null,770,null,0400000US01,Alabama,01
76657,null,3236,null,6551,null,1156,null,5006,null,907,null,9905,null,1406,null,9552,null,1419,null,13294,null,1699,null,15989,null,1899,null,6992,null,1323,null,6714,null,1200,null,1594,null,524,null,1060,null,420,null,0400000US02,Alaska,02
762630,null,13160,null,107280,null,5644,null,75954,null,3936,null,128071,null,5528,null,103140,null,5343,null,124441,null,6130,null,113403,null,5762,null,52481,null,4214,null,38922,null,3592,null,10079,null,1566,null,8859,null,1560,null,0400000US04,Arizona,04
356455,null,8428,null,72448,null,4246,null,54515,null,3297,null,72991,null,4590,null,51517,null,3507,null,48618,null,3488,null,34694,null,3033,null,11021,null,1528,null,7451,null,1343,null,1160,null,429,null,2040,null,782,null,0400000US05,Arkansas,05
3848638,null,20315,null,413003,null,9792,null,400397,null,9974,null,507628,null,11863,null,425219,null,10295,null,548633,null,11599,null,628020,null,12928,null,374508,null,11296,null,330086,null,9593,null,117895,null,5444,null,103249,null,4907,null,0400000US06,California,06
677007,null,8948,null,84728,null,4764,null,59853,null,3747,null,104312,null,4757,null,92500,null,5172,null,116831,null,4704,null,109407,null,4579,null,52957,null,3596,null,38476,null,3134,null,10460,null,1516,null,7483,null,1407,null,0400000US08,Colorado,08
435799,null,9076,null,53978,null,4135,null,34599,null,2666,null,66899,null,3453,null,47403,null,3384,null,65560,null,4000,null,76803,null,4228,null,39306,null,2948,null,30200,null,2454,null,10326,null,1868,null,10725,null,1499,null,0400000US09,Connecticut,09
106597,null,4909,null,12269,null,1508,null,10401,null,1525,null,17392,null,1801,null,13615,null,1798,null,16862,null,2338,null,19228,null,2283,null,7115,null,1231,null,6541,null,1186,null,1732,null,627,null,1442,null,554,null,0400000US10,Delaware,10
140250,null,4073,null,19891,null,2298,null,7553,null,1467,null,11617,null,1741,null,11679,null,1805,null,17052,null,2144,null,23036,null,2574,null,16440,null,1933,null,16906,null,2122,null,7420,null,1327,null,8656,null,1221,null,0400000US11,District of Columbia,11
2445181,null,20405,null,364979,null,10243,null,260119,null,8052,null,442807,null,10516,null,348340,null,10064,null,391164,null,11286,null,336315,null,9500,null,139591,null,5881,null,100736,null,5461,null,30745,null,2698,null,30385,null,2605,null,0400000US12,Florida,12
1099107,null,14288,null,184318,null,6181,null,124776,null,5364,null,176915,null,7156,null,142934,null,5912,null,161359,null,6334,null,164465,null,6599,null,66244,null,4964,null,49285,null,3703,null,13082,null,1791,null,15729,null,2242,null,0400000US13,Georgia,13
135770,null,5507,null,17604,null,2274,null,10020,null,1432,null,18069,null,1987,null,18054,null,2367,null,22112,null,2739,null,24147,null,2724,null,11364,null,1688,null,9836,null,1843,null,2453,null,742,null,2111,null,749,null,0400000US15,Hawaii,15
161252,null,5081,null,23182,null,2299,null,21058,null,2248,null,33370,null,2474,null,23640,null,2131,null,23233,null,2348,null,22344,null,2332,null,7043,null,1202,null,5109,null,1140,null,1055,null,556,null,1218,null,484,null,0400000US16,Idaho,16
1637314,null,15391,null,226930,null,7896,null,154405,null,6188,null,277376,null,7330,null,210850,null,6808,null,248137,null,8439,null,259954,null,7295,null,122713,null,5021,null,86710,null,4767,null,22682,null,2464,null,27557,null,2657,null,0400000US17,Illinois,17
819993,null,10109,null,121449,null,5793,null,92161,null,4279,null,161693,null,5881,null,135234,null,5035,null,133965,null,5323,null,105848,null,5233,null,37196,null,3213,null,22782,null,2374,null,4938,null,1079,null,4727,null,981,null,0400000US18,Indiana,18
428542,null,7027,null,60262,null,3440,null,55086,null,3280,null,83916,null,4264,null,66818,null,3622,null,73438,null,4330,null,53135,null,2785,null,20659,null,2250,null,10630,null,1378,null,2170,null,573,null,2428,null,623,null,0400000US19,Iowa,19
382795,null,6365,null,54788,null,3635,null,46151,null,3115,null,75973,null,3643,null,57261,null,3366,null,64545,null,3195,null,50731,null,3269,null,18817,null,2417,null,9428,null,1154,null,2802,null,845,null,2299,null,558,null,0400000US20,Kansas,20
547576,null,10786,null,118271,null,5610,null,74859,null,4231,null,106434,null,5188,null,75730,null,3554,null,74330,null,4843,null,60458,null,4623,null,19157,null,2154,null,12764,null,1979,null,2609,null,699,null,2964,null,886,null,0400000US21,Kentucky,21
559128,null,10989,null,111132,null,5295,null,72489,null,3778,null,102532,null,5335,null,73969,null,4860,null,81073,null,4669,null,66439,null,4526,null,23742,null,2046,null,18419,null,2133,null,5482,null,1097,null,3851,null,864,null,0400000US22,Louisiana,22
197294,null,5821,null,28645,null,2247,null,26173,null,2479,null,38804,null,2861,null,27790,null,2501,null,30796,null,2908,null,26239,null,2781,null,10297,null,1662,null,5884,null,1207,null,1780,null,510,null,886,null,367,null,0400000US23,Maine,23
703434,null,10967,null,77280,null,4582,null,45523,null,3706,null,86663,null,5186,null,79278,null,3805,null,112807,null,5103,null,132248,null,5544,null,74349,null,4500,null,62391,null,4010,null,19836,null,2056,null,13059,null,1707,null,0400000US24,Maryland,24
918435,null,12832,null,123376,null,5549,null,91616,null,4700,null,123806,null,5736,null,96069,null,4518,null,131290,null,6517,null,151670,null,5569,null,85202,null,4750,null,76801,null,4679,null,21668,null,2376,null,16937,null,1838,null,0400000US25,Massachusetts,25
1295978,null,16419,null,219378,null,7164,null,142623,null,5121,null,250918,null,6941,null,191962,null,6211,null,196160,null,6253,null,169561,null,7317,null,67356,null,3388,null,39705,null,2622,null,9326,null,1435,null,8989,null,1491,null,0400000US26,Michigan,26
736600,null,10488,null,94240,null,3899,null,71703,null,3481,null,123275,null,5017,null,101897,null,4041,null,123909,null,5029,null,121351,null,5020,null,52968,null,2592,null,32630,null,2672,null,7248,null,1277,null,7379,null,1084,null,0400000US27,Minnesota,27
340895,null,8894,null,79615,null,4650,null,50733,null,2760,null,67770,null,4112,null,45037,null,4200,null,42990,null,3525,null,31790,null,2700,null,12288,null,1984,null,7454,null,1364,null,1838,null,616,null,1380,null,497,null,0400000US28,Mississippi,28
796309,null,11349,null,129363,null,5881,null,97874,null,4713,null,145917,null,5544,null,120601,null,4845,null,126636,null,5763,null,102581,null,4691,null,37930,null,2921,null,23947,null,2749,null,5793,null,1350,null,5667,null,1133,null,0400000US29,Missouri,29
139347,null,4887,null,21166,null,2343,null,17548,null,1823,null,29646,null,2073,null,21563,null,2128,null,22964,null,1926,null,16920,null,2182,null,5394,null,1056,null,3116,null,781,null,389,null,247,null,641,null,306,null,0400000US30,Montana,30
253257,null,6653,null,36166,null,2927,null,30889,null,2073,null,46051,null,3249,null,44147,null,3478,null,41570,null,2964,null,31987,null,2568,null,12263,null,1574,null,6964,null,1421,null,1436,null,517,null,1784,null,560,null,0400000US31,Nebraska,31
333479,null,8146,null,38024,null,3202,null,25182,null,2576,null,52561,null,3726,null,40883,null,3279,null,57160,null,4495,null,59777,null,3636,null,29415,null,2959,null,19240,null,2111,null,6246,null,1435,null,4991,null,1332,null,0400000US32,Nevada,32
169851,null,5205,null,19644,null,2159,null,15684,null,2058,null,27670,null,2285,null,22670,null,2537,null,29561,null,2554,null,26072,null,2754,null,13807,null,2050,null,8878,null,1347,null,3273,null,881,null,2592,null,772,null,0400000US33,New Hampshire,33
982895,null,11580,null,111841,null,5899,null,83819,null,4536,null,141838,null,4975,null,115943,null,5070,null,142558,null,5496,null,165547,null,5933,null,96294,null,5222,null,76164,null,4317,null,25765,null,2552,null,23126,null,2209,null,0400000US34,New Jersey,34
252808,null,6567,null,47079,null,3630,null,26241,null,2699,null,46299,null,3619,null,34858,null,2975,null,39434,null,3254,null,31736,null,2838,null,14669,null,1839,null,8106,null,1400,null,2606,null,791,null,1780,null,608,null,0400000US35,New Mexico,35
2580715,null,19412,null,396882,null,11110,null,231872,null,6069,null,379631,null,9995,null,302618,null,8433,null,346536,null,8438,null,394243,null,11119,null,212810,null,6946,null,176617,null,7229,null,64111,null,4507,null,75395,null,4312,null,0400000US36,New York,36
1215818,null,14776,null,208806,null,7346,null,146734,null,6238,null,222034,null,8518,null,181163,null,7043,null,187048,null,6729,null,150622,null,5552,null,63194,null,4430,null,34191,null,2758,null,9249,null,1556,null,12777,null,1860,null,0400000US37,North Carolina,37
106862,null,3703,null,18833,null,2012,null,11834,null,1203,null,20266,null,2093,null,18081,null,1975,null,16501,null,1613,null,12214,null,1573,null,4699,null,1079,null,3107,null,828,null,617,null,406,null,710,null,296,null,0400000US38,North Dakota,38
1579190,null,13980,null,270780,null,8048,null,177054,null,7194,null,305897,null,6643,null,229392,null,6938,null,247154,null,8048,null,206875,null,7799,null,75793,null,4081,null,43712,null,2902,null,12590,null,1545,null,9943,null,1375,null,0400000US39,Ohio,39
480720,null,9266,null,86588,null,3960,null,59396,null,3540,null,97263,null,4516,null,73033,null,4428,null,69992,null,3968,null,56026,null,3384,null,20468,null,2366,null,11377,null,1654,null,2995,null,931,null,3582,null,1144,null,0400000US40,Oklahoma,40
529292,null,10134,null,74119,null,3931,null,55870,null,4059,null,96965,null,5015,null,77362,null,4626,null,83225,null,4209,null,75400,null,4542,null,30705,null,2666,null,24363,null,2483,null,6273,null,1641,null,5010,null,1201,null,0400000US41,Oregon,41
