C19101A_001E,C19101A_001EA,C19101A_001M,C19101A_001MA,C19101A_002E,C19101A_002EA,C19101A_002M,C19101A_002MA,C19101A_003E,C19101A_003EA,C19101A_003M,C19101A_003MA,C19101A_004E,C19101A_004EA,C19101A_004M,C19101A_004MA,C19101A_005E,C19101A_005EA,C19101A_005M,C19101A_005MA,C19101A_006E,C19101A_006EA,C19101A_006M,C19101A_006MA,C19101A_007E,C19101A_007EA,C19101A_007M,C19101A_007MA,C19101A_008E,C19101A_008EA,C19101A_008M,C19101A_008MA,C19101A_009E,C19101A_009EA,C19101A_009M,C19101A_009MA,C19101A_010E,C19101A_010EA,C19101A_010M,C19101A_010MA,C19101A_011E,C19101A_011EA,C19101A_011M,C19101A_011MA,GEO_ID,NAME,state
904062,null,9177,null,39245,null,2978,null,27998,null,2477,null,79457,null,4802,null,91711,null,4992,null,144977,null,5002,null,192887,null,6706,null,133195,null,4701,null,122740,null,3727,null,38895,null,2837,null,32957,null,2304,null,0400000US01,Alabama,01
119787,null,3146,null,3097,null,915,null,1372,null,546,null,4309,null,950,null,6944,null,1405,null,12606,null,1653,null,21409,null,1888,null,24078,null,2275,null,27224,null,1751,null,10698,null,1559,null,8050,null,1254,null,0400000US02,Alaska,02
1266194,null,12073,null,55330,null,3811,null,38373,null,3823,null,113415,null,5225,null,123859,null,5580,null,186270,null,5539,null,266896,null,7478,null,188670,null,6826,null,184091,null,5645,null,57040,null,3390,null,52250,null,3446,null,0400000US04,Arizona,04
618239,null,6976,null,29349,null,2596,null,24554,null,2543,null,70264,null,4214,null,71822,null,4205,null,105775,null,4534,null,135914,null,5335,null,78143,null,4205,null,67370,null,2926,null,18237,null,1747,null,16811,null,1674,null,0400000US05,Arkansas,05
5464271,null,25622,null,188054,null,6577,null,159917,null,6702,null,416126,null,9679,null,440138,null,8581,null,661098,null,12395,null,964237,null,15974,null,760730,null,12569,null,972769,null,14422,null,437512,null,9879,null,463690,null,9848,null,0400000US06,California,06
1077707,null,10493,null,38665,null,3254,null,28989,null,3400,null,69663,null,4367,null,78045,null,4924,null,129679,null,6449,null,217959,null,7647,null,173838,null,6213,null,199634,null,5372,null,74580,null,3790,null,66655,null,3459,null,0400000US08,Colorado,08
725654,null,7960,null,13895,null,1934,null,12273,null,1799,null,29144,null,2670,null,41488,null,2965,null,69321,null,4116,null,125012,null,4919,null,113638,null,4564,null,164237,null,5028,null,72482,null,4085,null,84164,null,4286,null,0400000US09,Connecticut,09
165051,null,3404,null,4654,null,1196,null,1893,null,599,null,10343,null,1558,null,13444,null,1723,null,20239,null,1854,null,33504,null,2073,null,28556,null,2346,null,30871,null,2055,null,11848,null,1554,null,9699,null,1394,null,0400000US10,Delaware,10
39247,null,2191,null,356,null,272,null,356,null,307,null,948,null,589,null,1285,null,702,null,1350,null,660,null,3010,null,930,null,3499,null,892,null,8226,null,1414,null,6649,null,1034,null,13568,null,1789,null,0400000US11,District of Columbia,11
3626446,null,21456,null,143137,null,6777,null,115178,null,5081,null,332155,null,10383,null,387927,null,11332,null,588970,null,14821,null,757409,null,12511,null,498248,null,9911,null,475492,null,10803,null,160925,null,6050,null,167005,null,6106,null,0400000US12,Florida,12
1548100,null,13027,null,57833,null,4411,null,44860,null,3870,null,118002,null,6005,null,138707,null,6528,null,211291,null,6635,null,306913,null,8137,null,243157,null,6689,null,246887,null,6622,null,91484,null,4255,null,88966,null,3740,null,0400000US13,Georgia,13
92650,null,3609,null,2122,null,629,null,2219,null,1027,null,4498,null,1282,null,5760,null,1206,null,10437,null,1660,null,17772,null,1729,null,16290,null,1919,null,18403,null,2143,null,7877,null,1306,null,7272,null,1191,null,0400000US15,Hawaii,15
375127,null,5476,null,14275,null,2286,null,13000,null,1751,null,36676,null,3132,null,46080,null,2795,null,66513,null,3925,null,85185,null,4087,null,54887,null,3402,null,39836,null,2757,null,9901,null,1302,null,8774,null,1277,null,0400000US16,Idaho,16
2368800,null,14547,null,73440,null,4032,null,54079,null,3549,null,143751,null,5503,null,183591,null,6346,null,293030,null,7229,null,481645,null,9308,null,391550,null,6693,null,429335,null,9522,null,155656,null,5960,null,162723,null,5397,null,0400000US17,Illinois,17
1458901,null,10483,null,61226,null,4187,null,40530,null,3118,null,118062,null,4683,null,144140,null,5634,null,236653,null,6637,null,338736,null,7824,null,226543,null,6060,null,197886,null,6111,null,55396,null,3158,null,39729,null,2526,null,0400000US18,Indiana,18
749617,null,7663,null,21451,null,2569,null,19944,null,2100,null,57708,null,3449,null,65724,null,3283,null,117300,null,4007,null,177730,null,4853,null,130650,null,4438,null,109086,null,3604,null,26780,null,2151,null,23244,null,2178,null,0400000US19,Iowa,19
639004,null,6937,null,21075,null,2673,null,16760,null,1961,null,49510,null,3054,null,60352,null,3268,null,94998,null,4397,null,144753,null,5278,null,101775,null,4541,null,92265,null,3530,null,29453,null,1995,null,28063,null,2024,null,0400000US20,Kansas,20
1039644,null,11254,null,66943,null,4677,null,46257,null,3445,null,108892,null,5405,null,116779,null,5171,null,167610,null,5650,null,210535,null,6256,null,143103,null,5030,null,120375,null,5679,null,32344,null,2821,null,26806,null,2209,null,0400000US21,Kentucky,21
763510,null,8428,null,27873,null,3424,null,21139,null,2443,null,60662,null,3419,null,68211,null,4001,null,107181,null,5101,null,155972,null,6280,null,125004,null,6072,null,124174,null,5121,null,38600,null,3026,null,34694,null,2675,null,0400000US22,Louisiana,22
336089,null,5392,null,12358,null,1517,null,9872,null,1458,null,32890,null,2404,null,35673,null,2862,null,53127,null,2760,null,78179,null,3386,null,50931,null,2583,null,41124,null,2405,null,12042,null,1345,null,9893,null,1524,null,0400000US23,Maine,23
889506,null,8466,null,16416,null,2233,null,12856,null,1888,null,32471,null,2954,null,49192,null,3152,null,82115,null,4197,null,147357,null,5400,null,139342,null,5609,null,202726,null,6186,null,102314,null,3800,null,104717,null,3600,null,0400000US24,Maryland,24
1316370,null,12256,null,34926,null,3572,null,25469,null,3123,null,64266,null,4197,null,80028,null,4445,null,131640,null,4952,null,228431,null,7040,null,207118,null,6477,null,291205,null,7493,null,123824,null,4568,null,129463,null,4993,null,0400000US25,Massachusetts,25
2094700,null,13107,null,81616,null,4231,null,63771,null,3980,null,164072,null,5956,null,203513,null,6072,null,327299,null,7300,null,463652,null,8480,null,319362,null,7613,null,305392,null,6912,null,90453,null,4292,null,75570,null,3472,null,0400000US26,Michigan,26
1221304,null,9165,null,30933,null,2728,null,25618,null,2236,null,70450,null,3471,null,95827,null,3218,null,152846,null,4309,null,267887,null,6847,null,222099,null,5354,null,216318,null,5877,null,72612,null,2792,null,66714,null,3487,null,0400000US27,Minnesota,27
483192,null,7301,null,20497,null,2969,null,18391,null,2051,null,47270,null,3612,null,52186,null,3271,null,75133,null,4278,null,105315,null,5226,null,73693,null,4108,null,60755,null,3396,null,16482,null,1513,null,13470,null,1878,null,0400000US28,Mississippi,28
1331030,null,9840,null,59063,null,4005,null,41138,null,3161,null,114088,null,4877,null,129465,null,5206,null,203692,null,6568,null,297771,null,8241,null,207065,null,5734,null,179994,null,5778,null,53811,null,3462,null,44943,null,3050,null,0400000US29,Missouri,29
217711,null,4718,null,9395,null,1602,null,5848,null,1124,null,20294,null,2151,null,22508,null,1956,null,35535,null,2336,null,49706,null,3325,null,36549,null,2782,null,25706,null,2254,null,6788,null,1216,null,5382,null,843,null,0400000US30,Montana,30
414409,null,6333,null,11452,null,1738,null,10665,null,1655,null,31123,null,2445,null,38098,null,2931,null,63740,null,3646,null,101392,null,3997,null,68538,null,3149,null,59226,null,2563,null,16105,null,1596,null,14070,null,1282,null,0400000US31,Nebraska,31
496122,null,8644,null,16482,null,2220,null,12196,null,1981,null,39238,null,3739,null,53141,null,4260,null,67269,null,4507,null,110748,null,4556,null,75765,null,4598,null,78996,null,4498,null,23381,null,2219,null,18906,null,2097,null,0400000US32,Nevada,32
322383,null,4691,null,8028,null,1163,null,5908,null,1196,null,17123,null,2119,null,21743,null,2207,null,40421,null,2732,null,68540,null,3516,null,54792,null,3001,null,65628,null,3419,null,23100,null,1953,null,17100,null,1823,null,0400000US33,New Hampshire,33
1588628,null,11273,null,38192,null,3181,null,28058,null,2846,null,78324,null,4353,null,92392,null,4507,null,148470,null,5805,null,256841,null,7704,null,246279,null,6323,null,351496,null,8645,null,163899,null,5065,null,184677,null,4710,null,0400000US34,New Jersey,34
371206,null,6884,null,17725,null,2100,null,14445,null,2140,null,40075,null,2973,null,37813,null,3408,null,57075,null,3472,null,74993,null,3877,null,50100,null,2978,null,49715,null,3123,null,16036,null,1884,null,13229,null,1553,null,0400000US35,New Mexico,35
3242293,null,14975,null,105344,null,4561,null,89777,null,5730,null,210467,null,7487,null,237779,null,7736,null,375256,null,8153,null,600466,null,11218,null,476690,null,10775,null,585858,null,9437,null,253981,null,6987,null,306675,null,7173,null,0400000US36,New York,36
1784842,null,14528,null,66013,null,4321,null,51350,null,3372,null,150379,null,7447,null,180262,null,7590,null,256316,null,7780,null,387312,null,9347,null,274498,null,8040,null,258300,null,7624,null,83959,null,4356,null,76453,null,3933,null,0400000US37,North Carolina,37
159108,null,3449,null,3796,null,741,null,3505,null,779,null,9761,null,1237,null,14255,null,1635,null,23662,null,1796,null,39327,null,2457,null,29525,null,2013,null,23418,null,1877,null,6052,null,965,null,5807,null,962,null,0400000US38,North Dakota,38
2544355,null,14261,null,107162,null,5240,null,76157,null,4385,null,197209,null,7162,null,249264,null,6747,null,390250,null,10300,null,570238,null,10237,null,395549,null,8112,null,364002,null,8247,null,108480,null,3767,null,86044,null,3260,null,0400000US39,Ohio,39
744736,null,8471,null,32999,null,2584,null,25785,null,2791,null,70219,null,3225,null,79466,null,4302,null,116288,null,5465,null,167024,null,5536,null,109535,null,4477,null,91343,null,4239,null,26687,null,2228,null,25390,null,1736,null,0400000US40,Oklahoma,40
847609,null,9824,null,34806,null,3354,null,25921,null,2955,null,70697,null,3839,null,80617,null,4477,null,124171,null,5604,null,189591,null,6690,null,132201,null,5301,null,120363,null,3978,null,35861,null,2940,null,33381,null,2542,null,0400000US41,Oregon,41
2771803,null,14982,null,84317,null,4228,null,63709,null,4170,null,193667,null,6105,null,256650,null,6644,null,397469,null,8980,null,612899,null,10265,null,446937,null,8879,null,427981,null,8879,null,145879,null,4910,null,142295,null,4487,null,0400000US42,Pennsylvania,42
218924,null,5167,null,6552,null,1460,null,4698,null,1127,null,13667,null,2028,null,16174,null,2137,null,27248,null,2652,null,40777,null,2815,null,38301,null,2727,null,42784,null,2697,null,15441,null,1600,null,13282,null,1749,null,0400000US44,Rhode Island,44
825574,null,8849,null,32898,null,3259,null,23350,null,2689,null,70189,null,4056,null,77401,null,4765,null,124588,null,5566,null,182477,null,5460,null,129031,null,4874,null,119185,null,4970,null,34747,null,2412,null,31708,null,2510,null,0400000US45,South Carolina,45
