B25116_001E,B25116_001EA,B25116_001M,B25116_001MA,B25116_002E,B25116_002EA,B25116_002M,B25116_002MA,B25116_003E,B25116_003EA,B25116_003M,B25116_003MA,B25116_004E,B25116_004EA,B25116_004M,B25116_004MA,B25116_005E,B25116_005EA,B25116_005M,B25116_005MA,B25116_006E,B25116_006EA,B25116_006M,B25116_006MA,B25116_007E,B25116_007EA,B25116_007M,B25116_007MA,B25116_008E,B25116_008EA,B25116_008M,B25116_008MA,B25116_009E,B25116_009EA,B25116_009M,B25116_009MA,B25116_010E,B25116_010EA,B25116_010M,B25116_010MA,B25116_011E,B25116_011EA,B25116_011M,B25116_011MA,B25116_012E,B25116_012EA,B25116_012M,B25116_012MA,B25116_013E,B25116_013EA,B25116_013M,B25116_013MA,B25116_014E,B25116_014EA,B25116_014M,B25116_014MA,B25116_015E,B25116_015EA,B25116_015M,B25116_015MA,B25116_016E,B25116_016EA,B25116_016M,B25116_016MA,B25116_017E,B25116_017EA,B25116_017M,B25116_017MA,B25116_018E,B25116_018EA,B25116_018M,B25116_018MA,B25116_019E,B25116_019EA,B25116_019M,B25116_019MA,B25116_020E,B25116_020EA,B25116_020M,B25116_020MA,B25116_021E,B25116_021EA,B25116_021M,B25116_021MA,B25116_022E,B25116_022EA,B25116_022M,B25116_022MA,B25116_023E,B25116_023EA,B25116_023M,B25116_023MA,GEO_ID,NAME,state
1848051,null,10312,null,1285879,null,10656,null,307125,null,6735,null,105576,null,5310,null,65305,null,3489,null,58622,null,3352,null,77622,null,3443,null,978754,null,11285,null,560474,null,9408,null,204140,null,4550,null,132753,null,3643,null,81387,null,3038,null,562172,null,10797,null,217809,null,7286,null,136140,null,6200,null,31412,null,2522,null,23894,null,2233,null,26363,null,2062,null,344363,null,8933,null,298251,null,8510,null,25963,null,2591,null,11389,null,1547,null,8760,null,1585,null,0400000US01,Alabama,01
236597,null,2353,null,154337,null,3768,null,32295,null,2156,null,15242,null,1670,null,8033,null,1099,null,4866,null,930,null,4154,null,815,null,122042,null,3477,null,77569,null,3094,null,27488,null,1513,null,11542,null,981,null,5443,null,716,null,82260,null,3476,null,27449,null,2555,null,18544,null,2058,null,5318,null,1003,null,2597,null,809,null,990,null,454,null,54811,null,3061,null,48623,null,2898,null,4562,null,1034,null,909,null,416,null,717,null,341,null,0400000US02,Alaska,02
2276865,null,11778,null,1526790,null,12373,null,358297,null,8790,null,128138,null,5776,null,80189,null,3730,null,67979,null,3394,null,81991,null,3987,null,1168493,null,11550,null,651822,null,9841,null,234762,null,5711,null,162320,null,3874,null,119589,null,3888,null,750075,null,11978,null,255786,null,8403,null,169367,null,7253,null,34850,null,3368,null,19266,null,1828,null,32303,null,2824,null,494289,null,10932,null,430901,null,10019,null,36746,null,2872,null,14790,null,1811,null,11852,null,1597,null,0400000US04,Arizona,04
1124947,null,8066,null,742860,null,10442,null,167767,null,5882,null,48617,null,3299,null,37810,null,2964,null,32707,null,1981,null,48633,null,2472,null,575093,null,8359,null,322206,null,7715,null,121587,null,3495,null,81080,null,2650,null,50220,null,2298,null,382087,null,9861,null,140830,null,6333,null,85706,null,5350,null,21538,null,2479,null,15672,null,1867,null,17914,null,1701,null,241257,null,8228,null,211653,null,7686,null,16307,null,1973,null,7719,null,1413,null,5578,null,925,null,0400000US05,Arkansas,05
12214891,null,20992,null,6910054,null,26866,null,1377059,null,16429,null,439910,null,9036,null,318428,null,8594,null,255526,null,7026,null,363195,null,7469,null,5532995,null,23639,null,3203594,null,23687,null,1182544,null,11982,null,669094,null,8603,null,477763,null,8231,null,5304837,null,27827,null,1601931,null,19470,null,973586,null,16933,null,256803,null,7320,null,168395,null,6428,null,203147,null,5505,null,3702906,null,28940,null,3128639,null,26751,null,347084,null,7717,null,138077,null,6023,null,89106,null,4206,null,0400000US06,California,06
1910146,null,9468,null,1279955,null,10174,null,286876,null,7291,null,123234,null,5384,null,68939,null,4128,null,43485,null,2406,null,51218,null,2799,null,993079,null,9492,null,619741,null,8612,null,205422,null,4970,null,106836,null,2932,null,61080,null,2296,null,630191,null,8889,null,246047,null,7792,null,161448,null,7737,null,35959,null,3069,null,20699,null,1986,null,27941,null,1919,null,384144,null,9973,null,344357,null,9026,null,23285,null,2256,null,9657,null,1364,null,6845,null,1231,null,0400000US08,Colorado,08
1326329,null,5869,null,913166,null,7185,null,194988,null,6066,null,68677,null,4367,null,42849,null,2827,null,37010,null,2043,null,46452,null,2336,null,718178,null,8747,null,425877,null,6596,null,151534,null,4006,null,83770,null,2332,null,56997,null,2573,null,413163,null,7387,null,163519,null,6405,null,85217,null,5040,null,28975,null,2729,null,18424,null,1963,null,30903,null,2227,null,249644,null,7093,null,210010,null,6874,null,21063,null,2049,null,10005,null,1421,null,8566,null,1113,null,0400000US09,Connecticut,09
327252,null,4316,null,240908,null,4399,null,57367,null,3737,null,20470,null,2053,null,12224,null,1591,null,10457,null,1256,null,14216,null,1418,null,183541,null,4157,null,105081,null,3404,null,38460,null,1784,null,24399,null,1334,null,15601,null,1204,null,86344,null,3763,null,29383,null,2906,null,15965,null,2250,null,5093,null,1038,null,3557,null,898,null,4768,null,981,null,56961,null,3062,null,47457,null,2976,null,6460,null,1057,null,1757,null,640,null,1287,null,533,null,0400000US10,Delaware,10
249280,null,3172,null,111618,null,3411,null,43775,null,3096,null,22835,null,2165,null,8329,null,1107,null,6635,null,1159,null,5976,null,1160,null,67843,null,3050,null,37391,null,2615,null,14036,null,1368,null,9021,null,1058,null,7395,null,808,null,137662,null,3905,null,72408,null,3394,null,48695,null,3197,null,11581,null,1357,null,6202,null,1155,null,5930,null,1049,null,65254,null,3674,null,53584,null,3323,null,6848,null,1297,null,3205,null,812,null,1617,null,512,null,0400000US11,District of Columbia,11
6987647,null,25717,null,4785064,null,27252,null,1216991,null,15664,null,359704,null,9466,null,253457,null,6828,null,238064,null,6852,null,365766,null,8664,null,3568073,null,23553,null,1838603,null,17845,null,729706,null,9940,null,550157,null,7802,null,449607,null,8677,null,2202583,null,21786,null,757877,null,14139,null,461429,null,13306,null,108147,null,5141,null,70313,null,3179,null,117988,null,5196,null,1444706,null,19805,null,1215725,null,17645,null,122579,null,6034,null,55123,null,3720,null,51279,null,3636,null,0400000US12,Florida,12
