B17005_001E,B17005_001EA,B17005_001M,B17005_001MA,B17005_002E,B17005_002EA,B17005_002M,B17005_002MA,B17005_003E,B17005_003EA,B17005_003M,B17005_003MA,B17005_004E,B17005_004EA,B17005_004M,B17005_004MA,B17005_005E,B17005_005EA,B17005_005M,B17005_005MA,B17005_006E,B17005_006EA,B17005_006M,B17005_006MA,B17005_007E,B17005_007EA,B17005_007M,B17005_007MA,B17005_008E,B17005_008EA,B17005_008M,B17005_008MA,B17005_009E,B17005_009EA,B17005_009M,B17005_009MA,B17005_010E,B17005_010EA,B17005_010M,B17005_010MA,B17005_011E,B17005_011EA,B17005_011M,B17005_011MA,B17005_012E,B17005_012EA,B17005_012M,B17005_012MA,B17005_013E,B17005_013EA,B17005_013M,B17005_013MA,B17005_014E,B17005_014EA,B17005_014M,B17005_014MA,B17005_015E,B17005_015EA,B17005_015M,B17005_015MA,B17005_016E,B17005_016EA,B17005_016M,B17005_016MA,B17005_017E,B17005_017EA,B17005_017M,B17005_017MA,B17005_018E,B17005_018EA,B17005_018M,B17005_018MA,B17005_019E,B17005_019EA,B17005_019M,B17005_019MA,B17005_020E,B17005_020EA,B17005_020M,B17005_020MA,B17005_021E,B17005_021EA,B17005_021M,B17005_021MA,B17005_022E,B17005_022EA,B17005_022M,B17005_022MA,B17005_023E,B17005_023EA,B17005_023M,B17005_023MA,GEO_ID,NAME,state
3581141,null,4689,null,554422,null,15646,null,220623,null,8581,null,100420,null,6013,null,58549,null,4698,null,41871,null,3705,null,120203,null,6219,null,333799,null,10148,null,133877,null,6685,null,85662,null,5370,null,48215,null,3607,null,199922,null,7736,null,3026719,null,16680,null,1472594,null,9838,null,1065557,null,8999,null,977000,null,10246,null,88557,null,5533,null,407037,null,7966,null,1554125,null,11046,null,922556,null,11008,null,856844,null,11376,null,65712,null,5042,null,631569,null,10507,null,0400000US01,Alabama,01
509953,null,2951,null,40568,null,3373,null,17723,null,2259,null,11068,null,1474,null,5820,null,1178,null,5248,null,1147,null,6655,null,1531,null,22845,null,2186,null,11607,null,1479,null,8465,null,1372,null,3142,null,891,null,11238,null,1795,null,469385,null,3429,null,239383,null,2746,null,185507,null,3608,null,168467,null,4060,null,17040,null,1987,null,53876,null,2952,null,230002,null,2600,null,157811,null,3756,null,148876,null,3753,null,8935,null,1620,null,72191,null,3410,null,0400000US02,Alaska,02
4936024,null,4696,null,710880,null,17845,null,326543,null,11220,null,167733,null,9356,null,115360,null,7665,null,52373,null,4549,null,158810,null,8799,null,384337,null,11001,null,142819,null,6682,null,98354,null,5324,null,44465,null,4061,null,241518,null,9847,null,4225144,null,16611,null,2107233,null,11493,null,1534701,null,13293,null,1390975,null,14449,null,143726,null,8243,null,572532,null,9288,null,2117911,null,10745,null,1276450,null,13539,null,1185754,null,12803,null,90696,null,6404,null,841461,null,12737,null,0400000US04,Arizona,04
2178131,null,3658,null,355687,null,11734,null,146046,null,7274,null,74898,null,4709,null,51001,null,4182,null,23897,null,2602,null,71148,null,4969,null,209641,null,7672,null,83712,null,5007,null,61270,null,4026,null,22442,null,3020,null,125929,null,6494,null,1822444,null,11474,null,896010,null,7308,null,642870,null,8619,null,598466,null,9036,null,44404,null,3469,null,253140,null,5493,null,926434,null,7703,null,561219,null,8960,null,527202,null,9330,null,34017,null,3005,null,365215,null,7670,null,0400000US05,Arkansas,05
27889213,null,12027,null,3468787,null,42150,null,1531694,null,25028,null,830013,null,16631,null,570495,null,13847,null,259518,null,10983,null,701681,null,17312,null,1937093,null,25795,null,747535,null,15222,null,508781,null,11961,null,238754,null,9055,null,1189558,null,20210,null,24420426,null,41746,null,12197613,null,27364,null,9246890,null,31515,null,8337448,null,31928,null,909442,null,18072,null,2950723,null,22395,null,12222813,null,27041,null,7657059,null,28736,null,6987706,null,29928,null,669353,null,13419,null,4565754,null,27174,null,0400000US06,California,06
3810011,null,5116,null,441592,null,14673,null,199262,null,8901,null,119743,null,7529,null,85242,null,6698,null,34501,null,3951,null,79519,null,5441,null,242330,null,8579,null,108457,null,6289,null,83342,null,5574,null,25115,null,3061,null,133873,null,5724,null,3368419,null,15077,null,1686525,null,10348,null,1340531,null,9890,null,1239516,null,10563,null,101015,null,5593,null,345994,null,8461,null,1681894,null,9107,null,1132144,null,10185,null,1065450,null,10036,null,66694,null,4094,null,549750,null,9352,null,0400000US08,Colorado,08
2699385,null,3137,null,233763,null,10988,null,95804,null,6078,null,46963,null,4104,null,28193,null,3250,null,18770,null,2522,null,48841,null,4283,null,137959,null,7079,null,59295,null,4521,null,39390,null,3710,null,19905,null,2515,null,78664,null,4998,null,2465622,null,11249,null,1199909,null,6557,null,938573,null,8466,null,859695,null,8176,null,78878,null,3686,null,261336,null,6629,null,1265713,null,7407,null,852743,null,8915,null,794634,null,8678,null,58109,null,4429,null,412970,null,7198,null,0400000US09,Connecticut,09
677172,null,1904,null,62549,null,5980,null,24183,null,3344,null,12198,null,2515,null,8313,null,1868,null,3885,null,1332,null,11985,null,1811,null,38366,null,3870,null,17056,null,2487,null,10845,null,1961,null,6211,null,1521,null,21310,null,2706,null,614623,null,6580,null,296578,null,4057,null,218704,null,4672,null,201111,null,4548,null,17593,null,2414,null,77874,null,3703,null,318045,null,4511,null,207008,null,4893,null,195424,null,4650,null,11584,null,1494,null,111037,null,3599,null,0400000US10,Delaware,10
467886,null,1456,null,74796,null,6368,null,28107,null,3236,null,10442,null,2164,null,5904,null,1489,null,4538,null,1218,null,17665,null,2361,null,46689,null,4351,null,18294,null,2657,null,9008,null,1431,null,9286,null,2086,null,28395,null,3209,null,393090,null,6226,null,187744,null,3163,null,149285,null,3385,null,135406,null,3100,null,13879,null,1831,null,38459,null,2829,null,205346,null,4628,null,149823,null,4083,null,141369,null,3969,null,8454,null,1759,null,55523,null,3224,null,0400000US11,District of Columbia,11
14531709,null,8505,null,1939069,null,29216,null,841170,null,16817,null,425845,null,12065,null,264469,null,8290,null,161376,null,7885,null,415325,null,12664,null,1097899,null,21034,null,433192,null,13804,null,282093,null,10872,null,151099,null,7420,null,664707,null,15149,null,12592640,null,30826,null,6141232,null,18693,null,4346713,null,20223,null,3895748,null,21379,null,450965,null,13482,null,1794519,null,17222,null,6451408,null,23485,null,3866992,null,23722,null,3537322,null,24002,null,329670,null,12423,null,2584416,null,22503,null,0400000US12,Florida,12
