B18101_001E,B18101_001EA,B18101_001M,B18101_001MA,B18101_002E,B18101_002EA,B18101_002M,B18101_002MA,B18101_003E,B18101_003EA,B18101_003M,B18101_003MA,B18101_004E,B18101_004EA,B18101_004M,B18101_004MA,B18101_005E,B18101_005EA,B18101_005M,B18101_005MA,B18101_006E,B18101_006EA,B18101_006M,B18101_006MA,B18101_007E,B18101_007EA,B18101_007M,B18101_007MA,B18101_008E,B18101_008EA,B18101_008M,B18101_008MA,B18101_009E,B18101_009EA,B18101_009M,B18101_009MA,B18101_010E,B18101_010EA,B18101_010M,B18101_010MA,B18101_011E,B18101_011EA,B18101_011M,B18101_011MA,B18101_012E,B18101_012EA,B18101_012M,B18101_012MA,B18101_013E,B18101_013EA,B18101_013M,B18101_013MA,B18101_014E,B18101_014EA,B18101_014M,B18101_014MA,B18101_015E,B18101_015EA,B18101_015M,B18101_015MA,B18101_016E,B18101_016EA,B18101_016M,B18101_016MA,B18101_017E,B18101_017EA,B18101_017M,B18101_017MA,B18101_018E,B18101_018EA,B18101_018M,B18101_018MA,B18101_019E,B18101_019EA,B18101_019M,B18101_019MA,B18101_020E,B18101_020EA,B18101_020M,B18101_020MA,B18101_021E,B18101_021EA,B18101_021M,B18101_021MA,B18101_022E,B18101_022EA,B18101_022M,B18101_022MA,B18101_023E,B18101_023EA,B18101_023M,B18101_023MA,B18101_024E,B18101_024EA,B18101_024M,B18101_024MA,B18101_025E,B18101_025EA,B18101_025M,B18101_025MA,B18101_026E,B18101_026EA,B18101_026M,B18101_026MA,B18101_027E,B18101_027EA,B18101_027M,B18101_027MA,B18101_028E,B18101_028EA,B18101_028M,B18101_028MA,B18101_029E,B18101_029EA,B18101_029M,B18101_029MA,B18101_030E,B18101_030EA,B18101_030M,B18101_030MA,B18101_031E,B18101_031EA,B18101_031M,B18101_031MA,B18101_032E,B18101_032EA,B18101_032M,B18101_032MA,B18101_033E,B18101_033EA,B18101_033M,B18101_033MA,B18101_034E,B18101_034EA,B18101_034M,B18101_034MA,B18101_035E,B18101_035EA,B18101_035M,B18101_035MA,B18101_036E,B18101_036EA,B18101_036M,B18101_036MA,B18101_037E,B18101_037EA,B18101_037M,B18101_037MA,B18101_038E,B18101_038EA,B18101_038M,B18101_038MA,B18101_039E,B18101_039EA,B18101_039M,B18101_039MA,GEO_ID,NAME,state
4616028,null,1808,null,2216414,null,5319,null,159864,null,2855,null,652,null,431,null,159212,null,2817,null,413952,null,3403,null,37047,null,2909,null,376905,null,4568,null,513869,null,4088,null,41772,null,3036,null,472097,null,4917,null,865125,null,4577,null,161639,null,5719,null,703486,null,7496,null,158945,null,2154,null,58172,null,3184,null,100773,null,3267,null,104659,null,1667,null,55072,null,2178,null,49587,null,2533,null,2399614,null,5277,null,153981,null,2303,null,1443,null,758,null,152538,null,2441,null,396430,null,2976,null,19677,null,2455,null,376753,null,3494,null,539810,null,3535,null,38544,null,3358,null,501266,null,4668,null,948912,null,3912,null,182792,null,6086,null,766120,null,6870,null,191400,null,1710,null,63809,null,3388,null,127591,null,3338,null,169081,null,1765,null,99190,null,3289,null,69891,null,3078,null,0400000US01,Alabama,01
678081,null,2615,null,344335,null,2643,null,28254,null,1020,null,189,null,170,null,28065,null,1043,null,65623,null,1387,null,3537,null,851,null,62086,null,1375,null,90271,null,2708,null,7072,null,1694,null,83199,null,3296,null,135900,null,2569,null,19410,null,2852,null,116490,null,3872,null,16465,null,828,null,5906,null,873,null,10559,null,845,null,7822,null,452,null,4906,null,609,null,2916,null,669,null,333746,null,1899,null,26527,null,1128,null,154,null,159,null,26373,null,1144,null,62857,null,1274,null,3007,null,711,null,59850,null,1347,null,82525,null,1767,null,5282,null,1600,null,77243,null,2029,null,135031,null,1439,null,17081,null,2077,null,117950,null,2302,null,15466,null,1080,null,4617,null,956,null,10849,null,1063,null,11340,null,873,null,7768,null,1009,null,3572,null,818,null,0400000US02,Alaska,02
6501531,null,2050,null,3232732,null,3982,null,264083,null,2086,null,1605,null,682,null,262478,null,2092,null,621074,null,2266,null,34900,null,4194,null,586174,null,4577,null,786293,null,3134,null,42101,null,4124,null,744192,null,5460,null,1174649,null,3088,null,150037,null,7222,null,1024612,null,7352,null,211949,null,1412,null,55934,null,3040,null,156015,null,3158,null,174684,null,1271,null,84681,null,3082,null,90003,null,3084,null,3268799,null,3527,null,252347,null,1970,null,1938,null,1041,null,250409,null,1868,null,592310,null,2168,null,23270,null,2791,null,569040,null,3494,null,740661,null,2661,null,31350,null,3599,null,709311,null,4508,null,1216038,null,2428,null,156868,null,6747,null,1059170,null,6860,null,239589,null,1423,null,55571,null,3818,null,184018,null,3984,null,227854,null,1775,null,116158,null,3760,null,111696,null,3679,null,0400000US04,Arizona,04
2833391,null,1646,null,1376266,null,4518,null,103809,null,2508,null,1180,null,520,null,102629,null,2483,null,257864,null,2905,null,24271,null,2687,null,233593,null,3472,null,318903,null,3465,null,31320,null,3319,null,287583,null,5034,null,525698,null,3249,null,108749,null,4076,null,416949,null,5350,null,100748,null,1369,null,35953,null,2073,null,64795,null,2154,null,69244,null,1438,null,40279,null,2210,null,28965,null,2154,null,1457125,null,4146,null,98502,null,2589,null,1151,null,697,null,97351,null,2770,null,246509,null,2745,null,10472,null,1532,null,236037,null,3266,null,323318,null,2952,null,27430,null,3216,null,295888,null,3570,null,566963,null,3137,null,111848,null,4990,null,455115,null,5921,null,116669,null,1542,null,37785,null,2321,null,78884,null,2345,null,105164,null,1916,null,60920,null,2823,null,44244,null,2775,null,0400000US05,Arkansas,05
36376938,null,5731,null,18072031,null,8343,null,1410857,null,3183,null,10903,null,2215,null,1399954,null,4126,null,3422645,null,4498,null,155811,null,8565,null,3266834,null,9495,null,4517238,null,6987,null,218693,null,9009,null,4298545,null,12133,null,6981353,null,5482,null,704187,null,14304,null,6277166,null,15345,null,996729,null,3038,null,243888,null,7347,null,752841,null,7538,null,743209,null,3306,null,364742,null,6438,null,378467,null,6898,null,18304907,null,7752,null,1337969,null,2817,null,8608,null,1814,null,1329361,null,3439,null,3251215,null,3387,null,97369,null,6013,null,3153846,null,6225,null,4334195,null,4133,null,174568,null,8746,null,4159627,null,9433,null,7097050,null,5440,null,753216,null,13030,null,6343834,null,14136,null,1159187,null,2959,null,299870,null,7578,null,859317,null,7430,null,1125291,null,4215,null,605341,null,8748,null,519950,null,9042,null,0400000US06,California,06
4930142,null,2876,null,2457378,null,4175,null,187131,null,2243,null,1330,null,646,null,185801,null,2215,null,439108,null,2477,null,23355,null,2793,null,415753,null,3608,null,607100,null,3155,null,32370,null,2533,null,574730,null,4095,null,995771,null,3969,null,102991,null,5675,null,892780,null,5368,null,139969,null,1415,null,32005,null,2258,null,107964,null,2580,null,88299,null,1314,null,44084,null,2147,null,44215,null,2151,null,2472764,null,3736,null,177583,null,1855,null,674,null,418,null,176909,null,1832,null,421389,null,1935,null,13516,null,1879,null,407873,null,2640,null,580699,null,3205,null,25365,null,2894,null,555334,null,4365,null,1004719,null,3120,null,96778,null,4632,null,907941,null,5190,null,154294,null,1429,null,33570,null,2359,null,120724,null,2594,null,134080,null,2384,null,70196,null,3468,null,63884,null,3340,null,0400000US08,Colorado,08
3456856,null,1297,null,1679224,null,2358,null,107111,null,998,null,683,null,429,null,106428,null,1027,null,305613,null,1622,null,18683,null,2026,null,286930,null,2620,null,368074,null,2030,null,20025,null,2660,null,348049,null,3453,null,703912,null,2309,null,68729,null,3973,null,635183,null,4098,null,112901,null,876,null,21138,null,1763,null,91763,null,2041,null,81613,null,1345,null,33480,null,2041,null,48133,null,1896,null,1777632,null,2298,null,102258,null,785,null,489,null,287,null,101769,null,800,null,291817,null,1305,null,9833,null,1782,null,281984,null,2117,null,366938,null,1476,null,17902,null,2215,null,349036,null,2469,null,751142,null,2032,null,77603,null,4070,null,673539,null,4538,null,131560,null,1008,null,28723,null,2263,null,102837,null,2460,null,133917,null,1612,null,62925,null,2774,null,70992,null,3068,null,0400000US09,Connecticut,09
869483,null,1017,null,418177,null,1741,null,30077,null,477,null,103,null,132,null,29974,null,490,null,75489,null,998,null,4998,null,1135,null,70491,null,1344,null,94062,null,1080,null,7200,null,1581,null,86862,null,1755,null,165467,null,1171,null,21193,null,2197,null,144274,null,2419,null,30434,null,597,null,7344,null,1150,null,23090,null,1309,null,22648,null,540,null,11060,null,1224,null,11588,null,1059,null,451306,null,1383,null,29384,null,511,null,192,null,317,null,29192,null,611,null,71814,null,978,null,3058,null,798,null,68756,null,1262,null,99157,null,625,null,6429,null,1472,null,92728,null,1554,null,182706,null,1040,null,24209,null,2098,null,158497,null,2232,null,36261,null,773,null,8618,null,1232,null,27643,null,1156,null,31984,null,1074,null,16803,null,1478,null,15181,null,1533,null,0400000US10,Delaware,10
589408,null,861,null,275835,null,1117,null,19877,null,612,null,226,null,379,null,19651,null,662,null,37328,null,612,null,3885,null,1293,null,33443,null,1442,null,83294,null,730,null,4243,null,1236,null,79051,null,1527,null,108752,null,994,null,14142,null,2216,null,94610,null,2155,null,16364,null,771,null,4240,null,810,null,12124,null,1023,null,10220,null,515,null,4947,null,889,null,5273,null,860,null,313573,null,1063,null,18275,null,614,null,59,null,97,null,18216,null,604,null,38230,null,877,null,2587,null,759,null,35643,null,1135,null,98310,null,641,null,3879,null,1081,null,94431,null,1393,null,119578,null,488,null,19374,null,2409,null,100204,null,2435,null,21056,null,558,null,6490,null,976,null,14566,null,1155,null,18124,null,1358,null,8294,null,1127,null,9830,null,1362,null,0400000US11,District of Columbia,11
18192784,null,3804,null,8856789,null,8200,null,594945,null,3088,null,4494,null,1387,null,590451,null,3397,null,1478001,null,3826,null,89344,null,5993,null,1388657,null,6563,null,1965624,null,6850,null,119061,null,7207,null,1846563,null,10546,null,3439167,null,8317,null,418524,null,12096,null,3020643,null,14508,null,712723,null,3247,null,172484,null,6536,null,540239,null,6456,null,666329,null,3396,null,298827,null,6993,null,367502,null,6938,null,9335995,null,7600,null,568212,null,3310,null,3347,null,1108,null,564865,null,3317,null,1409503,null,4197,null,51644,null,3852,null,1357859,null,5572,null,1925324,null,4784,null,93775,null,5461,null,1831549,null,6955,null,3693603,null,5997,null,440121,null,10852,null,3253482,null,11582,null,834843,null,3200,null,191118,null,6623,null,643725,null,6832,null,904510,null,4774,null,444092,null,9966,null,460418,null,9725,null,0400000US12,Florida,12
