B12002I_001E,B12002I_001EA,B12002I_001M,B12002I_001MA,B12002I_002E,B12002I_002EA,B12002I_002M,B12002I_002MA,B12002I_003E,B12002I_003EA,B12002I_003M,B12002I_003MA,B12002I_004E,B12002I_004EA,B12002I_004M,B12002I_004MA,B12002I_005E,B12002I_005EA,B12002I_005M,B12002I_005MA,B12002I_006E,B12002I_006EA,B12002I_006M,B12002I_006MA,B12002I_007E,B12002I_007EA,B12002I_007M,B12002I_007MA,B12002I_008E,B12002I_008EA,B12002I_008M,B12002I_008MA,B12002I_009E,B12002I_009EA,B12002I_009M,B12002I_009MA,B12002I_010E,B12002I_010EA,B12002I_010M,B12002I_010MA,B12002I_011E,B12002I_011EA,B12002I_011M,B12002I_011MA,B12002I_012E,B12002I_012EA,B12002I_012M,B12002I_012MA,B12002I_013E,B12002I_013EA,B12002I_013M,B12002I_013MA,GEO_ID,NAME,state
90868,null,2103,null,50178,null,2181,null,22581,null,2408,null,24131,null,2055,null,530,null,326,null,198,null,167,null,2738,null,746,null,40690,null,1684,null,12216,null,1558,null,21819,null,1839,null,1967,null,860,null,1156,null,396,null,3532,null,1146,null,0400000US01,Alabama,01
30012,null,537,null,15922,null,774,null,7331,null,1224,null,7190,null,1235,null,246,null,186,null,175,null,234,null,980,null,607,null,14090,null,774,null,5160,null,1007,null,6614,null,882,null,500,null,406,null,576,null,283,null,1240,null,575,null,0400000US02,Alaska,02
1383993,null,630,null,726828,null,1006,null,326447,null,7873,null,321572,null,9549,null,12856,null,2292,null,10362,null,2102,null,55591,null,4659,null,657165,null,903,null,242864,null,6725,null,290933,null,8087,null,22504,null,3088,null,34815,null,2904,null,66049,null,5184,null,0400000US04,Arizona,04
109364,null,1748,null,58134,null,1687,null,22722,null,2227,null,31514,null,2548,null,1098,null,588,null,138,null,141,null,2662,null,1023,null,51230,null,1563,null,16146,null,1683,null,27328,null,1694,null,2140,null,867,null,1469,null,571,null,4147,null,1255,null,0400000US05,Arkansas,05
9691912,null,981,null,4997739,null,1543,null,2256430,null,18103,null,2280586,null,20263,null,112487,null,5517,null,68265,null,4804,null,279971,null,9898,null,4694173,null,1742,null,1803007,null,16318,null,2063966,null,19387,null,192347,null,7811,null,251349,null,6727,null,383504,null,10810,null,0400000US06,California,06
700746,null,1006,null,369220,null,1300,null,149653,null,4678,null,173576,null,5533,null,10378,null,2119,null,5577,null,1170,null,30036,null,3509,null,331526,null,1390,null,111597,null,4332,null,155423,null,4271,null,12786,null,1527,null,16232,null,1870,null,35488,null,3056,null,0400000US08,Colorado,08
312117,null,632,null,157102,null,777,null,74815,null,2449,null,63503,null,2350,null,5122,null,1186,null,1235,null,576,null,12427,null,1451,null,155015,null,842,null,62058,null,2916,null,58427,null,2987,null,8784,null,1681,null,5502,null,839,null,20244,null,1998,null,0400000US09,Connecticut,09
42016,null,295,null,22543,null,686,null,9913,null,1507,null,10305,null,1350,null,831,null,611,null,422,null,375,null,1072,null,579,null,19473,null,680,null,7573,null,1083,null,7817,null,1034,null,884,null,494,null,1567,null,622,null,1632,null,690,null,0400000US10,Delaware,10
40672,null,0,*****,21347,null,338,null,11627,null,1074,null,7644,null,1362,null,707,null,706,null,156,null,239,null,1213,null,713,null,19325,null,337,null,10103,null,1421,null,6195,null,1298,null,441,null,350,null,825,null,477,null,1761,null,789,null,0400000US11,District of Columbia,11
3077011,null,2230,null,1559365,null,2504,null,588831,null,9043,null,753144,null,13516,null,46253,null,3620,null,28379,null,2887,null,142758,null,8649,null,1517646,null,2310,null,438720,null,8641,null,688611,null,11763,null,66348,null,5326,null,117766,null,5015,null,206201,null,8191,null,0400000US12,Florida,12
