B10051H_001E,B10051H_001EA,B10051H_001M,B10051H_001MA,B10051H_002E,B10051H_002EA,B10051H_002M,B10051H_002MA,B10051H_003E,B10051H_003EA,B10051H_003M,B10051H_003MA,B10051H_004E,B10051H_004EA,B10051H_004M,B10051H_004MA,B10051H_005E,B10051H_005EA,B10051H_005M,B10051H_005MA,B10051H_006E,B10051H_006EA,B10051H_006M,B10051H_006MA,B10051H_007E,B10051H_007EA,B10051H_007M,B10051H_007MA,GEO_ID,NAME,state
65822,null,5264,null,36163,null,3506,null,25393,null,3102,null,10770,null,1657,null,29659,null,3708,null,13717,null,2383,null,15942,null,2505,null,0400000US01,Alabama,01
7594,null,1766,null,3652,null,1603,null,2200,null,1028,null,1452,null,1244,null,3942,null,891,null,1698,null,670,null,2244,null,684,null,0400000US02,Alaska,02
65338,null,4977,null,26500,null,3289,null,17416,null,2581,null,9084,null,1657,null,38838,null,3998,null,16356,null,2492,null,22482,null,3228,null,0400000US04,Arizona,04
43509,null,3428,null,25215,null,2973,null,15694,null,2258,null,9521,null,1724,null,18294,null,2773,null,10057,null,2097,null,8237,null,1600,null,0400000US05,Arkansas,05
239101,null,8427,null,86433,null,5182,null,47519,null,4112,null,38914,null,3618,null,152668,null,7140,null,62729,null,4933,null,89939,null,5088,null,0400000US06,California,06
41046,null,3755,null,17381,null,2433,null,12009,null,2101,null,5372,null,1232,null,23665,null,2989,null,9561,null,1836,null,14104,null,1938,null,0400000US08,Colorado,08
41766,null,4290,null,12957,null,2167,null,8527,null,1964,null,4430,null,1077,null,28809,null,3306,null,9292,null,2166,null,19517,null,2405,null,0400000US09,Connecticut,09
9605,null,1804,null,4394,null,1153,null,2628,null,870,null,1766,null,619,null,5211,null,1170,null,2479,null,797,null,2732,null,750,null,0400000US10,Delaware,10
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US11,District of Columbia,11
175195,null,8892,null,77283,null,5193,null,46893,null,4021,null,30390,null,3257,null,97912,null,7356,null,41255,null,4162,null,56657,null,4877,null,0400000US12,Florida,12
110748,null,6591,null,51342,null,4569,null,33472,null,3882,null,17870,null,2544,null,59406,null,4530,null,29017,null,2917,null,30389,null,3488,null,0400000US13,Georgia,13
6315,null,1392,null,1163,null,522,null,319,null,308,null,844,null,439,null,5152,null,1348,null,2122,null,858,null,3030,null,915,null,0400000US15,Hawaii,15
19686,null,2839,null,8816,null,1674,null,5826,null,1450,null,2990,null,899,null,10870,null,2151,null,5708,null,1625,null,5162,null,1298,null,0400000US16,Idaho,16
108795,null,5739,null,45083,null,3744,null,33161,null,3368,null,11922,null,1542,null,63712,null,4511,null,31370,null,3276,null,32342,null,2819,null,0400000US17,Illinois,17
92094,null,5263,null,51234,null,4201,null,37750,null,3561,null,13484,null,2024,null,40860,null,3424,null,23232,null,2868,null,17628,null,2014,null,0400000US18,Indiana,18
25917,null,3058,null,11258,null,1819,null,8515,null,1596,null,2743,null,699,null,14659,null,2095,null,8879,null,1843,null,5780,null,1127,null,0400000US19,Iowa,19
28693,null,3112,null,13791,null,2333,null,9193,null,1697,null,4598,null,1369,null,14902,null,2106,null,8783,null,1550,null,6119,null,1374,null,0400000US20,Kansas,20
87886,null,5649,null,52227,null,4210,null,36808,null,3570,null,15419,null,2332,null,35659,null,3600,null,20137,null,2834,null,15522,null,1902,null,0400000US21,Kentucky,21
54370,null,4584,null,29122,null,3373,null,18787,null,2970,null,10335,null,1962,null,25248,null,2743,null,12081,null,2143,null,13167,null,1906,null,0400000US22,Louisiana,22
13202,null,1622,null,5274,null,1293,null,3152,null,1061,null,2122,null,679,null,7928,null,1406,null,3800,null,938,null,4128,null,1012,null,0400000US23,Maine,23
52720,null,4019,null,18824,null,2445,null,13058,null,2109,null,5766,null,1078,null,33896,null,3201,null,13327,null,1890,null,20569,null,2268,null,0400000US24,Maryland,24
74314,null,5444,null,20475,null,2985,null,12742,null,2470,null,7733,null,1648,null,53839,null,3819,null,20684,null,2664,null,33155,null,3049,null,0400000US25,Massachusetts,25
110182,null,5608,null,46224,null,3778,null,30687,null,2892,null,15537,null,2082,null,63958,null,4157,null,32379,null,3214,null,31579,null,2838,null,0400000US26,Michigan,26
35469,null,2821,null,14577,null,1759,null,10452,null,1666,null,4125,null,937,null,20892,null,2140,null,11452,null,1713,null,9440,null,1367,null,0400000US27,Minnesota,27
36199,null,4145,null,20891,null,2955,null,13172,null,2377,null,7719,null,1659,null,15308,null,2738,null,8952,null,2044,null,6356,null,1359,null,0400000US28,Mississippi,28
76224,null,5480,null,37113,null,3797,null,23586,null,3199,null,13527,null,2173,null,39111,null,3059,null,19909,null,2218,null,19202,null,2497,null,0400000US29,Missouri,29
11153,null,2228,null,4522,null,1164,null,3172,null,962,null,1350,null,574,null,6631,null,1799,null,2743,null,925,null,3888,null,1322,null,0400000US30,Montana,30
17214,null,2250,null,7333,null,1256,null,5193,null,1149,null,2140,null,796,null,9881,null,1717,null,5758,null,1334,null,4123,null,1098,null,0400000US31,Nebraska,31
28548,null,3619,null,11427,null,2550,null,6109,null,1684,null,5318,null,1565,null,17121,null,2373,null,8159,null,1899,null,8962,null,1839,null,0400000US32,Nevada,32
17813,null,2677,null,5869,null,1378,null,4300,null,1220,null,1569,null,613,null,11944,null,2016,null,3834,null,1135,null,8110,null,1742,null,0400000US33,New Hampshire,33
78361,null,5317,null,20515,null,2828,null,11466,null,1949,null,9049,null,1522,null,57846,null,4205,null,16765,null,2381,null,41081,null,3430,null,0400000US34,New Jersey,34
12235,null,2233,null,7290,null,1927,null,4884,null,1501,null,2406,null,853,null,4945,null,1395,null,1699,null,694,null,3246,null,1066,null,0400000US35,New Mexico,35
159966,null,6393,null,50314,null,3732,null,30931,null,3094,null,19383,null,2604,null,109652,null,5829,null,35641,null,3704,null,74011,null,4752,null,0400000US36,New York,36
92643,null,5959,null,48189,null,4315,null,32765,null,3500,null,15424,null,2353,null,44454,null,4048,null,21672,null,2959,null,22782,null,2582,null,0400000US37,North Carolina,37
2927,null,868,null,1745,null,727,null,1110,null,511,null,635,null,379,null,1182,null,539,null,662,null,402,null,520,null,331,null,0400000US38,North Dakota,38
155941,null,7463,null,68849,null,4646,null,47276,null,3910,null,21573,null,2209,null,87092,null,5398,null,44482,null,4373,null,42610,null,3545,null,0400000US39,Ohio,39
46674,null,3437,null,24461,null,2260,null,16154,null,1904,null,8307,null,1294,null,22213,null,2668,null,12091,null,2158,null,10122,null,1528,null,0400000US40,Oklahoma,40
45446,null,4505,null,19407,null,2153,null,12205,null,1994,null,7202,null,1411,null,26039,null,3539,null,13704,null,2579,null,12335,null,2120,null,0400000US41,Oregon,41
144154,null,7335,null,53865,null,4424,null,34889,null,3467,null,18976,null,2199,null,90289,null,5235,null,42657,null,3949,null,47632,null,3659,null,0400000US42,Pennsylvania,42
11251,null,1767,null,3317,null,1015,null,2087,null,785,null,1230,null,593,null,7934,null,1353,null,3379,null,1076,null,4555,null,1170,null,0400000US44,Rhode Island,44
56492,null,4399,null,27735,null,3127,null,18211,null,2889,null,9524,null,1798,null,28757,null,3466,null,15064,null,2888,null,13693,null,2217,null,0400000US45,South Carolina,45
7887,null,1537,null,3448,null,1064,null,2168,null,850,null,1280,null,542,null,4439,null,1272,null,2635,null,945,null,1804,null,935,null,0400000US46,South Dakota,46
102180,null,6360,null,55395,null,4915,null,37070,null,3950,null,18325,null,2278,null,46785,null,3759,null,25665,null,3161,null,21120,null,2531,null,0400000US47,Tennessee,47
223653,null,9519,null,113724,null,6968,null,74309,null,5243,null,39415,null,3601,null,109929,null,6178,null,52630,null,4670,null,57299,null,4872,null,0400000US48,Texas,48
41171,null,3444,null,14564,null,2052,null,9022,null,1530,null,5542,null,1321,null,26607,null,2724,null,14835,null,2374,null,11772,null,1573,null,0400000US49,Utah,49
6382,null,1543,null,2211,null,874,null,1637,null,764,null,574,null,306,null,4171,null,1111,null,2226,null,752,null,1945,null,774,null,0400000US50,Vermont,50
84185,null,6193,null,35760,null,4182,null,22300,null,3212,null,13460,null,2294,null,48425,null,4597,null,23228,null,2965,null,25197,null,3095,null,0400000US51,Virginia,51
72461,null,3919,null,31307,null,2553,null,19662,null,2048,null,11645,null,1707,null,41154,null,3012,null,21217,null,2802,null,19937,null,2197,null,0400000US53,Washington,53
35964,null,2957,null,20411,null,2377,null,12821,null,1932,null,7590,null,1597,null,15553,null,1785,null,8543,null,1489,null,7010,null,1302,null,0400000US54,West Virginia,54
45696,null,3480,null,17772,null,2067,null,12265,null,1640,null,5507,null,1167,null,27924,null,2515,null,15074,null,1821,null,12850,null,1847,null,0400000US55,Wisconsin,55
6515,null,1459,null,2888,null,945,null,2214,null,866,null,674,null,347,null,3627,null,1244,null,2526,null,1019,null,1101,null,573,null,0400000US56,Wyoming,56
