C11001G_001E,C11001G_001EA,C11001G_001M,C11001G_001MA,C11001G_002E,C11001G_002EA,C11001G_002M,C11001G_002MA,C11001G_003E,C11001G_003EA,C11001G_003M,C11001G_003MA,C11001G_004E,C11001G_004EA,C11001G_004M,C11001G_004MA,C11001G_005E,C11001G_005EA,C11001G_005M,C11001G_005MA,GEO_ID,NAME,state
17707,null,1875,null,11826,null,1672,null,7756,null,1246,null,4070,null,1032,null,5881,null,1089,null,0400000US01,Alabama,01
10910,null,1522,null,6871,null,1161,null,3739,null,873,null,3132,null,941,null,4039,null,1106,null,0400000US02,Alaska,02
33070,null,3060,null,21563,null,2316,null,14015,null,1775,null,7548,null,1462,null,11507,null,1831,null,0400000US04,Arizona,04
16648,null,2018,null,10599,null,1646,null,6614,null,1399,null,3985,null,1147,null,6049,null,1222,null,0400000US05,Arkansas,05
301207,null,7951,null,196512,null,6151,null,130684,null,5112,null,65828,null,3657,null,104695,null,4979,null,0400000US06,California,06
37763,null,2981,null,23603,null,2281,null,15844,null,1866,null,7759,null,1601,null,14160,null,1849,null,0400000US08,Colorado,08
15219,null,1821,null,10310,null,1608,null,4946,null,1045,null,5364,null,1082,null,4909,null,1169,null,0400000US09,Connecticut,09
3730,null,873,null,2323,null,657,null,1240,null,531,null,1083,null,466,null,1407,null,651,null,0400000US10,Delaware,10
3573,null,860,null,837,null,443,null,325,null,212,null,512,null,373,null,2736,null,821,null,0400000US11,District of Columbia,11
88716,null,4433,null,57065,null,3556,null,36929,null,2726,null,20136,null,2019,null,31651,null,2726,null,0400000US12,Florida,12
33950,null,3111,null,21909,null,2595,null,13386,null,1996,null,8523,null,1701,null,12041,null,1804,null,0400000US13,Georgia,13
72897,null,3871,null,55081,null,3543,null,34750,null,2648,null,20331,null,2036,null,17816,null,2254,null,0400000US15,Hawaii,15
8160,null,1480,null,5345,null,1136,null,3831,null,893,null,1514,null,714,null,2815,null,900,null,0400000US16,Idaho,16
46479,null,3701,null,28400,null,2732,null,18071,null,1957,null,10329,null,1728,null,18079,null,2297,null,0400000US17,Illinois,17
26713,null,2234,null,17173,null,1986,null,10474,null,1375,null,6699,null,1279,null,9540,null,1541,null,0400000US18,Indiana,18
11178,null,1914,null,7898,null,1625,null,4456,null,993,null,3442,null,1226,null,3280,null,1000,null,0400000US19,Iowa,19
19094,null,1692,null,13508,null,1579,null,7247,null,1065,null,6261,null,1210,null,5586,null,811,null,0400000US20,Kansas,20
16227,null,2134,null,11011,null,1716,null,6621,null,1371,null,4390,null,966,null,5216,null,1120,null,0400000US21,Kentucky,21
15125,null,2182,null,9722,null,1698,null,6462,null,1255,null,3260,null,1219,null,5403,null,1195,null,0400000US22,Louisiana,22
8041,null,1248,null,4006,null,810,null,1796,null,536,null,2210,null,826,null,4035,null,1039,null,0400000US23,Maine,23
26948,null,2604,null,16633,null,2163,null,11098,null,1621,null,5535,null,1192,null,10315,null,1902,null,0400000US24,Maryland,24
34601,null,3010,null,23767,null,2388,null,13327,null,1519,null,10440,null,1887,null,10834,null,1700,null,0400000US25,Massachusetts,25
46711,null,3293,null,28945,null,2484,null,16466,null,1842,null,12479,null,1737,null,17766,null,2003,null,0400000US26,Michigan,26
19792,null,1971,null,11679,null,1586,null,6814,null,1199,null,4865,null,1048,null,8113,null,1317,null,0400000US27,Minnesota,27
9553,null,1721,null,6846,null,1449,null,4552,null,1109,null,2294,null,980,null,2707,null,1128,null,0400000US28,Mississippi,28
31359,null,3002,null,19089,null,2010,null,11609,null,1593,null,7480,null,1308,null,12270,null,2037,null,0400000US29,Missouri,29
4295,null,1040,null,2606,null,763,null,2063,null,709,null,543,null,303,null,1689,null,562,null,0400000US30,Montana,30
10313,null,1250,null,6530,null,1010,null,4136,null,833,null,2394,null,849,null,3783,null,857,null,0400000US31,Nebraska,31
22898,null,2462,null,14715,null,2003,null,9641,null,1580,null,5074,null,1188,null,8183,null,1576,null,0400000US32,Nevada,32
4065,null,995,null,2379,null,675,null,1831,null,620,null,548,null,310,null,1686,null,675,null,0400000US33,New Hampshire,33
42629,null,3468,null,31310,null,2858,null,17748,null,2424,null,13562,null,1951,null,11319,null,1813,null,0400000US34,New Jersey,34
15662,null,1964,null,9750,null,1566,null,6750,null,1253,null,3000,null,897,null,5912,null,1302,null,0400000US35,New Mexico,35
103079,null,5477,null,64235,null,3805,null,35026,null,2543,null,29209,null,2721,null,38844,null,3346,null,0400000US36,New York,36
43735,null,3704,null,27480,null,2895,null,16925,null,2350,null,10555,null,1858,null,16255,null,2480,null,0400000US37,North Carolina,37
2301,null,722,null,1499,null,562,null,960,null,456,null,539,null,416,null,802,null,375,null,0400000US38,North Dakota,38
44906,null,3221,null,27359,null,2567,null,16276,null,1888,null,11083,null,1613,null,17547,null,2067,null,0400000US39,Ohio,39
76884,null,3450,null,50816,null,3170,null,33244,null,2615,null,17572,null,2086,null,26068,null,2444,null,0400000US40,Oklahoma,40
31518,null,3141,null,18670,null,2407,null,12051,null,1956,null,6619,null,1486,null,12848,null,1829,null,0400000US41,Oregon,41
41313,null,3073,null,24984,null,2413,null,15550,null,1744,null,9434,null,1497,null,16329,null,2280,null,0400000US42,Pennsylvania,42
5350,null,1448,null,2741,null,763,null,1605,null,629,null,1136,null,484,null,2609,null,1054,null,0400000US44,Rhode Island,44
11757,null,1751,null,6950,null,1198,null,4439,null,972,null,2511,null,789,null,4807,null,1277,null,0400000US45,South Carolina,45
3592,null,1046,null,2236,null,771,null,1243,null,588,null,993,null,613,null,1356,null,694,null,0400000US46,South Dakota,46
25434,null,2154,null,16933,null,2122,null,10894,null,1564,null,6039,null,1336,null,8501,null,1445,null,0400000US47,Tennessee,47
131056,null,6188,null,88426,null,4634,null,62045,null,3775,null,26381,null,2558,null,42630,null,4432,null,0400000US48,Texas,48
9235,null,1524,null,6552,null,1197,null,5374,null,1056,null,1178,null,525,null,2683,null,946,null,0400000US49,Utah,49
3877,null,791,null,2350,null,572,null,1285,null,373,null,1065,null,481,null,1527,null,694,null,0400000US50,Vermont,50
39452,null,3701,null,23906,null,2671,null,14837,null,1922,null,9069,null,1654,null,15546,null,2118,null,0400000US51,Virginia,51
63406,null,3915,null,39771,null,2670,null,27075,null,2391,null,12696,null,1373,null,23635,null,2871,null,0400000US53,Washington,53
8990,null,1379,null,5034,null,1025,null,3254,null,811,null,1780,null,672,null,3956,null,918,null,0400000US54,West Virginia,54
18488,null,2074,null,12164,null,1707,null,7377,null,1288,null,4787,null,1069,null,6324,null,1285,null,0400000US55,Wisconsin,55
4093,null,1032,null,2739,null,836,null,1691,null,790,null,1048,null,500,null,1354,null,612,null,0400000US56,Wyoming,56
126599,null,4483,null,98607,null,4122,null,52836,null,3492,null,45771,null,2833,null,27992,null,2081,null,0400000US72,Puerto Rico,72
