B05003_001E,B05003_001EA,B05003_001M,B05003_001MA,B05003_002E,B05003_002EA,B05003_002M,B05003_002MA,B05003_003E,B05003_003EA,B05003_003M,B05003_003MA,B05003_004E,B05003_004EA,B05003_004M,B05003_004MA,B05003_005E,B05003_005EA,B05003_005M,B05003_005MA,B05003_006E,B05003_006EA,B05003_006M,B05003_006MA,B05003_007E,B05003_007EA,B05003_007M,B05003_007MA,B05003_008E,B05003_008EA,B05003_008M,B05003_008MA,B05003_009E,B05003_009EA,B05003_009M,B05003_009MA,B05003_010E,B05003_010EA,B05003_010M,B05003_010MA,B05003_011E,B05003_011EA,B05003_011M,B05003_011MA,B05003_012E,B05003_012EA,B05003_012M,B05003_012MA,B05003_013E,B05003_013EA,B05003_013M,B05003_013MA,B05003_014E,B05003_014EA,B05003_014M,B05003_014MA,B05003_015E,B05003_015EA,B05003_015M,B05003_015MA,B05003_016E,B05003_016EA,B05003_016M,B05003_016MA,B05003_017E,B05003_017EA,B05003_017M,B05003_017MA,B05003_018E,B05003_018EA,B05003_018M,B05003_018MA,B05003_019E,B05003_019EA,B05003_019M,B05003_019MA,B05003_020E,B05003_020EA,B05003_020M,B05003_020MA,B05003_021E,B05003_021EA,B05003_021M,B05003_021MA,B05003_022E,B05003_022EA,B05003_022M,B05003_022MA,B05003_023E,B05003_023EA,B05003_023M,B05003_023MA,GEO_ID,NAME,state
4708708,null,0,*****,2280784,null,4739,null,575053,null,3711,null,566994,null,3714,null,8059,null,1542,null,1159,null,509,null,6900,null,1386,null,1705731,null,3159,null,1635123,null,3861,null,70608,null,2991,null,19397,null,2374,null,51211,null,2933,null,2427924,null,4739,null,551122,null,3778,null,542958,null,3986,null,8164,null,1500,null,2611,null,870,null,5553,null,1268,null,1876802,null,2720,null,1816634,null,3027,null,60168,null,2595,null,21534,null,2467,null,38634,null,2630,null,0400000US01,Alabama,01
698473,null,0,*****,360688,null,1510,null,93943,null,1427,null,92180,null,1529,null,1763,null,902,null,583,null,289,null,1180,null,826,null,266745,null,1033,null,244678,null,2397,null,22067,null,2214,null,10328,null,1533,null,11739,null,2319,null,337785,null,1510,null,89569,null,1419,null,87502,null,1536,null,2067,null,640,null,698,null,400,null,1369,null,591,null,248216,null,908,null,225264,null,1982,null,22952,null,1828,null,14156,null,1553,null,8796,null,1480,null,0400000US02,Alaska,02
6595778,null,0,*****,3307075,null,2761,null,886646,null,2701,null,849816,null,4186,null,36830,null,3756,null,3695,null,1237,null,33135,null,3574,null,2420429,null,1335,null,1983143,null,10957,null,437286,null,10817,null,131899,null,6517,null,305387,null,10120,null,3288703,null,2761,null,845218,null,2808,null,812436,null,3902,null,32782,null,3473,null,4818,null,1081,null,27964,null,3488,null,2443485,null,1240,null,2025007,null,10928,null,418478,null,10980,null,158917,null,7157,null,259561,null,9626,null,0400000US04,Arizona,04
2889450,null,0,*****,1413505,null,3495,null,362594,null,3022,null,357122,null,2855,null,5472,null,1230,null,611,null,441,null,4861,null,1199,null,1050911,null,2341,null,993976,null,3291,null,56935,null,2803,null,16681,null,2284,null,40254,null,2764,null,1475945,null,3495,null,345133,null,3317,null,338962,null,3241,null,6171,null,1455,null,1184,null,608,null,4987,null,1331,null,1130812,null,1836,null,1079159,null,2643,null,51653,null,2507,null,18721,null,2171,null,32932,null,2273,null,0400000US05,Arkansas,05
36961664,null,0,*****,18517377,null,4701,null,4842772,null,4192,null,4554660,null,10917,null,288112,null,9942,null,40640,null,3755,null,247472,null,9686,null,13674605,null,3507,null,9033344,null,22973,null,4641261,null,23116,null,2076845,null,22001,null,2564416,null,28367,null,18444287,null,4701,null,4592330,null,3864,null,4315685,null,9980,null,276645,null,10214,null,43548,null,4016,null,233097,null,9142,null,13851957,null,3481,null,9111217,null,26704,null,4740740,null,27114,null,2382457,null,20336,null,2358283,null,25986,null,0400000US06,California,06
5024748,null,0,*****,2529083,null,3213,null,628752,null,2674,null,608679,null,3948,null,20073,null,2927,null,4046,null,1080,null,16027,null,2851,null,1900331,null,2551,null,1672688,null,8630,null,227643,null,8404,null,70519,null,4982,null,157124,null,8180,null,2495665,null,3213,null,599337,null,2505,null,575751,null,3613,null,23586,null,2899,null,6481,null,1236,null,17105,null,2731,null,1896328,null,2427,null,1681015,null,6285,null,215313,null,6178,null,79919,null,4047,null,135394,null,5555,null,0400000US08,Colorado,08
3518288,null,0,*****,1716182,null,1743,null,413228,null,1417,null,393624,null,3130,null,19604,null,2648,null,4431,null,1160,null,15173,null,2348,null,1302954,null,1402,null,1092840,null,6451,null,210114,null,6285,null,94949,null,4955,null,115165,null,6147,null,1802106,null,1743,null,394125,null,1366,null,375901,null,2711,null,18224,null,2465,null,5061,null,1115,null,13163,null,2095,null,1407981,null,1246,null,1196408,null,5417,null,211573,null,5533,null,106965,null,4074,null,104608,null,5043,null,0400000US09,Connecticut,09
885122,null,0,*****,428865,null,1313,null,105566,null,1078,null,101311,null,1416,null,4255,null,1172,null,1097,null,620,null,3158,null,1023,null,323299,null,688,null,289865,null,2765,null,33434,null,2702,null,13531,null,1661,null,19903,null,2820,null,456257,null,1313,null,101198,null,1027,null,98478,null,1156,null,2720,null,988,null,1433,null,717,null,1287,null,673,null,355059,null,666,null,321435,null,2527,null,33624,null,2443,null,15179,null,2164,null,18445,null,2094,null,0400000US10,Delaware,10
599657,null,0,*****,281649,null,880,null,57205,null,826,null,54422,null,1334,null,2783,null,1105,null,238,null,278,null,2545,null,1113,null,224444,null,297,null,192747,null,2701,null,31697,null,2634,null,11792,null,1700,null,19905,null,2448,null,318008,null,880,null,56505,null,825,null,53721,null,1217,null,2784,null,1051,null,197,null,246,null,2587,null,1014,null,261503,null,296,null,226657,null,2411,null,34846,null,2455,null,15543,null,1612,null,19303,null,2165,null,0400000US11,District of Columbia,11
18537969,null,0,*****,9111329,null,6056,null,2078631,null,4404,null,1963441,null,7917,null,115190,null,6642,null,21797,null,3198,null,93393,null,5359,null,7032698,null,4071,null,5456864,null,19513,null,1575834,null,20507,null,731314,null,12327,null,844520,null,19622,null,9426640,null,6056,null,1978788,null,4634,null,1869696,null,7289,null,109092,null,6049,null,19015,null,2059,null,90077,null,6002,null,7447852,null,3931,null,5763827,null,18955,null,1684025,null,18305,null,916693,null,14241,null,767332,null,15152,null,0400000US12,Florida,12
