B09010_001E,B09010_001EA,B09010_001M,B09010_001MA,B09010_002E,B09010_002EA,B09010_002M,B09010_002MA,B09010_003E,B09010_003EA,B09010_003M,B09010_003MA,B09010_004E,B09010_004EA,B09010_004M,B09010_004MA,B09010_005E,B09010_005EA,B09010_005M,B09010_005MA,B09010_006E,B09010_006EA,B09010_006M,B09010_006MA,B09010_007E,B09010_007EA,B09010_007M,B09010_007MA,B09010_008E,B09010_008EA,B09010_008M,B09010_008MA,B09010_009E,B09010_009EA,B09010_009M,B09010_009MA,B09010_010E,B09010_010EA,B09010_010M,B09010_010MA,B09010_011E,B09010_011EA,B09010_011M,B09010_011MA,B09010_012E,B09010_012EA,B09010_012M,B09010_012MA,B09010_013E,B09010_013EA,B09010_013M,B09010_013MA,GEO_ID,NAME,state
1123739,null,2347,null,331245,null,11761,null,329484,null,11720,null,109788,null,7856,null,18947,null,3708,null,200749,null,10763,null,1761,null,1063,null,792494,null,11914,null,788346,null,11920,null,588761,null,12500,null,47210,null,5490,null,152375,null,8073,null,4148,null,1387,null,0400000US01,Alabama,01
183234,null,966,null,39638,null,4039,null,38768,null,4029,null,20224,null,3367,null,6495,null,2093,null,12049,null,2264,null,870,null,811,null,143596,null,3952,null,142757,null,3995,null,108083,null,4051,null,9869,null,1875,null,24805,null,3550,null,839,null,508,null,0400000US02,Alaska,02
1728944,null,1275,null,477769,null,21085,null,473190,null,20726,null,207425,null,15333,null,49689,null,7283,null,216076,null,14681,null,4579,null,2161,null,1251175,null,20995,null,1243745,null,21288,null,917211,null,19534,null,102846,null,9148,null,223688,null,11847,null,7430,null,2471,null,0400000US04,Arizona,04
706179,null,1834,null,211100,null,9274,null,207941,null,9120,null,77507,null,6708,null,15025,null,3497,null,115409,null,7726,null,3159,null,1278,null,495079,null,9113,null,491530,null,9185,null,368846,null,10132,null,31149,null,4607,null,91535,null,7434,null,3549,null,1175,null,0400000US05,Arkansas,05
9409514,null,5367,null,1885632,null,35489,null,1869801,null,35648,null,853390,null,25506,null,202574,null,13271,null,813837,null,27596,null,15831,null,3502,null,7523882,null,36368,null,7483388,null,36410,null,5606339,null,40383,null,590389,null,22471,null,1286660,null,28344,null,40494,null,5075,null,0400000US06,California,06
1224769,null,1601,null,196361,null,10583,null,194116,null,10637,null,81612,null,8038,null,16174,null,3544,null,96330,null,8621,null,2245,null,1201,null,1028408,null,10478,null,1023349,null,10388,null,807316,null,13487,null,59968,null,6938,null,156065,null,8463,null,5059,null,1927,null,0400000US08,Colorado,08
805668,null,1185,null,115907,null,7418,null,115152,null,7390,null,29952,null,5157,null,9000,null,2749,null,76200,null,6136,null,755,null,531,null,689761,null,7699,null,687268,null,7854,null,538500,null,9973,null,31937,null,3308,null,116831,null,7189,null,2493,null,1029,null,0400000US09,Connecticut,09
206710,null,277,null,43367,null,4736,null,43172,null,4712,null,12188,null,3398,null,3281,null,1223,null,27703,null,4060,null,195,null,241,null,163343,null,4765,null,161801,null,4796,null,117814,null,5630,null,11337,null,2715,null,32650,null,4091,null,1542,null,736,null,0400000US10,Delaware,10
113407,null,255,null,43000,null,4005,null,42858,null,3985,null,5118,null,2107,null,6428,null,3234,null,31312,null,4212,null,142,null,233,null,70407,null,3974,null,70229,null,4026,null,40227,null,3584,null,4556,null,1446,null,25446,null,3585,null,178,null,178,null,0400000US11,District of Columbia,11
4045284,null,4592,null,896646,null,25758,null,887832,null,25753,null,330935,null,17108,null,90907,null,9078,null,465990,null,20011,null,8814,null,2154,null,3148638,null,26846,null,3126341,null,26670,null,2215798,null,26586,null,225186,null,12061,null,685357,null,19686,null,22297,null,3461,null,0400000US12,Florida,12
2574536,null,3375,null,610555,null,18345,null,604208,null,18363,null,213023,null,13897,null,43758,null,5898,null,347427,null,14334,null,6347,null,2605,null,1963981,null,17914,null,1956137,null,17867,null,1423724,null,19981,null,132302,null,7967,null,400111,null,13775,null,7844,null,1542,null,0400000US13,Georgia,13
286979,null,1878,null,49824,null,4704,null,49463,null,4637,null,23758,null,3844,null,3568,null,1515,null,22137,null,4027,null,361,null,498,null,237155,null,4641,null,236159,null,4656,null,172635,null,7186,null,24016,null,4839,null,39508,null,4359,null,996,null,564,null,0400000US15,Hawaii,15
418172,null,1484,null,90486,null,6410,null,89402,null,6450,null,54175,null,5932,null,5530,null,1945,null,29697,null,4255,null,1084,null,874,null,327686,null,6375,null,326429,null,6447,null,265416,null,7328,null,20063,null,3153,null,40950,null,4670,null,1257,null,586,null,0400000US16,Idaho,16
3166985,null,2834,null,716693,null,19971,null,706628,null,20278,null,256593,null,13542,null,59154,null,6712,null,390881,null,14468,null,10065,null,2657,null,2450292,null,20272,null,2438382,null,20365,null,1882348,null,23453,null,154459,null,10029,null,401575,null,17055,null,11910,null,1950,null,0400000US17,Illinois,17
1581793,null,2608,null,373180,null,13213,null,368058,null,12943,null,137696,null,9056,null,39844,null,5438,null,190518,null,9809,null,5122,null,1615,null,1208613,null,13356,null,1200956,null,13677,null,933128,null,14031,null,75514,null,5936,null,192314,null,8606,null,7657,null,2100,null,0400000US18,Indiana,18
706388,null,1967,null,151094,null,9166,null,148660,null,8906,null,57664,null,5556,null,13029,null,3031,null,77967,null,6565,null,2434,null,1167,null,555294,null,9417,null,549961,null,9396,null,442640,null,8420,null,37380,null,3948,null,69941,null,4770,null,5333,null,1318,null,0400000US19,Iowa,19
700125,null,2045,null,127466,null,9120,null,124676,null,9160,null,46984,null,4840,null,13226,null,3253,null,64466,null,6564,null,2790,null,1676,null,572659,null,9274,null,570127,null,9279,null,442477,null,8775,null,41158,null,4352,null,86492,null,7003,null,2532,null,975,null,0400000US20,Kansas,20
1013952,null,2793,null,311289,null,12289,null,309415,null,12153,null,122997,null,9365,null,25605,null,4103,null,160813,null,9742,null,1874,null,1129,null,702663,null,12232,null,697748,null,11924,null,548668,null,13043,null,37066,null,4137,null,112014,null,7219,null,4915,null,1522,null,0400000US21,Kentucky,21
1120053,null,1874,null,367162,null,13065,null,365732,null,12999,null,122920,null,8221,null,24864,null,3920,null,217948,null,9869,null,1430,null,820,null,752891,null,13264,null,748173,null,13018,null,540730,null,12701,null,50433,null,5257,null,157010,null,9348,null,4718,null,1630,null,0400000US22,Louisiana,22
270121,null,1619,null,75318,null,5205,null,74283,null,5164,null,32109,null,3834,null,8376,null,1866,null,33798,null,4161,null,1035,null,590,null,194803,null,5098,null,193257,null,5112,null,148973,null,5249,null,13227,null,2033,null,31057,null,3500,null,1546,null,766,null,0400000US23,Maine,23
1346231,null,2025,null,224691,null,12411,null,223153,null,12432,null,72944,null,8010,null,17494,null,3670,null,132715,null,10997,null,1538,null,781,null,1121540,null,12233,null,1116299,null,12230,null,828818,null,12809,null,67938,null,6618,null,219543,null,11982,null,5241,null,1736,null,0400000US24,Maryland,24
1427315,null,1554,null,265019,null,11362,null,263213,null,11583,null,84306,null,6152,null,22248,null,3604,null,156659,null,10859,null,1806,null,918,null,1162296,null,11311,null,1156264,null,11450,null,925556,null,12962,null,56250,null,5614,null,174458,null,8960,null,6032,null,1875,null,0400000US25,Massachusetts,25
2340336,null,2815,null,677895,null,15577,null,670865,null,15652,null,248848,null,12030,null,56966,null,6109,null,365051,null,14024,null,7030,null,1683,null,1662441,null,15206,null,1651109,null,15126,null,1308964,null,16679,null,97675,null,7077,null,244470,null,8967,null,11332,null,2572,null,0400000US26,Michigan,26
1254076,null,2511,null,175471,null,8574,null,173194,null,8673,null,71748,null,6403,null,16731,null,3764,null,84715,null,7015,null,2277,null,862,null,1078605,null,8492,null,1071404,null,8396,null,851409,null,11345,null,63737,null,4883,null,156258,null,7724,null,7201,null,1756,null,0400000US27,Minnesota,27
762770,null,2122,null,251145,null,10506,null,248205,null,10598,null,63583,null,6995,null,16224,null,3902,null,168398,null,9310,null,2940,null,1556,null,511625,null,10500,null,507327,null,10108,null,347207,null,11193,null,41737,null,5172,null,118383,null,7936,null,4298,null,1639,null,0400000US28,Mississippi,28
1425633,null,3076,null,365478,null,12244,null,360536,null,12400,null,121554,null,7503,null,36156,null,4944,null,202826,null,9146,null,4942,null,1898,null,1060155,null,11726,null,1053382,null,11809,null,812825,null,12250,null,69883,null,6923,null,170674,null,9783,null,6773,null,1792,null,0400000US29,Missouri,29
220272,null,1283,null,54244,null,5094,null,52798,null,4969,null,22346,null,3755,null,7248,null,2441,null,23204,null,4053,null,1446,null,902,null,166028,null,4940,null,164434,null,5159,null,129087,null,5854,null,11580,null,2085,null,23767,null,3516,null,1594,null,779,null,0400000US30,Montana,30
444458,null,1594,null,78056,null,6705,null,75462,null,6412,null,30636,null,4470,null,6648,null,2038,null,38178,null,4879,null,2594,null,2161,null,366402,null,6857,null,362208,null,6603,null,292021,null,6796,null,17786,null,2536,null,52401,null,4590,null,4194,null,1526,null,0400000US31,Nebraska,31
681687,null,1961,null,114128,null,9140,null,113031,null,9134,null,46316,null,6445,null,13361,null,3662,null,53354,null,6634,null,1097,null,941,null,567559,null,9257,null,561909,null,9449,null,402061,null,11445,null,52162,null,5450,null,107686,null,9174,null,5650,null,2305,null,0400000US32,Nevada,32
288461,null,1098,null,40347,null,4508,null,39109,null,4493,null,13460,null,2947,null,4874,null,1525,null,20775,null,4023,null,1238,null,757,null,248114,null,4801,null,245501,null,4927,null,198871,null,5283,null,12711,null,2498,null,33919,null,3648,null,2613,null,1217,null,0400000US33,New Hampshire,33
2042690,null,1164,null,271346,null,11690,null,269787,null,11498,null,89531,null,7558,null,26728,null,4661,null,153528,null,9451,null,1559,null,895,null,1771344,null,11724,null,1764126,null,11875,null,1346687,null,16772,null,98347,null,7110,null,319092,null,12876,null,7218,null,2061,null,0400000US34,New Jersey,34
512369,null,2907,null,134003,null,9508,null,133532,null,9505,null,54434,null,6626,null,17055,null,4350,null,62043,null,6985,null,471,null,364,null,378366,null,8953,null,375514,null,9024,null,260869,null,9637,null,37697,null,5550,null,76948,null,6878,null,2852,null,1213,null,0400000US35,New Mexico,35
4396302,null,5300,null,1007079,null,23349,null,998289,null,23049,null,351640,null,15896,null,79779,null,7506,null,566870,null,18454,null,8790,null,3330,null,3389223,null,23955,null,3371800,null,23625,null,2525630,null,26813,null,208414,null,11999,null,637756,null,17476,null,17423,null,3154,null,0400000US36,New York,36
2268183,null,2965,null,545403,null,16868,null,538326,null,16689,null,184791,null,12244,null,51976,null,5941,null,301559,null,13797,null,7077,null,2021,null,1722780,null,16217,null,1713872,null,16759,null,1283528,null,18208,null,116973,null,10627,null,313371,null,12832,null,8908,null,2027,null,0400000US37,North Carolina,37
141096,null,873,null,20264,null,2369,null,19990,null,2318,null,7316,null,1891,null,2242,null,1059,null,10432,null,1857,null,274,null,217,null,120832,null,2547,null,120452,null,2582,null,97840,null,3314,null,7297,null,1457,null,15315,null,2280,null,380,null,242,null,0400000US38,North Dakota,38
2708607,null,3199,null,699462,null,16376,null,690063,null,16441,null,224953,null,12179,null,65001,null,7313,null,400109,null,11987,null,9399,null,2452,null,2009145,null,15995,null,1995010,null,16007,null,1537940,null,18618,null,121906,null,7914,null,335164,null,11867,null,14135,null,2784,null,0400000US39,Ohio,39
917234,null,2836,null,237061,null,10176,null,235046,null,9925,null,94182,null,7474,null,22310,null,4067,null,118554,null,9252,null,2015,null,925,null,680173,null,9672,null,674217,null,9333,null,510807,null,9855,null,52114,null,4309,null,111296,null,6584,null,5956,null,1887,null,0400000US40,Oklahoma,40
870325,null,1464,null,252054,null,12345,null,247571,null,12239,null,112849,null,9598,null,23979,null,4429,null,110743,null,8539,null,4483,null,1789,null,618271,null,12110,null,615174,null,12302,null,491899,null,12414,null,39477,null,5047,null,83798,null,7612,null,3097,null,964,null,0400000US41,Oregon,41
