B19313A_001E,B19313A_001EA,B19313A_001M,B19313A_001MA,GEO_ID,NAME,state
83876663900,null,982916161,null,0400000US01,Alabama,01
16549326000,null,524107598,null,0400000US02,Alaska,02
135386878800,null,1449728272,null,0400000US04,Arizona,04
51270801000,null,991315987,null,0400000US05,Arkansas,05
731264275900,null,4573794603,null,0400000US06,California,06
131319278100,null,1520286738,null,0400000US08,Colorado,08
109900916600,null,1924660225,null,0400000US09,Connecticut,09
19868386800,null,581413562,null,0400000US10,Delaware,10
15296984200,null,609294520,null,0400000US11,District of Columbia,11
388395454700,null,2759420209,null,0400000US12,Florida,12
172274356800,null,1818684033,null,0400000US13,Georgia,13
13035784400,null,501160682,null,0400000US15,Hawaii,15
31084929300,null,578253825,null,0400000US16,Idaho,16
294749761000,null,2647734538,null,0400000US17,Illinois,17
134225107100,null,1202614123,null,0400000US18,Indiana,18
72377157500,null,818408168,null,0400000US19,Iowa,19
64677263400,null,778280895,null,0400000US20,Kansas,20
86577061100,null,1092020307,null,0400000US21,Kentucky,21
79164329500,null,1050854589,null,0400000US22,Louisiana,22
31700949200,null,579973294,null,0400000US23,Maine,23
136717792400,null,1375650146,null,0400000US24,Maryland,24
195518533100,null,2092826046,null,0400000US25,Massachusetts,25
203539769200,null,1590386718,null,0400000US26,Michigan,26
140546801400,null,1045401034,null,0400000US27,Minnesota,27
41925944000,null,784827344,null,0400000US28,Mississippi,28
127416490100,null,1126882390,null,0400000US29,Missouri,29
20585909200,null,383501946,null,0400000US30,Montana,30
41399111300,null,627339414,null,0400000US31,Nebraska,31
55212380300,null,930091453,null,0400000US32,Nevada,32
38843017200,null,778543894,null,0400000US33,New Hampshire,33
233546515000,null,2234450049,null,0400000US34,New Jersey,34
35624133100,null,622584023,null,0400000US35,New Mexico,35
468269987500,null,3556027288,null,0400000US36,New York,36
179376713600,null,1716633881,null,0400000US37,North Carolina,37
16430899900,null,478767693,null,0400000US38,North Dakota,38
248795825200,null,1469240278,null,0400000US39,Ohio,39
69513790900,null,951115515,null,0400000US40,Oklahoma,40
86919493300,null,1043362521,null,0400000US41,Oregon,41
300378604500,null,1900960449,null,0400000US42,Pennsylvania,42
27393461700,null,745552482,null,0400000US44,Rhode Island,44
81308532300,null,1117760487,null,0400000US45,South Carolina,45
17941503300,null,540394469,null,0400000US46,South Dakota,46
122245800100,null,1447555606,null,0400000US47,Tennessee,47
482412789200,null,3092673424,null,0400000US48,Texas,48
57682456700,null,826966475,null,0400000US49,Utah,49
16335079600,null,382901359,null,0400000US50,Vermont,50
193580886000,null,1862728812,null,0400000US51,Virginia,51
164277100900,null,1758805753,null,0400000US53,Washington,53
37074836600,null,650285186,null,0400000US54,West Virginia,54
136670230300,null,1178255078,null,0400000US55,Wisconsin,55
13735029700,null,429202429,null,0400000US56,Wyoming,56
29625271300,null,567632979,null,0400000US72,Puerto Rico,72
