C12002G_001E,C12002G_001EA,C12002G_001M,C12002G_001MA,C12002G_002E,C12002G_002EA,C12002G_002M,C12002G_002MA,C12002G_003E,C12002G_003EA,C12002G_003M,C12002G_003MA,C12002G_004E,C12002G_004EA,C12002G_004M,C12002G_004MA,C12002G_005E,C12002G_005EA,C12002G_005M,C12002G_005MA,C12002G_006E,C12002G_006EA,C12002G_006M,C12002G_006MA,GEO_ID,NAME,state
116808,null,6612,null,63428,null,4537,null,37076,null,3116,null,2939,null,921,null,3217,null,927,null,10148,null,1734,null,0400000US17,Illinois,17
63216,null,4241,null,30310,null,3074,null,20739,null,2357,null,1680,null,601,null,2263,null,616,null,8224,null,1465,null,0400000US18,Indiana,18
26674,null,2714,null,13507,null,1830,null,9293,null,1650,null,944,null,625,null,550,null,321,null,2380,null,832,null,0400000US19,Iowa,19
44592,null,3706,null,19737,null,2595,null,14926,null,1935,null,1464,null,704,null,1928,null,632,null,6537,null,1185,null,0400000US20,Kansas,20
34374,null,3375,null,15049,null,2115,null,11606,null,1966,null,471,null,371,null,2392,null,898,null,4856,null,1165,null,0400000US21,Kentucky,21
34891,null,3366,null,14684,null,2267,null,14009,null,2095,null,546,null,376,null,1471,null,448,null,4181,null,1027,null,0400000US22,Louisiana,22
17369,null,2176,null,9277,null,1756,null,3898,null,797,null,312,null,229,null,358,null,246,null,3524,null,1086,null,0400000US23,Maine,23
73818,null,5200,null,37575,null,3430,null,25490,null,3074,null,2059,null,949,null,2473,null,809,null,6221,null,1408,null,0400000US24,Maryland,24
89859,null,6524,null,46095,null,4517,null,29753,null,2860,null,2539,null,899,null,2638,null,878,null,8834,null,1616,null,0400000US25,Massachusetts,25
112962,null,6688,null,59575,null,4676,null,33775,null,2894,null,2546,null,889,null,3756,null,853,null,13310,null,1749,null,0400000US26,Michigan,26
51788,null,3506,null,28825,null,3002,null,15701,null,1895,null,862,null,394,null,1246,null,426,null,5154,null,1298,null,0400000US27,Minnesota,27
21384,null,2712,null,9276,null,2002,null,7803,null,1633,null,796,null,505,null,1040,null,578,null,2469,null,758,null,0400000US28,Mississippi,28
71349,null,5126,null,31884,null,3472,null,24051,null,2631,null,3017,null,824,null,3396,null,1017,null,9001,null,1774,null,0400000US29,Missouri,29
11476,null,1884,null,5631,null,1309,null,4851,null,1212,null,31,null,68,null,311,null,235,null,652,null,341,null,0400000US30,Montana,30
23040,null,2157,null,11744,null,1753,null,7260,null,1305,null,680,null,532,null,609,null,412,null,2747,null,783,null,0400000US31,Nebraska,31
52150,null,4578,null,21833,null,2595,null,19708,null,2369,null,1707,null,656,null,1390,null,668,null,7512,null,1678,null,0400000US32,Nevada,32
9613,null,1388,null,4197,null,935,null,4042,null,815,null,136,null,130,null,275,null,240,null,963,null,388,null,0400000US33,New Hampshire,33
117135,null,8244,null,59451,null,5710,null,41415,null,4596,null,3606,null,889,null,3101,null,817,null,9562,null,1443,null,0400000US34,New Jersey,34
38323,null,4047,null,17604,null,2737,null,13603,null,2190,null,377,null,246,null,1711,null,678,null,5028,null,1345,null,0400000US35,New Mexico,35
243935,null,11077,null,126728,null,8495,null,74014,null,4810,null,10370,null,1752,null,10702,null,1778,null,22121,null,2489,null,0400000US36,New York,36
106386,null,7337,null,52449,null,4741,null,37107,null,4404,null,3624,null,1172,null,3853,null,971,null,9353,null,1419,null,0400000US37,North Carolina,37
5661,null,1197,null,2927,null,782,null,2414,null,694,null,7,null,18,null,183,null,188,null,130,null,115,null,0400000US38,North Dakota,38
108877,null,5823,null,53202,null,4032,null,34778,null,3211,null,3169,null,979,null,4409,null,953,null,13319,null,1775,null,0400000US39,Ohio,39
171228,null,5974,null,62784,null,4190,null,70715,null,4160,null,5981,null,1422,null,8903,null,1322,null,22845,null,2108,null,0400000US40,Oklahoma,40
80431,null,5234,null,38331,null,3892,null,27491,null,2802,null,1911,null,761,null,2368,null,777,null,10330,null,1542,null,0400000US41,Oregon,41
104268,null,5832,null,57106,null,4760,null,30854,null,2836,null,2763,null,761,null,5152,null,1140,null,8393,null,1428,null,0400000US42,Pennsylvania,42
11260,null,2264,null,5748,null,1486,null,3583,null,1102,null,470,null,375,null,518,null,360,null,941,null,452,null,0400000US44,Rhode Island,44
34181,null,3434,null,18162,null,2526,null,10114,null,1529,null,1230,null,548,null,1463,null,597,null,3212,null,1159,null,0400000US45,South Carolina,45
9526,null,1874,null,4303,null,1072,null,2763,null,909,null,191,null,247,null,532,null,399,null,1737,null,734,null,0400000US46,South Dakota,46
56970,null,4424,null,22012,null,2822,null,21547,null,2760,null,2562,null,881,null,3081,null,959,null,7768,null,1254,null,0400000US47,Tennessee,47
310983,null,12459,null,128156,null,7411,null,127108,null,6930,null,8749,null,1344,null,9769,null,1595,null,37201,null,3627,null,0400000US48,Texas,48
29867,null,3175,null,13615,null,2140,null,12280,null,1620,null,945,null,754,null,343,null,331,null,2684,null,873,null,0400000US49,Utah,49
7312,null,1005,null,3130,null,792,null,2909,null,634,null,73,null,72,null,449,null,280,null,751,null,344,null,0400000US50,Vermont,50
103452,null,7497,null,51472,null,4458,null,34697,null,3723,null,2874,null,1099,null,3455,null,950,null,10954,null,1883,null,0400000US51,Virginia,51
162832,null,7033,null,81405,null,4961,null,58749,null,4059,null,3179,null,840,null,3625,null,865,null,15874,null,2086,null,0400000US53,Washington,53
18410,null,2275,null,7353,null,1481,null,6352,null,1179,null,239,null,142,null,936,null,414,null,3530,null,907,null,0400000US54,West Virginia,54
45281,null,4128,null,25773,null,2915,null,14112,null,1847,null,928,null,557,null,701,null,291,null,3767,null,847,null,0400000US55,Wisconsin,55
8378,null,1472,null,3409,null,909,null,3038,null,948,null,7,null,13,null,470,null,343,null,1454,null,595,null,0400000US56,Wyoming,56
339126,null,11768,null,150110,null,6979,null,114682,null,7109,null,13090,null,2271,null,18693,null,2124,null,42551,null,3816,null,0400000US72,Puerto Rico,72
