C15002A_001E,C15002A_001EA,C15002A_001M,C15002A_001MA,C15002A_002E,C15002A_002EA,C15002A_002M,C15002A_002MA,C15002A_003E,C15002A_003EA,C15002A_003M,C15002A_003MA,C15002A_004E,C15002A_004EA,C15002A_004M,C15002A_004MA,C15002A_005E,C15002A_005EA,C15002A_005M,C15002A_005MA,C15002A_006E,C15002A_006EA,C15002A_006M,C15002A_006MA,C15002A_007E,C15002A_007EA,C15002A_007M,C15002A_007MA,C15002A_008E,C15002A_008EA,C15002A_008M,C15002A_008MA,C15002A_009E,C15002A_009EA,C15002A_009M,C15002A_009MA,C15002A_010E,C15002A_010EA,C15002A_010M,C15002A_010MA,C15002A_011E,C15002A_011EA,C15002A_011M,C15002A_011MA,GEO_ID,NAME,state
2272182,null,3690,null,1089611,null,2627,null,180134,null,5571,null,328921,null,6906,null,304669,null,7582,null,275887,null,6125,null,1182571,null,2533,null,188886,null,6076,null,368554,null,6938,null,348240,null,7944,null,276891,null,6675,null,0400000US01,Alabama,01
315112,null,1728,null,165083,null,1512,null,9646,null,1463,null,45352,null,2800,null,62805,null,3187,null,47280,null,2813,null,150029,null,814,null,8096,null,1635,null,32667,null,2567,null,58863,null,2846,null,50403,null,2983,null,0400000US02,Alaska,02
3541792,null,12148,null,1749780,null,7885,null,267181,null,10318,null,420211,null,11711,null,575008,null,11890,null,487380,null,8468,null,1792012,null,6641,null,239953,null,7780,null,458952,null,9993,null,633871,null,10962,null,459236,null,9438,null,0400000US04,Arizona,04
1555351,null,4752,null,747409,null,3229,null,127652,null,6038,null,266400,null,6763,null,202167,null,6356,null,151190,null,4777,null,807942,null,2663,null,117939,null,4174,null,282757,null,6997,null,245480,null,6443,null,161766,null,5359,null,0400000US05,Arkansas,05
15445781,null,42049,null,7627174,null,26181,null,1261135,null,20996,null,1603630,null,21309,null,2281630,null,22854,null,2480779,null,23457,null,7818607,null,19967,null,1236585,null,17404,null,1662814,null,17910,null,2560985,null,21501,null,2358223,null,19822,null,0400000US06,California,06
2865077,null,9254,null,1421207,null,6240,null,137311,null,6985,null,321613,null,8659,null,419305,null,8455,null,542978,null,8891,null,1443870,null,5033,null,125127,null,6779,null,314527,null,6878,null,467216,null,8655,null,537000,null,8812,null,0400000US08,Colorado,08
1948579,null,5870,null,926627,null,3563,null,89487,null,4464,null,259019,null,7189,null,214517,null,5461,null,363604,null,6493,null,1021952,null,3375,null,89830,null,4601,null,289068,null,6967,null,267819,null,5507,null,375235,null,5893,null,0400000US09,Connecticut,09
446136,null,2210,null,213011,null,1581,null,26564,null,2542,null,64021,null,2957,null,55153,null,3422,null,67273,null,3350,null,233125,null,1001,null,25636,null,2307,null,74663,null,3044,null,64727,null,3111,null,68099,null,3408,null,0400000US10,Delaware,10
171070,null,2143,null,86998,null,1134,null,5589,null,1430,null,4002,null,1105,null,7441,null,1402,null,69966,null,2127,null,84072,null,1396,null,4593,null,1164,null,3732,null,1061,null,8271,null,1892,null,67476,null,2245,null,0400000US11,District of Columbia,11
10285823,null,17687,null,4974647,null,10990,null,667432,null,15545,null,1440960,null,20075,null,1456320,null,20111,null,1409935,null,17785,null,5311176,null,9201,null,645511,null,12616,null,1673598,null,19840,null,1667883,null,18111,null,1324184,null,15185,null,0400000US12,Florida,12
