B01001_001E,B01001_001EA,B01001_001M,B01001_001MA,B01001_002E,B01001_002EA,B01001_002M,B01001_002MA,B01001_003E,B01001_003EA,B01001_003M,B01001_003MA,B01001_004E,B01001_004EA,B01001_004M,B01001_004MA,B01001_005E,B01001_005EA,B01001_005M,B01001_005MA,B01001_006E,B01001_006EA,B01001_006M,B01001_006MA,B01001_007E,B01001_007EA,B01001_007M,B01001_007MA,B01001_008E,B01001_008EA,B01001_008M,B01001_008MA,B01001_009E,B01001_009EA,B01001_009M,B01001_009MA,B01001_010E,B01001_010EA,B01001_010M,B01001_010MA,B01001_011E,B01001_011EA,B01001_011M,B01001_011MA,B01001_012E,B01001_012EA,B01001_012M,B01001_012MA,B01001_013E,B01001_013EA,B01001_013M,B01001_013MA,B01001_014E,B01001_014EA,B01001_014M,B01001_014MA,B01001_015E,B01001_015EA,B01001_015M,B01001_015MA,B01001_016E,B01001_016EA,B01001_016M,B01001_016MA,B01001_017E,B01001_017EA,B01001_017M,B01001_017MA,B01001_018E,B01001_018EA,B01001_018M,B01001_018MA,B01001_019E,B01001_019EA,B01001_019M,B01001_019MA,B01001_020E,B01001_020EA,B01001_020M,B01001_020MA,B01001_021E,B01001_021EA,B01001_021M,B01001_021MA,B01001_022E,B01001_022EA,B01001_022M,B01001_022MA,B01001_023E,B01001_023EA,B01001_023M,B01001_023MA,B01001_024E,B01001_024EA,B01001_024M,B01001_024MA,B01001_025E,B01001_025EA,B01001_025M,B01001_025MA,B01001_026E,B01001_026EA,B01001_026M,B01001_026MA,B01001_027E,B01001_027EA,B01001_027M,B01001_027MA,B01001_028E,B01001_028EA,B01001_028M,B01001_028MA,B01001_029E,B01001_029EA,B01001_029M,B01001_029MA,B01001_030E,B01001_030EA,B01001_030M,B01001_030MA,B01001_031E,B01001_031EA,B01001_031M,B01001_031MA,B01001_032E,B01001_032EA,B01001_032M,B01001_032MA,B01001_033E,B01001_033EA,B01001_033M,B01001_033MA,B01001_034E,B01001_034EA,B01001_034M,B01001_034MA,B01001_035E,B01001_035EA,B01001_035M,B01001_035MA,B01001_036E,B01001_036EA,B01001_036M,B01001_036MA,B01001_037E,B01001_037EA,B01001_037M,B01001_037MA,B01001_038E,B01001_038EA,B01001_038M,B01001_038MA,B01001_039E,B01001_039EA,B01001_039M,B01001_039MA,B01001_040E,B01001_040EA,B01001_040M,B01001_040MA,B01001_041E,B01001_041EA,B01001_041M,B01001_041MA,B01001_042E,B01001_042EA,B01001_042M,B01001_042MA,B01001_043E,B01001_043EA,B01001_043M,B01001_043MA,B01001_044E,B01001_044EA,B01001_044M,B01001_044MA,B01001_045E,B01001_045EA,B01001_045M,B01001_045MA,B01001_046E,B01001_046EA,B01001_046M,B01001_046MA,B01001_047E,B01001_047EA,B01001_047M,B01001_047MA,B01001_048E,B01001_048EA,B01001_048M,B01001_048MA,B01001_049E,B01001_049EA,B01001_049M,B01001_049MA,GEO_ID,NAME,state
4708708,null,0,*****,2280784,null,4739,null,159890,null,2854,null,158913,null,5218,null,157823,null,5227,null,98427,null,2232,null,71066,null,2774,null,37082,null,2985,null,36182,null,3576,null,91180,null,3618,null,164102,null,3044,null,145358,null,2781,null,148680,null,4733,null,153971,null,4915,null,165162,null,2520,null,160201,null,2166,null,138306,null,3886,null,55304,null,3740,null,69456,null,3145,null,41880,null,2432,null,50751,null,2878,null,68200,null,3419,null,53046,null,2796,null,35033,null,2734,null,20771,null,2012,null,2427924,null,4739,null,153981,null,2303,null,151110,null,5376,null,154136,null,5611,null,91895,null,2402,null,70091,null,3576,null,33411,null,3158,null,33893,null,3340,null,93646,null,4173,null,162619,null,2744,null,149958,null,2802,null,157771,null,5268,null,156967,null,5151,null,175838,null,2481,null,172730,null,1767,null,154277,null,3453,null,59071,null,2890,null,77165,null,3028,null,44438,null,2586,null,61616,null,3245,null,87437,null,3639,null,72483,null,2819,null,57319,null,2576,null,56072,null,3051,null,0400000US01,Alabama,01
698473,null,0,*****,360688,null,1510,null,28254,null,1020,null,22612,null,1878,null,27461,null,1966,null,15616,null,1012,null,13340,null,1651,null,7001,null,1273,null,6074,null,1319,null,19139,null,2071,null,30604,null,1555,null,24312,null,1684,null,22991,null,1859,null,22928,null,1631,null,26445,null,1299,null,27489,null,1051,null,27085,null,1640,null,6502,null,996,null,8220,null,1110,null,4476,null,882,null,5721,null,897,null,6371,null,903,null,4488,null,648,null,2238,null,431,null,1321,null,425,null,337785,null,1510,null,26527,null,1128,null,22682,null,1762,null,24413,null,1535,null,15947,null,873,null,12046,null,1195,null,6542,null,1218,null,4632,null,1147,null,15009,null,1472,null,25932,null,1069,null,20941,null,916,null,22572,null,1991,null,22699,null,1992,null,26443,null,973,null,26711,null,893,null,22225,null,1506,null,8000,null,1269,null,7136,null,942,null,3712,null,769,null,4834,null,898,null,7020,null,1017,null,4470,null,850,null,4158,null,734,null,3134,null,649,null,0400000US02,Alaska,02
6595778,null,0,*****,3307075,null,2761,null,264156,null,2082,null,240063,null,6855,null,243143,null,7166,null,139284,null,1526,null,93229,null,2183,null,53934,null,4475,null,44142,null,4371,null,133611,null,5759,null,258655,null,2226,null,241707,null,1594,null,222363,null,6598,null,226585,null,6622,null,221229,null,1623,null,201943,null,1255,null,173880,null,5046,null,67874,null,3739,null,91367,null,4547,null,49683,null,3245,null,67392,null,3103,null,96016,null,3866,null,80862,null,3592,null,55952,null,3009,null,40005,null,2969,null,3288703,null,2761,null,252431,null,1969,null,230800,null,7093,null,229266,null,6939,null,132721,null,1485,null,82678,null,1815,null,40569,null,3498,null,46934,null,4605,null,120586,null,4593,null,235431,null,1612,null,219617,null,1659,null,213227,null,6378,null,210814,null,6303,null,220396,null,1417,null,209376,null,1245,null,185117,null,5058,null,81638,null,3880,null,99933,null,4229,null,59491,null,3334,null,73650,null,3501,null,108222,null,3781,null,96563,null,4314,null,71263,null,3918,null,67980,null,3369,null,0400000US04,Arizona,04
2889450,null,0,*****,1413505,null,3495,null,103809,null,2508,null,103202,null,4098,null,95072,null,4319,null,60511,null,1867,null,41974,null,2820,null,20941,null,2320,null,21845,null,2655,null,59729,null,4183,null,96953,null,3105,null,93238,null,2440,null,89192,null,4520,null,94458,null,4202,null,100634,null,2459,null,93811,null,1819,null,89539,null,3555,null,29585,null,2386,null,42262,null,2598,null,25128,null,2044,null,32025,null,1951,null,45839,null,2221,null,33327,null,1900,null,21967,null,1552,null,18464,null,1893,null,1475945,null,3495,null,98502,null,2589,null,93029,null,4147,null,97908,null,3681,null,55694,null,2007,null,39849,null,3189,null,23431,null,2345,null,19201,null,2593,null,50839,null,3562,null,101043,null,2482,null,90759,null,2107,null,94045,null,4139,null,94493,null,4121,null,106097,null,1851,null,99225,null,1616,null,92905,null,2914,null,34797,null,2424,null,48296,null,2849,null,26563,null,1660,null,38894,null,2605,null,53481,null,2495,null,44967,null,2552,null,36091,null,2376,null,35836,null,2756,null,0400000US05,Arkansas,05
36961664,null,0,*****,18517377,null,4701,null,1411011,null,3171,null,1276325,null,14722,null,1331124,null,14709,null,824312,null,2761,null,568284,null,3334,null,298106,null,9530,null,285012,null,9954,null,803901,null,11275,null,1455041,null,3318,null,1344900,null,3517,null,1335909,null,15254,null,1343807,null,14975,null,1363888,null,3467,null,1239013,null,2908,null,1023411,null,9090,null,369768,null,7809,null,464718,null,7543,null,265423,null,6854,null,320482,null,6264,null,422668,null,7222,null,334690,null,7038,null,232554,null,6772,null,203030,null,7252,null,18444287,null,4701,null,1338169,null,2868,null,1206081,null,13513,null,1264844,null,13778,null,783236,null,2924,null,527462,null,3250,null,277192,null,8698,null,259105,null,8859,null,725391,null,10515,null,1331867,null,3284,null,1242824,null,2609,null,1265232,null,16235,null,1279625,null,16213,null,1346073,null,2880,null,1256011,null,2565,null,1072531,null,11558,null,392030,null,9710,null,512230,null,9536,null,291037,null,7329,null,357383,null,7336,null,522399,null,8301,null,422647,null,8333,null,377947,null,7840,null,392971,null,7156,null,0400000US06,California,06
5024748,null,0,*****,2529083,null,3213,null,187131,null,2243,null,177576,null,4756,null,163868,null,4460,null,100177,null,1482,null,70922,null,2485,null,41267,null,3601,null,39925,null,3445,null,111377,null,4923,null,199143,null,2597,null,182738,null,2221,null,186741,null,5025,null,182031,null,4842,null,189483,null,2050,null,180854,null,1645,null,155312,null,3941,null,56118,null,3660,null,70030,null,3772,null,39338,null,2481,null,42564,null,2535,null,59719,null,2805,null,42563,null,1929,null,27204,null,1534,null,23002,null,1705,null,2495665,null,3213,null,177583,null,1855,null,169063,null,4941,null,157783,null,4955,null,94908,null,1782,null,65038,null,2162,null,38481,null,3823,null,33551,null,3397,null,102730,null,4530,null,180507,null,1923,null,167150,null,2359,null,170957,null,5376,null,174159,null,5021,null,191227,null,2073,null,183336,null,1617,null,157173,null,4114,null,56429,null,3378,null,76039,null,2872,null,40657,null,2662,null,51902,null,2894,null,63325,null,3015,null,50820,null,3048,null,45747,null,2669,null,47100,null,3030,null,0400000US08,Colorado,08
3518288,null,0,*****,1716182,null,1743,null,107111,null,998,null,107513,null,3520,null,123665,null,3553,null,74939,null,1040,null,55242,null,961,null,27692,null,2740,null,26657,null,3191,null,65577,null,3495,null,108238,null,1201,null,101035,null,1103,null,107669,null,4572,null,131230,null,4588,null,140918,null,980,null,134826,null,1111,null,107868,null,2978,null,41228,null,2378,null,52221,null,2727,null,32699,null,2427,null,33581,null,2422,null,47915,null,2486,null,36485,null,1843,null,28586,null,1737,null,23287,null,1680,null,1802106,null,1743,null,102258,null,785,null,107399,null,3864,null,112740,null,3670,null,71728,null,862,null,54206,null,1228,null,26015,null,2637,null,22556,null,2552,null,62962,null,3081,null,103010,null,1079,null,100249,null,859,null,113106,null,3997,null,136258,null,3747,null,147880,null,1026,null,138890,null,1079,null,115898,null,3305,null,43453,null,2580,null,59014,null,3066,null,34343,null,1753,null,39218,null,2153,null,60431,null,2083,null,49495,null,2345,null,46804,null,2285,null,54193,null,2698,null,0400000US09,Connecticut,09
885122,null,0,*****,428865,null,1313,null,30077,null,477,null,29274,null,2156,null,28650,null,2163,null,17565,null,895,null,13379,null,981,null,5760,null,1077,null,6033,null,1431,null,17282,null,1894,null,29467,null,928,null,28096,null,896,null,28014,null,1949,null,29378,null,1892,null,31512,null,842,null,30332,null,549,null,26090,null,1533,null,8941,null,1170,null,15059,null,1414,null,5966,null,930,null,10368,null,1185,null,14356,null,1100,null,10575,null,1194,null,6660,null,1153,null,6031,null,990,null,456257,null,1313,null,29384,null,511,null,27605,null,2248,null,27061,null,2257,null,17148,null,906,null,13076,null,682,null,6256,null,1473,null,5860,null,1307,null,15579,null,1715,null,30031,null,676,null,28880,null,481,null,28929,null,1981,null,31925,null,2014,null,34031,null,683,null,32922,null,551,null,28899,null,1758,null,12589,null,1506,null,14216,null,1525,null,9160,null,1006,null,12197,null,1114,null,15606,null,1235,null,13009,null,1358,null,8895,null,979,null,12999,null,1286,null,0400000US10,Delaware,10
599657,null,0,*****,281649,null,880,null,19877,null,612,null,14029,null,1496,null,14707,null,1482,null,8592,null,501,null,10778,null,1068,null,5701,null,1192,null,4391,null,1211,null,11981,null,1607,null,28334,null,463,null,25190,null,97,null,24226,null,2135,null,18269,null,2149,null,20628,null,445,null,17491,null,124,null,15375,null,1137,null,6501,null,1095,null,7976,null,1285,null,4594,null,918,null,5571,null,946,null,6464,null,1018,null,4803,null,763,null,3054,null,685,null,3117,null,733,null,318008,null,880,null,18275,null,614,null,13734,null,1479,null,14226,null,1441,null,10270,null,604,null,14745,null,1426,null,5736,null,1059,null,3817,null,1126,null,15402,null,1612,null,32272,null,165,null,26891,null,339,null,23903,null,1963,null,19000,null,1916,null,19925,null,209,null,20590,null,588,null,19907,null,1432,null,7444,null,1093,null,9452,null,1414,null,5128,null,1003,null,7641,null,1113,null,8538,null,1089,null,7495,null,1047,null,6634,null,1103,null,6983,null,1069,null,0400000US11,District of Columbia,11
18537969,null,0,*****,9111329,null,6056,null,594945,null,3088,null,532457,null,12461,null,595506,null,12708,null,355723,null,3293,null,247422,null,5206,null,142009,null,6748,null,133037,null,6909,null,350652,null,8220,null,630436,null,3574,null,576216,null,4228,null,587309,null,9699,null,636273,null,10201,null,678789,null,4305,null,614265,null,2920,null,524672,null,8751,null,215219,null,6682,null,291619,null,7531,null,178295,null,5964,null,228817,null,6270,null,314294,null,6128,null,301378,null,6374,null,213266,null,5900,null,168730,null,5407,null,9426640,null,6056,null,568212,null,3310,null,525764,null,7722,null,547280,null,7721,null,337532,null,3041,null,235404,null,4038,null,121245,null,5789,null,123322,null,6066,null,326515,null,7718,null,592217,null,4045,null,542624,null,3411,null,582384,null,8875,null,631719,null,8872,null,689583,null,3303,null,660759,null,2895,null,591425,null,6906,null,234521,null,6547,null,321949,null,7275,null,198065,null,6397,null,263154,null,6744,null,382832,null,7850,null,353989,null,9185,null,289330,null,7477,null,306815,null,8588,null,0400000US12,Florida,12
