B01001_001E,B01001_001EA,B01001_001M,B01001_001MA,B01001_002E,B01001_002EA,B01001_002M,B01001_002MA,B01001_003E,B01001_003EA,B01001_003M,B01001_003MA,B01001_004E,B01001_004EA,B01001_004M,B01001_004MA,B01001_005E,B01001_005EA,B01001_005M,B01001_005MA,B01001_006E,B01001_006EA,B01001_006M,B01001_006MA,B01001_007E,B01001_007EA,B01001_007M,B01001_007MA,B01001_008E,B01001_008EA,B01001_008M,B01001_008MA,B01001_009E,B01001_009EA,B01001_009M,B01001_009MA,B01001_010E,B01001_010EA,B01001_010M,B01001_010MA,B01001_011E,B01001_011EA,B01001_011M,B01001_011MA,B01001_012E,B01001_012EA,B01001_012M,B01001_012MA,B01001_013E,B01001_013EA,B01001_013M,B01001_013MA,B01001_014E,B01001_014EA,B01001_014M,B01001_014MA,B01001_015E,B01001_015EA,B01001_015M,B01001_015MA,B01001_016E,B01001_016EA,B01001_016M,B01001_016MA,B01001_017E,B01001_017EA,B01001_017M,B01001_017MA,B01001_018E,B01001_018EA,B01001_018M,B01001_018MA,B01001_019E,B01001_019EA,B01001_019M,B01001_019MA,B01001_020E,B01001_020EA,B01001_020M,B01001_020MA,B01001_021E,B01001_021EA,B01001_021M,B01001_021MA,B01001_022E,B01001_022EA,B01001_022M,B01001_022MA,B01001_023E,B01001_023EA,B01001_023M,B01001_023MA,B01001_024E,B01001_024EA,B01001_024M,B01001_024MA,B01001_025E,B01001_025EA,B01001_025M,B01001_025MA,B01001_026E,B01001_026EA,B01001_026M,B01001_026MA,B01001_027E,B01001_027EA,B01001_027M,B01001_027MA,B01001_028E,B01001_028EA,B01001_028M,B01001_028MA,B01001_029E,B01001_029EA,B01001_029M,B01001_029MA,B01001_030E,B01001_030EA,B01001_030M,B01001_030MA,B01001_031E,B01001_031EA,B01001_031M,B01001_031MA,B01001_032E,B01001_032EA,B01001_032M,B01001_032MA,B01001_033E,B01001_033EA,B01001_033M,B01001_033MA,B01001_034E,B01001_034EA,B01001_034M,B01001_034MA,B01001_035E,B01001_035EA,B01001_035M,B01001_035MA,B01001_036E,B01001_036EA,B01001_036M,B01001_036MA,B01001_037E,B01001_037EA,B01001_037M,B01001_037MA,B01001_038E,B01001_038EA,B01001_038M,B01001_038MA,B01001_039E,B01001_039EA,B01001_039M,B01001_039MA,B01001_040E,B01001_040EA,B01001_040M,B01001_040MA,B01001_041E,B01001_041EA,B01001_041M,B01001_041MA,B01001_042E,B01001_042EA,B01001_042M,B01001_042MA,B01001_043E,B01001_043EA,B01001_043M,B01001_043MA,B01001_044E,B01001_044EA,B01001_044M,B01001_044MA,B01001_045E,B01001_045EA,B01001_045M,B01001_045MA,B01001_046E,B01001_046EA,B01001_046M,B01001_046MA,B01001_047E,B01001_047EA,B01001_047M,B01001_047MA,B01001_048E,B01001_048EA,B01001_048M,B01001_048MA,B01001_049E,B01001_049EA,B01001_049M,B01001_049MA,GEO_ID,NAME,state
9829211,null,0,*****,4826927,null,8502,null,380355,null,3237,null,367748,null,7478,null,362665,null,7543,null,212489,null,3478,null,163255,null,6789,null,74885,null,5659,null,72056,null,5197,null,220481,null,6745,null,353976,null,5429,null,327779,null,4532,null,363606,null,8267,null,348413,null,8152,null,359614,null,4302,null,314859,null,4163,null,265833,null,5699,null,94791,null,4498,null,124563,null,4708,null,73000,null,3771,null,83653,null,3391,null,109446,null,3848,null,72145,null,3261,null,46846,null,2939,null,34469,null,2552,null,5002284,null,8502,null,364044,null,3410,null,348315,null,7056,null,336751,null,7132,null,210290,null,3641,null,157241,null,9600,null,76492,null,4671,null,63252,null,4588,null,188566,null,6625,null,347597,null,3754,null,333544,null,3674,null,365992,null,7847,null,367917,null,8210,null,365994,null,3225,null,340169,null,2885,null,294121,null,7209,null,108904,null,4371,null,141736,null,6024,null,78611,null,3287,null,102418,null,4486,null,134013,null,4390,null,106845,null,3942,null,84978,null,4003,null,84494,null,3389,null,0400000US13,Georgia,13
1295178,null,0,*****,654657,null,1907,null,46121,null,1291,null,39003,null,2253,null,40551,null,2245,null,24891,null,1003,null,16607,null,1106,null,9472,null,1816,null,8458,null,1951,null,32261,null,2184,null,56685,null,1833,null,46007,null,1515,null,45516,null,2771,null,43208,null,2240,null,43936,null,1183,null,44136,null,960,null,39394,null,2000,null,19274,null,1938,null,17499,null,1452,null,12454,null,1539,null,13376,null,1332,null,16601,null,1490,null,15884,null,1303,null,12434,null,1200,null,10889,null,1149,null,640521,null,1907,null,42325,null,1450,null,35277,null,2134,null,39240,null,2133,null,22948,null,1048,null,14698,null,1240,null,7106,null,1317,null,7251,null,1077,null,26086,null,1437,null,45033,null,1173,null,41825,null,1275,null,40409,null,2531,null,43638,null,2618,null,45444,null,934,null,43599,null,788,null,40949,null,2092,null,16315,null,1465,null,21378,null,1673,null,11834,null,1404,null,13864,null,1294,null,22650,null,1582,null,21097,null,1902,null,18759,null,1897,null,18796,null,1690,null,0400000US15,Hawaii,15
1545801,null,0,*****,776454,null,2195,null,63984,null,1199,null,56432,null,2846,null,59429,null,2955,null,36319,null,1668,null,24493,null,1770,null,9086,null,1677,null,12197,null,1791,null,38011,null,2391,null,56404,null,1679,null,48751,null,1362,null,51163,null,2744,null,46510,null,2463,null,52367,null,1305,null,50050,null,1028,null,44595,null,2773,null,17441,null,1777,null,24047,null,1936,null,12992,null,1485,null,15363,null,1619,null,21690,null,1798,null,14852,null,1276,null,11305,null,1296,null,8973,null,1207,null,769347,null,2195,null,59392,null,1827,null,56902,null,2804,null,54214,null,2788,null,32235,null,1389,null,27066,null,2192,null,9116,null,1603,null,10444,null,1579,null,32751,null,2098,null,53159,null,1302,null,48086,null,1083,null,47891,null,2908,null,46577,null,2870,null,50999,null,1041,null,52018,null,1205,null,48461,null,1829,null,18097,null,1649,null,21864,null,1808,null,13919,null,1368,null,16349,null,1460,null,21779,null,1723,null,18384,null,1644,null,13397,null,1336,null,16247,null,1692,null,0400000US16,Idaho,16
2818747,null,0,*****,1397869,null,3080,null,103448,null,1734,null,96510,null,3234,null,99432,null,3190,null,57904,null,1549,null,43862,null,2407,null,22789,null,3124,null,22346,null,2896,null,70337,null,3932,null,103186,null,1826,null,86635,null,1946,null,88013,null,3482,null,90430,null,3630,null,99983,null,1482,null,101147,null,1872,null,84439,null,2647,null,32569,null,2251,null,39076,null,2285,null,21575,null,1784,null,27046,null,2012,null,37395,null,1976,null,28030,null,1715,null,22258,null,1789,null,19459,null,1595,null,1420878,null,3080,null,101202,null,1692,null,93118,null,3343,null,93757,null,3363,null,56837,null,1400,null,41009,null,1829,null,20612,null,2028,null,23907,null,2513,null,62623,null,3210,null,96971,null,1892,null,82069,null,1261,null,85629,null,3173,null,89987,null,3404,null,100177,null,1378,null,100829,null,1184,null,88837,null,3109,null,31866,null,2174,null,39799,null,2551,null,24045,null,1952,null,29850,null,1971,null,42986,null,1762,null,36768,null,1968,null,32248,null,2033,null,45752,null,2287,null,0400000US20,Kansas,20
12910409,null,0,*****,6359111,null,4403,null,456233,null,2478,null,432553,null,8344,null,457522,null,8640,null,276660,null,1748,null,201649,null,4580,null,98797,null,5434,null,92584,null,4856,null,271029,null,6914,null,469035,null,2541,null,434086,null,2637,null,454117,null,7428,null,434706,null,7886,null,478864,null,2319,null,453548,null,2419,null,381245,null,6238,null,136919,null,5223,null,167186,null,5277,null,100916,null,3836,null,118479,null,3862,null,163507,null,3795,null,120614,null,3529,null,90553,null,3089,null,68309,null,2562,null,6551298,null,4403,null,436356,null,2430,null,421646,null,7283,null,430929,null,7528,null,262168,null,1812,null,190053,null,3803,null,92347,null,6167,null,92210,null,5761,null,260000,null,6683,null,454733,null,2322,null,420851,null,2230,null,426114,null,7141,null,445741,null,7561,null,483937,null,1763,null,467088,null,1754,null,396526,null,6865,null,150546,null,5429,null,186497,null,6232,null,117839,null,4386,null,136400,null,4388,null,201611,null,5346,null,166778,null,4279,null,143955,null,4250,null,166973,null,5679,null,0400000US17,Illinois,17
6423113,null,0,*****,3159805,null,3549,null,227365,null,1897,null,221544,null,5947,null,224097,null,5805,null,137824,null,1880,null,96786,null,2671,null,51150,null,3556,null,47884,null,3713,null,131960,null,4855,null,222754,null,2727,null,203131,null,2552,null,215780,null,5470,null,212832,null,5604,null,236434,null,2257,null,228119,null,1610,null,197984,null,4216,null,70866,null,3434,null,88360,null,3530,null,53348,null,2838,null,67289,null,3081,null,80121,null,3106,null,61057,null,2754,null,48385,null,2627,null,34735,null,2210,null,3263308,null,3549,null,216446,null,1991,null,210593,null,4784,null,216808,null,5061,null,131480,null,2096,null,92003,null,2485,null,50184,null,3664,null,44633,null,3633,null,129146,null,4221,null,215413,null,2021,null,201295,null,2072,null,207907,null,5004,null,216841,null,5364,null,238889,null,1780,null,232666,null,1575,null,205502,null,4037,null,76640,null,3749,null,94206,null,3832,null,58904,null,2974,null,73152,null,3143,null,104365,null,3384,null,88823,null,3519,null,77873,null,3363,null,79539,null,3518,null,0400000US18,Indiana,18
3007857,null,0,*****,1483357,null,2927,null,101683,null,1454,null,98610,null,3005,null,100719,null,2963,null,61398,null,1551,null,48622,null,2412,null,28148,null,2711,null,23426,null,2356,null,63778,null,3938,null,99324,null,1824,null,90385,null,1932,null,90652,null,3659,null,95059,null,3599,null,108572,null,1276,null,110739,null,1519,null,99532,null,2597,null,33157,null,1989,null,43061,null,2348,null,24051,null,1571,null,30943,null,1752,null,46706,null,1898,null,35362,null,1568,null,27770,null,1654,null,21660,null,1661,null,1524500,null,2928,null,96972,null,1358,null,91542,null,3275,null,96145,null,2992,null,61050,null,1501,null,44705,null,2282,null,24982,null,2624,null,21024,null,2345,null,64156,null,3423,null,98533,null,1795,null,85966,null,1990,null,87996,null,3209,null,94073,null,3359,null,111044,null,1151,null,109704,null,1103,null,98679,null,2555,null,36040,null,1905,null,43924,null,1954,null,27764,null,1839,null,34589,null,2102,null,52970,null,2102,null,48597,null,2042,null,41905,null,2012,null,52140,null,2115,null,0400000US19,Iowa,19
4314113,null,0,*****,2111522,null,4926,null,145883,null,2475,null,140148,null,4100,null,142752,null,3932,null,89562,null,2299,null,63926,null,3149,null,33708,null,3561,null,31251,null,3126,null,88623,null,4700,null,149868,null,2534,null,136778,null,2273,null,144854,null,3946,null,145890,null,4143,null,159011,null,1698,null,151903,null,1430,null,132326,null,3667,null,52790,null,3158,null,62386,null,3074,null,35680,null,2689,null,48653,null,2835,null,60423,null,2704,null,45816,null,2373,null,28407,null,2134,null,20884,null,1648,null,2202591,null,4926,null,144524,null,2490,null,133955,null,4426,null,137194,null,4004,null,83193,null,2401,null,60006,null,2925,null,32573,null,2946,null,28620,null,2466,null,80862,null,3807,null,146897,null,1901,null,138218,null,1808,null,148635,null,4406,null,145486,null,4393,null,162998,null,1451,null,163080,null,1889,null,142875,null,3716,null,55015,null,3057,null,67989,null,3417,null,42167,null,2236,null,52287,null,2772,null,75066,null,3358,null,59833,null,2727,null,49304,null,2666,null,51814,null,2659,null,0400000US21,Kentucky,21
4492076,null,0,*****,2181738,null,4291,null,161526,null,2563,null,156535,null,4833,null,156953,null,4877,null,97213,null,2104,null,70478,null,3332,null,39021,null,3894,null,33670,null,3197,null,97599,null,5352,null,169432,null,3285,null,137363,null,2900,null,138654,null,4946,null,139683,null,5088,null,156087,null,2606,null,154862,null,2320,null,129388,null,3719,null,50970,null,3161,null,61293,null,3239,null,35395,null,2238,null,41685,null,2504,null,59777,null,2810,null,43493,null,2619,null,30066,null,2089,null,20595,null,1973,null,2310338,null,4291,null,157041,null,2682,null,156025,null,5573,null,145872,null,4850,null,91230,null,2121,null,64352,null,2873,null,36398,null,3075,null,36086,null,3267,null,95145,null,4899,null,170795,null,3097,null,143127,null,2755,null,135900,null,5311,null,159247,null,5081,null,168299,null,1974,null,161335,null,1904,null,146139,null,4237,null,52787,null,3227,null,67710,null,3305,null,41872,null,2728,null,51311,null,2414,null,72540,null,2994,null,58625,null,3140,null,50494,null,3020,null,48008,null,2264,null,0400000US22,Louisiana,22
1318301,null,0,*****,642823,null,1450,null,36964,null,938,null,36565,null,2013,null,38330,null,1847,null,27168,null,688,null,19770,null,880,null,9951,null,1218,null,9535,null,1297,null,24005,null,1896,null,37544,null,420,null,34347,null,678,null,39878,null,2287,null,44849,null,2162,null,52933,null,591,null,52770,null,457,null,48167,null,1893,null,17854,null,1788,null,23546,null,2010,null,12921,null,1307,null,16146,null,1262,null,21989,null,1574,null,15387,null,1244,null,11676,null,1257,null,10528,null,1259,null,675478,null,1450,null,34397,null,831,null,32860,null,1718,null,39649,null,1851,null,25626,null,815,null,19354,null,986,null,9011,null,1564,null,9206,null,1543,null,20937,null,1643,null,38477,null,761,null,37000,null,758,null,40514,null,2388,null,47472,null,2270,null,55491,null,541,null,56111,null,659,null,49556,null,2080,null,18983,null,1596,null,24660,null,1957,null,15603,null,1176,null,18509,null,1462,null,22834,null,1484,null,21519,null,1480,null,17945,null,1741,null,19764,null,1930,null,0400000US23,Maine,23
5699478,null,0,*****,2765653,null,3827,null,193743,null,2174,null,180916,null,4586,null,195331,null,5053,null,121452,null,1647,null,85228,null,2613,null,39312,null,3560,null,39910,null,3553,null,116588,null,5428,null,196327,null,2166,null,178422,null,1930,null,184735,null,5642,null,205133,null,5575,null,220478,null,1993,null,205854,null,1779,null,169843,null,4585,null,63968,null,3627,null,79817,null,3757,null,44070,null,2396,null,55880,null,2746,null,73056,null,2848,null,51794,null,2089,null,36024,null,2017,null,27772,null,1855,null,2933825,null,3827,null,185816,null,2059,null,171350,null,5660,null,185655,null,5738,null,116159,null,1281,null,85582,null,3006,null,35176,null,3367,null,36721,null,3364,null,112800,null,4481,null,194293,null,1921,null,182020,null,1632,null,195344,null,5317,null,219381,null,5297,null,238995,null,1913,null,221101,null,1268,null,189637,null,4229,null,74766,null,3445,null,86289,null,4047,null,52885,null,2874,null,66289,null,2767,null,88728,null,3412,null,71641,null,2878,null,59472,null,3040,null,63725,null,3385,null,0400000US24,Maryland,24
