C17021_001E,C17021_001EA,C17021_001M,C17021_001MA,C17021_002E,C17021_002EA,C17021_002M,C17021_002MA,C17021_003E,C17021_003EA,C17021_003M,C17021_003MA,C17021_004E,C17021_004EA,C17021_004M,C17021_004MA,C17021_005E,C17021_005EA,C17021_005M,C17021_005MA,C17021_006E,C17021_006EA,C17021_006M,C17021_006MA,C17021_007E,C17021_007EA,C17021_007M,C17021_007MA,C17021_008E,C17021_008EA,C17021_008M,C17021_008MA,C17021_009E,C17021_009EA,C17021_009M,C17021_009MA,C17021_010E,C17021_010EA,C17021_010M,C17021_010MA,C17021_011E,C17021_011EA,C17021_011M,C17021_011MA,C17021_012E,C17021_012EA,C17021_012M,C17021_012MA,C17021_013E,C17021_013EA,C17021_013M,C17021_013MA,C17021_014E,C17021_014EA,C17021_014M,C17021_014MA,C17021_015E,C17021_015EA,C17021_015M,C17021_015MA,GEO_ID,NAME,state
4588899,null,2203,null,804683,null,22895,null,597988,null,20304,null,190734,null,14271,null,407254,null,17647,null,50314,null,7226,null,356940,null,16665,null,206695,null,7110,null,3784216,null,22643,null,3276954,null,25257,null,2545017,null,28278,null,731937,null,21850,null,189651,null,12791,null,542286,null,21594,null,507262,null,11992,null,0400000US01,Alabama,01
682412,null,1129,null,61653,null,5417,null,44888,null,5055,null,15757,null,3241,null,29131,null,4481,null,7586,null,2417,null,21545,null,4051,null,16765,null,2433,null,620759,null,5727,null,527235,null,7307,null,409470,null,9982,null,117765,null,8301,null,44127,null,5715,null,73638,null,7006,null,93524,null,5197,null,0400000US02,Alaska,02
6475485,null,4779,null,1069897,null,28715,null,829387,null,28076,null,380881,null,22574,null,448506,null,20410,null,108453,null,11786,null,340053,null,21339,null,240510,null,9349,null,5405588,null,30160,null,4612312,null,36370,null,3493079,null,41734,null,1119233,null,34749,null,361500,null,23851,null,757733,null,30744,null,793276,null,17902,null,0400000US04,Arizona,04
2806056,null,2222,null,527378,null,17322,null,404053,null,15722,null,164955,null,11692,null,239098,null,13800,null,35243,null,5139,null,203855,null,13238,null,123325,null,5853,null,2278678,null,17940,null,1973450,null,18808,null,1563833,null,24562,null,409617,null,17677,null,122668,null,11284,null,286949,null,14559,null,305228,null,10266,null,0400000US05,Arkansas,05
36202780,null,9722,null,5128708,null,60936,null,3958961,null,61034,null,1799579,null,50282,null,2159382,null,52953,null,529117,null,28091,null,1630265,null,45686,null,1169747,null,22784,null,31074072,null,60203,null,26811312,null,66252,null,20251900,null,102123,null,6559412,null,89387,null,2229835,null,54717,null,4329577,null,62442,null,4262760,null,33751,null,0400000US06,California,06
4917061,null,2396,null,634387,null,21625,null,438524,null,20354,null,199996,null,16918,null,238528,null,15682,null,46109,null,7538,null,192419,null,14235,null,195863,null,9290,null,4282674,null,21401,null,3565229,null,22369,null,2917780,null,31226,null,647449,null,24233,null,204089,null,15650,null,443360,null,19533,null,717445,null,13816,null,0400000US08,Colorado,08
3409901,null,1798,null,320554,null,16151,null,215722,null,14055,null,58042,null,7903,null,157680,null,11940,null,22857,null,4030,null,134823,null,11198,null,104832,null,6470,null,3089347,null,16230,null,2646057,null,19476,null,2102662,null,23310,null,543395,null,20081,null,144875,null,11805,null,398520,null,17626,null,443290,null,11537,null,0400000US09,Connecticut,09
860972,null,1467,null,93251,null,9829,null,67342,null,9468,null,19209,null,5080,null,48133,null,8291,null,8408,null,3091,null,39725,null,7116,null,25909,null,3020,null,767721,null,9714,null,654753,null,11002,null,489775,null,14652,null,164978,null,10493,null,44606,null,6583,null,120372,null,7960,null,112968,null,5640,null,0400000US10,Delaware,10
570093,null,857,null,104901,null,9224,null,65714,null,8571,null,5686,null,2227,null,60028,null,8090,null,9779,null,3902,null,50249,null,7636,null,39187,null,3460,null,465192,null,9188,null,312790,null,11324,null,177046,null,9962,null,135744,null,9172,null,24179,null,4643,null,111565,null,9071,null,152402,null,6023,null,0400000US11,District of Columbia,11
18124789,null,5650,null,2707925,null,39754,null,1935702,null,38060,null,747994,null,29381,null,1187708,null,36604,null,243890,null,18216,null,943818,null,36825,null,772223,null,18712,null,15416864,null,39540,null,12984351,null,46197,null,9808245,null,67952,null,3176106,null,63209,null,872045,null,30892,null,2304061,null,51556,null,2432513,null,27497,null,0400000US12,Florida,12
