C16005_001E,C16005_001EA,C16005_001M,C16005_001MA,C16005_002E,C16005_002EA,C16005_002M,C16005_002MA,C16005_003E,C16005_003EA,C16005_003M,C16005_003MA,C16005_004E,C16005_004EA,C16005_004M,C16005_004MA,C16005_005E,C16005_005EA,C16005_005M,C16005_005MA,C16005_006E,C16005_006EA,C16005_006M,C16005_006MA,C16005_007E,C16005_007EA,C16005_007M,C16005_007MA,C16005_008E,C16005_008EA,C16005_008M,C16005_008MA,C16005_009E,C16005_009EA,C16005_009M,C16005_009MA,C16005_010E,C16005_010EA,C16005_010M,C16005_010MA,C16005_011E,C16005_011EA,C16005_011M,C16005_011MA,C16005_012E,C16005_012EA,C16005_012M,C16005_012MA,C16005_013E,C16005_013EA,C16005_013M,C16005_013MA,C16005_014E,C16005_014EA,C16005_014M,C16005_014MA,C16005_015E,C16005_015EA,C16005_015M,C16005_015MA,C16005_016E,C16005_016EA,C16005_016M,C16005_016MA,C16005_017E,C16005_017EA,C16005_017M,C16005_017MA,C16005_018E,C16005_018EA,C16005_018M,C16005_018MA,C16005_019E,C16005_019EA,C16005_019M,C16005_019MA,C16005_020E,C16005_020EA,C16005_020M,C16005_020MA,C16005_021E,C16005_021EA,C16005_021M,C16005_021MA,C16005_022E,C16005_022EA,C16005_022M,C16005_022MA,C16005_023E,C16005_023EA,C16005_023M,C16005_023MA,C16005_024E,C16005_024EA,C16005_024M,C16005_024MA,C16005_025E,C16005_025EA,C16005_025M,C16005_025MA,C16005_026E,C16005_026EA,C16005_026M,C16005_026MA,C16005_027E,C16005_027EA,C16005_027M,C16005_027MA,C16005_028E,C16005_028EA,C16005_028M,C16005_028MA,C16005_029E,C16005_029EA,C16005_029M,C16005_029MA,GEO_ID,NAME,state
9084812,null,2958,null,8173358,null,17573,null,7778436,null,17172,null,263804,null,10320,null,206708,null,9869,null,57096,null,4273,null,76303,null,5984,null,68880,null,5880,null,7423,null,1256,null,40805,null,3491,null,32628,null,3397,null,8177,null,1527,null,14010,null,3090,null,12989,null,2913,null,1021,null,564,null,911454,null,17692,null,171601,null,9570,null,394482,null,9127,null,100098,null,6370,null,294384,null,8845,null,162038,null,11961,null,106773,null,8387,null,55265,null,6210,null,135297,null,6556,null,60019,null,4623,null,75278,null,5013,null,48036,null,5539,null,35000,null,4357,null,13036,null,2386,null,0400000US13,Georgia,13
1206732,null,578,null,983519,null,9471,null,873393,null,11246,null,16287,null,2552,null,13599,null,2401,null,2688,null,1259,null,8913,null,1922,null,7547,null,1671,null,1366,null,842,null,84230,null,5481,null,60825,null,4646,null,23405,null,3107,null,696,null,381,null,484,null,314,null,212,null,270,null,223213,null,9413,null,33338,null,3339,null,7476,null,1635,null,4055,null,1133,null,3421,null,1020,null,11026,null,2406,null,8071,null,1839,null,2955,null,1301,null,170245,null,8411,null,61551,null,4799,null,108694,null,7203,null,1128,null,466,null,1114,null,460,null,14,null,27,null,0400000US15,Hawaii,15
1422425,null,1773,null,1326532,null,5888,null,1255791,null,6255,null,53556,null,3922,null,45933,null,3735,null,7623,null,1481,null,10917,null,1659,null,9672,null,1614,null,1245,null,529,null,3522,null,1038,null,2599,null,790,null,923,null,670,null,2746,null,956,null,2428,null,894,null,318,null,233,null,95893,null,5878,null,25579,null,2922,null,50355,null,3955,null,14914,null,2511,null,35441,null,3019,null,9734,null,2603,null,5702,null,1141,null,4032,null,2045,null,7668,null,2014,null,3088,null,833,null,4580,null,1894,null,2557,null,1204,null,847,null,551,null,1710,null,1026,null,0400000US16,Idaho,16
12017820,null,2303,null,10287468,null,23964,null,9246333,null,26781,null,734344,null,14439,null,586415,null,14545,null,147929,null,7659,null,216999,null,9491,null,190750,null,8627,null,26249,null,2963,null,59297,null,3691,null,48611,null,3316,null,10686,null,1856,null,30495,null,4356,null,28330,null,4118,null,2165,null,983,null,1730352,null,23891,null,169427,null,7803,null,784128,null,16218,null,212673,null,9839,null,571455,null,15237,null,452838,null,15279,null,224282,null,8893,null,228556,null,11098,null,252211,null,7649,null,126368,null,6393,null,125843,null,7245,null,71748,null,7232,null,42657,null,4642,null,29091,null,4609,null,0400000US17,Illinois,17
5979302,null,2227,null,5702140,null,8391,null,5481259,null,12636,null,124704,null,5918,null,95835,null,5521,null,28869,null,3030,null,81969,null,6182,null,65213,null,4653,null,16756,null,2870,null,8970,null,1316,null,6717,null,1126,null,2253,null,637,null,5238,null,1534,null,4657,null,1448,null,581,null,279,null,277162,null,8179,null,45752,null,3448,null,124919,null,4974,null,34757,null,3441,null,90162,null,4733,null,52625,null,5444,null,34953,null,3951,null,17672,null,2911,null,40875,null,3491,null,18075,null,2167,null,22800,null,3008,null,12991,null,2850,null,7663,null,1644,null,5328,null,2159,null,0400000US18,Indiana,18
2809202,null,1793,null,2694269,null,4610,null,2606082,null,6740,null,56815,null,3494,null,46416,null,3286,null,10399,null,1607,null,22575,null,3015,null,19138,null,2723,null,3437,null,990,null,5415,null,1352,null,4470,null,1258,null,945,null,393,null,3382,null,823,null,3063,null,771,null,319,null,308,null,114933,null,4303,null,19569,null,2219,null,46141,null,3072,null,11514,null,1844,null,34627,null,2884,null,17473,null,2621,null,10073,null,1822,null,7400,null,1627,null,25804,null,2628,null,11556,null,1854,null,14248,null,1889,null,5946,null,1571,null,2681,null,810,null,3265,null,1379,null,0400000US19,Iowa,19
2614097,null,1866,null,2444479,null,6393,null,2329825,null,7869,null,83240,null,4343,null,66965,null,4237,null,16275,null,2109,null,19211,null,2421,null,16977,null,2458,null,2234,null,585,null,10015,null,1531,null,8224,null,1428,null,1791,null,551,null,2188,null,618,null,1837,null,580,null,351,null,296,null,169618,null,6157,null,21458,null,2662,null,92398,null,5012,null,24638,null,2848,null,67760,null,3876,null,17254,null,2923,null,12370,null,2088,null,4884,null,1551,null,31873,null,2031,null,11514,null,1737,null,20359,null,2119,null,6635,null,1665,null,3840,null,1358,null,2795,null,1072,null,0400000US20,Kansas,20
4023706,null,2485,null,3897936,null,6781,null,3819969,null,8795,null,45689,null,3579,null,35685,null,3248,null,10004,null,1681,null,24571,null,3580,null,17185,null,3223,null,7386,null,1722,null,4877,null,1097,null,4381,null,1087,null,496,null,337,null,2830,null,1074,null,2548,null,1032,null,282,null,243,null,125770,null,6009,null,23315,null,2568,null,47362,null,3889,null,11796,null,2411,null,35566,null,3829,null,24492,null,3744,null,15317,null,2317,null,9175,null,2289,null,21807,null,1941,null,9835,null,1288,null,11972,null,1621,null,8794,null,2202,null,5078,null,1611,null,3716,null,1481,null,0400000US21,Kentucky,21
4173509,null,2454,null,4022722,null,7249,null,3805612,null,9193,null,60268,null,5028,null,48385,null,4286,null,11883,null,2134,null,138073,null,5705,null,117521,null,5015,null,20552,null,2255,null,13565,null,1806,null,9874,null,1697,null,3691,null,1021,null,5204,null,1694,null,4548,null,1599,null,656,null,463,null,150787,null,7112,null,26090,null,3191,null,63724,null,4178,null,25772,null,2899,null,37952,null,3662,null,19856,null,3535,null,12310,null,2256,null,7546,null,2422,null,33582,null,2558,null,13359,null,2425,null,20223,null,2476,null,7535,null,2336,null,5186,null,1863,null,2349,null,1034,null,0400000US22,Louisiana,22
1246940,null,956,null,1203404,null,3965,null,1138361,null,5577,null,10360,null,1617,null,8466,null,1466,null,1894,null,728,null,49181,null,3555,null,41942,null,3235,null,7239,null,1217,null,3211,null,891,null,2709,null,891,null,502,null,287,null,2291,null,618,null,1340,null,393,null,951,null,501,null,43536,null,3846,null,17721,null,2012,null,1810,null,672,null,965,null,435,null,845,null,458,null,11713,null,2066,null,7949,null,1404,null,3764,null,1242,null,6588,null,1042,null,2615,null,533,null,3973,null,926,null,5704,null,2543,null,1675,null,797,null,4029,null,2099,null,0400000US23,Maine,23
5319919,null,1975,null,4595070,null,13562,null,4333759,null,15103,null,131179,null,6729,null,106688,null,6456,null,24491,null,2883,null,75773,null,5635,null,65856,null,5039,null,9917,null,1639,null,36827,null,3159,null,30894,null,3076,null,5933,null,1252,null,17532,null,3056,null,16258,null,3013,null,1274,null,513,null,724849,null,13623,null,169616,null,6778,null,187741,null,6748,null,56370,null,4541,null,131371,null,5907,null,158527,null,9007,null,101228,null,6429,null,57299,null,5114,null,140660,null,6863,null,66039,null,4182,null,74621,null,6094,null,68305,null,7168,null,49021,null,5600,null,19284,null,4334,null,0400000US24,Maryland,24
6208685,null,1188,null,5273415,null,19523,null,4746351,null,22109,null,264313,null,7796,null,187938,null,8330,null,76375,null,4773,null,199004,null,8698,null,173473,null,8350,null,25531,null,2480,null,48047,null,3644,null,41059,null,3342,null,6988,null,1481,null,15700,null,2723,null,13907,null,2606,null,1793,null,604,null,935270,null,19443,null,180328,null,7968,null,184860,null,8414,null,57634,null,5303,null,127226,null,6443,null,351936,null,15955,null,174572,null,9821,null,177364,null,10886,null,168789,null,5755,null,67635,null,5061,null,101154,null,5155,null,49357,null,6737,null,29372,null,4442,null,19985,null,3573,null,0400000US25,Massachusetts,25
9354233,null,1987,null,8747312,null,14668,null,8368843,null,16312,null,180571,null,8145,null,144695,null,6779,null,35876,null,3884,null,123701,null,6507,null,106086,null,6457,null,17615,null,2164,null,26071,null,3130,null,21637,null,2767,null,4434,null,1107,null,48126,null,5162,null,42685,null,5249,null,5441,null,1431,null,606921,null,14250,null,123271,null,6584,null,102119,null,7169,null,34107,null,3686,null,68012,null,5742,null,168049,null,7915,null,98165,null,4944,null,69884,null,5793,null,104553,null,4208,null,53844,null,4042,null,50709,null,3691,null,108929,null,8953,null,51371,null,5551,null,57558,null,5920,null,0400000US26,Michigan,26
4904175,null,1524,null,4552542,null,9895,null,4347619,null,10427,null,87789,null,4688,null,70025,null,4076,null,17764,null,1769,null,54418,null,3812,null,46221,null,3468,null,8197,null,1372,null,42476,null,3730,null,31450,null,3531,null,11026,null,2088,null,20240,null,2650,null,17252,null,2371,null,2988,null,971,null,351633,null,9867,null,73968,null,5087,null,85524,null,4603,null,23155,null,2500,null,62369,null,4481,null,51097,null,5294,null,34100,null,3437,null,16997,null,2849,null,90944,null,4086,null,36694,null,3292,null,54250,null,3898,null,50100,null,5357,null,28105,null,3702,null,21995,null,2778,null,0400000US27,Minnesota,27
2731685,null,2141,null,2672784,null,4804,null,2617621,null,5699,null,34147,null,2995,null,23680,null,2630,null,10467,null,1258,null,8312,null,1589,null,6762,null,1414,null,1550,null,543,null,4353,null,1049,null,3923,null,1010,null,430,null,308,null,8351,null,1804,null,6824,null,1723,null,1527,null,923,null,58901,null,4597,null,12204,null,2033,null,26893,null,3183,null,8320,null,1822,null,18573,null,2930,null,6723,null,1650,null,5041,null,1506,null,1682,null,721,null,10544,null,2094,null,3911,null,1111,null,6633,null,1904,null,2537,null,1098,null,1398,null,740,null,1139,null,727,null,0400000US28,Mississippi,28
5583484,null,2274,null,5372979,null,8233,null,5216784,null,10197,null,89034,null,5494,null,73637,null,5013,null,15397,null,1782,null,47967,null,4313,null,39727,null,4029,null,8240,null,1341,null,12373,null,1750,null,8413,null,1531,null,3960,null,1146,null,6821,null,1871,null,5891,null,1744,null,930,null,632,null,210505,null,8088,null,42932,null,4327,null,57759,null,3892,null,18597,null,2437,null,39162,null,3540,null,50954,null,5134,null,30524,null,3235,null,20430,null,3134,null,43105,null,3630,null,19289,null,2975,null,23816,null,2672,null,15755,null,3820,null,8745,null,1819,null,7010,null,3274,null,0400000US29,Missouri,29
914065,null,1468,null,894943,null,2820,null,861196,null,3535,null,11591,null,1548,null,10242,null,1495,null,1349,null,504,null,13578,null,1887,null,10416,null,1668,null,3162,null,1031,null,798,null,453,null,787,null,453,null,11,null,19,null,7780,null,1369,null,7304,null,1326,null,476,null,355,null,19122,null,2373,null,9021,null,1540,null,2538,null,867,null,1307,null,582,null,1231,null,622,null,4108,null,1079,null,3118,null,896,null,990,null,620,null,2391,null,841,null,888,null,524,null,1503,null,623,null,1064,null,713,null,708,null,533,null,356,null,342,null,0400000US30,Montana,30
1662501,null,1623,null,1557744,null,4595,null,1488236,null,6191,null,49553,null,3330,null,41111,null,3212,null,8442,null,1506,null,13215,null,1812,null,11367,null,1551,null,1848,null,641,null,3641,null,998,null,3077,null,978,null,564,null,301,null,3099,null,1135,null,2138,null,916,null,961,null,698,null,104757,null,4349,null,15245,null,2293,null,56677,null,3151,null,12591,null,1979,null,44086,null,2923,null,8413,null,1902,null,5100,null,1213,null,3313,null,1184,null,16840,null,2229,null,7112,null,1367,null,9728,null,2145,null,7582,null,1872,null,3950,null,1323,null,3632,null,1376,null,0400000US31,Nebraska,31
2440771,null,1744,null,1937282,null,11030,null,1677006,null,14541,null,211379,null,8835,null,166320,null,8764,null,45059,null,5679,null,21189,null,2821,null,17337,null,2348,null,3852,null,1389,null,22371,null,2458,null,17680,null,2135,null,4691,null,1307,null,5337,null,1528,null,4486,null,1382,null,851,null,515,null,503489,null,10980,null,69107,null,5926,null,276137,null,7583,null,76176,null,5469,null,199961,null,7830,null,38924,null,4474,null,22479,null,2547,null,16445,null,3111,null,100387,null,4236,null,49775,null,4058,null,50612,null,4229,null,18934,null,3989,null,9788,null,2690,null,9146,null,2625,null,0400000US32,Nevada,32
1249886,null,971,null,1182056,null,4844,null,1128870,null,6263,null,20061,null,2197,null,15380,null,2017,null,4681,null,1276,null,27902,null,2741,null,23592,null,2459,null,4310,null,908,null,3097,null,956,null,2289,null,845,null,808,null,470,null,2126,null,1233,null,1801,null,1172,null,325,null,416,null,67830,null,4850,null,20740,null,2390,null,8992,null,1578,null,4198,null,1039,null,4794,null,1436,null,23840,null,4201,null,13776,null,2573,null,10064,null,2846,null,9962,null,1864,null,4806,null,1162,null,5156,null,1291,null,4296,null,1454,null,2171,null,1226,null,2125,null,1306,null,0400000US33,New Hampshire,33
8152722,null,1373,null,6402841,null,23953,null,5551277,null,26905,null,556474,null,15380,null,428846,null,13078,null,127628,null,7196,null,200172,null,9351,null,175933,null,8652,null,24239,null,2642,null,60633,null,4783,null,51392,null,4575,null,9241,null,1480,null,34285,null,4477,null,31036,null,4158,null,3249,null,925,null,1749881,null,23895,null,280681,null,10598,null,614282,null,16047,null,174895,null,8687,null,439387,null,14892,null,481050,null,15179,null,261904,null,10229,null,219146,null,9713,null,292864,null,9543,null,158776,null,7733,null,134088,null,7121,null,81004,null,7355,null,51560,null,4925,null,29444,null,4281,null,0400000US34,New Jersey,34
1859881,null,2560,null,1664969,null,10019,null,1170132,null,14164,null,380078,null,9705,null,327753,null,9651,null,52325,null,3015,null,12184,null,2146,null,10859,null,2033,null,1325,null,644,null,4262,null,1171,null,3809,null,1091,null,453,null,405,null,98313,null,5785,null,82454,null,5998,null,15859,null,2200,null,194912,null,9768,null,23866,null,3136,null,147457,null,8594,null,46029,null,5000,null,101428,null,7643,null,11100,null,1801,null,8240,null,1458,null,2860,null,875,null,11222,null,1365,null,6528,null,1225,null,4694,null,932,null,1267,null,580,null,1040,null,502,null,227,null,192,null,0400000US35,New Mexico,35
18322949,null,2257,null,14168898,null,35718,null,12019929,null,35519,null,1320231,null,21041,null,1030654,null,20230,null,289577,null,9870,null,571669,null,15550,null,476134,null,14964,null,95535,null,6963,null,166258,null,8269,null,135427,null,7194,null,30831,null,3122,null,90811,null,7578,null,77187,null,6980,null,13624,null,2918,null,4154051,null,35501,null,991322,null,20745,null,1259612,null,17232,null,331980,null,11077,null,927632,null,17510,null,1057844,null,24846,null,509296,null,15709,null,548548,null,18393,null,666065,null,14830,null,230028,null,9797,null,436037,null,13017,null,179208,null,11291,null,98590,null,7515,null,80618,null,7985,null,0400000US36,New York,36
8726819,null,3339,null,8068369,null,13802,null,7736122,null,14744,null,235543,null,9888,null,184103,null,9031,null,51440,null,4086,null,54247,null,4797,null,47746,null,4632,null,6501,null,1619,null,29023,null,3487,null,24867,null,3483,null,4156,null,1033,null,13434,null,2516,null,11944,null,2382,null,1490,null,693,null,658450,null,13641,null,111562,null,7150,null,340627,null,8702,null,89804,null,5640,null,250823,null,8519,null,91980,null,6761,null,62871,null,4632,null,29109,null,3920,null,86554,null,5174,null,42341,null,3270,null,44213,null,4507,null,27727,null,4372,null,18359,null,3232,null,9368,null,2389,null,0400000US37,North Carolina,37
604295,null,932,null,589255,null,2021,null,568507,null,2933,null,6926,null,1173,null,5831,null,1046,null,1095,null,431,null,11427,null,1488,null,9453,null,1454,null,1974,null,551,null,285,null,253,null,194,null,224,null,91,null,147,null,2110,null,631,null,1667,null,521,null,443,null,284,null,15040,null,2022,null,5784,null,1128,null,1362,null,538,null,974,null,483,null,388,null,204,null,3060,null,1097,null,2066,null,839,null,994,null,732,null,1919,null,685,null,658,null,380,null,1261,null,622,null,2915,null,863,null,1204,null,602,null,1711,null,766,null,0400000US38,North Dakota,38
10805366,null,2387,null,10377088,null,11648,null,10022242,null,16474,null,159693,null,6460,null,119614,null,5816,null,40079,null,3215,null,148147,null,8353,null,113759,null,7554,null,34388,null,3722,null,23672,null,2846,null,19064,null,2236,null,4608,null,1352,null,23334,null,3411,null,20282,null,3309,null,3052,null,976,null,428278,null,11546,null,101776,null,5719,null,68621,null,4120,null,22571,null,2583,null,46050,null,3674,null,117749,null,7673,null,71258,null,5269,null,46491,null,4122,null,88718,null,5477,null,44726,null,4002,null,43992,null,3331,null,51414,null,6333,null,29095,null,3746,null,22319,null,4284,null,0400000US39,Ohio,39
3415068,null,1881,null,3226697,null,7455,null,3089583,null,10182,null,95836,null,4977,null,77237,null,4674,null,18599,null,2344,null,18692,null,2690,null,16256,null,2325,null,2436,null,976,null,10302,null,2148,null,8686,null,1722,null,1616,null,753,null,12284,null,1986,null,10446,null,1753,null,1838,null,733,null,188371,null,7080,null,31506,null,3645,null,104418,null,5572,null,25853,null,3105,null,78565,null,4732,null,15952,null,1973,null,11783,null,1789,null,4169,null,1106,null,30018,null,2469,null,12500,null,1760,null,17518,null,1995,null,6477,null,1948,null,4789,null,1681,null,1688,null,1113,null,0400000US40,Oklahoma,40
3580799,null,1691,null,3216052,null,11596,null,2997153,null,14328,null,144371,null,7390,null,115896,null,7518,null,28475,null,3867,null,38121,null,5049,null,33345,null,4934,null,4776,null,944,null,29096,null,3386,null,25025,null,3466,null,4071,null,1140,null,7311,null,2008,null,6808,null,1961,null,503,null,319,null,364747,null,11562,null,60917,null,4623,null,167155,null,7407,null,46661,null,4944,null,120494,null,6316,null,50602,null,6252,null,32285,null,4578,null,18317,null,2997,null,72765,null,3541,null,31405,null,2728,null,41360,null,3312,null,13308,null,3754,null,5649,null,1525,null,7659,null,3372,null,0400000US41,Oregon,41
11860950,null,2180,null,11176486,null,16260,null,10557699,null,20449,null,342407,null,8522,null,250028,null,7497,null,92379,null,5608,null,214729,null,8217,null,171851,null,7155,null,42878,null,4024,null,41571,null,3424,null,32099,null,3016,null,9472,null,1503,null,20080,null,3777,null,17214,null,3584,null,2866,null,1177,null,684464,null,16277,null,160383,null,7581,null,125411,null,6938,null,46859,null,4793,null,78552,null,6300,null,205854,null,11649,null,114799,null,8155,null,91055,null,7217,null,147184,null,6611,null,60255,null,3740,null,86929,null,5339,null,45632,null,5808,null,26875,null,3878,null,18757,null,4136,null,0400000US42,Pennsylvania,42
993039,null,888,null,860130,null,7351,null,761637,null,7658,null,52047,null,3391,null,40693,null,3383,null,11354,null,2004,null,37936,null,3722,null,33119,null,3430,null,4817,null,1201,null,6202,null,1204,null,4952,null,1034,null,1250,null,754,null,2308,null,977,null,1989,null,953,null,319,null,310,null,132909,null,7447,null,21553,null,2704,null,53050,null,3886,null,12944,null,1725,null,40106,null,3677,null,38410,null,4448,null,19544,null,2904,null,18866,null,3129,null,14401,null,1751,null,5371,null,1226,null,9030,null,1651,null,5495,null,1813,null,2479,null,1106,null,3016,null,1221,null,0400000US44,Rhode Island,44
