B19101H_001E,B19101H_001EA,B19101H_001M,B19101H_001MA,B19101H_002E,B19101H_002EA,B19101H_002M,B19101H_002MA,B19101H_003E,B19101H_003EA,B19101H_003M,B19101H_003MA,B19101H_004E,B19101H_004EA,B19101H_004M,B19101H_004MA,B19101H_005E,B19101H_005EA,B19101H_005M,B19101H_005MA,B19101H_006E,B19101H_006EA,B19101H_006M,B19101H_006MA,B19101H_007E,B19101H_007EA,B19101H_007M,B19101H_007MA,B19101H_008E,B19101H_008EA,B19101H_008M,B19101H_008MA,B19101H_009E,B19101H_009EA,B19101H_009M,B19101H_009MA,B19101H_010E,B19101H_010EA,B19101H_010M,B19101H_010MA,B19101H_011E,B19101H_011EA,B19101H_011M,B19101H_011MA,B19101H_012E,B19101H_012EA,B19101H_012M,B19101H_012MA,B19101H_013E,B19101H_013EA,B19101H_013M,B19101H_013MA,B19101H_014E,B19101H_014EA,B19101H_014M,B19101H_014MA,B19101H_015E,B19101H_015EA,B19101H_015M,B19101H_015MA,B19101H_016E,B19101H_016EA,B19101H_016M,B19101H_016MA,B19101H_017E,B19101H_017EA,B19101H_017M,B19101H_017MA,GEO_ID,NAME,state
885358,null,9105,null,37243,null,2713,null,26370,null,2288,null,36626,null,3053,null,39499,null,3098,null,42419,null,3286,null,45629,null,3385,null,49011,null,3738,null,47750,null,2744,null,44832,null,2938,null,82502,null,4188,null,108002,null,4941,null,132059,null,4738,null,78610,null,3690,null,43260,null,2614,null,38759,null,2821,null,32787,null,2333,null,0400000US01,Alabama,01
114952,null,3112,null,2856,null,900,null,1372,null,546,null,1360,null,556,null,2598,null,765,null,2668,null,791,null,3701,null,1108,null,3506,null,983,null,4240,null,936,null,4347,null,1162,null,7212,null,1010,null,13172,null,1705,null,23193,null,2228,null,16326,null,1848,null,9966,null,1406,null,10464,null,1516,null,7971,null,1248,null,0400000US02,Alaska,02
982273,null,10305,null,30225,null,2626,null,21477,null,2517,null,28724,null,2759,null,37578,null,3225,null,40363,null,3412,null,43294,null,3476,null,44243,null,3488,null,45850,null,3718,null,46979,null,3438,null,90766,null,5118,null,124615,null,5798,null,159179,null,5795,null,105556,null,4730,null,61361,null,4368,null,52328,null,3110,null,49735,null,3345,null,0400000US04,Arizona,04
598815,null,6647,null,27755,null,2514,null,22521,null,2300,null,31180,null,2695,null,35009,null,2843,null,35982,null,2806,null,33394,null,2819,null,36033,null,2922,null,34058,null,2410,null,32067,null,2832,null,61719,null,3742,null,71085,null,4019,null,77150,null,4222,null,43698,null,3072,null,22455,null,1889,null,18039,null,1739,null,16670,null,1659,null,0400000US05,Arkansas,05
3918766,null,18081,null,102655,null,5191,null,74565,null,4840,null,99624,null,4888,null,115341,null,5105,null,118456,null,5078,null,125151,null,5516,null,129727,null,5134,null,131066,null,4796,null,139697,null,5556,null,276088,null,8124,null,385672,null,9066,null,584472,null,11484,null,480915,null,9392,null,331416,null,8536,null,391816,null,9539,null,432105,null,9849,null,0400000US06,California,06
930529,null,8517,null,24358,null,2593,null,16736,null,2246,null,21638,null,2018,null,26949,null,3178,null,28648,null,2618,null,32063,null,2953,null,32908,null,2699,null,37910,null,3192,null,34737,null,2700,null,80142,null,4563,null,111734,null,5362,null,158781,null,5838,null,117056,null,4692,null,70463,null,3233,null,71283,null,3652,null,65123,null,3291,null,0400000US08,Colorado,08
675120,null,7735,null,9742,null,1615,null,9141,null,1596,null,10360,null,1658,null,13743,null,1582,null,16861,null,2059,null,18655,null,1998,null,18874,null,2099,null,20617,null,2241,null,21689,null,2424,null,44580,null,2983,null,71089,null,4085,null,108535,null,4259,null,96494,null,4055,null,61886,null,3618,null,70680,null,4108,null,82174,null,4247,null,0400000US09,Connecticut,09
157459,null,3462,null,4105,null,1077,null,1691,null,600,null,2972,null,945,null,5841,null,1331,null,4832,null,862,null,7527,null,1227,null,5662,null,1001,null,6063,null,979,null,7362,null,1263,null,12090,null,1353,null,20450,null,1815,null,27651,null,2439,null,18822,null,1629,null,11131,null,1439,null,11655,null,1546,null,9605,null,1415,null,0400000US10,Delaware,10
34293,null,1916,null,229,null,172,null,315,null,274,null,62,null,102,null,84,null,104,null,322,null,391,null,44,null,70,null,99,null,162,null,535,null,371,null,240,null,197,null,1085,null,612,null,1153,null,467,null,3351,null,869,null,4135,null,931,null,3287,null,906,null,6433,null,1020,null,12919,null,1707,null,0400000US11,District of Columbia,11
2881528,null,15843,null,99812,null,5830,null,72763,null,4946,null,98286,null,5208,null,127833,null,6358,null,136290,null,6094,null,150161,null,6728,null,154689,null,6410,null,153638,null,6116,null,149161,null,6572,null,267588,null,8508,null,351210,null,8520,null,417333,null,8969,null,263589,null,8601,null,150158,null,5067,null,139330,null,5295,null,149687,null,5571,null,0400000US12,Florida,12
1466623,null,11397,null,51585,null,4090,null,38699,null,3594,null,44949,null,3549,null,58573,null,3851,null,63866,null,4477,null,61914,null,4222,null,65646,null,4355,null,64794,null,3698,null,69385,null,4009,null,125712,null,5407,null,167959,null,6087,null,237445,null,6412,null,148749,null,5197,null,90835,null,4638,null,89754,null,4078,null,86758,null,3611,null,0400000US13,Georgia,13
86030,null,3336,null,1920,null,612,null,2095,null,977,null,1720,null,663,null,2200,null,833,null,2513,null,787,null,2719,null,670,null,3345,null,1018,null,2695,null,787,null,3431,null,993,null,7039,null,1424,null,10024,null,1697,null,14219,null,1714,null,11129,null,1629,null,6248,null,1369,null,7770,null,1297,null,6963,null,1154,null,0400000US15,Hawaii,15
