B14007_001E,B14007_001EA,B14007_001M,B14007_001MA,B14007_002E,B14007_002EA,B14007_002M,B14007_002MA,B14007_003E,B14007_003EA,B14007_003M,B14007_003MA,B14007_004E,B14007_004EA,B14007_004M,B14007_004MA,B14007_005E,B14007_005EA,B14007_005M,B14007_005MA,B14007_006E,B14007_006EA,B14007_006M,B14007_006MA,B14007_007E,B14007_007EA,B14007_007M,B14007_007MA,B14007_008E,B14007_008EA,B14007_008M,B14007_008MA,B14007_009E,B14007_009EA,B14007_009M,B14007_009MA,B14007_010E,B14007_010EA,B14007_010M,B14007_010MA,B14007_011E,B14007_011EA,B14007_011M,B14007_011MA,B14007_012E,B14007_012EA,B14007_012M,B14007_012MA,B14007_013E,B14007_013EA,B14007_013M,B14007_013MA,B14007_014E,B14007_014EA,B14007_014M,B14007_014MA,B14007_015E,B14007_015EA,B14007_015M,B14007_015MA,B14007_016E,B14007_016EA,B14007_016M,B14007_016MA,B14007_017E,B14007_017EA,B14007_017M,B14007_017MA,B14007_018E,B14007_018EA,B14007_018M,B14007_018MA,B14007_019E,B14007_019EA,B14007_019M,B14007_019MA,GEO_ID,NAME,state
4528190,null,4790,null,1210355,null,9917,null,72953,null,4383,null,66282,null,4749,null,59055,null,4046,null,61388,null,4157,null,67709,null,4379,null,65146,null,3436,null,59735,null,3433,null,62932,null,4636,null,62376,null,4674,null,66999,null,4413,null,60099,null,3203,null,63886,null,3445,null,61810,null,3729,null,63879,null,3475,null,266241,null,7901,null,49865,null,3847,null,3317835,null,10121,null,0400000US01,Alabama,01
664695,null,2031,null,193502,null,4723,null,8797,null,1378,null,8475,null,1507,null,9800,null,1522,null,8027,null,1182,null,9477,null,1378,null,10072,null,1390,null,10704,null,1282,null,10006,null,1388,null,10269,null,1450,null,10805,null,1465,null,11740,null,1351,null,10276,null,1420,null,10293,null,1556,null,13837,null,2136,null,42169,null,3606,null,8755,null,1396,null,471193,null,4875,null,0400000US02,Alaska,02
6286553,null,6535,null,1751398,null,12542,null,87238,null,4875,null,99862,null,5491,null,92766,null,4881,null,91010,null,5176,null,90049,null,5285,null,94197,null,5015,null,95131,null,5550,null,94855,null,5380,null,92568,null,5074,null,95491,null,4885,null,94684,null,4708,null,92387,null,4355,null,84794,null,4708,null,98496,null,5028,null,365141,null,10229,null,82729,null,5723,null,4535155,null,12889,null,0400000US04,Arizona,04
2768846,null,3812,null,733029,null,9134,null,53705,null,4383,null,38458,null,3035,null,39368,null,3655,null,40064,null,3053,null,37909,null,2754,null,42328,null,3299,null,38938,null,3266,null,39044,null,3369,null,35023,null,3154,null,36398,null,2934,null,39207,null,3224,null,35060,null,2402,null,38888,null,2667,null,40604,null,3625,null,154497,null,5586,null,23538,null,3077,null,2035817,null,8996,null,0400000US05,Arkansas,05
35331340,null,13095,null,10430379,null,28076,null,611359,null,12027,null,519276,null,11031,null,482662,null,11904,null,498830,null,10710,null,508892,null,10205,null,502763,null,10865,null,503657,null,10810,null,513228,null,12711,null,519518,null,12933,null,537762,null,11005,null,522610,null,11372,null,534015,null,9683,null,538827,null,10586,null,651784,null,11961,null,2494656,null,22668,null,490540,null,13086,null,24900961,null,27933,null,0400000US06,California,06
4809801,null,5144,null,1326513,null,13598,null,94594,null,4981,null,68325,null,3809,null,68838,null,4297,null,72853,null,3932,null,64791,null,3782,null,65930,null,3921,null,63656,null,3728,null,65130,null,3233,null,62777,null,3396,null,64061,null,3508,null,66646,null,4087,null,62633,null,3413,null,63126,null,3722,null,72688,null,4563,null,299805,null,10143,null,70660,null,4418,null,3483288,null,12466,null,0400000US08,Colorado,08
3399333,null,3313,null,940736,null,9059,null,64692,null,3253,null,40954,null,2778,null,42618,null,3093,null,44192,null,3053,null,42586,null,3051,null,45029,null,2973,null,45639,null,2760,null,45171,null,2542,null,47518,null,2969,null,51332,null,3294,null,50479,null,3264,null,49532,null,2460,null,47024,null,2789,null,55681,null,3459,null,214467,null,7066,null,53822,null,4498,null,2458597,null,9365,null,0400000US09,Connecticut,09
849424,null,2065,null,229640,null,5126,null,14929,null,2071,null,10410,null,1702,null,13167,null,1650,null,9355,null,1252,null,12759,null,1700,null,12896,null,1659,null,10195,null,1411,null,9565,null,1558,null,11386,null,1418,null,12467,null,1703,null,11475,null,1917,null,11948,null,1742,null,9509,null,1324,null,12956,null,1604,null,54252,null,3177,null,12371,null,1586,null,619784,null,4503,null,0400000US10,Delaware,10
576946,null,1693,null,151647,null,3572,null,9255,null,1584,null,5275,null,1208,null,5333,null,1365,null,6681,null,1354,null,5583,null,1222,null,5625,null,1145,null,5302,null,1307,null,5653,null,1372,null,7015,null,1314,null,5220,null,962,null,6818,null,1207,null,6732,null,1365,null,6719,null,1246,null,7432,null,1577,null,43455,null,3032,null,19549,null,2531,null,425299,null,3744,null,0400000US11,District of Columbia,11
17835864,null,9637,null,4423764,null,18712,null,279512,null,8971,null,215366,null,7603,null,214086,null,7787,null,220910,null,9243,null,224385,null,7490,null,228350,null,7817,null,222262,null,7233,null,228640,null,6975,null,227311,null,8358,null,231975,null,9066,null,221955,null,7712,null,227595,null,6403,null,212269,null,7030,null,252605,null,7837,null,1025938,null,18192,null,190605,null,8429,null,13412100,null,20965,null,0400000US12,Florida,12
9379410,null,7260,null,2765555,null,19784,null,192670,null,6660,null,153630,null,6029,null,136779,null,5724,null,141592,null,6593,null,148548,null,6940,null,141334,null,5699,null,141264,null,7307,null,147227,null,5725,null,137690,null,5838,null,141677,null,5612,null,144666,null,5918,null,140374,null,5455,null,130822,null,6687,null,152707,null,7550,null,588703,null,14483,null,125872,null,6428,null,6613855,null,20064,null,0400000US13,Georgia,13
1242813,null,2614,null,315773,null,5899,null,20567,null,2092,null,16118,null,1893,null,15016,null,1950,null,13523,null,2081,null,15980,null,1828,null,15247,null,1750,null,13482,null,1455,null,16610,null,2016,null,14468,null,1658,null,15289,null,1987,null,18946,null,2018,null,15473,null,1719,null,14545,null,1620,null,19620,null,2343,null,73915,null,4103,null,16974,null,2641,null,927040,null,5598,null,0400000US15,Hawaii,15
1470944,null,2931,null,419556,null,6322,null,22691,null,2371,null,22527,null,1927,null,21851,null,1971,null,21528,null,1915,null,22673,null,1982,null,20507,null,2083,null,23714,null,1831,null,20852,null,2176,null,22717,null,2473,null,23968,null,2344,null,23113,null,1855,null,23217,null,1733,null,21385,null,1683,null,23564,null,2100,null,91356,null,4615,null,13893,null,1991,null,1051388,null,6466,null,0400000US16,Idaho,16
12378901,null,7310,null,3541594,null,18678,null,251552,null,7531,null,172396,null,6435,null,168268,null,6384,null,167378,null,7171,null,178550,null,6108,null,174833,null,6701,null,180220,null,6814,null,168551,null,6168,null,173887,null,5520,null,184421,null,6662,null,182636,null,5571,null,184302,null,5385,null,172773,null,5955,null,189246,null,6065,null,781653,null,12923,null,210928,null,8773,null,8837307,null,19027,null,0400000US17,Illinois,17
6159592,null,4880,null,1700399,null,11095,null,102300,null,4915,null,84439,null,4499,null,86945,null,4162,null,89307,null,4770,null,89993,null,4305,null,86590,null,4079,null,89275,null,4376,null,88613,null,4603,null,93356,null,4506,null,88471,null,4262,null,95065,null,4008,null,82224,null,3795,null,81496,null,3591,null,92003,null,4992,null,379895,null,8624,null,70427,null,4616,null,4459193,null,11280,null,0400000US18,Indiana,18
2888178,null,3508,null,794086,null,8247,null,54616,null,3016,null,36496,null,2550,null,36516,null,1941,null,37320,null,2466,null,37186,null,2488,null,37923,null,2869,null,40290,null,2625,null,37058,null,2332,null,40564,null,2670,null,38263,null,2613,null,41467,null,2712,null,39116,null,2112,null,41541,null,2437,null,42507,null,2766,null,195844,null,5904,null,37379,null,2560,null,2094092,null,8237,null,0400000US19,Iowa,19
2694037,null,2955,null,772985,null,7710,null,52583,null,3215,null,36625,null,2731,null,36170,null,2833,null,38227,null,2453,null,37812,null,2659,null,39501,null,3153,null,34756,null,2598,null,37980,null,2679,null,37758,null,2962,null,40889,null,2990,null,38407,null,2563,null,39439,null,2391,null,37343,null,2462,null,39934,null,3138,null,186016,null,6251,null,39545,null,4120,null,1921052,null,8187,null,0400000US20,Kansas,20
4138594,null,4416,null,1060210,null,9595,null,65213,null,3493,null,55395,null,3829,null,53228,null,3158,null,55718,null,3460,null,59358,null,3838,null,53154,null,3578,null,54920,null,3369,null,59794,null,3541,null,51972,null,3672,null,57465,null,3423,null,59482,null,3442,null,53916,null,3034,null,52671,null,3245,null,58984,null,3228,null,225514,null,6650,null,43426,null,3027,null,3078384,null,9730,null,0400000US21,Kentucky,21
4300130,null,5010,null,1184998,null,11361,null,90534,null,5667,null,66547,null,3904,null,63104,null,4272,null,64585,null,5032,null,64201,null,4146,null,67326,null,3937,null,59213,null,3861,null,58322,null,4016,null,65534,null,4514,null,63898,null,3891,null,62355,null,3715,null,59918,null,3485,null,54430,null,3518,null,65747,null,4313,null,236044,null,9066,null,43240,null,3382,null,3115132,null,11457,null,0400000US22,Louisiana,22
1276993,null,2132,null,302669,null,4557,null,16371,null,1745,null,12836,null,1466,null,13769,null,1675,null,14756,null,1615,null,14279,null,1619,null,14344,null,1824,null,14608,null,1719,null,17245,null,2012,null,14420,null,1809,null,14943,null,1445,null,16884,null,1491,null,16677,null,1247,null,19063,null,1447,null,18065,null,1696,null,71431,null,4123,null,12978,null,1541,null,974324,null,4833,null,0400000US23,Maine,23
