C16009_001E,C16009_001EA,C16009_001M,C16009_001MA,C16009_002E,C16009_002EA,C16009_002M,C16009_002MA,C16009_003E,C16009_003EA,C16009_003M,C16009_003MA,C16009_004E,C16009_004EA,C16009_004M,C16009_004MA,C16009_005E,C16009_005EA,C16009_005M,C16009_005MA,C16009_006E,C16009_006EA,C16009_006M,C16009_006MA,C16009_007E,C16009_007EA,C16009_007M,C16009_007MA,C16009_008E,C16009_008EA,C16009_008M,C16009_008MA,C16009_009E,C16009_009EA,C16009_009M,C16009_009MA,C16009_010E,C16009_010EA,C16009_010M,C16009_010MA,C16009_011E,C16009_011EA,C16009_011M,C16009_011MA,C16009_012E,C16009_012EA,C16009_012M,C16009_012MA,C16009_013E,C16009_013EA,C16009_013M,C16009_013MA,GEO_ID,NAME,state
4277882,null,3342,null,714541,null,20213,null,666556,null,19006,null,36336,null,4576,null,3520,null,1028,null,4781,null,1799,null,3348,null,2126,null,3563341,null,20307,null,3411265,null,20699,null,86518,null,6003,null,32554,null,3129,null,26687,null,3217,null,6317,null,2203,null,0400000US01,Alabama,01
628859,null,1417,null,53181,null,4568,null,40012,null,4057,null,2178,null,1099,null,767,null,644,null,3745,null,1362,null,6479,null,1064,null,575678,null,4825,null,486433,null,5898,null,23371,null,3117,null,12700,null,2398,null,27449,null,2527,null,25725,null,2243,null,0400000US02,Alaska,02
5966330,null,3970,null,933844,null,24785,null,499932,null,16086,null,350709,null,20269,null,14922,null,3441,null,12739,null,3282,null,55542,null,6834,null,5032486,null,25887,null,3814590,null,25035,null,927030,null,26251,null,109503,null,8420,null,84639,null,5302,null,96724,null,7164,null,0400000US04,Arizona,04
2607135,null,2607,null,465232,null,15644,null,411672,null,15862,null,45678,null,5897,null,3309,null,1820,null,3399,null,1306,null,1174,null,1466,null,2141903,null,16092,null,2015996,null,15798,null,88815,null,6171,null,15990,null,2749,null,18208,null,2559,null,2894,null,1344,null,0400000US05,Arkansas,05
33501884,null,7018,null,4533456,null,55126,null,1959132,null,34631,null,2001762,null,41657,null,158314,null,11616,null,364599,null,15272,null,49649,null,7277,null,28968428,null,55502,null,17026696,null,63771,null,7649884,null,51459,null,1326961,null,27878,null,2717302,null,29404,null,247585,null,12500,null,0400000US06,California,06
4557302,null,2761,null,557173,null,19068,null,381590,null,14526,null,149637,null,13559,null,10670,null,2647,null,7442,null,1817,null,7834,null,2759,null,4000129,null,18661,null,3415818,null,16328,null,390118,null,14168,null,97941,null,6007,null,74840,null,3813,null,21412,null,3909,null,0400000US08,Colorado,08
3202612,null,1938,null,289372,null,13999,null,182175,null,11366,null,83353,null,7131,null,17552,null,2931,null,3733,null,2160,null,2559,null,1309,null,2913240,null,13911,null,2368050,null,17108,null,245322,null,8604,null,222295,null,11503,null,61803,null,4888,null,15770,null,2877,null,0400000US09,Connecticut,09
802933,null,822,null,81791,null,8100,null,68482,null,7259,null,8959,null,1942,null,3273,null,1690,null,998,null,567,null,79,null,136,null,721142,null,8134,null,643565,null,9231,null,34770,null,3373,null,22802,null,3635,null,15149,null,2809,null,4856,null,1733,null,0400000US10,Delaware,10
532709,null,828,null,95371,null,8501,null,86836,null,8306,null,4442,null,1477,null,1942,null,745,null,1173,null,425,null,978,null,501,null,437338,null,8418,null,378672,null,9072,null,29686,null,3320,null,18022,null,2133,null,5519,null,1220,null,5439,null,1598,null,0400000US11,District of Columbia,11
16979443,null,4679,null,2424098,null,34718,null,1641965,null,30807,null,599397,null,18396,null,143441,null,11513,null,28464,null,4511,null,10831,null,2867,null,14555345,null,35024,null,10833454,null,39682,null,2704737,null,26361,null,728122,null,23720,null,220785,null,9255,null,68247,null,7407,null,0400000US12,Florida,12
8802673,null,5807,null,1382788,null,32822,null,1112901,null,30694,null,210433,null,13038,null,23403,null,4405,null,26506,null,3719,null,9545,null,2574,null,7419885,null,33027,null,6583573,null,33650,null,432244,null,12810,null,208602,null,13710,null,144949,null,7244,null,50517,null,6133,null,0400000US13,Georgia,13
1176730,null,2235,null,118875,null,8111,null,82762,null,6681,null,3061,null,1250,null,3323,null,1424,null,29573,null,4086,null,156,null,176,null,1057855,null,7973,null,800399,null,12792,null,19878,null,2876,null,16200,null,2945,null,219790,null,9045,null,1588,null,645,null,0400000US15,Hawaii,15
1389628,null,2031,null,189891,null,11168,null,155875,null,9799,null,28124,null,4824,null,2840,null,1122,null,2261,null,1645,null,791,null,588,null,1199737,null,11650,null,1095807,null,12025,null,73771,null,5047,null,17148,null,2902,null,8643,null,1546,null,4368,null,1628,null,0400000US16,Idaho,16
11693184,null,4016,null,1493386,null,32534,null,1104539,null,24655,null,277800,null,16143,null,59374,null,6413,null,33081,null,4253,null,18592,null,4578,null,10199798,null,32703,null,8028604,null,33545,null,1219483,null,18965,null,599356,null,18352,null,270545,null,8669,null,81810,null,8435,null,0400000US17,Illinois,17
5791314,null,3640,null,788320,null,20289,null,690127,null,16791,null,67707,null,6961,null,15788,null,2574,null,9907,null,2200,null,4791,null,2563,null,5002994,null,21516,null,4660150,null,19577,null,176734,null,8429,null,116020,null,8467,null,37197,null,3704,null,12893,null,2560,null,0400000US18,Indiana,18
2709727,null,2507,null,302546,null,11100,null,270133,null,10427,null,20890,null,3883,null,6820,null,1771,null,2904,null,910,null,1799,null,827,null,2407181,null,11376,null,2260621,null,11672,null,80413,null,4648,null,31580,null,3281,null,27495,null,2871,null,7072,null,1587,null,0400000US19,Iowa,19
2532024,null,2579,null,320325,null,12484,null,268344,null,11768,null,42231,null,5907,null,4386,null,1639,null,4121,null,1300,null,1243,null,706,null,2211699,null,12753,null,2008815,null,10723,null,130346,null,7394,null,29999,null,3545,null,35527,null,2849,null,7012,null,1705,null,0400000US20,Kansas,20
3903101,null,3470,null,690138,null,19071,null,649134,null,18262,null,25199,null,4032,null,9365,null,3110,null,3095,null,1086,null,3345,null,1272,null,3212963,null,18865,null,3078401,null,19014,null,65142,null,4592,null,38722,null,4958,null,22705,null,2095,null,7993,null,2302,null,0400000US21,Kentucky,21
4053385,null,3232,null,664989,null,20581,null,615604,null,19462,null,23009,null,3625,null,20199,null,2646,null,4408,null,1446,null,1769,null,1109,null,3388396,null,20908,null,3106027,null,20026,null,96346,null,6436,null,133094,null,6741,null,42204,null,3443,null,10725,null,3264,null,0400000US22,Louisiana,22
1212142,null,1512,null,143596,null,7471,null,127242,null,6729,null,2102,null,830,null,7801,null,1627,null,1039,null,509,null,5412,null,2682,null,1068546,null,7756,null,996714,null,8669,null,9597,null,1638,null,51498,null,3960,null,8456,null,1414,null,2281,null,999,null,0400000US23,Maine,23
5184368,null,3231,null,450759,null,16331,null,366946,null,15040,null,44036,null,6663,null,21760,null,3391,null,10976,null,2001,null,7041,null,2219,null,4733609,null,16182,null,4012805,null,20029,null,268867,null,9746,null,209990,null,10163,null,164819,null,8054,null,77128,null,7170,null,0400000US24,Maryland,24
5984390,null,2228,null,597246,null,18867,null,384901,null,16231,null,115620,null,8148,null,56180,null,6571,null,28333,null,4215,null,12212,null,4532,null,5387144,null,19264,null,4356995,null,27594,null,319136,null,10076,null,479770,null,19494,null,180273,null,7438,null,50970,null,6186,null,0400000US25,Massachusetts,25
9130261,null,3489,null,1414064,null,28577,null,1232671,null,26225,null,67916,null,5996,null,48517,null,6484,null,17181,null,2921,null,47779,null,7806,null,7716197,null,28914,null,7056010,null,33465,null,207643,null,9195,null,236604,null,8793,null,108206,null,5415,null,107734,null,10335,null,0400000US26,Michigan,26
4777353,null,2009,null,507141,null,15424,null,406022,null,14088,null,41267,null,5395,null,12596,null,3220,null,25384,null,3820,null,21872,null,4856,null,4270212,null,15659,null,3899170,null,17758,null,129176,null,6083,null,89689,null,6114,null,105021,null,5595,null,47156,null,5551,null,0400000US27,Minnesota,27
2632499,null,3119,null,551270,null,15564,null,528941,null,15286,null,15346,null,3343,null,3337,null,1333,null,1611,null,983,null,2035,null,1389,null,2081229,null,15828,null,2006040,null,15966,null,43451,null,4110,null,10969,null,1946,null,12612,null,2200,null,8157,null,2300,null,0400000US28,Mississippi,28
5419358,null,3572,null,749164,null,22113,null,678129,null,21208,null,36799,null,4478,null,18052,null,4113,null,7758,null,1963,null,8426,null,3279,null,4670194,null,22685,null,4426975,null,23809,null,105892,null,5784,null,78109,null,5918,null,45767,null,4138,null,13451,null,3177,null,0400000US29,Missouri,29
