B13008_001E,B13008_001EA,B13008_001M,B13008_001MA,B13008_002E,B13008_002EA,B13008_002M,B13008_002MA,B13008_003E,B13008_003EA,B13008_003M,B13008_003MA,B13008_004E,B13008_004EA,B13008_004M,B13008_004MA,B13008_005E,B13008_005EA,B13008_005M,B13008_005MA,B13008_006E,B13008_006EA,B13008_006M,B13008_006MA,B13008_007E,B13008_007EA,B13008_007M,B13008_007MA,B13008_008E,B13008_008EA,B13008_008M,B13008_008MA,B13008_009E,B13008_009EA,B13008_009M,B13008_009MA,B13008_010E,B13008_010EA,B13008_010M,B13008_010MA,B13008_011E,B13008_011EA,B13008_011M,B13008_011MA,B13008_012E,B13008_012EA,B13008_012M,B13008_012MA,B13008_013E,B13008_013EA,B13008_013M,B13008_013MA,B13008_014E,B13008_014EA,B13008_014M,B13008_014MA,B13008_015E,B13008_015EA,B13008_015M,B13008_015MA,GEO_ID,NAME,state
1159945,null,4168,null,69364,null,4929,null,40000,null,3198,null,36408,null,3213,null,3592,null,871,null,29364,null,3596,null,28969,null,3505,null,395,null,308,null,1090581,null,5536,null,520440,null,8622,null,493292,null,8430,null,27148,null,2100,null,570141,null,9633,null,556173,null,9492,null,13968,null,1884,null,0400000US01,Alabama,01
178638,null,1725,null,13598,null,1882,null,8384,null,1494,null,7450,null,1324,null,934,null,522,null,5214,null,1025,null,5200,null,1029,null,14,null,23,null,165040,null,2277,null,78718,null,3332,null,69729,null,2990,null,8989,null,1311,null,86322,null,3451,null,81417,null,3446,null,4905,null,1160,null,0400000US02,Alaska,02
1569825,null,2978,null,93353,null,5473,null,56325,null,3905,null,41092,null,3595,null,15233,null,2285,null,37028,null,4064,null,29893,null,3929,null,7135,null,1834,null,1476472,null,6557,null,656956,null,11241,null,488378,null,9400,null,168578,null,7181,null,819516,null,11609,null,714874,null,11675,null,104642,null,6532,null,0400000US04,Arizona,04
695530,null,3758,null,41732,null,3006,null,24825,null,2474,null,22527,null,2568,null,2298,null,685,null,16907,null,2299,null,16063,null,2288,null,844,null,499,null,653798,null,5028,null,329746,null,8694,null,304838,null,7989,null,24908,null,2067,null,324052,null,8220,null,312311,null,7889,null,11741,null,1865,null,0400000US05,Arkansas,05
9307715,null,8037,null,532289,null,12908,null,356209,null,9796,null,196210,null,7481,null,159999,null,6800,null,176080,null,7024,null,122840,null,6760,null,53240,null,3654,null,8775426,null,12967,null,3938706,null,27056,null,2152175,null,18541,null,1786531,null,19954,null,4836720,null,27741,null,3762667,null,25334,null,1074053,null,18216,null,0400000US06,California,06
1258883,null,3972,null,72492,null,4281,null,52527,null,3547,null,42504,null,3194,null,10023,null,1707,null,19965,null,2408,null,17372,null,2236,null,2593,null,991,null,1186391,null,5013,null,582862,null,9103,null,487106,null,9250,null,95756,null,5580,null,603529,null,8838,null,551020,null,8169,null,52509,null,4670,null,0400000US08,Colorado,08
868452,null,3303,null,40387,null,2917,null,27623,null,2457,null,20160,null,2120,null,7463,null,1359,null,12764,null,1658,null,11096,null,1472,null,1668,null,785,null,828065,null,4369,null,370893,null,7330,null,292998,null,6888,null,77895,null,4213,null,457172,null,7306,null,409692,null,6970,null,47480,null,3670,null,0400000US09,Connecticut,09
218933,null,1534,null,12190,null,1850,null,7278,null,1365,null,6030,null,1256,null,1248,null,622,null,4912,null,1287,null,4591,null,1261,null,321,null,320,null,206743,null,2265,null,88371,null,3872,null,74809,null,3781,null,13562,null,1804,null,118372,null,3698,null,109495,null,3645,null,8877,null,1618,null,0400000US10,Delaware,10
176238,null,1120,null,7915,null,1514,null,3969,null,825,null,2742,null,648,null,1227,null,669,null,3946,null,1313,null,3504,null,1268,null,442,null,419,null,168323,null,1835,null,37454,null,2971,null,29011,null,2642,null,8443,null,1562,null,130869,null,3386,null,118076,null,3563,null,12793,null,2110,null,0400000US11,District of Columbia,11
4327036,null,7736,null,231153,null,7994,null,138731,null,5349,null,93463,null,4746,null,45268,null,3805,null,92422,null,5808,null,76259,null,5107,null,16163,null,2877,null,4095883,null,10923,null,1827802,null,17399,null,1295014,null,15888,null,532788,null,13493,null,2268081,null,19205,null,1883919,null,17783,null,384162,null,10958,null,0400000US12,Florida,12
