B22005A_001E,B22005A_001EA,B22005A_001M,B22005A_001MA,B22005A_002E,B22005A_002EA,B22005A_002M,B22005A_002MA,B22005A_003E,B22005A_003EA,B22005A_003M,B22005A_003MA,GEO_ID,NAME,state
1319682,null,7402,null,103496,null,4731,null,1216186,null,8306,null,0400000US01,Alabama,01
178988,null,2831,null,11218,null,1819,null,167770,null,3003,null,0400000US02,Alaska,02
1931808,null,11446,null,173724,null,8064,null,1758084,null,13074,null,0400000US04,Arizona,04
898857,null,6889,null,94220,null,4157,null,804637,null,7203,null,0400000US05,Arkansas,05
8313921,null,24121,null,418249,null,10763,null,7895672,null,24050,null,0400000US06,California,06
1677418,null,9287,null,84803,null,4390,null,1592615,null,9722,null,0400000US08,Colorado,08
1091612,null,5789,null,58051,null,3516,null,1033561,null,6763,null,0400000US09,Connecticut,09
246942,null,3467,null,15897,null,2119,null,231045,null,3981,null,0400000US10,Delaware,10
108414,null,2600,null,1572,null,684,null,106842,null,2606,null,0400000US11,District of Columbia,11
5659824,null,21930,null,423037,null,9656,null,5236787,null,22659,null,0400000US12,Florida,12
2256819,null,13442,null,146523,null,6045,null,2110296,null,14087,null,0400000US13,Georgia,13
150600,null,3735,null,7883,null,1563,null,142717,null,3824,null,0400000US15,Hawaii,15
527957,null,4655,null,43441,null,3145,null,484516,null,4817,null,0400000US16,Idaho,16
3654727,null,14604,null,246662,null,6694,null,3408065,null,15088,null,0400000US17,Illinois,17
2169293,null,11383,null,189724,null,7239,null,1979569,null,12001,null,0400000US18,Indiana,18
1153637,null,6570,null,101683,null,4373,null,1051954,null,6829,null,0400000US19,Iowa,19
978494,null,6163,null,66195,null,3492,null,912299,null,6094,null,0400000US20,Kansas,20
1526559,null,10168,null,212742,null,6641,null,1313817,null,10903,null,0400000US21,Kentucky,21
1132878,null,7321,null,125467,null,5416,null,1007411,null,8122,null,0400000US22,Louisiana,22
526250,null,4604,null,72571,null,4226,null,453679,null,5798,null,0400000US23,Maine,23
1335804,null,8369,null,57365,null,3418,null,1278439,null,9320,null,0400000US24,Maryland,24
2129147,null,8930,null,153522,null,5860,null,1975625,null,11150,null,0400000US25,Massachusetts,25
3154095,null,13067,null,351754,null,8035,null,2802341,null,14359,null,0400000US26,Michigan,26
1895277,null,7875,null,88254,null,5004,null,1807023,null,8855,null,0400000US27,Minnesota,27
690585,null,6709,null,52027,null,3787,null,638558,null,7166,null,0400000US28,Mississippi,28
2004411,null,8583,null,201814,null,5928,null,1802597,null,9701,null,0400000US29,Missouri,29
348936,null,3433,null,25016,null,2505,null,323920,null,3513,null,0400000US30,Montana,30
645154,null,5098,null,41967,null,3665,null,603187,null,5797,null,0400000US31,Nebraska,31
762629,null,7197,null,43342,null,3612,null,719287,null,7910,null,0400000US32,Nevada,32
486261,null,4340,null,32769,null,2745,null,453492,null,4715,null,0400000US33,New Hampshire,33
2337970,null,11536,null,81483,null,4396,null,2256487,null,11812,null,0400000US34,New Jersey,34
572287,null,5827,null,53856,null,3779,null,518431,null,6733,null,0400000US35,New Mexico,35
5179810,null,16911,null,430389,null,9273,null,4749421,null,17489,null,0400000US36,New York,36
2674923,null,12820,null,187518,null,6805,null,2487405,null,14092,null,0400000US37,North Carolina,37
258508,null,2796,null,14987,null,1609,null,243521,null,2952,null,0400000US38,North Dakota,38
3859347,null,14055,null,382616,null,9524,null,3476731,null,15555,null,0400000US39,Ohio,39
1129679,null,7967,null,111002,null,4611,null,1018677,null,8297,null,0400000US40,Oklahoma,40
1331773,null,7784,null,180075,null,5761,null,1151698,null,8794,null,0400000US41,Oregon,41
4250392,null,13863,null,311901,null,6564,null,3938491,null,13430,null,0400000US42,Pennsylvania,42
351839,null,4387,null,27336,null,2636,null,324503,null,4602,null,0400000US44,Rhode Island,44
1218959,null,7043,null,88964,null,4633,null,1129995,null,7628,null,0400000US45,South Carolina,45
287715,null,3601,null,20801,null,2284,null,266914,null,3753,null,0400000US46,South Dakota,46
1995682,null,11448,null,246885,null,7871,null,1748797,null,12363,null,0400000US47,Tennessee,47
6471197,null,23809,null,616875,null,10698,null,5854322,null,24719,null,0400000US48,Texas,48
794913,null,4996,null,52076,null,3553,null,742837,null,5051,null,0400000US49,Utah,49
243511,null,2952,null,26241,null,1811,null,217270,null,2882,null,0400000US50,Vermont,50
2187713,null,12149,null,119051,null,5585,null,2068662,null,12607,null,0400000US51,Virginia,51
2165901,null,10193,null,214444,null,7286,null,1951457,null,11107,null,0400000US53,Washington,53
711479,null,5803,null,98078,null,4463,null,613401,null,6498,null,0400000US54,West Virginia,54
2072148,null,8930,null,142446,null,4822,null,1929702,null,9972,null,0400000US55,Wisconsin,55
198858,null,2870,null,9136,null,1480,null,189722,null,3018,null,0400000US56,Wyoming,56
856895,null,8601,null,286667,null,6702,null,570228,null,9205,null,0400000US72,Puerto Rico,72
