C27001I_001E,C27001I_001EA,C27001I_001M,C27001I_001MA,C27001I_002E,C27001I_002EA,C27001I_002M,C27001I_002MA,C27001I_003E,C27001I_003EA,C27001I_003M,C27001I_003MA,C27001I_004E,C27001I_004EA,C27001I_004M,C27001I_004MA,C27001I_005E,C27001I_005EA,C27001I_005M,C27001I_005MA,C27001I_006E,C27001I_006EA,C27001I_006M,C27001I_006MA,C27001I_007E,C27001I_007EA,C27001I_007M,C27001I_007MA,C27001I_008E,C27001I_008EA,C27001I_008M,C27001I_008MA,C27001I_009E,C27001I_009EA,C27001I_009M,C27001I_009MA,C27001I_010E,C27001I_010EA,C27001I_010M,C27001I_010MA,GEO_ID,NAME,state
801598,null,3130,null,321241,null,1995,null,231856,null,7490,null,89385,null,7466,null,461941,null,3281,null,161716,null,8533,null,300225,null,7914,null,18416,null,1761,null,14695,null,1768,null,3721,null,1320,null,0400000US13,Georgia,13
109208,null,1503,null,42910,null,434,null,41992,null,792,null,918,null,685,null,60958,null,1574,null,53882,null,2151,null,7076,null,1459,null,5340,null,475,null,5128,null,481,null,212,null,285,null,0400000US15,Hawaii,15
162596,null,521,null,68990,null,678,null,54274,null,2365,null,14716,null,2297,null,89278,null,1413,null,42853,null,3236,null,46425,null,3156,null,4328,null,1146,null,4170,null,1136,null,158,null,216,null,0400000US16,Idaho,16
1953312,null,2548,null,702564,null,1040,null,653169,null,5587,null,49395,null,5368,null,1166355,null,2019,null,695708,null,12796,null,470647,null,12992,null,84393,null,1336,null,77463,null,2448,null,6930,null,2061,null,0400000US17,Illinois,17
345400,null,1608,null,135031,null,1414,null,113271,null,3687,null,21760,null,3441,null,198451,null,1870,null,116321,null,4109,null,82130,null,4420,null,11918,null,1090,null,11644,null,1020,null,274,null,238,null,0400000US18,Indiana,18
129266,null,1576,null,52524,null,1302,null,46468,null,1818,null,6056,null,1255,null,72395,null,1503,null,43747,null,2914,null,28648,null,2662,null,4347,null,1195,null,4347,null,1195,null,0,null,228,null,0400000US19,Iowa,19
258131,null,1197,null,101575,null,1147,null,83164,null,2567,null,18411,null,2338,null,146098,null,1897,null,81293,null,4282,null,64805,null,4344,null,10458,null,1479,null,9349,null,1239,null,1109,null,1106,null,0400000US20,Kansas,20
109589,null,2680,null,46536,null,1988,null,39862,null,2422,null,6674,null,1675,null,60238,null,2093,null,26492,null,2667,null,33746,null,2963,null,2815,null,809,null,2593,null,778,null,222,null,200,null,0400000US21,Kentucky,21
156740,null,2171,null,49267,null,1547,null,43526,null,2032,null,5741,null,1331,null,95652,null,1831,null,51096,null,3375,null,44556,null,3279,null,11821,null,1312,null,11314,null,1314,null,507,null,296,null,0400000US22,Louisiana,22
17169,null,386,null,6155,null,453,null,6020,null,450,null,135,null,205,null,10279,null,598,null,8637,null,710,null,1642,null,566,null,735,null,338,null,735,null,338,null,0,null,230,null,0400000US23,Maine,23
407364,null,1911,null,140637,null,1029,null,124352,null,3002,null,16285,null,2793,null,250377,null,1747,null,130556,null,5273,null,119821,null,5497,null,16350,null,999,null,15617,null,1102,null,733,null,748,null,0400000US24,Maryland,24
572888,null,1350,null,194032,null,169,null,188438,null,1683,null,5594,null,1657,null,354120,null,1615,null,304337,null,5403,null,49783,null,4943,null,24736,null,822,null,24547,null,834,null,189,null,187,null,0400000US25,Massachusetts,25
416783,null,1607,null,155577,null,1337,null,142104,null,2947,null,13473,null,2437,null,241841,null,1790,null,155679,null,5326,null,86162,null,4983,null,19365,null,1338,null,18566,null,1402,null,799,null,651,null,0400000US26,Michigan,26
221534,null,1014,null,91232,null,1183,null,72834,null,3072,null,18398,null,2801,null,125287,null,1548,null,73770,null,3926,null,51517,null,3771,null,5015,null,1198,null,4382,null,1088,null,633,null,562,null,0400000US27,Minnesota,27
65249,null,3097,null,23296,null,1757,null,16577,null,1751,null,6719,null,1713,null,39532,null,2321,null,18222,null,2180,null,21310,null,3122,null,2421,null,856,null,2421,null,856,null,0,null,291,null,0400000US28,Mississippi,28
197846,null,1496,null,78394,null,1399,null,66794,null,2414,null,11600,null,2156,null,109964,null,1272,null,64045,null,3671,null,45919,null,3754,null,9488,null,970,null,9184,null,1071,null,304,null,300,null,0400000US29,Missouri,29
27024,null,749,null,10120,null,718,null,8958,null,957,null,1162,null,717,null,15633,null,826,null,10241,null,1171,null,5392,null,1047,null,1271,null,392,null,1237,null,395,null,34,null,65,null,0400000US30,Montana,30
147491,null,518,null,61325,null,791,null,53390,null,2170,null,7935,null,1963,null,80824,null,1464,null,43871,null,2616,null,36953,null,2376,null,5342,null,1301,null,4780,null,1250,null,562,null,469,null,0400000US31,Nebraska,31
693984,null,816,null,263816,null,870,null,194214,null,7244,null,69602,null,7294,null,401269,null,1085,null,215562,null,7815,null,185707,null,8041,null,28899,null,725,null,25910,null,1334,null,2989,null,1107,null,0400000US32,Nevada,32
36220,null,510,null,13226,null,324,null,12448,null,689,null,778,null,590,null,21739,null,660,null,15802,null,1555,null,5937,null,1562,null,1255,null,538,null,1255,null,538,null,0,null,255,null,0400000US33,New Hampshire,33
1437156,null,1670,null,441687,null,482,null,387176,null,5472,null,54511,null,5471,null,903451,null,1882,null,545720,null,12167,null,357731,null,11780,null,92018,null,1470,null,86165,null,1973,null,5853,null,1259,null,0400000US34,New Jersey,34
900672,null,1914,null,281962,null,55,null,249264,null,4183,null,32698,null,4176,null,538372,null,1952,null,362680,null,6762,null,175692,null,6823,null,80338,null,1143,null,78857,null,1359,null,1481,null,772,null,0400000US35,New Mexico,35
3232542,null,2893,null,958648,null,1600,null,899315,null,5731,null,59333,null,5377,null,2033915,null,2594,null,1393140,null,14057,null,640775,null,14509,null,239979,null,1623,null,232375,null,2048,null,7604,null,1553,null,0400000US36,New York,36
700383,null,1779,null,291627,null,1756,null,232991,null,5778,null,58636,null,5458,null,393126,null,2547,null,141978,null,7153,null,251148,null,7420,null,15630,null,1714,null,12898,null,1696,null,2732,null,1013,null,0400000US37,North Carolina,37
12265,null,588,null,3390,null,422,null,3141,null,443,null,249,null,231,null,8131,null,642,null,6086,null,748,null,2045,null,634,null,744,null,404,null,744,null,404,null,0,null,208,null,0400000US38,North Dakota,38
316905,null,2008,null,122724,null,1387,null,110075,null,2706,null,12649,null,2292,null,179039,null,1967,null,114660,null,4563,null,64379,null,4725,null,15142,null,1169,null,14693,null,1185,null,449,null,400,null,0400000US39,Ohio,39
292858,null,1470,null,121381,null,1383,null,93549,null,3990,null,27832,null,3803,null,161451,null,2024,null,72769,null,4234,null,88682,null,4552,null,10026,null,1127,null,8480,null,1210,null,1546,null,867,null,0400000US40,Oklahoma,40
423064,null,968,null,172381,null,332,null,144604,null,3665,null,27777,null,3600,null,238358,null,1740,null,125830,null,5920,null,112528,null,6246,null,12325,null,1387,null,10323,null,1563,null,2002,null,777,null,0400000US41,Oregon,41
631358,null,2056,null,240332,null,1120,null,220624,null,3633,null,19708,null,3283,null,365260,null,2474,null,256786,null,5743,null,108474,null,5761,null,25766,null,1403,null,25340,null,1492,null,426,null,339,null,0400000US42,Pennsylvania,42
124532,null,550,null,44482,null,294,null,39855,null,1583,null,4627,null,1584,null,74156,null,538,null,43491,null,2655,null,30665,null,2661,null,5894,null,461,null,5611,null,640,null,283,null,414,null,0400000US44,Rhode Island,44
197938,null,1653,null,78447,null,1318,null,59924,null,3266,null,18523,null,3262,null,114843,null,1687,null,43215,null,3570,null,71628,null,3790,null,4648,null,1075,null,4081,null,936,null,567,null,439,null,0400000US45,South Carolina,45
19604,null,1296,null,7437,null,861,null,6199,null,995,null,1238,null,750,null,11589,null,986,null,6404,null,1125,null,5185,null,1039,null,578,null,401,null,578,null,401,null,0,null,223,null,0400000US46,South Dakota,46
253830,null,2010,null,105776,null,1608,null,86970,null,3510,null,18806,null,3395,null,141778,null,2436,null,55582,null,4968,null,86196,null,4394,null,6276,null,1441,null,5738,null,1437,null,538,null,517,null,0400000US47,Tennessee,47
9004714,null,9114,null,3243350,null,1179,null,2504427,null,20489,null,738923,null,20390,null,5260713,null,7487,null,2666402,null,27647,null,2594311,null,26354,null,500651,null,4670,null,471464,null,5709,null,29187,null,3608,null,0400000US48,Texas,48
339872,null,670,null,141692,null,136,null,105078,null,4105,null,36614,null,4090,null,187169,null,1283,null,99609,null,5684,null,87560,null,5550,null,11011,null,1274,null,10065,null,1256,null,946,null,550,null,0400000US49,Utah,49
8971,null,563,null,3167,null,527,null,2975,null,457,null,192,null,251,null,5155,null,574,null,4125,null,493,null,1030,null,568,null,649,null,383,null,649,null,383,null,0,null,211,null,0400000US50,Vermont,50
549066,null,4788,null,194174,null,2124,null,158546,null,4687,null,35628,null,4608,null,335360,null,4004,null,195287,null,6963,null,140073,null,7134,null,19532,null,1507,null,17963,null,1644,null,1569,null,754,null,0400000US51,Virginia,51
676481,null,1544,null,276264,null,308,null,243958,null,4763,null,32306,null,4720,null,380035,null,2246,null,218784,null,6454,null,161251,null,6996,null,20182,null,1566,null,18044,null,1628,null,2138,null,1009,null,0400000US53,Washington,53
20868,null,1982,null,7857,null,1665,null,7285,null,1646,null,572,null,378,null,11218,null,1883,null,7934,null,1495,null,3284,null,1043,null,1793,null,791,null,1793,null,791,null,0,null,269,null,0400000US54,West Virginia,54
293732,null,1404,null,115423,null,668,null,99592,null,3030,null,15831,null,3057,null,168344,null,2011,null,101703,null,3925,null,66641,null,3964,null,9965,null,1061,null,9108,null,1201,null,857,null,618,null,0400000US55,Wisconsin,55
43438,null,264,null,15200,null,1095,null,12268,null,1465,null,2932,null,1185,null,26022,null,1380,null,15136,null,1633,null,10886,null,1605,null,2216,null,713,null,2216,null,713,null,0,null,265,null,0400000US56,Wyoming,56
3888844,null,4305,null,950799,null,1996,null,907690,null,4746,null,43109,null,4501,null,2391160,null,3517,null,2114598,null,10500,null,276562,null,9996,null,546885,null,1947,null,542564,null,2210,null,4321,null,982,null,0400000US72,Puerto Rico,72
