B15003_001E,B15003_001EA,B15003_001M,B15003_001MA,B15003_002E,B15003_002EA,B15003_002M,B15003_002MA,B15003_003E,B15003_003EA,B15003_003M,B15003_003MA,B15003_004E,B15003_004EA,B15003_004M,B15003_004MA,B15003_005E,B15003_005EA,B15003_005M,B15003_005MA,B15003_006E,B15003_006EA,B15003_006M,B15003_006MA,B15003_007E,B15003_007EA,B15003_007M,B15003_007MA,B15003_008E,B15003_008EA,B15003_008M,B15003_008MA,B15003_009E,B15003_009EA,B15003_009M,B15003_009MA,B15003_010E,B15003_010EA,B15003_010M,B15003_010MA,B15003_011E,B15003_011EA,B15003_011M,B15003_011MA,B15003_012E,B15003_012EA,B15003_012M,B15003_012MA,B15003_013E,B15003_013EA,B15003_013M,B15003_013MA,B15003_014E,B15003_014EA,B15003_014M,B15003_014MA,B15003_015E,B15003_015EA,B15003_015M,B15003_015MA,B15003_016E,B15003_016EA,B15003_016M,B15003_016MA,B15003_017E,B15003_017EA,B15003_017M,B15003_017MA,B15003_018E,B15003_018EA,B15003_018M,B15003_018MA,B15003_019E,B15003_019EA,B15003_019M,B15003_019MA,B15003_020E,B15003_020EA,B15003_020M,B15003_020MA,B15003_021E,B15003_021EA,B15003_021M,B15003_021MA,B15003_022E,B15003_022EA,B15003_022M,B15003_022MA,B15003_023E,B15003_023EA,B15003_023M,B15003_023MA,B15003_024E,B15003_024EA,B15003_024M,B15003_024MA,B15003_025E,B15003_025EA,B15003_025M,B15003_025MA,GEO_ID,NAME,state
3115982,null,5413,null,37751,null,2677,null,208,null,230,null,264,null,206,null,1851,null,892,null,4339,null,1032,null,8433,null,1746,null,5664,null,1197,null,9836,null,1729,null,32484,null,3072,null,29292,null,2973,null,57335,null,4074,null,82377,null,5089,null,111254,null,5004,null,120777,null,6315,null,55700,null,3675,null,797598,null,11185,null,169314,null,7076,null,187044,null,6187,null,499367,null,10770,null,218551,null,8671,null,447402,null,9617,null,168782,null,6279,null,43137,null,2464,null,27222,null,2455,null,0400000US01,Alabama,01
431178,null,2628,null,3122,null,908,null,0,null,244,null,0,null,244,null,54,null,62,null,563,null,283,null,954,null,477,null,733,null,307,null,973,null,455,null,1303,null,445,null,958,null,456,null,4434,null,1046,null,3681,null,1174,null,6097,null,1238,null,7416,null,1385,null,6784,null,1414,null,95366,null,5119,null,24129,null,3161,null,37554,null,3121,null,89990,null,4287,null,32532,null,2289,null,75816,null,4059,null,28369,null,3108,null,6328,null,1237,null,4022,null,890,null,0400000US02,Alaska,02
4248231,null,3428,null,55276,null,4350,null,120,null,139,null,488,null,381,null,4008,null,1340,null,6745,null,1519,null,18429,null,2775,null,15981,null,3104,null,16657,null,2700,null,87842,null,6262,null,22804,null,3382,null,72246,null,5135,null,83328,null,4931,null,93163,null,5739,null,104153,null,5940,null,91080,null,5995,null,891969,null,19594,null,165360,null,7301,null,329783,null,9054,null,772503,null,17059,null,330543,null,8680,null,691996,null,11841,null,279698,null,8848,null,67951,null,3731,null,46108,null,3749,null,0400000US04,Arizona,04
1903914,null,5373,null,26335,null,3728,null,55,null,113,null,38,null,65,null,1047,null,551,null,3587,null,1018,null,5835,null,1105,null,5855,null,1505,null,6054,null,1461,null,22858,null,2560,null,18961,null,2520,null,44975,null,3913,null,39290,null,3112,null,61588,null,4061,null,64156,null,4409,null,34783,null,3213,null,544562,null,10850,null,118109,null,6135,null,128509,null,5535,null,303367,null,9077,null,115017,null,6028,null,242389,null,8186,null,83186,null,4760,null,21009,null,2280,null,12349,null,1874,null,0400000US05,Arkansas,05
23782109,null,5693,null,557643,null,13580,null,4507,null,1187,null,7985,null,1721,null,39215,null,4407,null,96279,null,6604,null,195621,null,8339,null,129852,null,7237,null,168896,null,8181,null,827155,null,20166,null,144659,null,7974,null,333854,null,9909,null,503291,null,15573,null,449684,null,12495,null,565310,null,15847,null,585715,null,11941,null,4457919,null,36092,null,521657,null,13794,null,1408419,null,20259,null,3876236,null,37030,null,1797763,null,26579,null,4553969,null,34391,null,1685526,null,19151,null,535673,null,12403,null,335281,null,7732,null,0400000US06,California,06
3293368,null,3707,null,28180,null,3193,null,512,null,499,null,732,null,520,null,1665,null,1004,null,2190,null,900,null,8374,null,1684,null,7070,null,1727,null,10215,null,2262,null,41695,null,3572,null,12683,null,2223,null,39281,null,4142,null,40589,null,3923,null,50577,null,3912,null,60145,null,4741,null,47588,null,3842,null,621150,null,12073,null,122657,null,6472,null,209006,null,6544,null,545618,null,11640,null,261847,null,7536,null,762038,null,12460,null,305896,null,7597,null,71046,null,4414,null,42614,null,2944,null,0400000US08,Colorado,08
2370028,null,1849,null,20979,null,2481,null,102,null,121,null,409,null,332,null,1067,null,692,null,2695,null,922,null,5922,null,1331,null,6753,null,1567,null,7964,null,1383,null,19439,null,2721,null,10900,null,1851,null,34319,null,2994,null,33789,null,2975,null,48314,null,3558,null,41399,null,3382,null,37046,null,3109,null,589020,null,11803,null,78755,null,5358,null,125561,null,4831,null,287284,null,8066,null,174809,null,6333,null,475179,null,10488,null,267418,null,8075,null,66317,null,4132,null,34588,null,3078,null,0400000US09,Connecticut,09
595133,null,1337,null,5136,null,1152,null,0,null,263,null,0,null,263,null,195,null,175,null,359,null,256,null,927,null,614,null,1181,null,517,null,732,null,403,null,3560,null,1296,null,3352,null,957,null,7646,null,1483,null,12753,null,2023,null,14420,null,1857,null,15969,null,2280,null,8838,null,1393,null,165267,null,5728,null,20327,null,2099,null,37374,null,3246,null,81860,null,4737,null,44146,null,3752,null,103335,null,4893,null,46372,null,3190,null,11841,null,1680,null,9543,null,1583,null,0400000US10,Delaware,10
413396,null,601,null,4559,null,1429,null,132,null,211,null,75,null,124,null,278,null,275,null,1023,null,852,null,1115,null,642,null,844,null,376,null,1377,null,555,null,3295,null,1150,null,3285,null,1095,null,3681,null,1039,null,7919,null,1903,null,8683,null,1702,null,10719,null,1700,null,6332,null,1168,null,71520,null,3994,null,11314,null,1777,null,16668,null,1998,null,49467,null,3655,null,10728,null,1935,null,84646,null,4637,null,64982,null,3934,null,34211,null,2630,null,16543,null,1945,null,0400000US11,District of Columbia,11
12800944,null,8517,null,170336,null,7466,null,2405,null,1060,null,2465,null,896,null,11731,null,2105,null,22732,null,3081,null,38341,null,4079,null,34060,null,3696,null,55900,null,5691,null,170579,null,9217,null,73430,null,5510,null,179457,null,7915,null,220771,null,9192,null,299225,null,8938,null,310156,null,10651,null,292413,null,11545,null,3315145,null,29414,null,548249,null,13245,null,834192,null,15076,null,1902098,null,23718,null,1083545,null,17047,null,2081848,null,19355,null,774248,null,15545,null,251389,null,9548,null,126229,null,4752,null,0400000US12,Florida,12
6230326,null,11842,null,81262,null,6050,null,437,null,335,null,545,null,421,null,4956,null,2421,null,10724,null,2529,null,16732,null,2352,null,14849,null,2413,null,25331,null,3614,null,81358,null,6993,null,48903,null,4167,null,98908,null,5657,null,140143,null,6631,null,188177,null,7608,null,190283,null,7267,null,99329,null,6695,null,1514549,null,20258,null,284803,null,8820,null,358517,null,10449,null,952815,null,15303,null,401660,null,10613,null,1096655,null,17362,null,430420,null,9747,null,121361,null,5820,null,67609,null,4541,null,0400000US13,Georgia,13
882883,null,2461,null,8533,null,1300,null,0,null,275,null,233,null,192,null,1418,null,807,null,715,null,386,null,2013,null,837,null,1729,null,663,null,2051,null,917,null,8861,null,1521,null,4153,null,1180,null,10784,null,1419,null,10326,null,1930,null,11462,null,1611,null,11227,null,1689,null,11146,null,1491,null,233047,null,7137,null,21851,null,2360,null,47135,null,3909,null,147750,null,5503,null,87354,null,4695,null,173274,null,5592,null,55549,null,3876,null,20301,null,2061,null,11971,null,1919,null,0400000US15,Hawaii,15
963730,null,2763,null,8346,null,1878,null,27,null,49,null,151,null,210,null,799,null,647,null,770,null,383,null,1532,null,598,null,1394,null,618,null,2954,null,1038,null,12484,null,1967,null,4585,null,1168,null,10606,null,1595,null,12800,null,2135,null,18110,null,1944,null,20743,null,2055,null,16726,null,1785,null,228808,null,7331,null,49218,null,3261,null,79460,null,4054,null,183541,null,6321,null,80424,null,4470,null,157721,null,5333,null,50637,null,2886,null,11919,null,1631,null,9975,null,1618,null,0400000US16,Idaho,16
8437673,null,4744,null,87380,null,5475,null,918,null,532,null,1259,null,779,null,5859,null,1672,null,12318,null,2168,null,26026,null,3551,null,21074,null,2598,null,27086,null,3291,null,136638,null,7451,null,31701,null,2894,null,162331,null,9395,null,125077,null,5814,null,168840,null,7685,null,194293,null,7603,null,146040,null,6607,null,2007000,null,20053,null,295533,null,8814,null,558417,null,11998,null,1232742,null,16816,null,615678,null,12599,null,1593889,null,16809,null,722570,null,12931,null,175069,null,6486,null,89935,null,4955,null,0400000US17,Illinois,17
4193210,null,4843,null,31600,null,2773,null,292,null,345,null,652,null,317,null,1628,null,781,null,1667,null,602,null,5318,null,1280,null,4261,null,1137,null,8840,null,1763,null,26944,null,3077,null,17024,null,1943,null,85927,null,4986,null,78542,null,4937,null,117419,null,5167,null,116259,null,5403,null,64565,null,3678,null,1277886,null,13696,null,209698,null,6496,null,289297,null,7799,null,595421,null,11588,null,315650,null,9250,null,606497,null,12208,null,243990,null,7675,null,56717,null,3274,null,37116,null,3148,null,0400000US18,Indiana,18
1980897,null,3561,null,11860,null,1802,null,110,null,134,null,362,null,556,null,248,null,193,null,1420,null,809,null,2569,null,855,null,1929,null,754,null,1714,null,739,null,11982,null,1953,null,4787,null,1147,null,37142,null,2310,null,21837,null,2280,null,30924,null,2578,null,38393,null,2962,null,22989,null,1671,null,577249,null,9303,null,76712,null,3234,null,154209,null,5207,null,285931,null,6881,null,201612,null,6496,null,350245,null,7509,null,101993,null,4658,null,26140,null,2020,null,18540,null,2164,null,0400000US19,Iowa,19
1809054,null,3681,null,10625,null,1746,null,324,null,392,null,504,null,515,null,1104,null,648,null,1032,null,547,null,3509,null,1021,null,3384,null,1088,null,4130,null,1198,null,13984,null,2324,null,6753,null,1352,null,30718,null,2939,null,25703,null,2976,null,28467,null,2170,null,36673,null,3360,null,18730,null,2059,null,436251,null,10013,null,80749,null,3792,null,147802,null,5347,null,296248,null,8053,null,129360,null,5481,null,348274,null,7407,null,135787,null,4548,null,30110,null,2469,null,18833,null,2038,null,0400000US20,Kansas,20
