C20005G_001E,C20005G_001EA,C20005G_001M,C20005G_001MA,C20005G_002E,C20005G_002EA,C20005G_002M,C20005G_002MA,C20005G_003E,C20005G_003EA,C20005G_003M,C20005G_003MA,C20005G_004E,C20005G_004EA,C20005G_004M,C20005G_004MA,C20005G_005E,C20005G_005EA,C20005G_005M,C20005G_005MA,C20005G_006E,C20005G_006EA,C20005G_006M,C20005G_006MA,C20005G_007E,C20005G_007EA,C20005G_007M,C20005G_007MA,C20005G_008E,C20005G_008EA,C20005G_008M,C20005G_008MA,C20005G_009E,C20005G_009EA,C20005G_009M,C20005G_009MA,C20005G_010E,C20005G_010EA,C20005G_010M,C20005G_010MA,C20005G_011E,C20005G_011EA,C20005G_011M,C20005G_011MA,C20005G_012E,C20005G_012EA,C20005G_012M,C20005G_012MA,C20005G_013E,C20005G_013EA,C20005G_013M,C20005G_013MA,C20005G_014E,C20005G_014EA,C20005G_014M,C20005G_014MA,C20005G_015E,C20005G_015EA,C20005G_015M,C20005G_015MA,C20005G_016E,C20005G_016EA,C20005G_016M,C20005G_016MA,C20005G_017E,C20005G_017EA,C20005G_017M,C20005G_017MA,C20005G_018E,C20005G_018EA,C20005G_018M,C20005G_018MA,C20005G_019E,C20005G_019EA,C20005G_019M,C20005G_019MA,C20005G_020E,C20005G_020EA,C20005G_020M,C20005G_020MA,C20005G_021E,C20005G_021EA,C20005G_021M,C20005G_021MA,C20005G_022E,C20005G_022EA,C20005G_022M,C20005G_022MA,C20005G_023E,C20005G_023EA,C20005G_023M,C20005G_023MA,C20005G_024E,C20005G_024EA,C20005G_024M,C20005G_024MA,C20005G_025E,C20005G_025EA,C20005G_025M,C20005G_025MA,C20005G_026E,C20005G_026EA,C20005G_026M,C20005G_026MA,C20005G_027E,C20005G_027EA,C20005G_027M,C20005G_027MA,C20005G_028E,C20005G_028EA,C20005G_028M,C20005G_028MA,C20005G_029E,C20005G_029EA,C20005G_029M,C20005G_029MA,C20005G_030E,C20005G_030EA,C20005G_030M,C20005G_030MA,C20005G_031E,C20005G_031EA,C20005G_031M,C20005G_031MA,C20005G_032E,C20005G_032EA,C20005G_032M,C20005G_032MA,C20005G_033E,C20005G_033EA,C20005G_033M,C20005G_033MA,C20005G_034E,C20005G_034EA,C20005G_034M,C20005G_034MA,C20005G_035E,C20005G_035EA,C20005G_035M,C20005G_035MA,C20005G_036E,C20005G_036EA,C20005G_036M,C20005G_036MA,C20005G_037E,C20005G_037EA,C20005G_037M,C20005G_037MA,C20005G_038E,C20005G_038EA,C20005G_038M,C20005G_038MA,C20005G_039E,C20005G_039EA,C20005G_039M,C20005G_039MA,GEO_ID,NAME,state
84390,null,6907,null,39220,null,4331,null,17486,null,2688,null,0,null,296,null,17486,null,2688,null,539,null,341,null,2721,null,1069,null,2523,null,913,null,6142,null,1929,null,2388,null,893,null,3173,null,964,null,21734,null,3012,null,9914,null,2087,null,11820,null,1826,null,6611,null,1282,null,2056,null,845,null,1024,null,518,null,966,null,523,null,1113,null,707,null,50,null,81,null,45170,null,4694,null,15620,null,2301,null,0,null,296,null,15620,null,2301,null,1232,null,665,null,1532,null,640,null,3855,null,1161,null,4398,null,1203,null,3043,null,795,null,1560,null,873,null,29550,null,3554,null,13924,null,2262,null,15626,null,2259,null,9380,null,1974,null,2830,null,951,null,1218,null,619,null,1018,null,531,null,510,null,441,null,670,null,680,null,0400000US13,Georgia,13
199047,null,9064,null,100677,null,5812,null,48958,null,4125,null,0,null,275,null,48958,null,4125,null,1180,null,664,null,5320,null,1334,null,8901,null,2307,null,15116,null,2481,null,11352,null,1728,null,7089,null,1437,null,51719,null,3596,null,23954,null,2299,null,27765,null,2899,null,11577,null,1697,null,5920,null,1364,null,4073,null,1060,null,4284,null,1126,null,1404,null,770,null,507,null,264,null,98370,null,5153,null,40532,null,2940,null,0,null,275,null,40532,null,2940,null,604,null,327,null,4736,null,1007,null,10522,null,1735,null,16264,null,1990,null,5692,null,1214,null,2714,null,947,null,57838,null,4047,null,27819,null,2607,null,30019,null,3045,null,15853,null,2222,null,7520,null,1219,null,2899,null,710,null,2811,null,986,null,584,null,337,null,352,null,317,null,0400000US15,Hawaii,15
21093,null,2588,null,10838,null,1738,null,3589,null,852,null,0,null,263,null,3589,null,852,null,95,null,139,null,521,null,391,null,489,null,301,null,957,null,453,null,920,null,454,null,607,null,402,null,7249,null,1596,null,4038,null,1352,null,3211,null,912,null,2021,null,787,null,302,null,224,null,533,null,333,null,227,null,218,null,50,null,83,null,78,null,127,null,10255,null,1536,null,2512,null,933,null,0,null,263,null,2512,null,933,null,171,null,158,null,1107,null,748,null,448,null,363,null,521,null,320,null,156,null,155,null,109,null,110,null,7743,null,1262,null,3947,null,999,null,3796,null,1010,null,2747,null,892,null,529,null,327,null,238,null,282,null,180,null,208,null,0,null,263,null,102,null,201,null,0400000US16,Idaho,16
111721,null,6434,null,54493,null,4025,null,23239,null,2685,null,57,null,93,null,23182,null,2683,null,481,null,343,null,2612,null,1046,null,4180,null,1158,null,7199,null,1443,null,4725,null,1176,null,3985,null,963,null,31254,null,2857,null,13108,null,1899,null,18146,null,2098,null,10372,null,1644,null,3247,null,818,null,2138,null,642,null,1281,null,542,null,681,null,389,null,427,null,294,null,57228,null,3845,null,17363,null,1973,null,0,null,269,null,17363,null,1973,null,567,null,301,null,2932,null,989,null,3703,null,811,null,5813,null,1368,null,2949,null,850,null,1399,null,466,null,39865,null,3190,null,18131,null,1900,null,21734,null,2474,null,12240,null,1862,null,5057,null,1026,null,1783,null,583,null,1845,null,754,null,523,null,350,null,286,null,213,null,0400000US17,Illinois,17
59593,null,4086,null,29984,null,2661,null,9873,null,1223,null,0,null,269,null,9873,null,1223,null,375,null,246,null,1695,null,718,null,2377,null,791,null,2624,null,664,null,1467,null,532,null,1335,null,586,null,20111,null,2289,null,10177,null,1550,null,9934,null,1766,null,6037,null,1283,null,1529,null,676,null,1283,null,597,null,781,null,412,null,241,null,243,null,63,null,106,null,29609,null,2867,null,9147,null,1229,null,0,null,269,null,9147,null,1229,null,182,null,207,null,1593,null,521,null,2049,null,578,null,4142,null,948,null,808,null,429,null,373,null,269,null,20462,null,2437,null,10302,null,1565,null,10160,null,2004,null,6976,null,1440,null,2078,null,1017,null,799,null,543,null,189,null,186,null,40,null,68,null,78,null,104,null,0400000US18,Indiana,18
25157,null,2661,null,12755,null,1775,null,5459,null,1402,null,0,null,228,null,5459,null,1402,null,133,null,160,null,968,null,830,null,814,null,521,null,2352,null,799,null,533,null,331,null,659,null,375,null,7296,null,1296,null,2354,null,866,null,4942,null,875,null,3511,null,836,null,805,null,402,null,170,null,172,null,330,null,248,null,46,null,80,null,80,null,137,null,12402,null,1878,null,3493,null,978,null,0,null,228,null,3493,null,978,null,94,null,136,null,1064,null,717,null,795,null,401,null,1053,null,528,null,354,null,303,null,133,null,173,null,8909,null,1623,null,4070,null,1139,null,4839,null,1082,null,4035,null,945,null,273,null,222,null,524,null,396,null,7,null,13,null,0,null,228,null,0,null,228,null,0400000US19,Iowa,19
42567,null,3555,null,21733,null,2344,null,8314,null,1436,null,0,null,244,null,8314,null,1436,null,312,null,227,null,905,null,440,null,1218,null,485,null,2970,null,978,null,1789,null,752,null,1120,null,518,null,13419,null,1961,null,5768,null,1267,null,7651,null,1357,null,4613,null,1174,null,1507,null,671,null,466,null,335,null,430,null,274,null,570,null,397,null,65,null,113,null,20834,null,2004,null,5677,null,1097,null,0,null,244,null,5677,null,1097,null,339,null,191,null,891,null,352,null,1836,null,664,null,1901,null,730,null,609,null,377,null,101,null,155,null,15157,null,1751,null,6141,null,1263,null,9016,null,1411,null,6241,null,1137,null,1745,null,637,null,437,null,313,null,444,null,373,null,57,null,98,null,92,null,112,null,0400000US20,Kansas,20
33219,null,3346,null,15066,null,1965,null,4603,null,990,null,0,null,273,null,4603,null,990,null,140,null,178,null,1170,null,553,null,851,null,500,null,1411,null,545,null,730,null,338,null,301,null,198,null,10463,null,1794,null,6366,null,1326,null,4097,null,1039,null,2462,null,831,null,1152,null,562,null,187,null,191,null,201,null,177,null,65,null,115,null,30,null,60,null,18153,null,2310,null,3424,null,783,null,0,null,273,null,3424,null,783,null,397,null,279,null,842,null,443,null,944,null,408,null,663,null,387,null,160,null,133,null,418,null,295,null,14729,null,2282,null,8292,null,1929,null,6437,null,1378,null,5345,null,1212,null,692,null,408,null,232,null,291,null,168,null,209,null,0,null,273,null,0,null,273,null,0400000US21,Kentucky,21
33424,null,3234,null,16737,null,2017,null,7018,null,1537,null,0,null,281,null,7018,null,1537,null,310,null,354,null,804,null,469,null,717,null,489,null,2609,null,877,null,1392,null,587,null,1186,null,608,null,9719,null,1680,null,5015,null,1347,null,4704,null,1267,null,2309,null,809,null,851,null,511,null,724,null,475,null,420,null,395,null,254,null,243,null,146,null,147,null,16687,null,2181,null,4070,null,1040,null,0,null,281,null,4070,null,1040,null,0,null,281,null,587,null,368,null,1351,null,574,null,1632,null,718,null,257,null,173,null,243,null,263,null,12617,null,2000,null,7003,null,1298,null,5614,null,1572,null,4824,null,1502,null,527,null,349,null,131,null,136,null,61,null,75,null,0,null,281,null,71,null,119,null,0400000US22,Louisiana,22
17063,null,2149,null,9261,null,1573,null,3574,null,1036,null,0,null,230,null,3574,null,1036,null,286,null,412,null,679,null,462,null,1092,null,588,null,1186,null,598,null,186,null,183,null,145,null,127,null,5687,null,1230,null,2557,null,695,null,3130,null,985,null,1726,null,589,null,619,null,411,null,697,null,557,null,88,null,83,null,0,null,230,null,0,null,230,null,7802,null,1241,null,3240,null,1058,null,0,null,230,null,3240,null,1058,null,235,null,271,null,489,null,344,null,1546,null,825,null,689,null,420,null,250,null,312,null,31,null,42,null,4562,null,1081,null,2534,null,747,null,2028,null,696,null,1534,null,561,null,300,null,290,null,155,null,202,null,0,null,230,null,39,null,71,null,0,null,230,null,0400000US23,Maine,23
71103,null,5021,null,34157,null,3107,null,16361,null,2040,null,0,null,285,null,16361,null,2040,null,349,null,296,null,1389,null,660,null,1617,null,618,null,4273,null,1291,null,4349,null,1172,null,4384,null,859,null,17796,null,2513,null,7228,null,1997,null,10568,null,2021,null,5760,null,1447,null,2083,null,967,null,883,null,610,null,653,null,418,null,931,null,648,null,258,null,306,null,36946,null,3474,null,13934,null,1933,null,0,null,285,null,13934,null,1933,null,157,null,147,null,1154,null,577,null,2066,null,748,null,4932,null,1111,null,2862,null,923,null,2763,null,814,null,23012,null,2478,null,9731,null,1929,null,13281,null,1840,null,8243,null,1322,null,1653,null,761,null,1333,null,550,null,1601,null,791,null,297,null,253,null,154,null,155,null,0400000US24,Maryland,24
87270,null,6364,null,43855,null,4252,null,17583,null,2419,null,0,null,283,null,17583,null,2419,null,0,null,283,null,1216,null,559,null,4352,null,1214,null,4416,null,1197,null,4511,null,1425,null,3088,null,791,null,26272,null,3339,null,10572,null,1889,null,15700,null,2849,null,7419,null,1628,null,4548,null,1693,null,1235,null,499,null,1882,null,1028,null,423,null,266,null,193,null,204,null,43415,null,3491,null,13204,null,2041,null,0,null,283,null,13204,null,2041,null,537,null,411,null,2220,null,968,null,2051,null,743,null,4752,null,1248,null,1977,null,695,null,1667,null,556,null,30211,null,2902,null,13747,null,1959,null,16464,null,2241,null,9589,null,1474,null,3914,null,1057,null,1062,null,470,null,1104,null,521,null,344,null,254,null,451,null,298,null,0400000US25,Massachusetts,25
108276,null,6496,null,53586,null,4377,null,15422,null,1795,null,0,null,244,null,15422,null,1795,null,609,null,315,null,2410,null,783,null,2588,null,773,null,3563,null,893,null,3142,null,957,null,3110,null,847,null,38164,null,3997,null,17451,null,2500,null,20713,null,2260,null,11171,null,1486,null,5209,null,1274,null,1502,null,608,null,1265,null,625,null,901,null,492,null,665,null,306,null,54690,null,3627,null,14565,null,1717,null,0,null,244,null,14565,null,1717,null,622,null,480,null,2648,null,714,null,3146,null,809,null,4925,null,1104,null,2615,null,704,null,609,null,454,null,40125,null,3251,null,21556,null,2305,null,18569,null,2200,null,12358,null,1682,null,4098,null,1107,null,1157,null,468,null,597,null,302,null,259,null,208,null,100,null,121,null,0400000US26,Michigan,26
49051,null,3382,null,23456,null,2334,null,9041,null,1361,null,0,null,213,null,9041,null,1361,null,241,null,201,null,972,null,457,null,1422,null,748,null,3243,null,951,null,2043,null,819,null,1120,null,484,null,14415,null,1661,null,6522,null,914,null,7893,null,1320,null,4715,null,1076,null,1047,null,517,null,777,null,415,null,853,null,449,null,268,null,193,null,233,null,195,null,25595,null,2456,null,7887,null,1317,null,0,null,213,null,7887,null,1317,null,299,null,245,null,775,null,352,null,2214,null,892,null,2644,null,705,null,1454,null,677,null,501,null,240,null,17708,null,1997,null,8142,null,1363,null,9566,null,1373,null,5370,null,953,null,1954,null,609,null,1374,null,609,null,639,null,375,null,131,null,164,null,98,null,122,null,0400000US27,Minnesota,27
20848,null,2661,null,9634,null,1451,null,4090,null,1062,null,0,null,291,null,4090,null,1062,null,151,null,271,null,559,null,516,null,607,null,445,null,1640,null,798,null,594,null,374,null,539,null,302,null,5544,null,1133,null,2326,null,817,null,3218,null,916,null,2497,null,756,null,417,null,401,null,95,null,217,null,86,null,143,null,22,null,41,null,101,null,124,null,11214,null,1945,null,2986,null,1122,null,0,null,291,null,2986,null,1122,null,190,null,265,null,893,null,824,null,1136,null,556,null,520,null,330,null,247,null,308,null,0,null,291,null,8228,null,1711,null,4902,null,1329,null,3326,null,1197,null,2087,null,1002,null,381,null,234,null,439,null,407,null,419,null,362,null,0,null,291,null,0,null,291,null,0400000US28,Mississippi,28
69553,null,5084,null,34652,null,3437,null,13281,null,1981,null,0,null,259,null,13281,null,1981,null,487,null,357,null,2415,null,896,null,3538,null,1079,null,3919,null,921,null,1707,null,686,null,1215,null,572,null,21371,null,2460,null,10480,null,1540,null,10891,null,1820,null,5644,null,1162,null,3175,null,1060,null,756,null,432,null,854,null,469,null,104,null,113,null,358,null,371,null,34901,null,2998,null,10159,null,1684,null,0,null,259,null,10159,null,1684,null,585,null,395,null,2389,null,778,null,2442,null,701,null,3075,null,913,null,817,null,453,null,851,null,435,null,24742,null,2134,null,11874,null,1605,null,12868,null,1793,null,8750,null,1608,null,2451,null,688,null,1021,null,506,null,355,null,239,null,169,null,144,null,122,null,165,null,0400000US29,Missouri,29
11074,null,1845,null,5266,null,1267,null,1562,null,538,null,0,null,240,null,1562,null,538,null,104,null,111,null,267,null,235,null,149,null,145,null,639,null,417,null,157,null,144,null,246,null,216,null,3704,null,1105,null,1466,null,750,null,2238,null,788,null,1357,null,717,null,528,null,401,null,202,null,195,null,80,null,108,null,0,null,240,null,71,null,111,null,5808,null,1247,null,2033,null,804,null,0,null,240,null,2033,null,804,null,0,null,240,null,433,null,269,null,234,null,207,null,773,null,379,null,593,null,494,null,0,null,240,null,3775,null,987,null,1443,null,611,null,2332,null,824,null,1784,null,729,null,401,null,274,null,0,null,240,null,61,null,86,null,86,null,111,null,0,null,240,null,0400000US30,Montana,30
22048,null,2133,null,12124,null,1670,null,5046,null,999,null,0,null,228,null,5046,null,999,null,0,null,228,null,921,null,490,null,1703,null,671,null,1801,null,579,null,395,null,260,null,226,null,168,null,7078,null,1382,null,2494,null,860,null,4584,null,1249,null,3088,null,1201,null,872,null,541,null,289,null,280,null,292,null,232,null,0,null,228,null,43,null,74,null,9924,null,1377,null,2690,null,832,null,0,null,228,null,2690,null,832,null,147,null,189,null,415,null,333,null,1126,null,495,null,784,null,366,null,218,null,213,null,0,null,228,null,7234,null,1153,null,3532,null,842,null,3702,null,786,null,2849,null,770,null,698,null,342,null,101,null,111,null,54,null,88,null,0,null,228,null,0,null,228,null,0400000US31,Nebraska,31
50337,null,4480,null,25301,null,2312,null,10555,null,1689,null,0,null,302,null,10555,null,1689,null,294,null,267,null,687,null,446,null,1883,null,781,null,3527,null,1064,null,2249,null,670,null,1915,null,730,null,14746,null,1917,null,7304,null,1358,null,7442,null,1197,null,4278,null,947,null,1167,null,589,null,1013,null,508,null,817,null,399,null,167,null,152,null,0,null,302,null,25036,null,2999,null,7876,null,1582,null,0,null,302,null,7876,null,1582,null,82,null,98,null,811,null,558,null,2198,null,660,null,3026,null,1005,null,1215,null,589,null,544,null,437,null,17160,null,2216,null,9341,null,1619,null,7819,null,1464,null,3532,null,927,null,1489,null,737,null,1073,null,575,null,1198,null,635,null,439,null,318,null,88,null,152,null,0400000US32,Nevada,32
9330,null,1371,null,4260,null,967,null,1957,null,755,null,0,null,255,null,1957,null,755,null,190,null,198,null,18,null,37,null,416,null,247,null,387,null,263,null,754,null,467,null,192,null,163,null,2303,null,556,null,765,null,370,null,1538,null,496,null,891,null,365,null,335,null,281,null,217,null,174,null,95,null,108,null,0,null,255,null,0,null,255,null,5070,null,866,null,2009,null,639,null,0,null,255,null,2009,null,639,null,36,null,54,null,213,null,268,null,544,null,373,null,481,null,251,null,245,null,165,null,490,null,348,null,3061,null,691,null,1101,null,453,null,1960,null,502,null,1193,null,437,null,299,null,210,null,415,null,269,null,53,null,96,null,0,null,255,null,0,null,255,null,0400000US33,New Hampshire,33
113548,null,8094,null,55728,null,5012,null,25894,null,3291,null,0,null,279,null,25894,null,3291,null,326,null,309,null,3555,null,1210,null,4589,null,1154,null,8120,null,1764,null,4619,null,1221,null,4685,null,953,null,29834,null,3495,null,11881,null,2002,null,17953,null,2398,null,8697,null,1894,null,5395,null,1411,null,2299,null,863,null,879,null,441,null,208,null,169,null,475,null,242,null,57820,null,5361,null,21412,null,2502,null,0,null,279,null,21412,null,2502,null,688,null,460,null,4679,null,1276,null,3986,null,1141,null,5590,null,1282,null,3796,null,1059,null,2673,null,897,null,36408,null,4067,null,19037,null,2392,null,17371,null,2805,null,10255,null,2330,null,3231,null,829,null,1729,null,676,null,1319,null,653,null,679,null,367,null,158,null,160,null,0400000US34,New Jersey,34
