C20005G_001E,C20005G_001EA,C20005G_001M,C20005G_001MA,C20005G_002E,C20005G_002EA,C20005G_002M,C20005G_002MA,C20005G_003E,C20005G_003EA,C20005G_003M,C20005G_003MA,C20005G_004E,C20005G_004EA,C20005G_004M,C20005G_004MA,C20005G_005E,C20005G_005EA,C20005G_005M,C20005G_005MA,C20005G_006E,C20005G_006EA,C20005G_006M,C20005G_006MA,C20005G_007E,C20005G_007EA,C20005G_007M,C20005G_007MA,C20005G_008E,C20005G_008EA,C20005G_008M,C20005G_008MA,C20005G_009E,C20005G_009EA,C20005G_009M,C20005G_009MA,C20005G_010E,C20005G_010EA,C20005G_010M,C20005G_010MA,C20005G_011E,C20005G_011EA,C20005G_011M,C20005G_011MA,C20005G_012E,C20005G_012EA,C20005G_012M,C20005G_012MA,C20005G_013E,C20005G_013EA,C20005G_013M,C20005G_013MA,C20005G_014E,C20005G_014EA,C20005G_014M,C20005G_014MA,C20005G_015E,C20005G_015EA,C20005G_015M,C20005G_015MA,C20005G_016E,C20005G_016EA,C20005G_016M,C20005G_016MA,C20005G_017E,C20005G_017EA,C20005G_017M,C20005G_017MA,C20005G_018E,C20005G_018EA,C20005G_018M,C20005G_018MA,C20005G_019E,C20005G_019EA,C20005G_019M,C20005G_019MA,C20005G_020E,C20005G_020EA,C20005G_020M,C20005G_020MA,C20005G_021E,C20005G_021EA,C20005G_021M,C20005G_021MA,C20005G_022E,C20005G_022EA,C20005G_022M,C20005G_022MA,C20005G_023E,C20005G_023EA,C20005G_023M,C20005G_023MA,C20005G_024E,C20005G_024EA,C20005G_024M,C20005G_024MA,C20005G_025E,C20005G_025EA,C20005G_025M,C20005G_025MA,C20005G_026E,C20005G_026EA,C20005G_026M,C20005G_026MA,C20005G_027E,C20005G_027EA,C20005G_027M,C20005G_027MA,C20005G_028E,C20005G_028EA,C20005G_028M,C20005G_028MA,C20005G_029E,C20005G_029EA,C20005G_029M,C20005G_029MA,C20005G_030E,C20005G_030EA,C20005G_030M,C20005G_030MA,C20005G_031E,C20005G_031EA,C20005G_031M,C20005G_031MA,C20005G_032E,C20005G_032EA,C20005G_032M,C20005G_032MA,C20005G_033E,C20005G_033EA,C20005G_033M,C20005G_033MA,C20005G_034E,C20005G_034EA,C20005G_034M,C20005G_034MA,C20005G_035E,C20005G_035EA,C20005G_035M,C20005G_035MA,C20005G_036E,C20005G_036EA,C20005G_036M,C20005G_036MA,C20005G_037E,C20005G_037EA,C20005G_037M,C20005G_037MA,C20005G_038E,C20005G_038EA,C20005G_038M,C20005G_038MA,C20005G_039E,C20005G_039EA,C20005G_039M,C20005G_039MA,GEO_ID,NAME,state
37982,null,3396,null,19015,null,2195,null,6458,null,1440,null,0,null,273,null,6458,null,1440,null,86,null,96,null,1145,null,626,null,801,null,511,null,2135,null,790,null,1454,null,519,null,837,null,458,null,12557,null,1853,null,7435,null,1344,null,5122,null,1247,null,2591,null,781,null,2154,null,900,null,169,null,181,null,152,null,177,null,45,null,65,null,11,null,27,null,18967,null,2204,null,5060,null,972,null,0,null,273,null,5060,null,972,null,216,null,204,null,1213,null,523,null,1122,null,428,null,1487,null,493,null,640,null,340,null,382,null,256,null,13907,null,2045,null,9393,null,1767,null,4514,null,951,null,3130,null,801,null,1220,null,547,null,0,null,273,null,75,null,75,null,89,null,85,null,0,null,273,null,0400000US01,Alabama,01
27886,null,2602,null,13172,null,1647,null,4481,null,1120,null,0,null,244,null,4481,null,1120,null,345,null,288,null,657,null,451,null,727,null,447,null,1047,null,414,null,1295,null,626,null,410,null,195,null,8691,null,1530,null,2892,null,885,null,5799,null,1317,null,2618,null,715,null,1871,null,738,null,360,null,289,null,277,null,219,null,165,null,160,null,508,null,401,null,14714,null,1791,null,4802,null,1127,null,0,null,244,null,4802,null,1127,null,219,null,208,null,517,null,395,null,889,null,483,null,1831,null,843,null,1118,null,534,null,228,null,240,null,9912,null,1386,null,4069,null,971,null,5843,null,1249,null,3467,null,1033,null,1708,null,661,null,392,null,233,null,77,null,95,null,199,null,206,null,0,null,244,null,0400000US02,Alaska,02
96931,null,6373,null,44995,null,3875,null,14960,null,2564,null,0,null,305,null,14960,null,2564,null,925,null,533,null,1995,null,979,null,2307,null,984,null,4615,null,1213,null,2493,null,811,null,2625,null,1182,null,30035,null,3304,null,15658,null,2420,null,14377,null,2169,null,8071,null,1571,null,2676,null,869,null,2023,null,763,null,998,null,532,null,203,null,227,null,406,null,475,null,51936,null,4438,null,17181,null,2816,null,0,null,305,null,17181,null,2816,null,949,null,598,null,3548,null,1176,null,3558,null,1106,null,6393,null,1699,null,1480,null,626,null,1253,null,547,null,34755,null,3255,null,18443,null,2353,null,16312,null,2585,null,9773,null,1924,null,3839,null,1161,null,1298,null,613,null,1186,null,514,null,147,null,142,null,69,null,121,null,0400000US04,Arizona,04
34399,null,3475,null,16716,null,1925,null,5857,null,1332,null,0,null,273,null,5857,null,1332,null,492,null,478,null,1141,null,599,null,1449,null,765,null,1552,null,604,null,1029,null,610,null,194,null,184,null,10859,null,1605,null,5738,null,1381,null,5121,null,1234,null,2504,null,1001,null,986,null,652,null,1162,null,603,null,287,null,238,null,182,null,203,null,0,null,273,null,17683,null,2221,null,5369,null,1467,null,0,null,273,null,5369,null,1467,null,173,null,203,null,1783,null,838,null,1518,null,808,null,1319,null,566,null,487,null,356,null,89,null,113,null,12314,null,1736,null,7493,null,1297,null,4821,null,1230,null,2880,null,863,null,1272,null,695,null,174,null,224,null,256,null,302,null,164,null,255,null,75,null,127,null,0400000US05,Arkansas,05
810453,null,19640,null,396388,null,12014,null,152918,null,6405,null,0,null,294,null,152918,null,6405,null,3119,null,985,null,14978,null,2387,null,20920,null,2587,null,44754,null,3803,null,31025,null,2617,null,38122,null,3060,null,243470,null,9570,null,118121,null,5678,null,125349,null,6551,null,63225,null,4136,null,27227,null,3292,null,14300,null,2165,null,11728,null,2113,null,5279,null,1131,null,3590,null,980,null,414065,null,11358,null,122550,null,6069,null,79,null,134,null,122471,null,6048,null,3866,null,988,null,13711,null,1974,null,21977,null,2897,null,39850,null,3576,null,24377,null,2780,null,18690,null,2395,null,291515,null,9191,null,143007,null,6837,null,148508,null,6450,null,79271,null,4717,null,32613,null,2943,null,16583,null,1868,null,10667,null,1468,null,5706,null,1525,null,3668,null,1025,null,0400000US06,California,06
87617,null,5502,null,43608,null,3552,null,19040,null,2227,null,0,null,279,null,19040,null,2227,null,563,null,377,null,2169,null,767,null,3335,null,867,null,5847,null,1298,null,3967,null,1126,null,3159,null,855,null,24568,null,2938,null,10573,null,1799,null,13995,null,2170,null,8422,null,1521,null,2531,null,1113,null,1431,null,485,null,693,null,463,null,341,null,263,null,577,null,476,null,44009,null,3458,null,14982,null,2009,null,0,null,279,null,14982,null,2009,null,570,null,336,null,1898,null,771,null,3400,null,1040,null,4926,null,1046,null,2737,null,792,null,1451,null,506,null,29027,null,2973,null,12960,null,1730,null,16067,null,2406,null,9482,null,1775,null,3578,null,940,null,1698,null,625,null,1018,null,516,null,160,null,155,null,131,null,137,null,0400000US08,Colorado,08
38859,null,3450,null,17477,null,2144,null,6536,null,1275,null,0,null,277,null,6536,null,1275,null,14,null,22,null,723,null,430,null,1020,null,752,null,2263,null,682,null,1063,null,511,null,1453,null,486,null,10941,null,1732,null,5107,null,1034,null,5834,null,1300,null,3364,null,1020,null,1056,null,730,null,830,null,578,null,309,null,217,null,156,null,228,null,119,null,144,null,21382,null,2270,null,6336,null,1227,null,0,null,277,null,6336,null,1227,null,156,null,125,null,563,null,356,null,1058,null,509,null,3022,null,899,null,936,null,442,null,601,null,350,null,15046,null,1846,null,4560,null,1080,null,10486,null,1472,null,6301,null,1296,null,2306,null,699,null,976,null,570,null,762,null,449,null,72,null,127,null,69,null,90,null,0400000US09,Connecticut,09
9544,null,1721,null,3952,null,958,null,1857,null,643,null,0,null,263,null,1857,null,643,null,31,null,49,null,291,null,274,null,357,null,323,null,834,null,435,null,0,null,263,null,344,null,259,null,2095,null,682,null,1017,null,392,null,1078,null,556,null,601,null,416,null,200,null,192,null,21,null,41,null,191,null,241,null,0,null,263,null,65,null,105,null,5592,null,1211,null,1824,null,861,null,0,null,263,null,1824,null,861,null,0,null,263,null,439,null,312,null,469,null,431,null,491,null,422,null,158,null,184,null,267,null,232,null,3768,null,872,null,1692,null,808,null,2076,null,695,null,1616,null,640,null,196,null,205,null,126,null,147,null,138,null,124,null,0,null,263,null,0,null,263,null,0400000US10,Delaware,10
7340,null,1433,null,2871,null,857,null,1292,null,516,null,0,null,296,null,1292,null,516,null,0,null,296,null,0,null,296,null,155,null,155,null,366,null,342,null,502,null,367,null,269,null,220,null,1579,null,719,null,512,null,416,null,1067,null,470,null,409,null,288,null,381,null,379,null,0,null,296,null,277,null,228,null,0,null,296,null,0,null,296,null,4469,null,1210,null,1703,null,659,null,0,null,296,null,1703,null,659,null,0,null,296,null,115,null,137,null,70,null,88,null,250,null,214,null,694,null,481,null,574,null,399,null,2766,null,859,null,981,null,552,null,1785,null,622,null,860,null,573,null,404,null,273,null,325,null,258,null,48,null,89,null,79,null,135,null,69,null,115,null,0400000US11,District of Columbia,11
211979,null,9317,null,100276,null,5653,null,41621,null,3981,null,0,null,305,null,41621,null,3981,null,833,null,517,null,6287,null,1713,null,7950,null,1630,null,12856,null,2178,null,7968,null,1477,null,5727,null,1338,null,58655,null,4110,null,29101,null,2859,null,29554,null,2921,null,15194,null,1922,null,6749,null,1408,null,3264,null,1182,null,3073,null,1263,null,780,null,679,null,494,null,277,null,111703,null,5828,null,35792,null,2578,null,0,null,305,null,35792,null,2578,null,976,null,586,null,7321,null,1425,null,9592,null,1445,null,10461,null,1707,null,4543,null,1070,null,2899,null,828,null,75911,null,5044,null,43573,null,3868,null,32338,null,3454,null,17078,null,2400,null,8576,null,1584,null,3033,null,867,null,2537,null,880,null,753,null,445,null,361,null,319,null,0400000US12,Florida,12
