B17020A_001E,B17020A_001EA,B17020A_001M,B17020A_001MA,B17020A_002E,B17020A_002EA,B17020A_002M,B17020A_002MA,B17020A_003E,B17020A_003EA,B17020A_003M,B17020A_003MA,B17020A_004E,B17020A_004EA,B17020A_004M,B17020A_004MA,B17020A_005E,B17020A_005EA,B17020A_005M,B17020A_005MA,B17020A_006E,B17020A_006EA,B17020A_006M,B17020A_006MA,B17020A_007E,B17020A_007EA,B17020A_007M,B17020A_007MA,B17020A_008E,B17020A_008EA,B17020A_008M,B17020A_008MA,B17020A_009E,B17020A_009EA,B17020A_009M,B17020A_009MA,B17020A_010E,B17020A_010EA,B17020A_010M,B17020A_010MA,B17020A_011E,B17020A_011EA,B17020A_011M,B17020A_011MA,B17020A_012E,B17020A_012EA,B17020A_012M,B17020A_012MA,B17020A_013E,B17020A_013EA,B17020A_013M,B17020A_013MA,B17020A_014E,B17020A_014EA,B17020A_014M,B17020A_014MA,B17020A_015E,B17020A_015EA,B17020A_015M,B17020A_015MA,B17020A_016E,B17020A_016EA,B17020A_016M,B17020A_016MA,B17020A_017E,B17020A_017EA,B17020A_017M,B17020A_017MA,GEO_ID,NAME,state
3227852,null,6396,null,397940,null,14733,null,37674,null,3652,null,6794,null,1592,null,37727,null,3243,null,31085,null,2881,null,242257,null,10108,null,19567,null,2160,null,22836,null,2020,null,2829912,null,15730,null,159951,null,4000,null,32520,null,3044,null,199348,null,5723,null,212502,null,5607,null,1765687,null,11027,null,260617,null,2637,null,199287,null,2480,null,0400000US01,Alabama,01
467787,null,3278,null,31786,null,3752,null,3536,null,1149,null,577,null,333,null,3304,null,1192,null,3426,null,926,null,19865,null,2482,null,390,null,239,null,688,null,343,null,436001,null,5563,null,26927,null,1477,null,4775,null,1010,null,29844,null,2130,null,35605,null,2497,null,301322,null,3530,null,24031,null,794,null,13497,null,692,null,0400000US02,Alaska,02
5185681,null,23053,null,763324,null,27107,null,90534,null,7233,null,17305,null,2767,null,84518,null,5479,null,73598,null,6789,null,441345,null,15793,null,27036,null,2842,null,28988,null,3055,null,4422357,null,30553,null,279193,null,7733,null,55060,null,4399,null,319024,null,8151,null,331310,null,8078,null,2715519,null,18321,null,380232,null,3314,null,342019,null,3692,null,0400000US04,Arizona,04
2206263,null,6446,null,322204,null,13994,null,37142,null,3454,null,6234,null,1458,null,32923,null,3557,null,25482,null,2980,null,186215,null,9313,null,14111,null,1907,null,20097,null,2147,null,1884059,null,14864,null,105194,null,3486,null,21870,null,2454,null,133159,null,5085,null,139773,null,4655,null,1171202,null,9874,null,177179,null,2660,null,135682,null,3103,null,0400000US05,Arkansas,05
22721616,null,77227,null,2866461,null,53246,null,320901,null,12250,null,52729,null,4237,null,311190,null,11388,null,293374,null,11348,null,1659051,null,30450,null,104001,null,5495,null,125215,null,6400,null,19855155,null,73703,null,1216808,null,15030,null,227035,null,8005,null,1394201,null,17654,null,1572824,null,13288,null,12677404,null,50488,null,1458664,null,7221,null,1308219,null,8794,null,0400000US06,California,06
4167522,null,15631,null,484197,null,20567,null,52340,null,5064,null,8858,null,1627,null,46944,null,4560,null,37464,null,3500,null,300714,null,13698,null,18726,null,2586,null,19151,null,2419,null,3683325,null,20512,null,227189,null,4895,null,44239,null,3147,null,269176,null,5888,null,268516,null,6405,null,2438123,null,14611,null,250241,null,2839,null,185841,null,2950,null,0400000US08,Colorado,08
2707032,null,11487,null,181993,null,11783,null,13283,null,2453,null,1560,null,733,null,13194,null,2559,null,14431,null,2712,null,116887,null,7182,null,9272,null,1358,null,13366,null,1716,null,2525039,null,14467,null,129126,null,2532,null,26770,null,2055,null,177419,null,5017,null,202601,null,4732,null,1595288,null,9571,null,207100,null,1667,null,186735,null,2609,null,0400000US09,Connecticut,09
620533,null,4577,null,53496,null,6983,null,5738,null,1821,null,757,null,388,null,6186,null,1649,null,4693,null,1352,null,30781,null,4018,null,2136,null,750,null,3205,null,797,null,567037,null,7890,null,30426,null,2120,null,5693,null,1094,null,37898,null,2178,null,40991,null,2219,null,354205,null,4643,null,53520,null,815,null,44304,null,1048,null,0400000US10,Delaware,10
214338,null,4322,null,15743,null,2240,null,300,null,270,null,230,null,293,null,308,null,361,null,579,null,471,null,13477,null,2095,null,391,null,296,null,458,null,362,null,198595,null,4598,null,12161,null,1212,null,1479,null,581,null,8541,null,1218,null,6149,null,924,null,147948,null,3326,null,13742,null,713,null,8575,null,1668,null,0400000US11,District of Columbia,11
13992294,null,28316,null,1729617,null,31826,null,152376,null,8866,null,23368,null,2791,null,141181,null,7669,null,135867,null,8122,null,1027082,null,20962,null,111206,null,5552,null,138537,null,6957,null,12262677,null,34490,null,622788,null,9402,null,113565,null,6282,null,748937,null,13511,null,821058,null,13904,null,7415905,null,24245,null,1239856,null,6860,null,1300568,null,8614,null,0400000US12,Florida,12
5927757,null,22523,null,698434,null,25577,null,71899,null,6583,null,11835,null,2098,null,67831,null,5864,null,57934,null,5251,null,424861,null,14471,null,31794,null,2539,null,32280,null,2595,null,5229323,null,29005,null,336268,null,6190,null,73126,null,4807,null,406458,null,8802,null,411609,null,8299,null,3318701,null,18113,null,398848,null,3407,null,284313,null,3306,null,0400000US13,Georgia,13
340126,null,4096,null,35733,null,4686,null,2252,null,1076,null,522,null,351,null,2076,null,1020,null,2344,null,1180,null,26223,null,3443,null,866,null,351,null,1450,null,437,null,304393,null,6167,null,17678,null,1509,null,2360,null,739,null,17663,null,1837,null,15504,null,1478,null,208707,null,4238,null,24106,null,589,null,18375,null,916,null,0400000US15,Hawaii,15
1397292,null,5322,null,193320,null,12308,null,22957,null,2820,null,4270,null,1172,null,19924,null,2817,null,18094,null,2886,null,113741,null,7069,null,7146,null,1179,null,7188,null,1207,null,1203972,null,12157,null,85402,null,2938,null,17014,null,1791,null,97798,null,3772,null,102389,null,3894,null,742190,null,6834,null,89389,null,1426,null,69790,null,1871,null,0400000US16,Idaho,16
9125569,null,27101,null,896819,null,25843,null,82662,null,6307,null,16591,null,2439,null,87483,null,5710,null,79261,null,6005,null,544566,null,15906,null,38555,null,3369,null,47701,null,3597,null,8228750,null,34668,null,485028,null,6682,null,87881,null,4156,null,583551,null,10026,null,634328,null,10390,null,5268103,null,20538,null,627472,null,3927,null,542387,null,4540,null,0400000US17,Illinois,17
5346502,null,9656,null,636604,null,19226,null,67747,null,5138,null,10800,null,1639,null,61062,null,4577,null,55117,null,4690,null,390581,null,12107,null,23042,null,2131,null,28255,null,2485,null,4709898,null,21429,null,278348,null,5066,null,54168,null,3282,null,351582,null,6888,null,383240,null,7137,null,2969475,null,13958,null,371042,null,2407,null,302043,null,3553,null,0400000US18,Indiana,18
2685354,null,5653,null,290323,null,11554,null,32875,null,3010,null,4074,null,1060,null,23626,null,2512,null,25246,null,3043,null,175477,null,6545,null,10388,null,1112,null,18637,null,1730,null,2395031,null,12953,null,139170,null,3339,null,26306,null,2354,null,173532,null,4117,null,189060,null,4553,null,1490512,null,7512,null,197277,null,1538,null,179174,null,2181,null,0400000US19,Iowa,19
