C07408_001E,C07408_001EA,C07408_001M,C07408_001MA,C07408_002E,C07408_002EA,C07408_002M,C07408_002MA,C07408_003E,C07408_003EA,C07408_003M,C07408_003MA,C07408_004E,C07408_004EA,C07408_004M,C07408_004MA,C07408_005E,C07408_005EA,C07408_005M,C07408_005MA,C07408_006E,C07408_006EA,C07408_006M,C07408_006MA,C07408_007E,C07408_007EA,C07408_007M,C07408_007MA,C07408_008E,C07408_008EA,C07408_008M,C07408_008MA,C07408_009E,C07408_009EA,C07408_009M,C07408_009MA,C07408_010E,C07408_010EA,C07408_010M,C07408_010MA,C07408_011E,C07408_011EA,C07408_011M,C07408_011MA,C07408_012E,C07408_012EA,C07408_012M,C07408_012MA,C07408_013E,C07408_013EA,C07408_013M,C07408_013MA,C07408_014E,C07408_014EA,C07408_014M,C07408_014MA,C07408_015E,C07408_015EA,C07408_015M,C07408_015MA,C07408_016E,C07408_016EA,C07408_016M,C07408_016MA,C07408_017E,C07408_017EA,C07408_017M,C07408_017MA,C07408_018E,C07408_018EA,C07408_018M,C07408_018MA,C07408_019E,C07408_019EA,C07408_019M,C07408_019MA,C07408_020E,C07408_020EA,C07408_020M,C07408_020MA,C07408_021E,C07408_021EA,C07408_021M,C07408_021MA,C07408_022E,C07408_022EA,C07408_022M,C07408_022MA,C07408_023E,C07408_023EA,C07408_023M,C07408_023MA,C07408_024E,C07408_024EA,C07408_024M,C07408_024MA,C07408_025E,C07408_025EA,C07408_025M,C07408_025MA,GEO_ID,NAME,state
3748714,null,12200,null,1054597,null,14955,null,1861805,null,23976,null,554409,null,14081,null,277903,null,7400,null,3212788,null,15141,null,813749,null,14709,null,1693958,null,22598,null,451079,null,11934,null,254002,null,7492,null,329475,null,10623,null,146811,null,8120,null,103582,null,6688,null,63748,null,4572,null,15334,null,2041,null,120737,null,7183,null,57460,null,5210,null,32805,null,4556,null,25358,null,2777,null,5114,null,1100,null,85714,null,6398,null,36577,null,3750,null,31460,null,4143,null,14224,null,2431,null,3453,null,1083,null,0400000US01,Alabama,01
564680,null,7787,null,196505,null,7507,null,270946,null,7904,null,76797,null,5455,null,20432,null,1895,null,426649,null,6685,null,128710,null,5213,null,225596,null,6299,null,54856,null,4307,null,17487,null,1594,null,66693,null,5697,null,32321,null,4251,null,20445,null,2784,null,12055,null,2381,null,1872,null,682,null,16278,null,2444,null,9090,null,1707,null,4257,null,1309,null,2675,null,801,null,256,null,224,null,55060,null,5859,null,26384,null,4018,null,20648,null,3473,null,7211,null,1693,null,817,null,439,null,0400000US02,Alaska,02
5068253,null,14136,null,1611527,null,23791,null,2457974,null,26999,null,714991,null,17318,null,283761,null,8079,null,4122105,null,24842,null,1196719,null,21722,null,2126224,null,25268,null,547086,null,14878,null,252076,null,7510,null,695623,null,23316,null,313280,null,12929,null,234817,null,14139,null,126460,null,8382,null,21066,null,2750,null,92585,null,7003,null,40819,null,4088,null,32818,null,3880,null,15931,null,2853,null,3017,null,986,null,157940,null,8739,null,60709,null,4430,null,64115,null,6394,null,25514,null,3078,null,7602,null,1287,null,0400000US04,Arizona,04
2277289,null,7576,null,581153,null,10488,null,1185208,null,15900,null,345684,null,10399,null,165244,null,5578,null,1905156,null,14792,null,428731,null,11431,null,1052699,null,15805,null,273974,null,8889,null,149752,null,5217,null,232820,null,13023,null,91098,null,7988,null,85887,null,7429,null,45867,null,4456,null,9968,null,1641,null,86223,null,6442,null,39263,null,4036,null,27161,null,3914,null,16448,null,2356,null,3351,null,881,null,53090,null,5674,null,22061,null,3017,null,19461,null,3151,null,9395,null,1704,null,2173,null,792,null,0400000US05,Arkansas,05
28983311,null,23848,null,10270127,null,47816,null,13740248,null,53473,null,3450920,null,32963,null,1522016,null,16841,null,24423115,null,51642,null,8082657,null,47866,null,12154991,null,49138,null,2802534,null,30277,null,1382933,null,14922,null,3174936,null,40582,null,1493833,null,26180,null,1127821,null,24924,null,455428,null,14281,null,97854,null,5317,null,930963,null,23446,null,487463,null,16223,null,288610,null,12660,null,129268,null,5638,null,25622,null,2686,null,454297,null,15214,null,206174,null,8883,null,168826,null,11132,null,63690,null,4201,null,15607,null,2299,null,0400000US06,California,06
3943398,null,11472,null,1200517,null,15635,null,2053271,null,18401,null,513717,null,10927,null,175893,null,6226,null,3237224,null,19130,null,860052,null,13598,null,1818531,null,18522,null,401290,null,10070,null,157351,null,5822,null,387287,null,14427,null,185852,null,10936,null,130216,null,8241,null,62055,null,3727,null,9164,null,1409,null,192667,null,10430,null,97985,null,7134,null,54228,null,4907,null,34216,null,3873,null,6238,null,1497,null,126220,null,6765,null,56628,null,4574,null,50296,null,4711,null,16156,null,2407,null,3140,null,785,null,0400000US08,Colorado,08
2855392,null,7246,null,924703,null,12159,null,1414924,null,17101,null,341818,null,9039,null,173947,null,4926,null,2522602,null,10585,null,746789,null,13099,null,1322750,null,16361,null,292266,null,8667,null,160797,null,4873,null,197706,null,8136,null,98528,null,7075,null,55961,null,5302,null,33721,null,2790,null,9496,null,1426,null,54596,null,4522,null,33593,null,3472,null,11166,null,2303,null,7864,null,1293,null,1973,null,546,null,80488,null,5117,null,45793,null,3776,null,25047,null,3613,null,7967,null,1771,null,1681,null,610,null,0400000US09,Connecticut,09
705097,null,5348,null,220426,null,7482,null,342434,null,9151,null,93637,null,5281,null,48600,null,3018,null,610186,null,7295,null,173646,null,6913,null,313775,null,8242,null,78754,null,4586,null,44011,null,2849,null,63532,null,5554,null,30483,null,3300,null,20815,null,3198,null,9162,null,1670,null,3072,null,983,null,6199,null,1261,null,3807,null,1040,null,871,null,457,null,1334,null,567,null,187,null,151,null,25180,null,3203,null,12490,null,2256,null,6973,null,1762,null,4387,null,1349,null,1330,null,555,null,0400000US10,Delaware,10
509620,null,6044,null,281360,null,7398,null,135122,null,7261,null,64976,null,4236,null,28162,null,2406,null,422028,null,5982,null,223926,null,7148,null,116509,null,6332,null,55449,null,4030,null,26144,null,2226,null,40051,null,4142,null,28175,null,3502,null,6238,null,1641,null,4460,null,1055,null,1178,null,589,null,0,null,271,null,0,null,271,null,0,null,271,null,0,null,271,null,0,null,271,null,47541,null,4506,null,29259,null,3428,null,12375,null,2081,null,5067,null,1492,null,840,null,481,null,0400000US11,District of Columbia,11
15045556,null,22566,null,4467263,null,31355,null,7224787,null,44758,null,2253347,null,29184,null,1100159,null,15331,null,12735785,null,35083,null,3433053,null,30972,null,6478605,null,44172,null,1815587,null,25884,null,1008540,null,14403,null,1455368,null,27530,null,642041,null,16651,null,477535,null,16474,null,278449,null,11246,null,57343,null,4887,null,486866,null,18057,null,236962,null,10310,null,137108,null,9284,null,96326,null,8124,null,16470,null,2406,null,367537,null,13521,null,155207,null,7949,null,131539,null,8828,null,62985,null,4585,null,17806,null,2340,null,0400000US12,Florida,12
