B06004F_001E,B06004F_001EA,B06004F_001M,B06004F_001MA,B06004F_002E,B06004F_002EA,B06004F_002M,B06004F_002MA,B06004F_003E,B06004F_003EA,B06004F_003M,B06004F_003MA,B06004F_004E,B06004F_004EA,B06004F_004M,B06004F_004MA,B06004F_005E,B06004F_005EA,B06004F_005M,B06004F_005MA,GEO_ID,NAME,state
42671,null,5367,null,9754,null,2016,null,6525,null,1376,null,819,null,591,null,25573,null,3729,null,0400000US01,Alabama,01
11743,null,2551,null,1898,null,900,null,4087,null,1022,null,342,null,303,null,5416,null,2122,null,0400000US02,Alaska,02
409874,null,20106,null,198191,null,11731,null,76276,null,8081,null,3525,null,1153,null,131882,null,11427,null,0400000US04,Arizona,04
66303,null,6069,null,15649,null,2772,null,15003,null,2968,null,1903,null,1138,null,33748,null,3747,null,0400000US05,Arkansas,05
5097436,null,73157,null,2630028,null,49483,null,172863,null,8456,null,40631,null,4085,null,2253914,null,39916,null,0400000US06,California,06
231507,null,16039,null,110909,null,8867,null,44656,null,5274,null,1717,null,827,null,74225,null,8194,null,0400000US08,Colorado,08
185642,null,11639,null,57161,null,6094,null,24438,null,3597,null,43807,null,4834,null,60236,null,6776,null,0400000US09,Connecticut,09
16040,null,3257,null,3922,null,1302,null,3353,null,1317,null,1658,null,763,null,7107,null,1696,null,0400000US10,Delaware,10
17600,null,3915,null,5164,null,2095,null,2354,null,1043,null,149,null,202,null,9933,null,2316,null,0400000US11,District of Columbia,11
513581,null,26082,null,114399,null,9638,null,94465,null,7947,null,58128,null,5532,null,246589,null,16910,null,0400000US12,Florida,12
323130,null,18305,null,85553,null,6508,null,46798,null,4698,null,7182,null,1919,null,183597,null,13013,null,0400000US13,Georgia,13
13486,null,2957,null,4227,null,1627,null,5334,null,2337,null,461,null,414,null,3464,null,1145,null,0400000US15,Hawaii,15
27703,null,3741,null,8105,null,1558,null,6997,null,1659,null,919,null,466,null,11682,null,2494,null,0400000US16,Idaho,16
848996,null,24246,null,388941,null,15232,null,43770,null,4433,null,29630,null,3691,null,386655,null,16500,null,0400000US17,Illinois,17
131257,null,8069,null,42836,null,4209,null,29717,null,3821,null,2367,null,963,null,56337,null,5354,null,0400000US18,Indiana,18
44975,null,4714,null,14308,null,2498,null,10918,null,2178,null,272,null,324,null,19477,null,2730,null,0400000US19,Iowa,19
59853,null,6960,null,19209,null,3196,null,11587,null,2311,null,756,null,374,null,28301,null,4436,null,0400000US20,Kansas,20
37092,null,5000,null,9436,null,2024,null,7463,null,2241,null,399,null,242,null,19794,null,2574,null,0400000US21,Kentucky,21
42957,null,4996,null,11792,null,2384,null,8686,null,2018,null,1333,null,797,null,21146,null,3224,null,0400000US22,Louisiana,22
3866,null,1343,null,596,null,451,null,1909,null,872,null,350,null,271,null,1011,null,513,null,0400000US23,Maine,23
176532,null,11618,null,42865,null,4899,null,25811,null,3988,null,4669,null,1353,null,103187,null,8487,null,0400000US24,Maryland,24
247899,null,13434,null,87630,null,7249,null,24067,null,3391,null,44406,null,4401,null,91796,null,7105,null,0400000US25,Massachusetts,25
122345,null,9968,null,54503,null,6053,null,20960,null,3090,null,5171,null,1439,null,41711,null,5753,null,0400000US26,Michigan,26
73135,null,6638,null,22289,null,3380,null,11716,null,1815,null,1525,null,710,null,37605,null,4191,null,0400000US27,Minnesota,27
24083,null,3925,null,5151,null,1836,null,4449,null,1559,null,1652,null,998,null,12831,null,2871,null,0400000US28,Mississippi,28
60766,null,6365,null,18414,null,3503,null,15552,null,2982,null,1958,null,817,null,24842,null,3517,null,0400000US29,Missouri,29
7350,null,1873,null,3871,null,1584,null,2399,null,784,null,87,null,148,null,993,null,595,null,0400000US30,Montana,30
50884,null,5280,null,13921,null,2354,null,11083,null,1836,null,602,null,344,null,25278,null,3883,null,0400000US31,Nebraska,31
119399,null,11427,null,25364,null,4289,null,38935,null,5702,null,2931,null,1416,null,52169,null,6127,null,0400000US32,Nevada,32
10706,null,2621,null,2713,null,1024,null,3045,null,1036,null,1040,null,608,null,3908,null,1405,null,0400000US33,New Hampshire,33
475348,null,20081,null,158798,null,9511,null,48964,null,4865,null,54783,null,4447,null,212803,null,12509,null,0400000US34,New Jersey,34
230591,null,13391,null,150835,null,9456,null,35867,null,4289,null,2481,null,1009,null,41408,null,6138,null,0400000US35,New Mexico,35
1473739,null,27086,null,639369,null,18348,null,39355,null,4481,null,141501,null,9453,null,653514,null,18486,null,0400000US36,New York,36
