B01001G_001E,B01001G_001EA,B01001G_001M,B01001G_001MA,B01001G_002E,B01001G_002EA,B01001G_002M,B01001G_002MA,B01001G_003E,B01001G_003EA,B01001G_003M,B01001G_003MA,B01001G_004E,B01001G_004EA,B01001G_004M,B01001G_004MA,B01001G_005E,B01001G_005EA,B01001G_005M,B01001G_005MA,B01001G_006E,B01001G_006EA,B01001G_006M,B01001G_006MA,B01001G_007E,B01001G_007EA,B01001G_007M,B01001G_007MA,B01001G_008E,B01001G_008EA,B01001G_008M,B01001G_008MA,B01001G_009E,B01001G_009EA,B01001G_009M,B01001G_009MA,B01001G_010E,B01001G_010EA,B01001G_010M,B01001G_010MA,B01001G_011E,B01001G_011EA,B01001G_011M,B01001G_011MA,B01001G_012E,B01001G_012EA,B01001G_012M,B01001G_012MA,B01001G_013E,B01001G_013EA,B01001G_013M,B01001G_013MA,B01001G_014E,B01001G_014EA,B01001G_014M,B01001G_014MA,B01001G_015E,B01001G_015EA,B01001G_015M,B01001G_015MA,B01001G_016E,B01001G_016EA,B01001G_016M,B01001G_016MA,B01001G_017E,B01001G_017EA,B01001G_017M,B01001G_017MA,B01001G_018E,B01001G_018EA,B01001G_018M,B01001G_018MA,B01001G_019E,B01001G_019EA,B01001G_019M,B01001G_019MA,B01001G_020E,B01001G_020EA,B01001G_020M,B01001G_020MA,B01001G_021E,B01001G_021EA,B01001G_021M,B01001G_021MA,B01001G_022E,B01001G_022EA,B01001G_022M,B01001G_022MA,B01001G_023E,B01001G_023EA,B01001G_023M,B01001G_023MA,B01001G_024E,B01001G_024EA,B01001G_024M,B01001G_024MA,B01001G_025E,B01001G_025EA,B01001G_025M,B01001G_025MA,B01001G_026E,B01001G_026EA,B01001G_026M,B01001G_026MA,B01001G_027E,B01001G_027EA,B01001G_027M,B01001G_027MA,B01001G_028E,B01001G_028EA,B01001G_028M,B01001G_028MA,B01001G_029E,B01001G_029EA,B01001G_029M,B01001G_029MA,B01001G_030E,B01001G_030EA,B01001G_030M,B01001G_030MA,B01001G_031E,B01001G_031EA,B01001G_031M,B01001G_031MA,GEO_ID,NAME,state
19108,null,3080,null,8996,null,1926,null,1784,null,678,null,1113,null,509,null,1029,null,559,null,400,null,232,null,115,null,134,null,440,null,347,null,860,null,542,null,529,null,489,null,837,null,484,null,549,null,298,null,800,null,478,null,299,null,230,null,160,null,209,null,81,null,144,null,10112,null,1724,null,2119,null,821,null,1135,null,429,null,668,null,373,null,533,null,541,null,659,null,367,null,709,null,432,null,362,null,328,null,722,null,484,null,720,null,411,null,1103,null,536,null,692,null,487,null,382,null,332,null,266,null,265,null,42,null,69,null,0400000US44,Rhode Island,44
67629,null,5702,null,33400,null,3238,null,6722,null,1694,null,6190,null,1506,null,3945,null,1026,null,2040,null,760,null,2255,null,845,null,1873,null,778,null,2516,null,1082,null,905,null,418,null,3110,null,835,null,1418,null,547,null,1159,null,571,null,841,null,384,null,380,null,335,null,46,null,74,null,34229,null,3778,null,6933,null,1223,null,5075,null,1379,null,4583,null,1485,null,1834,null,881,null,1994,null,650,null,2032,null,901,null,1401,null,614,null,1409,null,828,null,2400,null,807,null,2949,null,887,null,1895,null,883,null,1128,null,548,null,430,null,297,null,166,null,117,null,0400000US45,South Carolina,45
16838,null,2526,null,9250,null,1533,null,1850,null,633,null,1452,null,556,null,896,null,336,null,517,null,270,null,349,null,321,null,339,null,317,null,1069,null,547,null,600,null,391,null,851,null,423,null,805,null,472,null,352,null,234,null,0,null,223,null,170,null,222,null,0,null,223,null,7588,null,1703,null,1309,null,653,null,914,null,541,null,891,null,436,null,539,null,375,null,322,null,313,null,745,null,378,null,986,null,572,null,381,null,278,null,195,null,152,null,564,null,350,null,124,null,143,null,441,null,435,null,177,null,164,null,0,null,223,null,0400000US46,South Dakota,46
101778,null,7096,null,50273,null,4313,null,8785,null,1942,null,8845,null,1662,null,4889,null,1256,null,2308,null,816,null,1728,null,770,null,3539,null,993,null,3186,null,975,null,2894,null,905,null,3588,null,1003,null,5445,null,1465,null,2327,null,574,null,1518,null,598,null,853,null,385,null,368,null,291,null,51505,null,4190,null,10316,null,1595,null,6695,null,1353,null,5278,null,1118,null,3159,null,756,null,1425,null,528,null,2926,null,1092,null,2886,null,839,null,2900,null,990,null,4727,null,1083,null,5852,null,1251,null,2424,null,682,null,1256,null,423,null,943,null,372,null,718,null,601,null,0400000US47,Tennessee,47
531152,null,17047,null,270165,null,10281,null,46446,null,3726,null,35524,null,3036,null,30209,null,2735,null,16175,null,2271,null,11489,null,2845,null,19784,null,2818,null,17791,null,2440,null,17377,null,2558,null,27031,null,2708,null,22937,null,2325,null,13144,null,1622,null,8020,null,1285,null,3461,null,939,null,777,null,386,null,260987,null,10608,null,42355,null,3471,null,36105,null,3423,null,29530,null,2664,null,15958,null,2015,null,8001,null,1390,null,17467,null,2108,null,15606,null,1830,null,15621,null,1807,null,27460,null,2665,null,22363,null,2453,null,16845,null,2095,null,7615,null,1377,null,4778,null,1267,null,1283,null,523,null,0400000US48,Texas,48
60873,null,5523,null,32391,null,3811,null,6050,null,1583,null,6105,null,1317,null,5074,null,1194,null,2345,null,884,null,1376,null,614,null,2604,null,1066,null,1534,null,619,null,1940,null,795,null,2178,null,635,null,1723,null,533,null,869,null,434,null,333,null,296,null,213,null,224,null,47,null,85,null,28482,null,2665,null,5529,null,1370,null,4453,null,934,null,3795,null,1101,null,2337,null,726,null,1355,null,690,null,1674,null,764,null,1341,null,590,null,1991,null,702,null,2397,null,691,null,1785,null,511,null,961,null,533,null,517,null,369,null,266,null,281,null,81,null,154,null,0400000US49,Utah,49
11186,null,1390,null,5683,null,1088,null,712,null,342,null,652,null,376,null,639,null,385,null,343,null,224,null,376,null,261,null,551,null,345,null,390,null,310,null,143,null,147,null,934,null,576,null,364,null,156,null,320,null,179,null,158,null,134,null,77,null,118,null,24,null,38,null,5503,null,1068,null,770,null,375,null,485,null,241,null,616,null,353,null,189,null,133,null,97,null,136,null,401,null,254,null,523,null,442,null,343,null,228,null,1039,null,403,null,581,null,339,null,333,null,174,null,90,null,95,null,36,null,62,null,0,null,211,null,0400000US50,Vermont,50
190421,null,12486,null,96138,null,7409,null,19561,null,2668,null,13348,null,1911,null,11607,null,2181,null,7073,null,1297,null,4664,null,1405,null,8399,null,1731,null,5836,null,1593,null,4963,null,1215,null,6528,null,1460,null,8154,null,1597,null,4322,null,1155,null,1016,null,422,null,537,null,357,null,130,null,141,null,94283,null,6506,null,17730,null,2221,null,12692,null,1835,null,12031,null,1968,null,5435,null,1248,null,3557,null,1013,null,5969,null,1462,null,7130,null,1528,null,4958,null,1057,null,8397,null,1601,null,7199,null,1235,null,5372,null,1218,null,1884,null,679,null,1665,null,795,null,264,null,283,null,0400000US51,Virginia,51
283433,null,11425,null,143236,null,6210,null,23956,null,2292,null,20944,null,2311,null,17432,null,2065,null,10227,null,1581,null,5768,null,1195,null,12056,null,1569,null,9584,null,1605,null,9157,null,1978,null,14537,null,2081,null,10836,null,1317,null,5297,null,1074,null,2659,null,788,null,569,null,329,null,214,null,223,null,140197,null,7484,null,23835,null,2459,null,18814,null,2338,null,15620,null,2001,null,8143,null,1210,null,6164,null,1360,null,13037,null,1846,null,9086,null,1406,null,6843,null,1223,null,13984,null,2059,null,11889,null,1675,null,7032,null,951,null,3187,null,734,null,1904,null,668,null,659,null,327,null,0400000US53,Washington,53
30111,null,3366,null,14075,null,1979,null,2083,null,719,null,1716,null,795,null,1787,null,599,null,275,null,192,null,507,null,432,null,1850,null,673,null,623,null,341,null,875,null,377,null,1057,null,411,null,1250,null,545,null,1129,null,463,null,613,null,282,null,170,null,172,null,140,null,217,null,16036,null,2313,null,3400,null,1103,null,1454,null,581,null,1261,null,460,null,641,null,332,null,610,null,356,null,574,null,327,null,1765,null,739,null,793,null,350,null,1699,null,596,null,1518,null,483,null,1279,null,454,null,564,null,280,null,311,null,233,null,167,null,161,null,0400000US54,West Virginia,54
88355,null,6139,null,43665,null,3421,null,7767,null,1196,null,7355,null,1376,null,6034,null,1409,null,3036,null,809,null,2003,null,808,null,3135,null,795,null,3174,null,1052,null,1810,null,609,null,3483,null,841,null,2887,null,813,null,1878,null,591,null,935,null,312,null,114,null,95,null,54,null,66,null,44690,null,3796,null,8274,null,1582,null,7937,null,1342,null,5707,null,1241,null,3818,null,1068,null,1617,null,512,null,3278,null,1008,null,2992,null,829,null,1841,null,585,null,3417,null,854,null,2925,null,733,null,1823,null,473,null,421,null,240,null,475,null,359,null,165,null,129,null,0400000US55,Wisconsin,55
13932,null,1876,null,7520,null,1522,null,1210,null,670,null,1250,null,530,null,908,null,426,null,819,null,439,null,165,null,128,null,438,null,276,null,143,null,187,null,269,null,295,null,725,null,374,null,838,null,662,null,677,null,431,null,22,null,34,null,56,null,78,null,0,null,265,null,6412,null,1356,null,531,null,372,null,529,null,337,null,1126,null,511,null,494,null,295,null,271,null,282,null,542,null,281,null,398,null,377,null,321,null,227,null,819,null,598,null,573,null,407,null,483,null,326,null,193,null,206,null,112,null,135,null,20,null,26,null,0400000US56,Wyoming,56
437740,null,14852,null,218978,null,9023,null,15043,null,1681,null,15989,null,1820,null,18301,null,2255,null,11081,null,1640,null,7393,null,1311,null,18020,null,1902,null,17545,null,2142,null,16848,null,2624,null,33697,null,2737,null,25869,null,2240,null,19525,null,1953,null,12869,null,1364,null,4704,null,871,null,2094,null,654,null,218762,null,9112,null,14142,null,1810,null,15592,null,2263,null,19547,null,2268,null,11726,null,1459,null,8443,null,1444,null,15341,null,1561,null,15646,null,2072,null,16583,null,1905,null,29610,null,2620,null,28054,null,2597,null,20595,null,1941,null,14320,null,1358,null,6816,null,1114,null,2347,null,590,null,0400000US72,Puerto Rico,72
