B01001I_001E,B01001I_001EA,B01001I_001M,B01001I_001MA,B01001I_002E,B01001I_002EA,B01001I_002M,B01001I_002MA,B01001I_003E,B01001I_003EA,B01001I_003M,B01001I_003MA,B01001I_004E,B01001I_004EA,B01001I_004M,B01001I_004MA,B01001I_005E,B01001I_005EA,B01001I_005M,B01001I_005MA,B01001I_006E,B01001I_006EA,B01001I_006M,B01001I_006MA,B01001I_007E,B01001I_007EA,B01001I_007M,B01001I_007MA,B01001I_008E,B01001I_008EA,B01001I_008M,B01001I_008MA,B01001I_009E,B01001I_009EA,B01001I_009M,B01001I_009MA,B01001I_010E,B01001I_010EA,B01001I_010M,B01001I_010MA,B01001I_011E,B01001I_011EA,B01001I_011M,B01001I_011MA,B01001I_012E,B01001I_012EA,B01001I_012M,B01001I_012MA,B01001I_013E,B01001I_013EA,B01001I_013M,B01001I_013MA,B01001I_014E,B01001I_014EA,B01001I_014M,B01001I_014MA,B01001I_015E,B01001I_015EA,B01001I_015M,B01001I_015MA,B01001I_016E,B01001I_016EA,B01001I_016M,B01001I_016MA,B01001I_017E,B01001I_017EA,B01001I_017M,B01001I_017MA,B01001I_018E,B01001I_018EA,B01001I_018M,B01001I_018MA,B01001I_019E,B01001I_019EA,B01001I_019M,B01001I_019MA,B01001I_020E,B01001I_020EA,B01001I_020M,B01001I_020MA,B01001I_021E,B01001I_021EA,B01001I_021M,B01001I_021MA,B01001I_022E,B01001I_022EA,B01001I_022M,B01001I_022MA,B01001I_023E,B01001I_023EA,B01001I_023M,B01001I_023MA,B01001I_024E,B01001I_024EA,B01001I_024M,B01001I_024MA,B01001I_025E,B01001I_025EA,B01001I_025M,B01001I_025MA,B01001I_026E,B01001I_026EA,B01001I_026M,B01001I_026MA,B01001I_027E,B01001I_027EA,B01001I_027M,B01001I_027MA,B01001I_028E,B01001I_028EA,B01001I_028M,B01001I_028MA,B01001I_029E,B01001I_029EA,B01001I_029M,B01001I_029MA,B01001I_030E,B01001I_030EA,B01001I_030M,B01001I_030MA,B01001I_031E,B01001I_031EA,B01001I_031M,B01001I_031MA,GEO_ID,NAME,state
815966,null,2805,null,452784,null,4129,null,61023,null,2309,null,46848,null,2805,null,40037,null,3381,null,17446,null,1359,null,13490,null,1976,null,39385,null,2131,null,46544,null,2393,null,50301,null,2370,null,77542,null,2389,null,38213,null,1790,null,15177,null,1565,null,5111,null,1193,null,1452,null,608,null,215,null,169,null,363182,null,3914,null,59450,null,2129,null,46244,null,3140,null,33028,null,2641,null,17576,null,1562,null,12020,null,1937,null,24795,null,2140,null,30741,null,2151,null,31154,null,1262,null,52678,null,2465,null,29993,null,2084,null,13513,null,1374,null,7063,null,1248,null,3445,null,1324,null,1482,null,797,null,0400000US13,Georgia,13
115966,null,0,*****,60637,null,652,null,8208,null,522,null,5681,null,848,null,5433,null,852,null,2564,null,308,null,2138,null,358,null,5893,null,550,null,6738,null,422,null,4768,null,481,null,7911,null,726,null,5900,null,832,null,2742,null,328,null,1804,null,413,null,613,null,351,null,244,null,234,null,55329,null,652,null,7746,null,522,null,5433,null,902,null,5765,null,921,null,2679,null,398,null,2052,null,541,null,4551,null,579,null,3593,null,399,null,4613,null,470,null,6894,null,461,null,5663,null,433,null,3588,null,399,null,1365,null,514,null,1033,null,397,null,354,null,336,null,0400000US15,Hawaii,15
165284,null,0,*****,87714,null,1695,null,11416,null,1028,null,10266,null,1692,null,9510,null,1701,null,5287,null,1019,null,3375,null,850,null,7041,null,910,null,7532,null,974,null,6284,null,828,null,12787,null,1039,null,7505,null,1281,null,4525,null,820,null,1683,null,464,null,367,null,248,null,136,null,163,null,77570,null,1694,null,9937,null,1073,null,9214,null,1357,null,8776,null,1162,null,4651,null,1027,null,4271,null,1392,null,5692,null,1066,null,6098,null,947,null,5145,null,647,null,10421,null,1089,null,6273,null,1169,null,4879,null,949,null,1471,null,619,null,565,null,395,null,177,null,234,null,0400000US16,Idaho,16
1969773,null,1523,null,1037092,null,1958,null,114551,null,1376,null,99649,null,3627,null,95841,null,4041,null,50951,null,942,null,34036,null,1014,null,82265,null,1582,null,93672,null,1232,null,98464,null,1659,null,163535,null,1989,null,106077,null,1824,null,58632,null,1006,null,24819,null,1021,null,11911,null,1091,null,2689,null,779,null,932681,null,1977,null,110244,null,1105,null,98148,null,3626,null,87873,null,3660,null,46368,null,731,null,32214,null,1165,null,73586,null,1255,null,78755,null,1106,null,79088,null,1060,null,131260,null,1581,null,92878,null,1246,null,55499,null,887,null,28602,null,896,null,14335,null,1150,null,3831,null,826,null,0400000US17,Illinois,17
348806,null,1594,null,186566,null,2314,null,24077,null,889,null,20696,null,1797,null,15522,null,1837,null,8292,null,870,null,4975,null,877,null,16065,null,1768,null,19752,null,1893,null,19579,null,1971,null,28223,null,1639,null,15034,null,1379,null,9101,null,983,null,2899,null,538,null,1463,null,506,null,888,null,400,null,162240,null,2236,null,23375,null,1129,null,19110,null,1752,null,16272,null,1762,null,8029,null,795,null,5324,null,914,null,12682,null,1153,null,14157,null,1282,null,13862,null,1130,null,20958,null,1208,null,12744,null,1115,null,8896,null,972,null,3697,null,583,null,2135,null,639,null,999,null,602,null,0400000US18,Indiana,18
130683,null,1482,null,70836,null,2177,null,8377,null,1054,null,9068,null,1165,null,7757,null,1141,null,2881,null,759,null,3573,null,979,null,5310,null,1025,null,4953,null,756,null,9082,null,1350,null,9627,null,1382,null,5164,null,1132,null,3126,null,817,null,869,null,327,null,888,null,516,null,161,null,156,null,59847,null,1892,null,8490,null,903,null,7396,null,1196,null,5125,null,954,null,3519,null,858,null,1522,null,541,null,4223,null,760,null,6074,null,1100,null,6764,null,1466,null,7696,null,1293,null,4397,null,941,null,2017,null,554,null,1338,null,617,null,961,null,518,null,325,null,361,null,0400000US19,Iowa,19
262097,null,847,null,139664,null,1989,null,17510,null,1009,null,15953,null,1419,null,12667,null,1622,null,6079,null,801,null,4959,null,798,null,10983,null,1136,null,13807,null,1190,null,12655,null,1240,null,19502,null,1691,null,14475,null,1401,null,5931,null,876,null,3252,null,789,null,1542,null,464,null,349,null,324,null,122433,null,1946,null,16826,null,1042,null,14366,null,1428,null,11782,null,1520,null,6541,null,818,null,4346,null,880,null,9276,null,1078,null,10530,null,954,null,9360,null,937,null,17582,null,1235,null,9567,null,1046,null,6886,null,1039,null,3120,null,837,null,1854,null,577,null,397,null,389,null,0400000US20,Kansas,20
113033,null,2728,null,61385,null,2586,null,9697,null,1388,null,7084,null,1200,null,4676,null,987,null,1702,null,506,null,2004,null,750,null,6900,null,1182,null,5842,null,952,null,6015,null,1117,null,9320,null,1362,null,4780,null,884,null,2040,null,511,null,697,null,359,null,505,null,329,null,123,null,132,null,51648,null,2337,null,9912,null,1374,null,6417,null,1040,null,4924,null,916,null,2224,null,728,null,1580,null,667,null,4555,null,983,null,3391,null,865,null,5154,null,891,null,5962,null,1131,null,3715,null,1013,null,2250,null,675,null,826,null,418,null,546,null,303,null,192,null,163,null,0400000US21,Kentucky,21
161892,null,1757,null,87632,null,2291,null,9037,null,1221,null,6434,null,836,null,7700,null,1549,null,3444,null,692,null,1858,null,722,null,8543,null,1200,null,8227,null,956,null,7130,null,980,null,15370,null,1575,null,8984,null,1182,null,5675,null,747,null,3096,null,570,null,1834,null,580,null,300,null,294,null,74260,null,2003,null,7594,null,1022,null,7173,null,1378,null,5207,null,953,null,2793,null,678,null,2534,null,1019,null,5939,null,1067,null,5315,null,975,null,5303,null,1019,null,11057,null,1120,null,7949,null,994,null,6315,null,1102,null,3827,null,812,null,2173,null,571,null,1081,null,606,null,0400000US22,Louisiana,22
17463,null,336,null,8535,null,767,null,1231,null,510,null,638,null,303,null,463,null,294,null,553,null,357,null,520,null,273,null,902,null,337,null,253,null,163,null,763,null,402,null,989,null,526,null,860,null,333,null,824,null,375,null,397,null,306,null,115,null,108,null,27,null,48,null,8928,null,805,null,789,null,296,null,1379,null,504,null,464,null,237,null,638,null,519,null,505,null,290,null,1100,null,607,null,737,null,354,null,560,null,424,null,821,null,418,null,1010,null,370,null,683,null,309,null,98,null,85,null,69,null,107,null,75,null,98,null,0400000US23,Maine,23
412453,null,1430,null,219771,null,2327,null,27943,null,1322,null,21090,null,2004,null,15239,null,1875,null,9199,null,928,null,7222,null,956,null,17830,null,1033,null,22486,null,916,null,22828,null,999,null,36286,null,1548,null,22670,null,1386,null,11328,null,833,null,3679,null,569,null,1592,null,314,null,379,null,223,null,192682,null,2411,null,26412,null,1165,null,16725,null,1294,null,15190,null,1819,null,8937,null,904,null,5556,null,676,null,14073,null,954,null,16315,null,733,null,16427,null,782,null,28728,null,976,null,22060,null,942,null,11505,null,825,null,5963,null,562,null,3660,null,637,null,1131,null,564,null,0400000US24,Maryland,24
582234,null,699,null,293879,null,1219,null,30749,null,506,null,28254,null,1817,null,24367,null,1881,null,16141,null,599,null,12090,null,572,null,26945,null,578,null,28126,null,673,null,26082,null,1066,null,43867,null,1434,null,31383,null,1365,null,15673,null,572,null,6941,null,581,null,2732,null,521,null,529,null,360,null,288355,null,1038,null,29438,null,504,null,26346,null,1801,null,24394,null,1833,null,14703,null,616,null,10774,null,913,null,25283,null,1093,null,23873,null,595,null,23825,null,1002,null,43068,null,1075,null,33002,null,1084,null,18206,null,682,null,8694,null,620,null,5309,null,693,null,1440,null,543,null,0400000US25,Massachusetts,25
422831,null,1184,null,219989,null,2637,null,23506,null,1576,null,23054,null,1480,null,21129,null,1512,null,11506,null,901,null,8829,null,1091,null,18721,null,1224,null,18450,null,1206,null,19384,null,1484,null,32337,null,1496,null,20934,null,1404,null,12804,null,968,null,6235,null,950,null,2141,null,637,null,959,null,423,null,202842,null,2708,null,24981,null,1351,null,21257,null,1657,null,19879,null,1768,null,10636,null,906,null,7497,null,1078,null,17914,null,1327,null,14396,null,1090,null,16381,null,1120,null,27560,null,1295,null,19476,null,990,null,12264,null,853,null,5809,null,686,null,3450,null,618,null,1342,null,466,null,0400000US26,Michigan,26
223923,null,909,null,120094,null,1581,null,16987,null,972,null,13567,null,1298,null,10257,null,1000,null,6721,null,800,null,4663,null,962,null,9356,null,911,null,11973,null,705,null,10709,null,811,null,17820,null,1138,null,10356,null,826,null,5022,null,973,null,2209,null,710,null,281,null,212,null,173,null,191,null,103829,null,1508,null,15638,null,842,null,13329,null,1257,null,9654,null,1169,null,5304,null,586,null,3242,null,682,null,7627,null,980,null,9792,null,873,null,9025,null,889,null,15079,null,1097,null,7074,null,826,null,5455,null,893,null,1131,null,487,null,1210,null,459,null,269,null,200,null,0400000US27,Minnesota,27
67185,null,3110,null,39088,null,3325,null,5252,null,931,null,3838,null,1183,null,3064,null,816,null,1075,null,629,null,1335,null,538,null,3727,null,985,null,5496,null,1547,null,4252,null,1195,null,5317,null,1325,null,3113,null,1154,null,1994,null,713,null,625,null,443,null,0,null,291,null,0,null,291,null,28097,null,2780,null,3690,null,1098,null,2896,null,839,null,2091,null,860,null,1427,null,770,null,1215,null,562,null,2017,null,948,null,2949,null,1000,null,3252,null,1013,null,3635,null,877,null,2107,null,711,null,1022,null,446,null,1243,null,582,null,478,null,373,null,75,null,133,null,0400000US28,Mississippi,28
201997,null,1312,null,107485,null,2302,null,14507,null,1285,null,9851,null,1149,null,10928,null,1299,null,4983,null,832,null,3192,null,901,null,10992,null,1435,null,9319,null,915,null,10058,null,1071,null,14750,null,1140,null,8909,null,891,null,5567,null,773,null,3022,null,758,null,1095,null,496,null,312,null,268,null,94512,null,2228,null,14221,null,1361,null,10820,null,1381,null,8527,null,1388,null,4703,null,829,null,3824,null,880,null,7774,null,1301,null,7218,null,934,null,7390,null,890,null,12209,null,1128,null,8666,null,1092,null,3575,null,527,null,3679,null,841,null,1139,null,613,null,767,null,368,null,0400000US29,Missouri,29
27864,null,665,null,14330,null,1437,null,2438,null,992,null,1282,null,716,null,1583,null,586,null,907,null,456,null,1007,null,550,null,1315,null,634,null,1090,null,444,null,707,null,554,null,1101,null,716,null,1502,null,511,null,945,null,312,null,170,null,181,null,218,null,166,null,65,null,108,null,13534,null,1315,null,976,null,666,null,1626,null,805,null,918,null,367,null,506,null,308,null,909,null,403,null,1149,null,661,null,1045,null,593,null,955,null,600,null,2592,null,792,null,1303,null,519,null,649,null,283,null,329,null,211,null,418,null,203,null,159,null,254,null,0400000US30,Montana,30
149822,null,298,null,80885,null,1654,null,12428,null,1327,null,10626,null,996,null,6051,null,1134,null,3074,null,606,null,3026,null,785,null,5816,null,1048,null,7649,null,1019,null,7632,null,1061,null,12575,null,1215,null,6566,null,922,null,2515,null,850,null,2239,null,909,null,588,null,370,null,100,null,186,null,68937,null,1630,null,11301,null,1024,null,7458,null,1015,null,6154,null,994,null,4701,null,713,null,1941,null,624,null,6891,null,1195,null,5862,null,702,null,5070,null,714,null,8143,null,1111,null,5945,null,868,null,2828,null,707,null,1520,null,599,null,883,null,499,null,240,null,252,null,0400000US31,Nebraska,31
700293,null,0,*****,372764,null,1367,null,43095,null,1125,null,38061,null,2750,null,36574,null,2688,null,20329,null,1218,null,11219,null,442,null,28050,null,930,null,33753,null,681,null,33940,null,745,null,59607,null,1203,null,36505,null,1140,null,17784,null,539,null,7882,null,489,null,5242,null,700,null,723,null,371,null,327529,null,1368,null,40214,null,816,null,34508,null,2539,null,34352,null,2688,null,17996,null,928,null,12497,null,1341,null,24282,null,773,null,26572,null,635,null,26245,null,428,null,47361,null,734,null,30783,null,971,null,17321,null,590,null,8662,null,582,null,4680,null,775,null,2056,null,734,null,0400000US32,Nevada,32
36601,null,485,null,20107,null,718,null,1966,null,413,null,1741,null,564,null,2392,null,627,null,1502,null,349,null,927,null,531,null,2234,null,621,null,921,null,538,null,1258,null,634,null,4113,null,775,null,1648,null,559,null,1096,null,304,null,254,null,214,null,55,null,97,null,0,null,255,null,16494,null,712,null,1694,null,248,null,1972,null,562,null,1334,null,601,null,661,null,283,null,1053,null,418,null,1402,null,547,null,895,null,376,null,1065,null,531,null,2983,null,763,null,1465,null,572,null,1024,null,473,null,453,null,315,null,416,null,303,null,77,null,118,null,0400000US33,New Hampshire,33
1452817,null,0,*****,743866,null,1668,null,75040,null,859,null,60356,null,3355,null,57905,null,3264,null,33246,null,1033,null,22096,null,1038,null,57806,null,1121,null,66838,null,837,null,68426,null,671,null,120582,null,980,null,90975,null,1368,null,50925,null,953,null,26183,null,1038,null,10617,null,1020,null,2871,null,831,null,708951,null,1668,null,71359,null,488,null,60316,null,2938,null,53384,null,3015,null,30482,null,988,null,21588,null,988,null,49385,null,1212,null,55755,null,677,null,55744,null,806,null,108888,null,745,null,90187,null,747,null,57036,null,707,null,30926,null,888,null,18422,null,1299,null,5479,null,1133,null,0400000US34,New Jersey,34
915738,null,0,*****,459004,null,1692,null,43479,null,1214,null,40022,null,2269,null,36240,null,2679,null,23557,null,1278,null,17698,null,1421,null,36399,null,1572,null,38138,null,1429,null,35675,null,1457,null,59293,null,1560,null,53759,null,1322,null,38729,null,707,null,20735,null,974,null,11482,null,1339,null,3798,null,898,null,456734,null,1693,null,41946,null,1193,null,39344,null,3079,null,36453,null,3028,null,21157,null,795,null,14755,null,1105,null,35639,null,1301,null,35841,null,1147,null,31912,null,1192,null,57430,null,1377,null,57043,null,1138,null,39433,null,563,null,24297,null,866,null,15807,null,1203,null,5677,null,957,null,0400000US35,New Mexico,35
3274177,null,901,null,1629684,null,2023,null,154823,null,1193,null,125082,null,4210,null,131867,null,4260,null,78581,null,1536,null,56184,null,1234,null,134638,null,1550,null,147412,null,1518,null,141585,null,1420,null,246951,null,1317,null,195794,null,1445,null,118417,null,723,null,63266,null,886,null,27083,null,1503,null,8001,null,1541,null,1644493,null,2132,null,148618,null,969,null,125308,null,3666,null,121659,null,3961,null,75060,null,759,null,52980,null,1082,null,125101,null,1423,null,128448,null,1090,null,125825,null,1141,null,238507,null,1385,null,210100,null,1247,null,143925,null,888,null,83788,null,966,null,47400,null,2061,null,17774,null,1907,null,0400000US36,New York,36
715703,null,1211,null,388711,null,4226,null,54468,null,2212,null,41605,null,3199,null,34781,null,2721,null,15047,null,1634,null,12508,null,1800,null,35573,null,2460,null,37388,null,2315,null,46126,null,2615,null,63858,null,2635,null,28758,null,1969,null,10958,null,1615,null,5435,null,986,null,1657,null,500,null,549,null,427,null,326992,null,4227,null,58361,null,2603,null,40963,null,2548,null,30395,null,2278,null,16092,null,1793,null,9421,null,1467,null,24033,null,1914,null,26667,null,1681,null,30295,null,2271,null,49080,null,2567,null,22364,null,2061,null,11025,null,1364,null,5471,null,1105,null,2420,null,882,null,405,null,326,null,0400000US37,North Carolina,37
12636,null,582,null,6329,null,750,null,496,null,243,null,1137,null,508,null,203,null,120,null,135,null,185,null,176,null,171,null,665,null,297,null,436,null,289,null,964,null,448,null,856,null,451,null,884,null,539,null,150,null,122,null,89,null,164,null,138,null,164,null,0,null,208,null,6307,null,797,null,455,null,272,null,737,null,400,null,227,null,173,null,0,null,208,null,367,null,266,null,576,null,328,null,561,null,356,null,949,null,622,null,1044,null,537,null,655,null,380,null,219,null,178,null,182,null,133,null,66,null,128,null,269,null,296,null,0400000US38,North Dakota,38
322975,null,1840,null,169196,null,2484,null,21793,null,1173,null,18166,null,1657,null,15461,null,1448,null,8791,null,894,null,6375,null,1136,null,14358,null,1539,null,13917,null,1106,null,14479,null,1222,null,25726,null,1732,null,14054,null,1306,null,8735,null,921,null,4378,null,679,null,2647,null,624,null,316,null,222,null,153779,null,2424,null,19755,null,1288,null,15996,null,1564,null,14509,null,1774,null,8346,null,1235,null,6309,null,1032,null,11545,null,1201,null,11619,null,1154,null,13441,null,1164,null,20645,null,1412,null,14892,null,1102,null,8587,null,815,null,4816,null,617,null,2320,null,642,null,999,null,473,null,0400000US39,Ohio,39
300936,null,945,null,159203,null,2397,null,21734,null,1276,null,16492,null,1384,null,15253,null,1460,null,9317,null,1287,null,4462,null,654,null,13557,null,1321,null,15889,null,1241,null,15797,null,1354,null,21103,null,1525,null,14143,null,1136,null,7036,null,847,null,3394,null,810,null,839,null,247,null,187,null,126,null,141733,null,2330,null,22229,null,1277,null,15840,null,1457,null,14080,null,1401,null,6830,null,748,null,5794,null,1061,null,11951,null,1399,null,11480,null,926,null,11525,null,1064,null,18438,null,1256,null,11431,null,1100,null,6489,null,775,null,4113,null,829,null,1215,null,330,null,318,null,294,null,0400000US40,Oklahoma,40
428466,null,0,*****,229919,null,2353,null,29392,null,1372,null,24796,null,2064,null,23092,null,2018,null,11574,null,975,null,7724,null,1002,null,18345,null,1340,null,21059,null,1279,null,23447,null,1380,null,36131,null,2219,null,18730,null,1441,null,9432,null,903,null,4614,null,657,null,1260,null,456,null,323,null,262,null,198547,null,2353,null,27810,null,1365,null,24328,null,2170,null,21751,null,2013,null,10224,null,928,null,5838,null,1052,null,16321,null,1572,null,17061,null,1213,null,18243,null,1489,null,25801,null,1528,null,15866,null,1307,null,9080,null,1058,null,4274,null,1162,null,1229,null,470,null,721,null,402,null,0400000US41,Oregon,41
646047,null,862,null,333322,null,2070,null,42364,null,1229,null,32640,null,2416,null,31916,null,2576,null,18485,null,1003,null,13837,null,1262,null,29174,null,1576,null,29730,null,1380,null,27523,null,1703,null,46671,null,1927,null,31980,null,1652,null,16734,null,1079,null,8030,null,835,null,3235,null,795,null,1003,null,425,null,312725,null,1891,null,39791,null,1188,null,33526,null,2182,null,27390,null,2247,null,14932,null,960,null,12646,null,1230,null,24772,null,1448,null,24186,null,1139,null,24102,null,1223,null,44633,null,1367,null,32406,null,1383,null,19424,null,1059,null,8552,null,897,null,4871,null,855,null,1494,null,717,null,0400000US42,Pennsylvania,42
