C21007_001E,C21007_001EA,C21007_001M,C21007_001MA,C21007_002E,C21007_002EA,C21007_002M,C21007_002MA,C21007_003E,C21007_003EA,C21007_003M,C21007_003MA,C21007_004E,C21007_004EA,C21007_004M,C21007_004MA,C21007_005E,C21007_005EA,C21007_005M,C21007_005MA,C21007_006E,C21007_006EA,C21007_006M,C21007_006MA,C21007_007E,C21007_007EA,C21007_007M,C21007_007MA,C21007_008E,C21007_008EA,C21007_008M,C21007_008MA,C21007_009E,C21007_009EA,C21007_009M,C21007_009MA,C21007_010E,C21007_010EA,C21007_010M,C21007_010MA,C21007_011E,C21007_011EA,C21007_011M,C21007_011MA,C21007_012E,C21007_012EA,C21007_012M,C21007_012MA,C21007_013E,C21007_013EA,C21007_013M,C21007_013MA,C21007_014E,C21007_014EA,C21007_014M,C21007_014MA,C21007_015E,C21007_015EA,C21007_015M,C21007_015MA,C21007_016E,C21007_016EA,C21007_016M,C21007_016MA,C21007_017E,C21007_017EA,C21007_017M,C21007_017MA,C21007_018E,C21007_018EA,C21007_018M,C21007_018MA,C21007_019E,C21007_019EA,C21007_019M,C21007_019MA,C21007_020E,C21007_020EA,C21007_020M,C21007_020MA,C21007_021E,C21007_021EA,C21007_021M,C21007_021MA,C21007_022E,C21007_022EA,C21007_022M,C21007_022MA,C21007_023E,C21007_023EA,C21007_023M,C21007_023MA,C21007_024E,C21007_024EA,C21007_024M,C21007_024MA,C21007_025E,C21007_025EA,C21007_025M,C21007_025MA,C21007_026E,C21007_026EA,C21007_026M,C21007_026MA,C21007_027E,C21007_027EA,C21007_027M,C21007_027MA,C21007_028E,C21007_028EA,C21007_028M,C21007_028MA,C21007_029E,C21007_029EA,C21007_029M,C21007_029MA,C21007_030E,C21007_030EA,C21007_030M,C21007_030MA,C21007_031E,C21007_031EA,C21007_031M,C21007_031MA,GEO_ID,NAME,state
3456699,null,2963,null,2832614,null,3592,null,246492,null,6306,null,24391,null,3625,null,10176,null,2277,null,14215,null,2004,null,222101,null,6249,null,42453,null,3032,null,179648,null,5980,null,2586122,null,7300,null,434907,null,13973,null,117355,null,6368,null,317552,null,11429,null,2151215,null,13994,null,253083,null,7817,null,1898132,null,14539,null,624085,null,2739,null,145379,null,3411,null,7799,null,1242,null,3882,null,809,null,3917,null,897,null,137580,null,3435,null,59568,null,3073,null,78012,null,3137,null,478706,null,4380,null,62557,null,4148,null,39155,null,3077,null,23402,null,2668,null,416149,null,5228,null,173638,null,5924,null,242511,null,4803,null,0400000US01,Alabama,01
489026,null,2359,null,437933,null,2718,null,54465,null,3633,null,2809,null,1440,null,1278,null,997,null,1531,null,614,null,51656,null,3415,null,7026,null,1364,null,44630,null,3424,null,383468,null,4340,null,33897,null,2998,null,6036,null,1456,null,27861,null,2670,null,349571,null,4452,null,34390,null,3794,null,315181,null,5774,null,51093,null,1407,null,15155,null,1444,null,244,null,229,null,11,null,19,null,233,null,224,null,14911,null,1461,null,6981,null,1063,null,7930,null,1095,null,35938,null,1656,null,1411,null,494,null,943,null,379,null,468,null,325,null,34527,null,1648,null,15262,null,1553,null,19265,null,1751,null,0400000US02,Alaska,02
4755065,null,2381,null,3900989,null,3398,null,298429,null,9055,null,25958,null,2853,null,9416,null,2020,null,16542,null,2193,null,272471,null,9328,null,41323,null,3185,null,231148,null,8935,null,3602560,null,9775,null,573555,null,15670,null,91505,null,7371,null,482050,null,14046,null,3029005,null,17585,null,237072,null,8576,null,2791933,null,16794,null,854076,null,2282,null,228240,null,4688,null,9914,null,1741,null,4232,null,1084,null,5682,null,1233,null,218326,null,4744,null,85514,null,3767,null,132812,null,4436,null,625836,null,4114,null,61824,null,3829,null,30250,null,3131,null,31574,null,3135,null,564012,null,5160,null,192348,null,5745,null,371664,null,6845,null,0400000US04,Arizona,04
2100838,null,2272,null,1709013,null,3211,null,142406,null,6086,null,14353,null,2317,null,5667,null,1396,null,8686,null,1734,null,128053,null,5663,null,27138,null,2419,null,100915,null,5298,null,1566607,null,6637,null,276638,null,10579,null,74909,null,5837,null,201729,null,8551,null,1289969,null,11424,null,170003,null,7369,null,1119966,null,13433,null,391825,null,2339,null,96017,null,2782,null,6192,null,1118,null,3514,null,747,null,2678,null,823,null,89825,null,2874,null,42065,null,2267,null,47760,null,2273,null,295808,null,3644,null,40674,null,2912,null,25268,null,2104,null,15406,null,1658,null,255134,null,4478,null,104090,null,4493,null,151044,null,4797,null,0400000US05,Arkansas,05
26803623,null,6496,null,22779207,null,7604,null,1098234,null,15739,null,77892,null,4379,null,23620,null,2495,null,54272,null,3833,null,1020342,null,15666,null,137280,null,5757,null,883062,null,15242,null,21680973,null,17946,null,2849892,null,37226,null,415274,null,12540,null,2434618,null,32555,null,18831081,null,39355,null,1269706,null,18141,null,17561375,null,41423,null,4024416,null,5114,null,831338,null,9906,null,35063,null,2722,null,17052,null,1861,null,18011,null,1895,null,796275,null,10066,null,296784,null,6573,null,499491,null,9408,null,3193078,null,10205,null,317034,null,9374,null,161730,null,7149,null,155304,null,6615,null,2876044,null,11900,null,1038275,null,13451,null,1837769,null,13881,null,0400000US06,California,06
3680253,null,3370,null,3163611,null,3786,null,248855,null,7341,null,14689,null,1940,null,4298,null,1227,null,10391,null,1841,null,234166,null,7272,null,31978,null,2692,null,202188,null,6952,null,2914756,null,7920,null,364082,null,13801,null,48070,null,3756,null,316012,null,12749,null,2550674,null,13970,null,171862,null,7000,null,2378812,null,14031,null,516642,null,2502,null,139922,null,3652,null,5732,null,1161,null,2560,null,750,null,3172,null,689,null,134190,null,3729,null,49063,null,2645,null,85127,null,3746,null,376720,null,4135,null,38910,null,3294,null,17146,null,2196,null,21764,null,2439,null,337810,null,4382,null,111086,null,4159,null,226724,null,5230,null,0400000US08,Colorado,08
2603889,null,1543,null,2143898,null,2469,null,109132,null,4191,null,5388,null,1220,null,1060,null,486,null,4328,null,1168,null,103744,null,4313,null,13782,null,2123,null,89962,null,3851,null,2034766,null,4635,null,188573,null,10195,null,41271,null,3708,null,147302,null,8659,null,1846193,null,10774,null,126900,null,5889,null,1719293,null,10719,null,459991,null,1990,null,108023,null,3109,null,3418,null,860,null,1396,null,606,null,2022,null,565,null,104605,null,3061,null,31975,null,2590,null,72630,null,3269,null,351968,null,3345,null,26197,null,2335,null,14278,null,1608,null,11919,null,1892,null,325771,null,3701,null,98617,null,3778,null,227154,null,4856,null,0400000US09,Connecticut,09
653172,null,1083,null,531845,null,1554,null,44712,null,2947,null,1993,null,851,null,378,null,344,null,1615,null,747,null,42719,null,2946,null,6388,null,1013,null,36331,null,2959,null,487133,null,3363,null,49840,null,5250,null,11357,null,1919,null,38483,null,4748,null,437293,null,6564,null,40820,null,3668,null,396473,null,7944,null,121327,null,1136,null,31683,null,1548,null,1143,null,509,null,698,null,445,null,445,null,253,null,30540,null,1560,null,11235,null,1421,null,19305,null,1617,null,89644,null,2035,null,6733,null,1157,null,3445,null,784,null,3288,null,863,null,82911,null,2300,null,28447,null,2019,null,54464,null,2315,null,0400000US10,Delaware,10
455274,null,881,null,389510,null,1340,null,18618,null,2372,null,2375,null,793,null,1298,null,631,null,1077,null,552,null,16243,null,2508,null,2120,null,728,null,14123,null,2226,null,370892,null,2646,null,59386,null,5360,null,14754,null,2417,null,44632,null,4270,null,311506,null,5721,null,23069,null,2984,null,288437,null,6555,null,65764,null,1189,null,13243,null,1229,null,1083,null,429,null,780,null,383,null,303,null,217,null,12160,null,1302,null,4658,null,911,null,7502,null,1192,null,52521,null,1872,null,8523,null,1479,null,4871,null,1040,null,3652,null,991,null,43998,null,2331,null,13662,null,1348,null,30336,null,2195,null,0400000US11,District of Columbia,11
14075865,null,5305,null,10957460,null,10121,null,803511,null,13103,null,67442,null,5599,null,22784,null,2538,null,44658,null,4272,null,736069,null,12464,null,106362,null,4922,null,629707,null,12321,null,10153949,null,16193,null,1470529,null,24178,null,252685,null,10106,null,1217844,null,24138,null,8683420,null,29712,null,687589,null,14822,null,7995831,null,31282,null,3118405,null,8168,null,762069,null,7866,null,38742,null,3142,null,16285,null,2182,null,22457,null,2078,null,723327,null,8217,null,271440,null,7526,null,451887,null,8664,null,2356336,null,10246,null,278812,null,10301,null,126543,null,7880,null,152269,null,7227,null,2077524,null,13846,null,692253,null,13635,null,1385271,null,12540,null,0400000US12,Florida,12
