B10052_001E,B10052_001EA,B10052_001M,B10052_001MA,B10052_002E,B10052_002EA,B10052_002M,B10052_002MA,B10052_003E,B10052_003EA,B10052_003M,B10052_003MA,B10052_004E,B10052_004EA,B10052_004M,B10052_004MA,B10052_005E,B10052_005EA,B10052_005M,B10052_005MA,B10052_006E,B10052_006EA,B10052_006M,B10052_006MA,B10052_007E,B10052_007EA,B10052_007M,B10052_007MA,B10052_008E,B10052_008EA,B10052_008M,B10052_008MA,B10052_009E,B10052_009EA,B10052_009M,B10052_009MA,B10052_010E,B10052_010EA,B10052_010M,B10052_010MA,B10052_011E,B10052_011EA,B10052_011M,B10052_011MA,GEO_ID,NAME,state
116646,null,7303,null,40778,null,3671,null,21215,null,2430,null,12414,null,1896,null,8801,null,1281,null,19563,null,2755,null,75868,null,5600,null,43597,null,3682,null,32689,null,3617,null,10908,null,1693,null,32271,null,3574,null,0400000US01,Alabama,01
16008,null,2159,null,4903,null,1052,null,1855,null,669,null,942,null,493,null,913,null,360,null,3048,null,839,null,11105,null,1961,null,5652,null,1579,null,3794,null,995,null,1858,null,1272,null,5453,null,1237,null,0400000US02,Alaska,02
167975,null,7965,null,42163,null,3909,null,17078,null,2232,null,8544,null,1965,null,8534,null,1298,null,25085,null,2886,null,125812,null,6826,null,47647,null,4525,null,34835,null,4200,null,12812,null,1747,null,78165,null,6378,null,0400000US04,Arizona,04
64081,null,4462,null,21164,null,2585,null,11167,null,1829,null,5518,null,1114,null,5649,null,1310,null,9997,null,1863,null,42917,null,3366,null,26657,null,2811,null,19402,null,2654,null,7255,null,1289,null,16260,null,2325,null,0400000US05,Arkansas,05
1041722,null,18554,null,256432,null,8979,null,62402,null,4159,null,26613,null,2929,null,35789,null,3172,null,194030,null,7761,null,785290,null,16332,null,236022,null,10550,null,164803,null,9212,null,71219,null,5177,null,549268,null,13283,null,0400000US06,California,06
81209,null,4797,null,20995,null,2362,null,7711,null,1311,null,4738,null,1217,null,2973,null,697,null,13284,null,2050,null,60214,null,4230,null,25401,null,3047,null,18757,null,2604,null,6644,null,1417,null,34813,null,3433,null,0400000US08,Colorado,08
71536,null,5694,null,17807,null,2522,null,4943,null,1325,null,2384,null,870,null,2559,null,976,null,12864,null,2053,null,53729,null,4588,null,19031,null,2778,null,13526,null,2508,null,5505,null,1236,null,34698,null,3664,null,0400000US09,Connecticut,09
17677,null,2092,null,6063,null,1389,null,2585,null,779,null,1617,null,607,null,968,null,470,null,3478,null,1132,null,11614,null,1663,null,5453,null,1018,null,3811,null,941,null,1642,null,506,null,6161,null,1353,null,0400000US10,Delaware,10
12024,null,1990,null,4500,null,1278,null,1427,null,723,null,584,null,413,null,843,null,538,null,3073,null,982,null,7524,null,1605,null,2634,null,932,null,1849,null,710,null,785,null,501,null,4890,null,1354,null,0400000US11,District of Columbia,11
425341,null,11961,null,115801,null,6254,null,37364,null,3349,null,17310,null,2295,null,20054,null,2409,null,78437,null,5306,null,309540,null,10736,null,123377,null,6693,null,81831,null,6038,null,41546,null,3473,null,186163,null,9847,null,0400000US12,Florida,12
