B07404H_001E,B07404H_001EA,B07404H_001M,B07404H_001MA,B07404H_002E,B07404H_002EA,B07404H_002M,B07404H_002MA,B07404H_003E,B07404H_003EA,B07404H_003M,B07404H_003MA,B07404H_004E,B07404H_004EA,B07404H_004M,B07404H_004MA,B07404H_005E,B07404H_005EA,B07404H_005M,B07404H_005MA,GEO_ID,NAME,state
3148736,null,10954,null,2737968,null,18578,null,236209,null,12815,null,101921,null,8710,null,72638,null,6683,null,0400000US01,Alabama,01
463837,null,8416,null,354338,null,7558,null,51876,null,6073,null,9100,null,1823,null,48523,null,6179,null,0400000US02,Alaska,02
3680023,null,15410,null,3036383,null,20911,null,443398,null,18269,null,72345,null,7026,null,127897,null,9304,null,0400000US04,Arizona,04
2126811,null,7507,null,1786174,null,15108,null,214693,null,13901,null,79151,null,7046,null,46793,null,5031,null,0400000US05,Arkansas,05
15145383,null,18081,null,12847702,null,33589,null,1480970,null,26488,null,496748,null,15724,null,319963,null,12528,null,0400000US06,California,06
3459749,null,13210,null,2899478,null,16322,null,302748,null,11216,null,146585,null,9585,null,110938,null,6636,null,0400000US08,Colorado,08
2546842,null,7879,null,2304459,null,10445,null,138262,null,7858,null,41524,null,4967,null,62597,null,4729,null,0400000US09,Connecticut,09
587626,null,4588,null,522229,null,6063,null,43254,null,5209,null,3554,null,1104,null,18589,null,3133,null,0400000US10,Delaware,10
198495,null,4338,null,157787,null,3867,null,15297,null,2240,null,0,null,271,null,25411,null,2911,null,0400000US11,District of Columbia,11
10819547,null,21308,null,9260470,null,33459,null,927015,null,26137,null,335829,null,16969,null,296233,null,12919,null,0400000US12,Florida,12
5538572,null,13697,null,4770177,null,21611,null,380747,null,19096,null,243950,null,12330,null,143698,null,9303,null,0400000US13,Georgia,13
311852,null,6249,null,240148,null,6421,null,35876,null,4643,null,2324,null,1212,null,33504,null,4699,null,0400000US15,Hawaii,15
1283578,null,7650,null,1070089,null,9635,null,122345,null,8730,null,40581,null,5379,null,50563,null,5083,null,0400000US16,Idaho,16
8241229,null,14209,null,7274165,null,22384,null,579016,null,19501,null,212090,null,9841,null,175958,null,9518,null,0400000US17,Illinois,17
5245204,null,13157,null,4495782,null,20202,null,448896,null,17195,null,194219,null,10458,null,106307,null,7869,null,0400000US18,Indiana,18
2663404,null,7739,null,2280013,null,13055,null,235792,null,10337,null,92370,null,6070,null,55229,null,5183,null,0400000US19,Iowa,19
2211822,null,8516,null,1857763,null,12045,null,207456,null,8476,null,80809,null,6774,null,65794,null,5400,null,0400000US20,Kansas,20
3690125,null,10977,null,3172797,null,20594,null,318278,null,16087,null,123291,null,9483,null,75759,null,6453,null,0400000US21,Kentucky,21
2720619,null,9388,null,2360764,null,18278,null,207177,null,12962,null,95050,null,7634,null,57628,null,5808,null,0400000US22,Louisiana,22
1231908,null,5871,null,1080020,null,7623,null,87301,null,6227,null,37387,null,4065,null,27200,null,3197,null,0400000US23,Maine,23
