C17001I_001E,C17001I_001EA,C17001I_001M,C17001I_001MA,C17001I_002E,C17001I_002EA,C17001I_002M,C17001I_002MA,C17001I_003E,C17001I_003EA,C17001I_003M,C17001I_003MA,C17001I_004E,C17001I_004EA,C17001I_004M,C17001I_004MA,C17001I_005E,C17001I_005EA,C17001I_005M,C17001I_005MA,C17001I_006E,C17001I_006EA,C17001I_006M,C17001I_006MA,C17001I_007E,C17001I_007EA,C17001I_007M,C17001I_007MA,C17001I_008E,C17001I_008EA,C17001I_008M,C17001I_008MA,C17001I_009E,C17001I_009EA,C17001I_009M,C17001I_009MA,C17001I_010E,C17001I_010EA,C17001I_010M,C17001I_010MA,C17001I_011E,C17001I_011EA,C17001I_011M,C17001I_011MA,C17001I_012E,C17001I_012EA,C17001I_012M,C17001I_012MA,C17001I_013E,C17001I_013EA,C17001I_013M,C17001I_013MA,C17001I_014E,C17001I_014EA,C17001I_014M,C17001I_014MA,C17001I_015E,C17001I_015EA,C17001I_015M,C17001I_015MA,C17001I_016E,C17001I_016EA,C17001I_016M,C17001I_016MA,C17001I_017E,C17001I_017EA,C17001I_017M,C17001I_017MA,C17001I_018E,C17001I_018EA,C17001I_018M,C17001I_018MA,C17001I_019E,C17001I_019EA,C17001I_019M,C17001I_019MA,GEO_ID,NAME,state
156147,null,2277,null,28535,null,4148,null,14083,null,2372,null,5250,null,1233,null,8511,null,1655,null,322,null,213,null,14452,null,2653,null,4754,null,1394,null,8940,null,1718,null,758,null,433,null,127612,null,4361,null,69351,null,2739,null,20781,null,1702,null,43825,null,1922,null,4745,null,831,null,58261,null,3177,null,17633,null,1899,null,34632,null,2184,null,5996,null,885,null,0400000US22,Louisiana,22
16340,null,524,null,3909,null,1478,null,1858,null,752,null,1101,null,568,null,685,null,401,null,72,null,138,null,2051,null,811,null,840,null,367,null,1143,null,656,null,68,null,107,null,12431,null,1530,null,5964,null,1067,null,1758,null,613,null,3785,null,800,null,421,null,280,null,6467,null,1029,null,2213,null,729,null,4080,null,660,null,174,null,131,null,0400000US23,Maine,23
403875,null,2407,null,53134,null,7679,null,23739,null,3989,null,9862,null,2055,null,13326,null,2620,null,551,null,334,null,29395,null,4733,null,10114,null,2517,null,17919,null,2864,null,1362,null,522,null,350741,null,8306,null,190057,null,4184,null,61247,null,2826,null,123765,null,2516,null,5045,null,650,null,160684,null,5094,null,55639,null,2724,null,95653,null,3058,null,9392,null,924,null,0400000US24,Maryland,24
564073,null,2038,null,163142,null,8950,null,70336,null,4994,null,35398,null,3295,null,32896,null,2952,null,2042,null,593,null,92806,null,5568,null,36795,null,3174,null,51185,null,3528,null,4826,null,1018,null,400931,null,9116,null,211911,null,5544,null,62807,null,3294,null,141348,null,3459,null,7756,null,760,null,189020,null,5503,null,56935,null,3273,null,121973,null,3457,null,10112,null,1004,null,0400000US25,Massachusetts,25
411191,null,2042,null,118563,null,8182,null,54303,null,4514,null,25802,null,2562,null,27492,null,2957,null,1009,null,634,null,64260,null,5232,null,29126,null,3326,null,33882,null,2913,null,1252,null,429,null,292628,null,8789,null,157363,null,5509,null,51028,null,3391,null,98221,null,2909,null,8114,null,1020,null,135265,null,5005,null,46007,null,2911,null,80268,null,3045,null,8990,null,872,null,0400000US26,Michigan,26
219292,null,1244,null,57634,null,6026,null,27691,null,3579,null,14871,null,2276,null,12296,null,1771,null,524,null,436,null,29943,null,3286,null,14277,null,1933,null,15237,null,1856,null,429,null,238,null,161658,null,5773,null,89386,null,3622,null,31851,null,2366,null,55447,null,2479,null,2088,null,642,null,72272,null,3335,null,28979,null,2025,null,41319,null,2175,null,1974,null,631,null,0400000US27,Minnesota,27
65111,null,3096,null,18765,null,4029,null,10425,null,2721,null,5356,null,1575,null,5069,null,1527,null,0,null,291,null,8340,null,1861,null,2623,null,912,null,5302,null,1382,null,415,null,412,null,46346,null,3785,null,26849,null,3014,null,7765,null,1552,null,18459,null,2239,null,625,null,443,null,19497,null,2813,null,7432,null,1612,null,10684,null,1604,null,1381,null,629,null,0400000US28,Mississippi,28
196516,null,1673,null,54263,null,5836,null,28531,null,3496,null,14136,null,2041,null,13985,null,2175,null,410,null,281,null,25732,null,3161,null,12558,null,1999,null,12542,null,1620,null,632,null,419,null,142253,null,5817,null,75069,null,3856,null,25460,null,2293,null,45916,null,2294,null,3693,null,742,null,67184,null,3582,null,25427,null,2315,null,37004,null,1886,null,4753,null,822,null,0400000US29,Missouri,29
26416,null,920,null,9827,null,2127,null,4960,null,1167,null,3370,null,1085,null,1500,null,429,null,90,null,99,null,4867,null,1574,null,2014,null,923,null,2792,null,1002,null,61,null,110,null,16589,null,2135,null,8500,null,1423,null,2660,null,937,null,5516,null,1014,null,324,null,246,null,8089,null,1268,null,1597,null,561,null,5696,null,1023,null,796,null,345,null,0400000US30,Montana,30
145536,null,1226,null,33623,null,4584,null,15894,null,2465,null,8650,null,1573,null,7103,null,1407,null,141,null,182,null,17729,null,2768,null,8725,null,2017,null,8659,null,1468,null,345,null,250,null,111913,null,5037,null,62572,null,3068,null,22771,null,2041,null,37015,null,2086,null,2786,null,1016,null,49341,null,3016,null,19694,null,2069,null,27577,null,1612,null,2070,null,771,null,0400000US31,Nebraska,31
690660,null,2181,null,132892,null,11285,null,67069,null,6508,null,35317,null,4433,null,30531,null,3361,null,1221,null,829,null,65823,null,5971,null,29033,null,3946,null,34165,null,2837,null,2625,null,1002,null,557768,null,11786,null,298506,null,6914,null,98972,null,4809,null,186958,null,3454,null,12576,null,962,null,259262,null,6032,null,96241,null,4127,null,150544,null,2974,null,12477,null,1000,null,0400000US32,Nevada,32
34626,null,685,null,7303,null,1871,null,3451,null,1189,null,1873,null,752,null,1578,null,874,null,0,null,255,null,3852,null,1030,null,1476,null,560,null,2297,null,655,null,79,null,133,null,27323,null,2038,null,15348,null,1406,null,5195,null,893,null,9844,null,1019,null,309,null,231,null,11975,null,1220,null,3927,null,713,null,7181,null,822,null,867,null,409,null,0400000US33,New Hampshire,33
1429466,null,2126,null,261864,null,15868,null,117072,null,8595,null,54416,null,5394,null,56525,null,6004,null,6131,null,1235,null,144792,null,9878,null,56347,null,4757,null,76406,null,5641,null,12039,null,1763,null,1167602,null,15803,null,610608,null,8224,null,168673,null,5253,null,409278,null,6043,null,32657,null,1499,null,556994,null,9827,null,156108,null,4798,null,359695,null,5821,null,41191,null,1895,null,0400000US34,New Jersey,34
897081,null,2527,null,204265,null,13574,null,96119,null,7483,null,44947,null,4559,null,45375,null,4214,null,5797,null,1216,null,108146,null,7414,null,38785,null,4079,null,60264,null,4464,null,9097,null,1271,null,692816,null,13478,null,349383,null,7609,null,95667,null,4830,null,224058,null,4113,null,29658,null,1419,null,343433,null,7679,null,98680,null,4169,null,208967,null,4565,null,35786,null,1370,null,0400000US35,New Mexico,35
3200536,null,4575,null,807932,null,28264,null,357985,null,15362,null,161780,null,8423,null,176950,null,10325,null,19255,null,2239,null,449947,null,16089,null,151488,null,6921,null,257387,null,10662,null,41072,null,2915,null,2392604,null,28169,null,1222747,null,14735,null,316941,null,8073,null,830303,null,10342,null,75503,null,2581,null,1169857,null,17215,null,311426,null,7255,null,754282,null,11180,null,104149,null,3014,null,0400000US36,New York,36
694473,null,3518,null,244254,null,14297,null,122542,null,8615,null,58977,null,5084,null,62094,null,5147,null,1471,null,724,null,121712,null,7693,null,60525,null,5257,null,59831,null,3568,null,1356,null,622,null,450219,null,13967,null,251494,null,9229,null,82316,null,5248,null,163315,null,5603,null,5863,null,1198,null,198725,null,7381,null,80852,null,5161,null,110933,null,3869,null,6940,null,1092,null,0400000US37,North Carolina,37
12251,null,609,null,1564,null,598,null,1050,null,510,null,176,null,192,null,874,null,437,null,0,null,208,null,514,null,267,null,59,null,84,null,455,null,251,null,0,null,208,null,10687,null,629,null,4949,null,816,null,1757,null,499,null,2965,null,654,null,227,null,235,null,5738,null,737,null,1357,null,496,null,3864,null,538,null,517,null,344,null,0400000US38,North Dakota,38
313206,null,2268,null,94871,null,6026,null,46569,null,3762,null,23778,null,2546,null,21479,null,2237,null,1312,null,595,null,48302,null,3734,null,21797,null,2687,null,25223,null,2091,null,1282,null,556,null,218335,null,6817,null,116206,null,4030,null,39805,null,2717,null,70555,null,2672,null,5846,null,806,null,102129,null,4432,null,35578,null,2387,null,59849,null,2782,null,6702,null,959,null,0400000US39,Ohio,39
290389,null,1871,null,83697,null,6879,null,40046,null,3882,null,22829,null,2478,null,16623,null,2365,null,594,null,377,null,43651,null,3946,null,19315,null,2571,null,23346,null,2418,null,990,null,514,null,206692,null,7125,null,110995,null,4758,null,38577,null,2848,null,68632,null,2826,null,3786,null,788,null,95697,null,4092,null,38686,null,2650,null,52355,null,2494,null,4656,null,830,null,0400000US40,Oklahoma,40
419162,null,2166,null,102235,null,11075,null,47742,null,5698,null,24522,null,3533,null,22350,null,3647,null,870,null,436,null,54493,null,6455,null,25569,null,3592,null,27823,null,3947,null,1101,null,723,null,316927,null,11311,null,175372,null,6035,null,62645,null,3609,null,107496,null,3930,null,5231,null,684,null,141555,null,7009,null,57194,null,4048,null,79238,null,3900,null,5123,null,890,null,0400000US41,Oregon,41
619745,null,2951,null,181706,null,10686,null,85560,null,6722,null,42283,null,3829,null,40882,null,4840,null,2395,null,594,null,96146,null,5958,null,40481,null,3253,null,52239,null,3637,null,3426,null,848,null,438039,null,10693,null,229064,null,7189,null,79747,null,3949,null,140162,null,5059,null,9155,null,1165,null,208975,null,5829,null,72897,null,3308,null,125288,null,3698,null,10790,null,1110,null,0400000US42,Pennsylvania,42
122479,null,839,null,34875,null,5390,null,15888,null,3103,null,7689,null,1584,null,7514,null,2038,null,685,null,375,null,18987,null,3079,null,7717,null,1782,null,9615,null,1774,null,1655,null,545,null,87604,null,5468,null,45223,null,3170,null,14520,null,1629,null,28957,null,1981,null,1746,null,402,null,42381,null,3133,null,13803,null,1743,null,26770,null,1853,null,1808,null,637,null,0400000US44,Rhode Island,44
195976,null,1991,null,66468,null,6803,null,32712,null,3862,null,16453,null,2392,null,16152,null,2508,null,107,null,142,null,33756,null,3861,null,14933,null,2482,null,18390,null,2128,null,433,null,368,null,129508,null,6824,null,71360,null,3884,null,22342,null,2565,null,47059,null,2437,null,1959,null,742,null,58148,null,4366,null,23163,null,2915,null,32836,null,2349,null,2149,null,669,null,0400000US45,South Carolina,45
19229,null,1314,null,4251,null,1640,null,2565,null,1203,null,1293,null,868,null,1236,null,585,null,36,null,71,null,1686,null,752,null,833,null,478,null,793,null,432,null,60,null,98,null,14978,null,1629,null,7078,null,1108,null,2541,null,704,null,4288,null,721,null,249,null,268,null,7900,null,932,null,2673,null,571,null,4994,null,646,null,233,null,205,null,0400000US46,South Dakota,46
251681,null,2293,null,81560,null,8382,null,41472,null,4857,null,20906,null,2980,null,20230,null,3131,null,336,null,270,null,40088,null,4568,null,17773,null,2596,null,21515,null,2614,null,800,null,602,null,170121,null,8352,null,98970,null,4997,null,36455,null,3251,null,59394,null,3263,null,3121,null,1008,null,71151,null,4844,null,28505,null,2862,null,40627,null,3121,null,2019,null,641,null,0400000US47,Tennessee,47
8965675,null,9823,null,2364407,null,48360,null,1087219,null,27117,null,570659,null,17476,null,472060,null,14117,null,44500,null,3188,null,1277188,null,26443,null,559911,null,14942,null,645355,null,15208,null,71922,null,3518,null,6601268,null,50599,null,3471125,null,28422,null,1069689,null,17800,null,2231502,null,15411,null,169934,null,3745,null,3130143,null,27689,null,1008830,null,15574,null,1907018,null,15691,null,214295,null,4158,null,0400000US48,Texas,48
337201,null,1131,null,70016,null,7988,null,34967,null,4276,null,16388,null,2833,null,17651,null,2459,null,928,null,718,null,35049,null,4477,null,15571,null,2545,null,18003,null,2254,null,1475,null,723,null,267185,null,8022,null,141730,null,4531,null,55566,null,3052,null,82347,null,2584,null,3817,null,816,null,125455,null,4671,null,52109,null,2741,null,68555,null,2344,null,4791,null,904,null,0400000US49,Utah,49
8717,null,572,null,830,null,548,null,444,null,339,null,253,null,232,null,191,null,184,null,0,null,211,null,386,null,326,null,145,null,156,null,241,null,260,null,0,null,211,null,7887,null,741,null,4560,null,722,null,1362,null,404,null,2865,null,679,null,333,null,289,null,3327,null,652,null,1320,null,374,null,1691,null,420,null,316,null,234,null,0400000US50,Vermont,50
549612,null,4310,null,81180,null,10054,null,41489,null,6172,null,16951,null,3014,null,24225,null,4394,null,313,null,472,null,39691,null,5076,null,14343,null,3047,null,24231,null,3002,null,1117,null,537,null,468432,null,10352,null,247695,null,6621,null,82836,null,3951,null,158151,null,4340,null,6708,null,955,null,220737,null,6070,null,75201,null,3848,null,134142,null,3475,null,11394,null,1385,null,0400000US51,Virginia,51
672146,null,2008,null,166464,null,13575,null,77718,null,7369,null,43464,null,4980,null,32269,null,3503,null,1985,null,665,null,88746,null,7891,null,43305,null,4442,null,42716,null,4100,null,2725,null,1052,null,505682,null,14034,null,275156,null,7449,null,95055,null,5199,null,172610,null,3747,null,7491,null,1056,null,230526,null,8454,null,89013,null,4597,null,133532,null,4323,null,7981,null,1195,null,0400000US53,Washington,53
20311,null,1903,null,3455,null,1505,null,966,null,637,null,354,null,266,null,604,null,564,null,8,null,15,null,2489,null,1417,null,937,null,891,null,1282,null,757,null,270,null,292,null,16856,null,2022,null,9286,null,1617,null,3514,null,1173,null,5248,null,1338,null,524,null,424,null,7570,null,1347,null,3004,null,1121,null,3575,null,748,null,991,null,434,null,0400000US54,West Virginia,54
290251,null,1641,null,76832,null,6930,null,39165,null,4105,null,19489,null,2565,null,19080,null,2434,null,596,null,502,null,37667,null,3651,null,17542,null,2486,null,19517,null,1876,null,608,null,320,null,213419,null,6799,null,115702,null,4705,null,40036,null,2838,null,71932,null,2650,null,3734,null,732,null,97717,null,4278,null,37041,null,3064,null,55649,null,2097,null,5027,null,755,null,0400000US55,Wisconsin,55
43311,null,243,null,7977,null,2198,null,4257,null,1279,null,2098,null,752,null,2159,null,896,null,0,null,265,null,3720,null,1253,null,1514,null,710,null,2113,null,788,null,93,null,115,null,35334,null,2227,null,18836,null,1630,null,6584,null,1420,null,11081,null,1370,null,1171,null,552,null,16498,null,1537,null,4964,null,946,null,10582,null,1155,null,952,null,307,null,0400000US56,Wyoming,56
3874970,null,5291,null,1745562,null,24703,null,804557,null,14277,null,275054,null,6757,null,442809,null,10000,null,86694,null,3514,null,941005,null,14113,null,263225,null,5769,null,544562,null,10339,null,133218,null,4467,null,2129408,null,24665,null,1045765,null,15238,null,204839,null,7265,null,692761,null,10642,null,148165,null,3495,null,1083643,null,13837,null,195654,null,5882,null,709181,null,10317,null,178808,null,4268,null,0400000US72,Puerto Rico,72
