B99192_001E,B99192_001EA,B99192_002E,B99192_002EA,B99192_003E,B99192_003EA,B99192_004E,B99192_004EA,B99192_005E,B99192_005EA,B99192_006E,B99192_006EA,B99192_007E,B99192_007EA,B99192_008E,B99192_008EA,GEO_ID,NAME,state
1848051,null,1386294,null,47425,null,39475,null,32652,null,51585,null,83135,null,207485,null,0400000US01,Alabama,01
236597,null,187419,null,2606,null,8347,null,4938,null,6867,null,14094,null,12326,null,0400000US02,Alaska,02
2276865,null,1674674,null,48288,null,44332,null,39076,null,60843,null,96992,null,312660,null,0400000US04,Arizona,04
1124947,null,832885,null,22481,null,24469,null,21092,null,30738,null,55306,null,137976,null,0400000US05,Arkansas,05
12214891,null,8948604,null,273820,null,313608,null,272046,null,403187,null,692345,null,1311281,null,0400000US06,California,06
1910146,null,1525083,null,33805,null,42303,null,32321,null,40772,null,70387,null,165475,null,0400000US08,Colorado,08
1326329,null,965512,null,31744,null,36259,null,27107,null,35780,null,66885,null,163042,null,0400000US09,Connecticut,09
327252,null,243779,null,8210,null,9043,null,5890,null,10520,null,13341,null,36469,null,0400000US10,Delaware,10
249280,null,185702,null,4432,null,5522,null,3776,null,6182,null,12663,null,31003,null,0400000US11,District of Columbia,11
6987647,null,5039378,null,191557,null,138395,null,133442,null,198500,null,310427,null,975948,null,0400000US12,Florida,12
3469250,null,2480945,null,79717,null,77374,null,56723,null,91587,null,156689,null,526215,null,0400000US13,Georgia,13
446136,null,319929,null,9313,null,12313,null,9497,null,17376,null,30340,null,47368,null,0400000US15,Hawaii,15
558466,null,439067,null,11141,null,13258,null,9978,null,15482,null,21838,null,47702,null,0400000US16,Idaho,16
4757452,null,3510465,null,102950,null,115178,null,94082,null,128361,null,207210,null,599206,null,0400000US17,Illinois,17
2477548,null,1907677,null,56110,null,54985,null,42664,null,59188,null,98137,null,258787,null,0400000US18,Indiana,18
1226804,null,966920,null,22878,null,30707,null,18663,null,31028,null,48736,null,107872,null,0400000US19,Iowa,19
1104976,null,873843,null,20981,null,26797,null,17724,null,27324,null,46126,null,92181,null,0400000US20,Kansas,20
1694197,null,1311671,null,39821,null,33245,null,30464,null,40314,null,67825,null,170857,null,0400000US21,Kentucky,21
1688027,null,1192973,null,38097,null,35305,null,35421,null,52254,null,82978,null,250999,null,0400000US22,Louisiana,22
544855,null,429449,null,10204,null,14618,null,10427,null,15008,null,20347,null,44802,null,0400000US23,Maine,23
2095122,null,1588771,null,44640,null,59470,null,39579,null,60723,null,92125,null,209814,null,0400000US24,Maryland,24
2475492,null,1781283,null,63052,null,68359,null,49391,null,79865,null,117186,null,316356,null,0400000US25,Massachusetts,25
3819736,null,2867432,null,93549,null,89777,null,72942,null,91943,null,156785,null,447308,null,0400000US26,Michigan,26
2085767,null,1654284,null,42776,null,48540,null,36394,null,48575,null,82618,null,172580,null,0400000US27,Minnesota,27
1095026,null,769276,null,26433,null,21520,null,22749,null,35244,null,59445,null,160359,null,0400000US28,Mississippi,28
2339684,null,1769456,null,49725,null,54843,null,40123,null,59883,null,103046,null,262608,null,0400000US29,Missouri,29
375287,null,281287,null,7083,null,9531,null,7163,null,10639,null,16985,null,42599,null,0400000US30,Montana,30
711223,null,558115,null,13825,null,17885,null,12726,null,18466,null,28788,null,61418,null,0400000US31,Nebraska,31
965715,null,709260,null,18894,null,21495,null,17693,null,23212,null,49253,null,125908,null,0400000US32,Nevada,32
506342,null,384331,null,10047,null,13471,null,10375,null,14804,null,20119,null,53195,null,0400000US33,New Hampshire,33
3154926,null,2270679,null,80970,null,82129,null,64711,null,93267,null,149301,null,413869,null,0400000US34,New Jersey,34
742104,null,550069,null,15210,null,16895,null,13164,null,21298,null,35859,null,89609,null,0400000US35,New Mexico,35
7187555,null,5015194,null,177634,null,184323,null,154832,null,223601,null,376777,null,1055194,null,0400000US36,New York,36
3646095,null,2717180,null,80693,null,73922,null,64674,null,96562,null,170961,null,442103,null,0400000US37,North Carolina,37
279014,null,212648,null,5162,null,7559,null,4478,null,7374,null,11817,null,29976,null,0400000US38,North Dakota,38
4526404,null,3515662,null,106302,null,99652,null,75087,null,108409,null,175544,null,445748,null,0400000US39,Ohio,39
1430019,null,1092972,null,25610,null,31966,null,28479,null,34625,null,62792,null,153575,null,0400000US40,Oklahoma,40
1485919,null,1171372,null,30318,null,34340,null,27959,null,35852,null,60749,null,125329,null,0400000US41,Oregon,41
4916869,null,3663943,null,120617,null,121605,null,92964,null,128519,null,209143,null,580078,null,0400000US42,Pennsylvania,42
406343,null,286669,null,8963,null,9570,null,9241,null,13259,null,22936,null,55705,null,0400000US44,Rhode Island,44
1730232,null,1219790,null,39953,null,36064,null,31265,null,44846,null,91736,null,266578,null,0400000US45,South Carolina,45
316638,null,251645,null,6613,null,5773,null,5381,null,6942,null,13114,null,27170,null,0400000US46,South Dakota,46
2447066,null,1837134,null,58858,null,51292,null,43914,null,63132,null,108729,null,284007,null,0400000US47,Tennessee,47
8527938,null,6281764,null,171499,null,184786,null,159420,null,238487,null,386687,null,1105295,null,0400000US48,Texas,48
863122,null,673619,null,17825,null,24818,null,19813,null,26099,null,34707,null,66241,null,0400000US49,Utah,49
251736,null,191107,null,5230,null,7306,null,5500,null,8530,null,11312,null,22751,null,0400000US50,Vermont,50
2971489,null,2273601,null,59012,null,71472,null,50096,null,79126,null,124311,null,313871,null,0400000US51,Virginia,51
2559288,null,2051882,null,51119,null,58355,null,42101,null,58025,null,98860,null,198946,null,0400000US53,Washington,53
748517,null,554828,null,17504,null,19568,null,14018,null,19016,null,32983,null,90600,null,0400000US54,West Virginia,54
2272274,null,1742698,null,46677,null,53690,null,41003,null,56832,null,98604,null,232770,null,0400000US55,Wisconsin,55
213571,null,170251,null,3554,null,5130,null,4313,null,4589,null,7031,null,18703,null,0400000US56,Wyoming,56
1181112,null,911862,null,22329,null,16128,null,19870,null,39663,null,65358,null,105902,null,0400000US72,Puerto Rico,72
