B19001G_001E,B19001G_001EA,B19001G_001M,B19001G_001MA,B19001G_002E,B19001G_002EA,B19001G_002M,B19001G_002MA,B19001G_003E,B19001G_003EA,B19001G_003M,B19001G_003MA,B19001G_004E,B19001G_004EA,B19001G_004M,B19001G_004MA,B19001G_005E,B19001G_005EA,B19001G_005M,B19001G_005MA,B19001G_006E,B19001G_006EA,B19001G_006M,B19001G_006MA,B19001G_007E,B19001G_007EA,B19001G_007M,B19001G_007MA,B19001G_008E,B19001G_008EA,B19001G_008M,B19001G_008MA,B19001G_009E,B19001G_009EA,B19001G_009M,B19001G_009MA,B19001G_010E,B19001G_010EA,B19001G_010M,B19001G_010MA,B19001G_011E,B19001G_011EA,B19001G_011M,B19001G_011MA,B19001G_012E,B19001G_012EA,B19001G_012M,B19001G_012MA,B19001G_013E,B19001G_013EA,B19001G_013M,B19001G_013MA,B19001G_014E,B19001G_014EA,B19001G_014M,B19001G_014MA,B19001G_015E,B19001G_015EA,B19001G_015M,B19001G_015MA,B19001G_016E,B19001G_016EA,B19001G_016M,B19001G_016MA,B19001G_017E,B19001G_017EA,B19001G_017M,B19001G_017MA,GEO_ID,NAME,state
17707,null,1875,null,2911,null,856,null,1449,null,562,null,1169,null,450,null,1851,null,689,null,1187,null,511,null,811,null,396,null,1225,null,507,null,514,null,247,null,890,null,504,null,1038,null,448,null,1246,null,518,null,1587,null,492,null,638,null,322,null,523,null,312,null,311,null,177,null,357,null,255,null,0400000US01,Alabama,01
10910,null,1522,null,1271,null,552,null,281,null,220,null,767,null,465,null,717,null,420,null,391,null,257,null,671,null,389,null,717,null,405,null,441,null,380,null,529,null,297,null,769,null,451,null,1426,null,625,null,913,null,364,null,971,null,504,null,212,null,254,null,263,null,226,null,571,null,440,null,0400000US02,Alaska,02
33070,null,3060,null,4035,null,1082,null,1756,null,693,null,1412,null,461,null,2017,null,659,null,1780,null,642,null,2077,null,914,null,1736,null,663,null,1288,null,525,null,1810,null,662,null,2786,null,1018,null,4877,null,1259,null,3096,null,910,null,1651,null,656,null,855,null,422,null,1176,null,619,null,718,null,424,null,0400000US04,Arizona,04
16648,null,2018,null,1769,null,511,null,1541,null,624,null,1722,null,764,null,2242,null,871,null,1117,null,532,null,841,null,366,null,1032,null,521,null,415,null,259,null,775,null,475,null,1722,null,626,null,1514,null,751,null,1406,null,799,null,300,null,289,null,209,null,177,null,0,null,273,null,43,null,71,null,0400000US05,Arkansas,05
301207,null,7951,null,17347,null,1992,null,18385,null,2064,null,15415,null,1816,null,14393,null,1940,null,11617,null,1515,null,13504,null,1780,null,15444,null,2141,null,14674,null,2195,null,14170,null,1668,null,24933,null,2100,null,33009,null,3084,null,39405,null,2907,null,25199,null,2909,null,15747,null,1755,null,15440,null,1886,null,12525,null,2078,null,0400000US06,California,06
37763,null,2981,null,4428,null,968,null,1945,null,700,null,2170,null,812,null,2387,null,876,null,2971,null,975,null,2174,null,768,null,1873,null,764,null,1300,null,565,null,1745,null,737,null,3369,null,1040,null,3783,null,893,null,4427,null,941,null,1692,null,593,null,1127,null,525,null,1348,null,517,null,1024,null,542,null,0400000US08,Colorado,08
15219,null,1821,null,1549,null,615,null,858,null,413,null,712,null,461,null,1119,null,563,null,740,null,493,null,659,null,381,null,579,null,435,null,912,null,401,null,1345,null,675,null,1020,null,413,null,1196,null,581,null,1529,null,546,null,930,null,394,null,854,null,405,null,833,null,500,null,384,null,272,null,0400000US09,Connecticut,09
3730,null,873,null,355,null,308,null,392,null,351,null,461,null,358,null,166,null,200,null,294,null,279,null,60,null,101,null,99,null,172,null,217,null,194,null,0,null,263,null,239,null,243,null,374,null,272,null,335,null,251,null,322,null,262,null,114,null,140,null,173,null,248,null,129,null,157,null,0400000US10,Delaware,10
3573,null,860,null,104,null,132,null,390,null,349,null,245,null,209,null,89,null,109,null,85,null,101,null,274,null,301,null,240,null,205,null,164,null,159,null,27,null,46,null,586,null,371,null,186,null,167,null,503,null,421,null,409,null,279,null,34,null,55,null,128,null,109,null,109,null,125,null,0400000US11,District of Columbia,11
88716,null,4433,null,7738,null,1498,null,5669,null,1212,null,6019,null,1333,null,6535,null,1478,null,4919,null,1356,null,6024,null,1248,null,5259,null,1122,null,4238,null,944,null,5324,null,1149,null,6960,null,1510,null,9689,null,1579,null,9027,null,1464,null,5734,null,1271,null,2297,null,757,null,2226,null,648,null,1058,null,469,null,0400000US12,Florida,12
33950,null,3111,null,3033,null,829,null,2450,null,797,null,3058,null,1154,null,1176,null,502,null,1944,null,647,null,2121,null,887,null,1514,null,462,null,1445,null,605,null,947,null,404,null,3676,null,1124,null,3924,null,1008,null,3577,null,1135,null,1828,null,804,null,1294,null,496,null,917,null,485,null,1046,null,497,null,0400000US13,Georgia,13
72897,null,3871,null,4150,null,1200,null,1905,null,514,null,3845,null,1155,null,3135,null,1127,null,4188,null,1131,null,3525,null,1074,null,2692,null,763,null,4028,null,1205,null,2937,null,1311,null,5522,null,1257,null,8921,null,1724,null,11896,null,1760,null,6165,null,1112,null,3873,null,967,null,4293,null,970,null,1822,null,710,null,0400000US15,Hawaii,15
