B19126_001E,B19126_001EA,B19126_001M,B19126_001MA,B19126_002E,B19126_002EA,B19126_002M,B19126_002MA,B19126_003E,B19126_003EA,B19126_003M,B19126_003MA,B19126_004E,B19126_004EA,B19126_004M,B19126_004MA,B19126_005E,B19126_005EA,B19126_005M,B19126_005MA,B19126_006E,B19126_006EA,B19126_006M,B19126_006MA,B19126_007E,B19126_007EA,B19126_007M,B19126_007MA,B19126_008E,B19126_008EA,B19126_008M,B19126_008MA,B19126_009E,B19126_009EA,B19126_009M,B19126_009MA,B19126_010E,B19126_010EA,B19126_010M,B19126_010MA,B19126_011E,B19126_011EA,B19126_011M,B19126_011MA,GEO_ID,NAME,state
50779,null,659,null,63385,null,954,null,68752,null,1505,null,60500,null,863,null,26151,null,677,null,37299,null,1917,null,34418,null,4318,null,38834,null,2423,null,23530,null,954,null,18619,null,754,null,30782,null,1361,null,0400000US01,Alabama,01
79934,null,2485,null,89949,null,2104,null,86695,null,3868,null,93099,null,2608,null,40653,null,2527,null,49883,null,9070,null,39673,null,7971,null,64856,null,8128,null,36943,null,3755,null,29336,null,3047,null,55330,null,6121,null,0400000US02,Alaska,02
57855,null,675,null,67391,null,881,null,69164,null,1302,null,65955,null,1115,null,34261,null,1288,null,41648,null,1520,null,36902,null,3848,null,47963,null,4977,null,30790,null,1106,null,25349,null,1306,null,42552,null,2249,null,0400000US04,Arizona,04
46868,null,846,null,55705,null,1049,null,60167,null,1703,null,53125,null,1054,null,24077,null,1029,null,34637,null,3121,null,28452,null,3638,null,39497,null,2931,null,21503,null,962,null,17718,null,985,null,32419,null,3134,null,0400000US05,Arkansas,05
67038,null,377,null,80413,null,458,null,79044,null,682,null,81776,null,580,null,39327,null,462,null,47322,null,1385,null,37742,null,1071,null,56211,null,1611,null,35980,null,607,null,27205,null,700,null,49107,null,942,null,0400000US06,California,06
68943,null,836,null,79790,null,896,null,83486,null,1599,null,77509,null,1164,null,36104,null,1488,null,45822,null,3702,null,40610,null,2197,null,54081,null,4649,null,31986,null,1760,null,24969,null,1767,null,45700,null,3738,null,0400000US08,Colorado,08
83069,null,1215,null,98984,null,1210,null,106536,null,2360,null,91950,null,1744,null,41589,null,1435,null,54991,null,3842,null,49629,null,3086,null,64393,null,8078,null,37592,null,1814,null,29366,null,1584,null,50478,null,2927,null,0400000US09,Connecticut,09
67582,null,2170,null,82208,null,2791,null,89443,null,3758,null,77490,null,3227,null,36879,null,2354,null,47027,null,8735,null,41001,null,10149,null,55715,null,12013,null,34608,null,2353,null,29135,null,2392,null,44063,null,4482,null,0400000US10,Delaware,10
71208,null,3818,null,128342,null,6134,null,121179,null,17400,null,129544,null,4709,null,37052,null,3165,null,42960,null,7234,null,34203,null,11387,null,55957,null,11802,null,35575,null,3904,null,22314,null,5905,null,46806,null,7673,null,0400000US11,District of Columbia,11
53509,null,474,null,63507,null,498,null,67936,null,855,null,61086,null,550,null,31798,null,565,null,37605,null,1057,null,31505,null,1477,null,42581,null,1832,null,30048,null,670,null,24395,null,778,null,38473,null,966,null,0400000US12,Florida,12
