B17022_001E,B17022_001EA,B17022_001M,B17022_001MA,B17022_002E,B17022_002EA,B17022_002M,B17022_002MA,B17022_003E,B17022_003EA,B17022_003M,B17022_003MA,B17022_004E,B17022_004EA,B17022_004M,B17022_004MA,B17022_005E,B17022_005EA,B17022_005M,B17022_005MA,B17022_006E,B17022_006EA,B17022_006M,B17022_006MA,B17022_007E,B17022_007EA,B17022_007M,B17022_007MA,B17022_008E,B17022_008EA,B17022_008M,B17022_008MA,B17022_009E,B17022_009EA,B17022_009M,B17022_009MA,B17022_010E,B17022_010EA,B17022_010M,B17022_010MA,B17022_011E,B17022_011EA,B17022_011M,B17022_011MA,B17022_012E,B17022_012EA,B17022_012M,B17022_012MA,B17022_013E,B17022_013EA,B17022_013M,B17022_013MA,B17022_014E,B17022_014EA,B17022_014M,B17022_014MA,B17022_015E,B17022_015EA,B17022_015M,B17022_015MA,B17022_016E,B17022_016EA,B17022_016M,B17022_016MA,B17022_017E,B17022_017EA,B17022_017M,B17022_017MA,B17022_018E,B17022_018EA,B17022_018M,B17022_018MA,B17022_019E,B17022_019EA,B17022_019M,B17022_019MA,B17022_020E,B17022_020EA,B17022_020M,B17022_020MA,B17022_021E,B17022_021EA,B17022_021M,B17022_021MA,B17022_022E,B17022_022EA,B17022_022M,B17022_022MA,B17022_023E,B17022_023EA,B17022_023M,B17022_023MA,B17022_024E,B17022_024EA,B17022_024M,B17022_024MA,B17022_025E,B17022_025EA,B17022_025M,B17022_025MA,B17022_026E,B17022_026EA,B17022_026M,B17022_026MA,B17022_027E,B17022_027EA,B17022_027M,B17022_027MA,B17022_028E,B17022_028EA,B17022_028M,B17022_028MA,B17022_029E,B17022_029EA,B17022_029M,B17022_029MA,B17022_030E,B17022_030EA,B17022_030M,B17022_030MA,B17022_031E,B17022_031EA,B17022_031M,B17022_031MA,B17022_032E,B17022_032EA,B17022_032M,B17022_032MA,B17022_033E,B17022_033EA,B17022_033M,B17022_033MA,B17022_034E,B17022_034EA,B17022_034M,B17022_034MA,B17022_035E,B17022_035EA,B17022_035M,B17022_035MA,B17022_036E,B17022_036EA,B17022_036M,B17022_036MA,B17022_037E,B17022_037EA,B17022_037M,B17022_037MA,B17022_038E,B17022_038EA,B17022_038M,B17022_038MA,B17022_039E,B17022_039EA,B17022_039M,B17022_039MA,B17022_040E,B17022_040EA,B17022_040M,B17022_040MA,B17022_041E,B17022_041EA,B17022_041M,B17022_041MA,B17022_042E,B17022_042EA,B17022_042M,B17022_042MA,B17022_043E,B17022_043EA,B17022_043M,B17022_043MA,B17022_044E,B17022_044EA,B17022_044M,B17022_044MA,B17022_045E,B17022_045EA,B17022_045M,B17022_045MA,B17022_046E,B17022_046EA,B17022_046M,B17022_046MA,B17022_047E,B17022_047EA,B17022_047M,B17022_047MA,B17022_048E,B17022_048EA,B17022_048M,B17022_048MA,B17022_049E,B17022_049EA,B17022_049M,B17022_049MA,B17022_050E,B17022_050EA,B17022_050M,B17022_050MA,B17022_051E,B17022_051EA,B17022_051M,B17022_051MA,B17022_052E,B17022_052EA,B17022_052M,B17022_052MA,B17022_053E,B17022_053EA,B17022_053M,B17022_053MA,B17022_054E,B17022_054EA,B17022_054M,B17022_054MA,B17022_055E,B17022_055EA,B17022_055M,B17022_055MA,B17022_056E,B17022_056EA,B17022_056M,B17022_056MA,B17022_057E,B17022_057EA,B17022_057M,B17022_057MA,B17022_058E,B17022_058EA,B17022_058M,B17022_058MA,B17022_059E,B17022_059EA,B17022_059M,B17022_059MA,B17022_060E,B17022_060EA,B17022_060M,B17022_060MA,B17022_061E,B17022_061EA,B17022_061M,B17022_061MA,B17022_062E,B17022_062EA,B17022_062M,B17022_062MA,B17022_063E,B17022_063EA,B17022_063M,B17022_063MA,B17022_064E,B17022_064EA,B17022_064M,B17022_064MA,B17022_065E,B17022_065EA,B17022_065M,B17022_065MA,B17022_066E,B17022_066EA,B17022_066M,B17022_066MA,B17022_067E,B17022_067EA,B17022_067M,B17022_067MA,B17022_068E,B17022_068EA,B17022_068M,B17022_068MA,B17022_069E,B17022_069EA,B17022_069M,B17022_069MA,B17022_070E,B17022_070EA,B17022_070M,B17022_070MA,B17022_071E,B17022_071EA,B17022_071M,B17022_071MA,B17022_072E,B17022_072EA,B17022_072M,B17022_072MA,B17022_073E,B17022_073EA,B17022_073M,B17022_073MA,B17022_074E,B17022_074EA,B17022_074M,B17022_074MA,B17022_075E,B17022_075EA,B17022_075M,B17022_075MA,B17022_076E,B17022_076EA,B17022_076M,B17022_076MA,B17022_077E,B17022_077EA,B17022_077M,B17022_077MA,B17022_078E,B17022_078EA,B17022_078M,B17022_078MA,B17022_079E,B17022_079EA,B17022_079M,B17022_079MA,B17022_080E,B17022_080EA,B17022_080M,B17022_080MA,B17022_081E,B17022_081EA,B17022_081M,B17022_081MA,GEO_ID,NAME,state
1246056,null,11767,null,238277,null,6913,null,84044,null,4335,null,49149,null,3962,null,10253,null,2142,null,16394,null,2208,null,22502,null,2594,null,34895,null,2485,null,154233,null,5575,null,19633,null,2433,null,13334,null,2077,null,3077,null,1112,null,2987,null,981,null,7270,null,1470,null,6299,null,1407,null,134600,null,5156,null,111564,null,4893,null,22003,null,2777,null,28412,null,3050,null,61149,null,3649,null,23036,null,2234,null,49011,null,3786,null,28145,null,2673,null,14325,null,1696,null,2316,null,909,null,4084,null,978,null,7925,null,1492,null,13820,null,1941,null,20866,null,2593,null,3847,null,1033,null,2221,null,918,null,756,null,515,null,300,null,325,null,1165,null,602,null,1626,null,664,null,17019,null,2365,null,10080,null,1681,null,2002,null,869,null,1807,null,628,null,6271,null,1348,null,6939,null,1354,null,87421,null,4804,null,54539,null,3737,null,29375,null,2824,null,6048,null,1399,null,7610,null,1511,null,15717,null,1829,null,25164,null,2439,null,32882,null,3150,null,7255,null,1644,null,3817,null,1302,null,896,null,463,null,919,null,796,null,2002,null,723,null,3438,null,851,null,25627,null,3009,null,16541,null,2437,null,2416,null,739,null,3059,null,981,null,11066,null,2014,null,9086,null,1653,null,871347,null,11157,null,717805,null,10062,null,274141,null,7378,null,51819,null,4155,null,46568,null,3049,null,175754,null,6310,null,443664,null,8591,null,153542,null,6585,null,46298,null,3898,null,21707,null,3076,null,4992,null,1508,null,1513,null,799,null,15202,null,2362,null,24591,null,2909,null,107244,null,6079,null,53373,null,4100,null,6423,null,1299,null,5598,null,1408,null,41352,null,3723,null,53871,null,3850,null,0400000US01,Alabama,01
159940,null,3646,null,14345,null,1687,null,4689,null,1033,null,4006,null,954,null,915,null,412,null,2078,null,638,null,1013,null,338,null,683,null,279,null,9656,null,1622,null,2099,null,831,null,1937,null,826,null,621,null,488,null,502,null,344,null,814,null,534,null,162,null,118,null,7557,null,1387,null,7232,null,1399,null,1691,null,687,null,1957,null,673,null,3584,null,1033,null,325,null,213,null,3045,null,743,null,1618,null,550,null,1441,null,545,null,381,null,367,null,470,null,362,null,590,null,291,null,177,null,139,null,1427,null,518,null,489,null,346,null,458,null,346,null,202,null,258,null,55,null,68,null,201,null,169,null,31,null,53,null,938,null,386,null,851,null,359,null,248,null,200,null,82,null,92,null,521,null,259,null,87,null,80,null,7600,null,1361,null,3462,null,979,null,2609,null,868,null,401,null,255,null,1438,null,649,null,770,null,414,null,853,null,405,null,4138,null,982,null,1114,null,459,null,732,null,357,null,132,null,153,null,78,null,103,null,522,null,308,null,382,null,306,null,3024,null,839,null,2299,null,769,null,467,null,402,null,409,null,321,null,1423,null,586,null,725,null,372,null,134950,null,3466,null,109374,null,3238,null,50126,null,2608,null,9613,null,1433,null,8262,null,1383,null,32251,null,2427,null,59248,null,2852,null,25576,null,2390,null,10078,null,1672,null,5749,null,1216,null,1603,null,658,null,589,null,510,null,3557,null,829,null,4329,null,1177,null,15498,null,1566,null,9662,null,1322,null,1911,null,765,null,1133,null,499,null,6618,null,1020,null,5836,null,1047,null,0400000US02,Alaska,02
1514235,null,13945,null,248668,null,8823,null,120405,null,6207,null,81585,null,4994,null,12672,null,2044,null,32356,null,3014,null,36557,null,3749,null,38820,null,3240,null,128263,null,5923,null,26810,null,3404,null,21761,null,2911,null,6361,null,1548,null,6340,null,1482,null,9060,null,1801,null,5049,null,1375,null,101453,null,5988,null,87716,null,5422,null,15274,null,2531,null,26840,null,2707,null,45602,null,3640,null,13737,null,2019,null,53127,null,3574,null,30569,null,3131,null,18432,null,2453,null,2384,null,882,null,6719,null,1530,null,9329,null,1597,null,12137,null,1781,null,22558,null,2518,null,5906,null,1312,null,4664,null,1161,null,1175,null,649,null,930,null,488,null,2559,null,862,null,1242,null,546,null,16652,null,2326,null,12651,null,2045,null,1907,null,839,null,2295,null,790,null,8449,null,1945,null,4001,null,1102,null,91958,null,4703,null,60123,null,3693,null,33137,null,3306,null,5066,null,1221,null,10833,null,1917,null,17238,null,2383,null,26986,null,2304,null,31835,null,2993,null,10143,null,1737,null,6996,null,1567,null,1579,null,815,null,1402,null,758,null,4015,null,922,null,3147,null,925,null,21692,null,2578,null,16565,null,2457,null,2827,null,941,null,2696,null,1065,null,11042,null,2116,null,5127,null,1152,null,1120482,null,12278,null,914728,null,10963,null,358770,null,7631,null,63586,null,4045,null,71302,null,4546,null,223882,null,6974,null,555958,null,9796,null,205754,null,7304,null,73931,null,5205,null,38818,null,3927,null,6021,null,1304,null,4585,null,1322,null,28212,null,2949,null,35113,null,3659,null,131823,null,5198,null,75169,null,4365,null,11112,null,1617,null,7310,null,1591,null,56747,null,4181,null,56654,null,3392,null,0400000US04,Arizona,04
768492,null,8905,null,160516,null,5294,null,68163,null,3551,null,40329,null,3253,null,8962,null,1668,null,13449,null,1867,null,17918,null,2123,null,27834,null,2506,null,92353,null,5062,null,14438,null,2190,null,9270,null,1859,null,2622,null,999,null,1537,null,805,null,5111,null,1364,null,5168,null,1270,null,77915,null,4657,null,67650,null,4204,null,16159,null,2323,null,16467,null,2517,null,35024,null,2953,null,10265,null,1715,null,34122,null,3053,null,21430,null,2362,null,10822,null,1900,null,2283,null,785,null,3434,null,1095,null,5105,null,1261,null,10608,null,1491,null,12692,null,2092,null,3501,null,980,null,2577,null,930,null,884,null,552,null,428,null,427,null,1265,null,668,null,924,null,489,null,9191,null,1861,null,7454,null,1813,null,880,null,555,null,1480,null,934,null,5094,null,1420,null,1737,null,618,null,57852,null,3654,null,38893,null,2897,null,18661,null,2174,null,4256,null,963,null,4135,null,1069,null,10270,null,1797,null,20232,null,2018,null,18959,null,2343,null,4262,null,980,null,2712,null,818,null,393,null,468,null,459,null,360,null,1860,null,668,null,1550,null,635,null,14697,null,2083,null,10242,null,1685,null,1076,null,626,null,1632,null,523,null,7534,null,1473,null,4455,null,1145,null,516002,null,8327,null,437911,null,8016,null,163984,null,5584,null,31014,null,2986,null,27128,null,2327,null,105842,null,4872,null,273927,null,6764,null,78091,null,4083,null,27301,null,2726,null,12688,null,2004,null,3336,null,972,null,922,null,388,null,8430,null,1586,null,14613,null,1652,null,50790,null,3341,null,25542,null,2372,null,3083,null,868,null,2236,null,772,null,20223,null,2171,null,25248,null,2313,null,0400000US05,Arkansas,05
8366253,null,25708,null,1290795,null,16669,null,611117,null,13880,null,447763,null,11691,null,63116,null,4776,null,171711,null,7591,null,212936,null,6874,null,163354,null,6621,null,679678,null,13711,null,155907,null,7801,null,121613,null,6777,null,25820,null,3283,null,35966,null,3571,null,59827,null,5161,null,34294,null,3668,null,523771,null,11325,null,444346,null,10946,null,76902,null,4310,null,132718,null,6554,null,234726,null,8308,null,79425,null,4126,null,306504,null,8019,null,183019,null,6636,null,115993,null,5527,null,15724,null,2439,null,37888,null,3196,null,62381,null,4570,null,67026,null,3520,null,123485,null,6430,null,39124,null,3680,null,25988,null,3040,null,6413,null,1665,null,6325,null,1428,null,13250,null,2146,null,13136,null,2005,null,84361,null,4888,null,62483,null,4559,null,8793,null,1794,null,13152,null,2055,null,40538,null,3451,null,21878,null,2463,null,488569,null,12442,null,309486,null,10366,null,209383,null,8192,null,26354,null,2715,null,65601,null,4951,null,117428,null,6031,null,100103,null,4921,null,179083,null,8195,null,54158,null,4365,null,36860,null,3760,null,6657,null,1320,null,10778,null,1822,null,19425,null,3164,null,17298,null,2352,null,124925,null,6937,null,85459,null,5719,null,13397,null,2064,null,16777,null,2171,null,55285,null,3863,null,39466,null,3121,null,6280385,null,26711,null,4937588,null,27123,null,2296592,null,21248,null,450371,null,9327,null,434483,null,9599,null,1411738,null,16100,null,2640996,null,18804,null,1342797,null,19897,null,482380,null,13496,null,227940,null,8266,null,44560,null,4365,null,29635,null,2852,null,153745,null,6903,null,254440,null,9643,null,860417,null,13232,null,436377,null,8924,null,65088,null,4481,null,47780,null,3710,null,323509,null,8142,null,424040,null,9484,null,0400000US06,California,06
1233139,null,11054,null,155947,null,6390,null,74463,null,5259,null,48165,null,4302,null,9396,null,1775,null,16514,null,2444,null,22255,null,2707,null,26298,null,2744,null,81484,null,4696,null,15708,null,2473,null,11007,null,2005,null,3516,null,1186,null,1683,null,728,null,5808,null,1302,null,4701,null,1424,null,65776,null,4318,null,57997,null,4051,null,13369,null,2002,null,16961,null,2013,null,27667,null,2834,null,7779,null,1637,null,29882,null,3001,null,17735,null,2084,null,10543,null,1745,null,2667,null,883,null,2906,null,867,null,4970,null,1041,null,7192,null,1140,null,12147,null,2242,null,2792,null,881,null,1932,null,688,null,421,null,410,null,61,null,99,null,1450,null,657,null,860,null,425,null,9355,null,2001,null,7429,null,1883,null,1798,null,871,null,1375,null,584,null,4256,null,1361,null,1926,null,663,null,61333,null,4214,null,39865,null,2921,null,24378,null,2795,null,5200,null,1124,null,8681,null,1570,null,10497,null,2003,null,15487,null,1710,null,21468,null,2759,null,6255,null,1284,null,4754,null,1181,null,830,null,455,null,617,null,354,null,3307,null,1117,null,1501,null,580,null,15213,null,2259,null,11228,null,2012,null,1644,null,701,null,1005,null,499,null,8579,null,1757,null,3985,null,1041,null,985977,null,9614,null,837705,null,9672,null,356071,null,7296,null,71673,null,3727,null,65202,null,4009,null,219196,null,6146,null,481634,null,7439,null,148272,null,5400,null,51349,null,3557,null,25670,null,2404,null,5449,null,1443,null,1939,null,820,null,18282,null,2115,null,25679,null,2989,null,96923,null,4623,null,55200,null,3801,null,6787,null,1184,null,5006,null,1355,null,43407,null,3264,null,41723,null,2999,null,0400000US08,Colorado,08
890530,null,9200,null,81266,null,4953,null,23630,null,2394,null,14411,null,1978,null,2979,null,919,null,4209,null,1077,null,7223,null,1390,null,9219,null,1470,null,57636,null,4249,null,6531,null,1277,null,4975,null,1320,null,1302,null,651,null,710,null,488,null,2963,null,989,null,1556,null,611,null,51105,null,4074,null,43401,null,3524,null,8632,null,1505,null,10427,null,1891,null,24342,null,2459,null,7704,null,1444,null,17315,null,2200,null,7818,null,1451,null,4747,null,1170,null,1096,null,571,null,1192,null,614,null,2459,null,858,null,3071,null,801,null,9497,null,1774,null,1778,null,733,null,1393,null,723,null,436,null,381,null,71,null,120,null,886,null,575,null,385,null,312,null,7719,null,1518,null,6478,null,1394,null,1020,null,537,null,1076,null,571,null,4382,null,1131,null,1241,null,539,null,35301,null,3114,null,18427,null,2510,null,11049,null,2070,null,2133,null,867,null,2667,null,830,null,6249,null,1551,null,7378,null,1197,null,16874,null,2108,null,3150,null,998,null,1751,null,700,null,320,null,309,null,276,null,252,null,1155,null,658,null,1399,null,730,null,13724,null,1787,null,10791,null,1579,null,2008,null,794,null,1513,null,721,null,7270,null,1316,null,2933,null,850,null,756648,null,9155,null,618073,null,8417,null,277209,null,6235,null,49972,null,2829,null,48480,null,3522,null,178757,null,5628,null,340864,null,6773,null,138575,null,5295,null,44006,null,3283,null,19983,null,2514,null,4037,null,1148,null,2085,null,915,null,13861,null,1785,null,24023,null,2149,null,94569,null,4189,null,52101,null,3543,null,6492,null,1404,null,4172,null,1146,null,41437,null,3029,null,42468,null,2666,null,0400000US09,Connecticut,09
220655,null,4595,null,23759,null,2847,null,6568,null,1355,null,4694,null,1220,null,1106,null,527,null,1288,null,521,null,2300,null,893,null,1874,null,594,null,17191,null,2503,null,2869,null,1093,null,1826,null,788,null,483,null,420,null,379,null,263,null,964,null,633,null,1043,null,540,null,14322,null,2074,null,12852,null,1918,null,1737,null,696,null,4786,null,1219,null,6329,null,1406,null,1470,null,635,null,4726,null,1133,null,2446,null,676,null,859,null,427,null,46,null,77,null,364,null,257,null,449,null,333,null,1587,null,562,null,2280,null,811,null,384,null,387,null,358,null,385,null,123,null,213,null,198,null,328,null,37,null,61,null,26,null,46,null,1896,null,693,null,1561,null,688,null,166,null,191,null,542,null,467,null,853,null,452,null,335,null,201,null,13180,null,2100,null,8155,null,1602,null,3817,null,1082,null,212,null,268,null,1464,null,722,null,2141,null,784,null,4338,null,1252,null,5025,null,1176,null,1234,null,557,null,683,null,453,null,167,null,217,null,194,null,233,null,322,null,300,null,551,null,314,null,3791,null,978,null,2464,null,748,null,230,null,207,null,388,null,275,null,1846,null,676,null,1327,null,675,null,178990,null,4483,null,142693,null,3965,null,55931,null,3384,null,12132,null,1800,null,10784,null,1928,null,33015,null,2832,null,86762,null,3030,null,36297,null,2725,null,10768,null,1639,null,5497,null,1229,null,1215,null,586,null,852,null,546,null,3430,null,947,null,5271,null,1120,null,25529,null,1975,null,13343,null,1500,null,1413,null,585,null,1672,null,731,null,10258,null,1364,null,12186,null,1788,null,0400000US10,Delaware,10
109030,null,4490,null,19777,null,2088,null,1736,null,590,null,1067,null,524,null,366,null,379,null,255,null,202,null,446,null,310,null,669,null,323,null,18041,null,2039,null,2477,null,819,null,1997,null,748,null,390,null,414,null,408,null,350,null,1199,null,530,null,480,null,316,null,15564,null,1969,null,13100,null,1919,null,1289,null,690,null,3292,null,1014,null,8519,null,1555,null,2464,null,760,null,3144,null,992,null,1094,null,611,null,316,null,310,null,121,null,201,null,0,null,296,null,195,null,198,null,778,null,515,null,2050,null,784,null,222,null,215,null,92,null,157,null,0,null,296,null,0,null,296,null,92,null,157,null,130,null,152,null,1828,null,725,null,1108,null,653,null,98,null,117,null,384,null,385,null,626,null,497,null,720,null,353,null,4922,null,1141,null,1673,null,711,null,1283,null,651,null,422,null,349,null,460,null,393,null,401,null,359,null,390,null,261,null,3249,null,870,null,395,null,341,null,319,null,335,null,164,null,194,null,0,null,296,null,155,null,259,null,76,null,78,null,2854,null,731,null,1719,null,547,null,253,null,267,null,382,null,305,null,1084,null,408,null,1135,null,415,null,81187,null,4018,null,52192,null,3057,null,17231,null,1810,null,6620,null,1125,null,2351,null,822,null,8260,null,1392,null,34961,null,2408,null,28995,null,2740,null,5699,null,1159,null,2567,null,831,null,656,null,432,null,111,null,185,null,1800,null,758,null,3132,null,919,null,23296,null,2555,null,11219,null,1799,null,1426,null,554,null,1399,null,644,null,8394,null,1589,null,12077,null,1785,null,0400000US11,District of Columbia,11
4542466,null,26422,null,721483,null,12906,null,316776,null,9507,null,173806,null,8041,null,29537,null,3155,null,55181,null,4824,null,89088,null,5761,null,142970,null,6325,null,404707,null,11084,null,76860,null,5178,null,56147,null,4503,null,16195,null,3008,null,14124,null,2276,null,25828,null,3273,null,20713,null,2663,null,327847,null,11545,null,272758,null,10371,null,51509,null,4552,null,67701,null,4233,null,153548,null,7643,null,55089,null,3857,null,167430,null,5870,null,99268,null,5590,null,51210,null,4275,null,7612,null,1590,null,14302,null,2034,null,29296,null,3788,null,48058,null,3461,null,68162,null,4375,null,16337,null,2670,null,10441,null,1953,null,2244,null,852,null,1693,null,620,null,6504,null,1639,null,5896,null,1535,null,51825,null,3676,null,35737,null,3274,null,4889,null,1203,null,6647,null,1673,null,24201,null,2568,null,16088,null,1607,null,300247,null,11854,null,190753,null,9502,null,94831,null,6379,null,19010,null,2583,null,24421,null,2811,null,51400,null,3870,null,95922,null,5180,null,109494,null,5839,null,26683,null,2878,null,18302,null,2589,null,4830,null,1201,null,3010,null,1223,null,10462,null,2054,null,8381,null,1428,null,82811,null,5069,null,54577,null,4315,null,8002,null,1531,null,8993,null,1871,null,37582,null,3536,null,28234,null,2882,null,3353306,null,25699,null,2728602,null,23845,null,947406,null,14010,null,188999,null,7235,null,151926,null,6510,null,606481,null,10335,null,1781196,null,17019,null,624704,null,15215,null,189879,null,6945,null,86515,null,5846,null,18592,null,2501,null,6434,null,1501,null,61489,null,4891,null,103364,null,5176,null,434825,null,11808,null,221174,null,8046,null,31258,null,3007,null,21585,null,2729,null,168331,null,7283,null,213651,null,7489,null,0400000US12,Florida,12
