C19001_001E,C19001_001EA,C19001_001M,C19001_001MA,C19001_002E,C19001_002EA,C19001_002M,C19001_002MA,C19001_003E,C19001_003EA,C19001_003M,C19001_003MA,C19001_004E,C19001_004EA,C19001_004M,C19001_004MA,C19001_005E,C19001_005EA,C19001_005M,C19001_005MA,C19001_006E,C19001_006EA,C19001_006M,C19001_006MA,C19001_007E,C19001_007EA,C19001_007M,C19001_007MA,C19001_008E,C19001_008EA,C19001_008M,C19001_008MA,C19001_009E,C19001_009EA,C19001_009M,C19001_009MA,C19001_010E,C19001_010EA,C19001_010M,C19001_010MA,C19001_011E,C19001_011EA,C19001_011M,C19001_011MA,GEO_ID,NAME,state
1848051,null,10312,null,201765,null,6608,null,136194,null,5461,null,254322,null,7718,null,217400,null,7885,null,285319,null,8635,null,313849,null,9008,null,192497,null,5747,null,161072,null,4742,null,46270,null,3129,null,39363,null,2458,null,0400000US01,Alabama,01
236597,null,2353,null,9801,null,1582,null,7584,null,1243,null,17351,null,2054,null,19871,null,2047,null,31552,null,2683,null,45528,null,2957,null,38354,null,2963,null,41315,null,2387,null,14104,null,1857,null,11137,null,1397,null,0400000US02,Alaska,02
2276865,null,11778,null,176945,null,6858,null,122671,null,5629,null,262840,null,7304,null,253581,null,8010,null,350687,null,9385,null,435338,null,9613,null,274108,null,7822,null,255599,null,6608,null,75970,null,4074,null,69126,null,4135,null,0400000US04,Arizona,04
1124947,null,8066,null,120726,null,5491,null,91184,null,4184,null,169364,null,6737,null,143962,null,6296,null,178186,null,5045,null,196747,null,6514,null,100513,null,4552,null,83353,null,3494,null,20984,null,1872,null,19928,null,1963,null,0400000US05,Arkansas,05
12214891,null,20992,null,695403,null,12091,null,649202,null,14056,null,1185037,null,18672,null,1135439,null,16268,null,1597659,null,20404,null,2154722,null,22084,null,1547756,null,21144,null,1779655,null,21404,null,748264,null,13543,null,721754,null,12308,null,0400000US06,California,06
1910146,null,9468,null,128321,null,6003,null,93428,null,5406,null,187043,null,6355,null,186189,null,7090,null,268975,null,8769,null,360525,null,10043,null,252161,null,7456,null,261416,null,7402,null,93588,null,3686,null,78500,null,3780,null,0400000US08,Colorado,08
1326329,null,5869,null,78653,null,5079,null,53967,null,3610,null,110322,null,5076,null,103326,null,5203,null,156152,null,6042,null,229589,null,6499,null,176454,null,6074,null,221469,null,6071,null,92058,null,4754,null,104339,null,5021,null,0400000US09,Connecticut,09
327252,null,4316,null,17477,null,2026,null,14685,null,1989,null,33765,null,3019,null,32525,null,2606,null,44344,null,3531,null,65748,null,3880,null,43741,null,2926,null,46312,null,2477,null,16072,null,1771,null,12583,null,1511,null,0400000US10,Delaware,10
249280,null,3172,null,28804,null,2706,null,11929,null,1652,null,19364,null,2485,null,19707,null,2573,null,28474,null,2557,null,38212,null,2908,null,27231,null,2301,null,32316,null,2887,null,18108,null,1935,null,25135,null,1895,null,0400000US11,District of Columbia,11
6987647,null,25717,null,558840,null,12611,null,420306,null,9052,null,887841,null,14860,null,851376,null,17342,null,1141928,null,18846,null,1288600,null,17358,null,747850,null,12642,null,661115,null,14409,null,214297,null,6831,null,215494,null,7186,null,0400000US12,Florida,12
3469250,null,16258,null,309460,null,7722,null,218442,null,7657,null,404891,null,10004,null,382966,null,10015,null,505170,null,10933,null,631944,null,13086,null,403497,null,9680,null,366510,null,7705,null,127528,null,5003,null,118842,null,4637,null,0400000US13,Georgia,13
446136,null,4850,null,25427,null,2586,null,17023,null,2070,null,35531,null,3013,null,40857,null,3257,null,56546,null,3685,null,82933,null,4772,null,67192,null,3340,null,72766,null,3774,null,27658,null,2419,null,20203,null,2094,null,0400000US15,Hawaii,15
558466,null,5299,null,36809,null,3009,null,35302,null,2725,null,70784,null,3838,null,71944,null,3112,null,93707,null,4142,null,114752,null,5086,null,65804,null,3773,null,47507,null,3078,null,11591,null,1481,null,10266,null,1452,null,0400000US16,Idaho,16
4757452,null,13703,null,349324,null,9073,null,241835,null,9676,null,503911,null,10974,null,474709,null,9678,null,643547,null,11844,null,885728,null,13265,null,618724,null,10805,null,613598,null,11609,null,213560,null,7467,null,212516,null,6737,null,0400000US17,Illinois,17
2477548,null,11798,null,191254,null,6974,null,143638,null,6173,null,307521,null,7951,null,303349,null,7764,null,404251,null,9007,null,488365,null,10751,null,286748,null,6688,null,238628,null,7208,null,65673,null,3516,null,48121,null,2762,null,0400000US18,Indiana,18
1226804,null,6707,null,82437,null,4240,null,74745,null,3530,null,146428,null,5371,null,136413,null,4790,null,200005,null,6046,null,244098,null,4723,null,158040,null,5190,null,127161,null,4275,null,30526,null,2230,null,26951,null,2317,null,0400000US19,Iowa,19
1104976,null,6395,null,78203,null,4254,null,64895,null,3527,null,134208,null,4701,null,124553,null,4842,null,175611,null,5611,null,214497,null,6763,null,133870,null,5423,null,111296,null,3724,null,35544,null,2301,null,32299,null,2140,null,0400000US20,Kansas,20
1694197,null,9986,null,190767,null,6697,null,127861,null,5402,null,228754,null,7560,null,206805,null,6387,null,259534,null,7920,null,293991,null,7723,null,175369,null,5245,null,142628,null,6261,null,36622,null,2853,null,31866,null,2328,null,0400000US21,Kentucky,21
1688027,null,9265,null,174646,null,7176,null,120244,null,5727,null,224315,null,7615,null,193869,null,7613,null,248382,null,8364,null,281589,null,8561,null,184426,null,7055,null,167479,null,5921,null,50155,null,3397,null,42922,null,3256,null,0400000US22,Louisiana,22
544855,null,4187,null,40142,null,2628,null,34615,null,2667,null,71301,null,3702,null,63543,null,3620,null,86764,null,3624,null,109902,null,4129,null,63945,null,2964,null,49307,null,2778,null,14341,null,1519,null,10995,null,1568,null,0400000US23,Maine,23
2095122,null,8485,null,113297,null,6077,null,71463,null,4595,null,150495,null,6113,null,162417,null,4841,null,253924,null,6756,null,376887,null,8881,null,289456,null,9638,null,363173,null,9075,null,166935,null,5032,null,147075,null,4578,null,0400000US24,Maryland,24
2475492,null,10003,null,170788,null,6288,null,129367,null,5290,null,206712,null,7544,null,194305,null,6757,null,292314,null,8361,null,423036,null,9098,null,325754,null,8108,null,407114,null,9067,null,163722,null,4956,null,162380,null,5736,null,0400000US25,Massachusetts,25
3819736,null,15353,null,342157,null,10598,null,232259,null,6504,null,471249,null,11373,null,446831,null,8692,null,586083,null,9969,null,710124,null,11764,null,434991,null,8780,null,389360,null,6788,null,111016,null,4785,null,95666,null,4151,null,0400000US26,Michigan,26
