B20004_001E,B20004_001EA,B20004_001M,B20004_001MA,B20004_002E,B20004_002EA,B20004_002M,B20004_002MA,B20004_003E,B20004_003EA,B20004_003M,B20004_003MA,B20004_004E,B20004_004EA,B20004_004M,B20004_004MA,B20004_005E,B20004_005EA,B20004_005M,B20004_005MA,B20004_006E,B20004_006EA,B20004_006M,B20004_006MA,B20004_007E,B20004_007EA,B20004_007M,B20004_007MA,B20004_008E,B20004_008EA,B20004_008M,B20004_008MA,B20004_009E,B20004_009EA,B20004_009M,B20004_009MA,B20004_010E,B20004_010EA,B20004_010M,B20004_010MA,B20004_011E,B20004_011EA,B20004_011M,B20004_011MA,B20004_012E,B20004_012EA,B20004_012M,B20004_012MA,B20004_013E,B20004_013EA,B20004_013M,B20004_013MA,B20004_014E,B20004_014EA,B20004_014M,B20004_014MA,B20004_015E,B20004_015EA,B20004_015M,B20004_015MA,B20004_016E,B20004_016EA,B20004_016M,B20004_016MA,B20004_017E,B20004_017EA,B20004_017M,B20004_017MA,B20004_018E,B20004_018EA,B20004_018M,B20004_018MA,GEO_ID,NAME,state
29718,null,318,null,16821,null,638,null,24084,null,539,null,29353,null,500,null,43632,null,850,null,53876,null,1156,null,36719,null,646,null,20384,null,909,null,30352,null,775,null,37800,null,758,null,54691,null,1999,null,74890,null,4967,null,23725,null,369,null,12313,null,765,null,18734,null,410,null,23577,null,514,null,37358,null,938,null,47978,null,804,null,0400000US01,Alabama,01
37754,null,1048,null,17793,null,3317,null,28949,null,1557,null,36038,null,1373,null,48038,null,2268,null,61858,null,2636,null,46259,null,2312,null,21411,null,4792,null,37148,null,3062,null,47820,null,2137,null,59100,null,3562,null,68447,null,5363,null,30013,null,1414,null,13251,null,1218,null,21850,null,1542,null,28837,null,1299,null,40459,null,1775,null,58615,null,2833,null,0400000US02,Alaska,02
31817,null,336,null,18900,null,564,null,25042,null,698,null,32075,null,484,null,44660,null,1033,null,57877,null,1624,null,36401,null,567,null,21773,null,939,null,28315,null,967,null,37862,null,666,null,53927,null,2160,null,72545,null,1847,null,27981,null,350,null,14309,null,800,null,22236,null,583,null,27708,null,534,null,36854,null,884,null,47948,null,1330,null,0400000US04,Arizona,04
27743,null,381,null,17888,null,752,null,23723,null,556,null,27682,null,630,null,39896,null,1086,null,51114,null,1390,null,31852,null,402,null,21125,null,1071,null,28816,null,670,null,33424,null,938,null,49834,null,1702,null,65530,null,5803,null,22978,null,467,null,13367,null,853,null,18879,null,583,null,22809,null,761,null,33747,null,1262,null,46974,null,1480,null,0400000US05,Arkansas,05
35366,null,197,null,18451,null,174,null,26950,null,321,null,35643,null,278,null,51938,null,396,null,73078,null,841,null,39741,null,233,null,21483,null,322,null,30738,null,420,null,41539,null,403,null,61192,null,580,null,88847,null,1065,null,29953,null,205,null,14037,null,218,null,22446,null,300,null,29858,null,313,null,44841,null,694,null,60686,null,693,null,0400000US06,California,06
35320,null,419,null,18155,null,953,null,27975,null,480,null,32412,null,733,null,45569,null,1113,null,59118,null,1207,null,41195,null,493,null,22391,null,1360,null,31086,null,787,null,39263,null,896,null,57448,null,1775,null,75688,null,2885,null,29372,null,390,null,13204,null,1226,null,22879,null,733,null,27600,null,655,null,37038,null,1048,null,48036,null,1297,null,0400000US08,Colorado,08
41702,null,511,null,20708,null,1306,null,31776,null,581,null,38178,null,580,null,55968,null,1492,null,72925,null,1378,null,50867,null,623,null,24600,null,1551,null,40060,null,943,null,46522,null,1885,null,70130,null,1589,null,92526,null,2893,null,33637,null,716,null,15580,null,1998,null,25854,null,877,null,32023,null,704,null,43062,null,1580,null,59445,null,1693,null,0400000US09,Connecticut,09
35685,null,1041,null,19478,null,1410,null,28662,null,973,null,33113,null,1518,null,49180,null,2063,null,62148,null,3980,null,41875,null,1229,null,22510,null,2988,null,34529,null,2602,null,40238,null,1757,null,59073,null,3045,null,71042,null,4300,null,29618,null,852,null,14269,null,1488,null,24401,null,1228,null,28534,null,1549,null,41142,null,2765,null,54826,null,5879,null,0400000US10,Delaware,10
48160,null,1068,null,20364,null,1812,null,26231,null,1517,null,36530,null,1962,null,59373,null,2200,null,81948,null,3095,null,50625,null,2001,null,22296,null,3485,null,32091,null,3035,null,37211,null,2632,null,62283,null,5752,null,98256,null,4175,null,45490,null,2213,null,18970,null,2813,null,22931,null,2982,null,35928,null,2795,null,55065,null,6845,null,70756,null,3559,null,0400000US11,District of Columbia,11
29284,null,151,null,17528,null,319,null,23470,null,235,null,29521,null,220,null,41084,null,366,null,56194,null,1327,null,32851,null,290,null,19494,null,385,null,26850,null,384,null,34218,null,479,null,49178,null,593,null,69339,null,1614,null,25912,null,229,null,14442,null,413,null,20084,null,344,null,26395,null,325,null,37065,null,591,null,47793,null,723,null,0400000US12,Florida,12
31756,null,294,null,16831,null,533,null,24952,null,352,null,31141,null,418,null,47639,null,794,null,59931,null,748,null,37603,null,397,null,19201,null,679,null,29782,null,494,null,38348,null,502,null,58340,null,1030,null,75420,null,1850,null,27413,null,332,null,13697,null,511,null,20176,null,470,null,26575,null,470,null,39003,null,679,null,52607,null,909,null,0400000US13,Georgia,13
35221,null,724,null,19981,null,1767,null,27835,null,828,null,34554,null,837,null,44612,null,2060,null,57673,null,2718,null,39769,null,939,null,24040,null,2619,null,30757,null,1235,null,39364,null,1304,null,50852,null,2072,null,71759,null,7519,null,30064,null,673,null,16675,null,1668,null,23727,null,883,null,29236,null,802,null,39296,null,2041,null,48716,null,1536,null,0400000US15,Hawaii,15
27981,null,476,null,18124,null,1031,null,22850,null,998,null,26077,null,1033,null,38645,null,1129,null,55678,null,3002,null,33950,null,889,null,22737,null,1841,null,29281,null,910,null,32907,null,1163,null,44297,null,2302,null,65994,null,5095,null,21550,null,628,null,11801,null,1220,null,18033,null,963,null,20950,null,848,null,31905,null,1142,null,45996,null,3555,null,0400000US16,Idaho,16
35524,null,268,null,19555,null,385,null,26548,null,358,null,33106,null,366,null,48964,null,429,null,63591,null,1014,null,42048,null,315,null,22936,null,553,null,32152,null,585,null,40920,null,532,null,59462,null,675,null,78593,null,1325,null,28828,null,260,null,15364,null,501,null,20547,null,404,null,27083,null,431,null,40006,null,507,null,53170,null,1054,null,0400000US17,Illinois,17
30925,null,243,null,18139,null,615,null,26024,null,359,null,30376,null,407,null,42294,null,713,null,57458,null,946,null,38098,null,303,null,21718,null,833,null,32392,null,417,null,38623,null,447,null,52183,null,1244,null,67906,null,1982,null,24620,null,294,null,13411,null,726,null,19987,null,426,null,24450,null,425,null,34792,null,930,null,49882,null,1190,null,0400000US18,Indiana,18
31447,null,375,null,18699,null,795,null,26627,null,519,null,29961,null,462,null,42663,null,678,null,54477,null,1678,null,38570,null,457,null,20706,null,1602,null,33059,null,749,null,37752,null,864,null,52086,null,1199,null,66249,null,4355,null,25211,null,450,null,15948,null,1395,null,19807,null,592,null,24210,null,430,null,35614,null,847,null,48756,null,722,null,0400000US19,Iowa,19
32015,null,388,null,20091,null,1139,null,25472,null,661,null,30001,null,553,null,42521,null,1039,null,54441,null,1634,null,38768,null,501,null,23407,null,1465,null,31422,null,822,null,37677,null,768,null,52447,null,1782,null,71543,null,2179,null,25755,null,550,null,15424,null,1294,null,19328,null,702,null,24243,null,691,null,35380,null,1316,null,47081,null,1840,null,0400000US20,Kansas,20
29097,null,351,null,16127,null,932,null,24002,null,444,null,29191,null,544,null,40812,null,1039,null,50980,null,621,null,34838,null,720,null,20133,null,1153,null,29363,null,620,null,36672,null,1130,null,51088,null,1417,null,64061,null,2966,null,24026,null,367,null,11793,null,737,null,18881,null,484,null,24196,null,630,null,34223,null,1263,null,45697,null,1285,null,0400000US21,Kentucky,21
31199,null,391,null,18694,null,663,null,26479,null,737,null,30412,null,565,null,42980,null,884,null,53306,null,2118,null,39876,null,663,null,24267,null,1172,null,35180,null,1013,null,41108,null,1248,null,52535,null,2007,null,73870,null,5126,null,23932,null,391,null,12905,null,654,null,19368,null,576,null,23350,null,710,null,37560,null,905,null,45763,null,1834,null,0400000US22,Louisiana,22
30219,null,536,null,18994,null,1651,null,24727,null,766,null,29384,null,824,null,38653,null,1242,null,49871,null,1379,null,36480,null,1031,null,22317,null,2942,null,30272,null,1005,null,37015,null,1370,null,48156,null,1648,null,63896,null,4528,null,24868,null,660,null,14954,null,1779,null,19140,null,882,null,24042,null,787,null,32304,null,1227,null,43435,null,3433,null,0400000US23,Maine,23
42646,null,403,null,21207,null,767,null,30914,null,559,null,39821,null,465,null,55503,null,1194,null,76161,null,1783,null,49542,null,436,null,24880,null,1019,null,36616,null,1320,null,47243,null,1492,null,67243,null,1736,null,94094,null,2292,null,37742,null,405,null,16449,null,1073,null,25898,null,811,null,35837,null,786,null,47576,null,1108,null,63479,null,1284,null,0400000US24,Maryland,24
41016,null,375,null,21040,null,934,null,30523,null,579,null,36805,null,647,null,51755,null,711,null,67827,null,898,null,48712,null,480,null,24955,null,1432,null,36852,null,1054,null,44634,null,1248,null,63643,null,1797,null,85756,null,2701,null,34764,null,469,null,16878,null,1089,null,24026,null,582,null,30781,null,570,null,44223,null,1321,null,57530,null,1199,null,0400000US25,Massachusetts,25
30766,null,226,null,16826,null,675,null,23382,null,324,null,29271,null,317,null,45442,null,804,null,64850,null,1017,null,38483,null,317,null,20971,null,881,null,29159,null,413,null,37649,null,635,null,56325,null,1543,null,78508,null,1021,null,24851,null,255,null,11820,null,468,null,18484,null,325,null,23914,null,321,null,36808,null,807,null,54580,null,1468,null,0400000US26,Michigan,26
35926,null,301,null,19696,null,776,null,27609,null,407,null,33668,null,427,null,48264,null,535,null,61011,null,1028,null,41682,null,320,null,21917,null,999,null,32880,null,745,null,40436,null,570,null,58102,null,1023,null,73413,null,1611,null,29824,null,296,null,16136,null,1103,null,21567,null,526,null,28132,null,448,null,39784,null,802,null,52966,null,1140,null,0400000US27,Minnesota,27
27850,null,419,null,16989,null,884,null,23025,null,578,null,28312,null,678,null,38908,null,919,null,48866,null,1912,null,33223,null,878,null,20824,null,1099,null,28524,null,785,null,36071,null,1383,null,48644,null,1482,null,63420,null,6507,null,22429,null,553,null,12272,null,859,null,17136,null,690,null,22482,null,698,null,33200,null,1034,null,42455,null,1565,null,0400000US28,Mississippi,28
30671,null,271,null,17955,null,528,null,25162,null,387,null,30042,null,443,null,41274,null,852,null,51595,null,923,null,36749,null,557,null,20733,null,800,null,30347,null,560,null,37048,null,808,null,51850,null,1201,null,63057,null,3012,null,25884,null,369,null,13508,null,1096,null,20492,null,416,null,25484,null,589,null,34708,null,853,null,45966,null,1348,null,0400000US29,Missouri,29
