B17009_001E,B17009_001EA,B17009_001M,B17009_001MA,B17009_002E,B17009_002EA,B17009_002M,B17009_002MA,B17009_003E,B17009_003EA,B17009_003M,B17009_003MA,B17009_004E,B17009_004EA,B17009_004M,B17009_004MA,B17009_005E,B17009_005EA,B17009_005M,B17009_005MA,B17009_006E,B17009_006EA,B17009_006M,B17009_006MA,B17009_007E,B17009_007EA,B17009_007M,B17009_007MA,B17009_008E,B17009_008EA,B17009_008M,B17009_008MA,B17009_009E,B17009_009EA,B17009_009M,B17009_009MA,B17009_010E,B17009_010EA,B17009_010M,B17009_010MA,B17009_011E,B17009_011EA,B17009_011M,B17009_011MA,B17009_012E,B17009_012EA,B17009_012M,B17009_012MA,B17009_013E,B17009_013EA,B17009_013M,B17009_013MA,B17009_014E,B17009_014EA,B17009_014M,B17009_014MA,B17009_015E,B17009_015EA,B17009_015M,B17009_015MA,B17009_016E,B17009_016EA,B17009_016M,B17009_016MA,B17009_017E,B17009_017EA,B17009_017M,B17009_017MA,B17009_018E,B17009_018EA,B17009_018M,B17009_018MA,B17009_019E,B17009_019EA,B17009_019M,B17009_019MA,B17009_020E,B17009_020EA,B17009_020M,B17009_020MA,B17009_021E,B17009_021EA,B17009_021M,B17009_021MA,GEO_ID,NAME,state
771422,null,14196,null,235582,null,8138,null,10867,null,1789,null,6619,null,1292,null,4248,null,1234,null,73550,null,5538,null,38286,null,3294,null,35264,null,3527,null,151165,null,5940,null,107922,null,4287,null,43243,null,3740,null,535840,null,12605,null,275626,null,9913,null,218927,null,7832,null,56699,null,4289,null,99930,null,5535,null,76673,null,4472,null,23257,null,3001,null,160284,null,5172,null,153568,null,4978,null,6716,null,1556,null,0400000US01,Alabama,01
133040,null,5897,null,24475,null,2718,null,1562,null,695,null,366,null,342,null,1196,null,585,null,12638,null,1852,null,4038,null,925,null,8600,null,1545,null,10275,null,1922,null,3721,null,893,null,6554,null,1549,null,108565,null,5433,null,56991,null,3915,null,35934,null,2590,null,21057,null,2523,null,35066,null,3219,null,18986,null,1824,null,16080,null,2622,null,16508,null,1971,null,13612,null,1605,null,2896,null,1086,null,0400000US02,Alaska,02
1193223,null,23390,null,310202,null,11252,null,20610,null,3310,null,9344,null,1843,null,11266,null,2481,null,108200,null,6461,null,44806,null,4397,null,63394,null,5436,null,181392,null,7830,null,85779,null,4111,null,95613,null,7389,null,883021,null,17941,null,488740,null,13470,null,316714,null,9206,null,172026,null,9200,null,179705,null,7868,null,117122,null,5348,null,62583,null,4846,null,214576,null,7340,null,188865,null,6375,null,25711,null,3565,null,0400000US04,Arizona,04
473201,null,12217,null,145162,null,6414,null,6976,null,1455,null,5140,null,1270,null,1836,null,759,null,52044,null,4449,null,27891,null,2872,null,24153,null,3420,null,86142,null,4609,null,55943,null,3654,null,30199,null,3251,null,328039,null,10406,null,166300,null,8944,null,128074,null,6659,null,38226,null,4008,null,62448,null,4096,null,44947,null,3315,null,17501,null,2458,null,99291,null,4537,null,94460,null,4509,null,4831,null,1312,null,0400000US05,Arkansas,05
6411271,null,35784,null,1550665,null,23578,null,72072,null,5486,null,30310,null,3017,null,41762,null,4364,null,561084,null,14792,null,196256,null,6250,null,364828,null,12641,null,917509,null,17875,null,395953,null,10376,null,521556,null,13931,null,4860606,null,32057,null,2578939,null,28545,null,1591173,null,19549,null,987766,null,17648,null,1177550,null,18789,null,699804,null,12712,null,477746,null,13377,null,1104117,null,16724,null,935142,null,13325,null,168975,null,10700,null,0400000US06,California,06
1006402,null,14958,null,230492,null,8870,null,14620,null,2745,null,6957,null,1298,null,7663,null,2133,null,111281,null,6713,null,48396,null,3986,null,62885,null,4761,null,104591,null,5493,null,61684,null,3893,null,42907,null,4159,null,775910,null,14398,null,451565,null,11309,null,316241,null,8247,null,135324,null,7554,null,181762,null,7325,null,118488,null,5663,null,63274,null,5306,null,142583,null,6532,null,125241,null,5361,null,17342,null,3466,null,0400000US08,Colorado,08
609146,null,13986,null,124542,null,7037,null,4896,null,1218,null,3353,null,926,null,1543,null,634,null,42105,null,4399,null,15782,null,2157,null,26323,null,3102,null,77541,null,4912,null,47606,null,3335,null,29935,null,3279,null,484604,null,12435,null,256293,null,9204,null,185417,null,7111,null,70876,null,4643,null,108342,null,5913,null,71745,null,3731,null,36597,null,3963,null,119969,null,4675,null,111896,null,4188,null,8073,null,1489,null,0400000US09,Connecticut,09
161111,null,7505,null,33795,null,3551,null,1233,null,741,null,691,null,463,null,542,null,528,null,12329,null,2462,null,5043,null,1285,null,7286,null,1968,null,20233,null,2229,null,9950,null,1337,null,10283,null,1675,null,127316,null,6025,null,70460,null,4794,null,45777,null,3699,null,24683,null,3144,null,24625,null,2997,null,15782,null,2194,null,8843,null,1868,null,32231,null,2283,null,29354,null,2079,null,2877,null,709,null,0400000US10,Delaware,10
202021,null,6743,null,43648,null,3718,null,1809,null,671,null,1346,null,605,null,463,null,338,null,14539,null,2180,null,5347,null,1123,null,9192,null,1828,null,27300,null,3148,null,17015,null,1974,null,10285,null,2044,null,158373,null,6055,null,106884,null,4957,null,78667,null,3704,null,28217,null,2733,null,31855,null,3215,null,20198,null,2140,null,11657,null,2172,null,19634,null,1883,null,17677,null,1786,null,1957,null,704,null,0400000US11,District of Columbia,11
3588848,null,34693,null,930392,null,20578,null,48040,null,4940,null,21785,null,2875,null,26255,null,3718,null,316204,null,12287,null,139629,null,7718,null,176575,null,10244,null,566148,null,14168,null,314088,null,9152,null,252060,null,12792,null,2658456,null,29009,null,1362983,null,21825,null,927718,null,14720,null,435265,null,14829,null,535263,null,15850,null,356065,null,11462,null,179198,null,9257,null,760210,null,14876,null,685896,null,13047,null,74314,null,5326,null,0400000US12,Florida,12
1590603,null,23648,null,433022,null,12706,null,24435,null,3689,null,12496,null,2143,null,11939,null,2728,null,152019,null,7520,null,62828,null,4751,null,89191,null,6011,null,256568,null,10029,null,150761,null,5891,null,105807,null,8309,null,1157581,null,21814,null,692425,null,16991,null,498955,null,12192,null,193470,null,9722,null,224157,null,10963,null,147549,null,6754,null,76608,null,7328,null,240999,null,7699,null,226518,null,7344,null,14481,null,2492,null,0400000US13,Georgia,13
224060,null,8474,null,51554,null,4570,null,3757,null,935,null,1485,null,596,null,2272,null,703,null,18146,null,2668,null,6695,null,1585,null,11451,null,1992,null,29651,null,3409,null,14693,null,2228,null,14958,null,2255,null,172506,null,7755,null,98749,null,6685,null,61611,null,4231,null,37138,null,4254,null,37570,null,3382,null,21814,null,2474,null,15756,null,2273,null,36187,null,2720,null,29472,null,2359,null,6715,null,1556,null,0400000US15,Hawaii,15
243639,null,8132,null,72244,null,5479,null,4284,null,1375,null,2283,null,751,null,2001,null,996,null,37204,null,4344,null,14799,null,1649,null,22405,null,3899,null,30756,null,3067,null,16336,null,1976,null,14420,null,1974,null,171395,null,5786,null,84630,null,4742,null,58051,null,3596,null,26579,null,2850,null,41491,null,3498,null,27657,null,2578,null,13834,null,2128,null,45274,null,2810,null,42126,null,2569,null,3148,null,1024,null,0400000US16,Idaho,16
2280925,null,24577,null,530431,null,14346,null,22691,null,2733,null,13156,null,2092,null,9535,null,1699,null,206601,null,9305,null,98647,null,5928,null,107954,null,6347,null,301139,null,10447,null,174905,null,7585,null,126234,null,7634,null,1750494,null,23380,null,953514,null,19968,null,695106,null,14420,null,258408,null,9849,null,371254,null,9413,null,257824,null,7002,null,113430,null,6372,null,425726,null,8222,null,397676,null,7553,null,28050,null,2825,null,0400000US17,Illinois,17
1130319,null,14205,null,296584,null,8933,null,13840,null,2136,null,6652,null,1164,null,7188,null,1686,null,129988,null,6328,null,61598,null,3878,null,68390,null,4444,null,152756,null,7253,null,90370,null,4901,null,62386,null,5086,null,833735,null,12739,null,429934,null,9679,null,321123,null,8517,null,108811,null,5697,null,182790,null,7163,null,131853,null,5582,null,50937,null,4185,null,221011,null,5544,null,208397,null,5357,null,12614,null,2586,null,0400000US18,Indiana,18
588933,null,11097,null,148702,null,6194,null,7816,null,1538,null,4476,null,908,null,3340,null,1045,null,77830,null,4136,null,36769,null,2827,null,41061,null,3254,null,63056,null,3830,null,40495,null,2679,null,22561,null,2346,null,440231,null,11371,null,231418,null,7791,null,171993,null,5875,null,59425,null,4561,null,95752,null,5520,null,69010,null,4202,null,26742,null,3125,null,113061,null,4633,null,105799,null,3931,null,7262,null,2140,null,0400000US19,Iowa,19
536017,null,10169,null,142616,null,5848,null,9413,null,1771,null,5474,null,1150,null,3939,null,1151,null,67963,null,4817,null,28720,null,2803,null,39243,null,4024,null,65240,null,3803,null,40139,null,2820,null,25101,null,3027,null,393401,null,9961,null,218151,null,8133,null,162315,null,5794,null,55836,null,4731,null,76675,null,4740,null,53629,null,3950,null,23046,null,2991,null,98575,null,3709,null,92518,null,3714,null,6057,null,1449,null,0400000US20,Kansas,20
732702,null,14413,null,236119,null,8412,null,11349,null,1894,null,6625,null,1601,null,4724,null,1182,null,79535,null,5361,null,35721,null,2987,null,43814,null,4466,null,145235,null,6213,null,99473,null,4935,null,45762,null,4058,null,496583,null,11145,null,250057,null,7915,null,192405,null,6218,null,57652,null,4254,null,93144,null,4331,null,68479,null,3953,null,24665,null,2469,null,153382,null,5851,null,144873,null,5555,null,8509,null,1434,null,0400000US21,Kentucky,21
760338,null,17039,null,224500,null,8383,null,13628,null,2593,null,7493,null,1616,null,6135,null,1541,null,81873,null,5056,null,41839,null,3339,null,40034,null,4096,null,128999,null,6928,null,89409,null,4589,null,39590,null,4259,null,535838,null,13955,null,304580,null,11343,null,228124,null,8306,null,76456,null,5511,null,101925,null,6226,null,69770,null,4278,null,32155,null,3851,null,129333,null,4748,null,122493,null,4664,null,6840,null,999,null,0400000US22,Louisiana,22
280499,null,8328,null,68123,null,4148,null,4406,null,1134,null,2033,null,627,null,2373,null,890,null,23680,null,2477,null,10501,null,1440,null,13179,null,1781,null,40037,null,2932,null,25664,null,1991,null,14373,null,2036,null,212376,null,7545,null,100847,null,6144,null,71191,null,4214,null,29656,null,3108,null,49368,null,3881,null,31002,null,2618,null,18366,null,2288,null,62161,null,3116,null,56903,null,3056,null,5258,null,1116,null,0400000US23,Maine,23
1024368,null,17116,null,203425,null,8040,null,8525,null,1504,null,3176,null,1038,null,5349,null,1216,null,74102,null,5822,null,25556,null,2867,null,48546,null,4437,null,120798,null,6570,null,67472,null,3851,null,53326,null,4834,null,820943,null,16706,null,492166,null,12964,null,350718,null,8955,null,141448,null,8072,null,157489,null,7156,null,99765,null,4888,null,57724,null,5035,null,171288,null,6355,null,156747,null,5847,null,14541,null,3413,null,0400000US24,Maryland,24
1344052,null,20622,null,284983,null,10851,null,8203,null,1775,null,4963,null,1479,null,3240,null,862,null,101913,null,6964,null,42650,null,3472,null,59263,null,5088,null,174867,null,7661,null,111865,null,5021,null,63002,null,5578,null,1059069,null,18106,null,582413,null,15363,null,384996,null,10593,null,197417,null,8884,null,229932,null,8212,null,149672,null,5811,null,80260,null,5788,null,246724,null,6537,null,224289,null,5510,null,22435,null,3281,null,0400000US25,Massachusetts,25
1803400,null,20434,null,531086,null,11170,null,21339,null,2632,null,12466,null,1620,null,8873,null,1654,null,208035,null,8017,null,90312,null,4697,null,117723,null,6575,null,301712,null,9469,null,175956,null,7301,null,125756,null,5710,null,1272314,null,16261,null,582078,null,12433,null,443635,null,10363,null,138443,null,6504,null,286190,null,8959,null,206542,null,6351,null,79648,null,5332,null,404046,null,8953,null,367067,null,8837,null,36979,null,3958,null,0400000US26,Michigan,26
1038197,null,15389,null,235003,null,8816,null,11718,null,1814,null,7002,null,1188,null,4716,null,1257,null,109873,null,6250,null,48205,null,3297,null,61668,null,4430,null,113412,null,5573,null,71400,null,3664,null,42012,null,3792,null,803194,null,13457,null,435927,null,9135,null,317051,null,7067,null,118876,null,6293,null,194379,null,7242,null,131805,null,5573,null,62574,null,4490,null,172888,null,4911,null,161137,null,4674,null,11751,null,1701,null,0400000US27,Minnesota,27
457720,null,12641,null,154958,null,7214,null,8722,null,1773,null,4763,null,1113,null,3959,null,1402,null,45454,null,3968,null,22351,null,2776,null,23103,null,2934,null,100782,null,6390,null,69087,null,4578,null,31695,null,3708,null,302762,null,9343,null,160582,null,7783,null,122554,null,5915,null,38028,null,3806,null,53811,null,3892,null,39902,null,2895,null,13909,null,2540,null,88369,null,4213,null,82238,null,3977,null,6131,null,1579,null,0400000US28,Mississippi,28
1094164,null,16242,null,286263,null,9250,null,14855,null,2118,null,9122,null,1604,null,5733,null,1260,null,114356,null,5793,null,56723,null,3403,null,57633,null,4371,null,157052,null,6899,null,99215,null,4353,null,57837,null,4964,null,807901,null,14472,null,432608,null,10655,null,319817,null,8609,null,112791,null,5633,null,165043,null,7743,null,116742,null,5871,null,48301,null,4066,null,210250,null,6426,null,194690,null,5252,null,15560,null,2890,null,0400000US29,Missouri,29
205979,null,7837,null,57667,null,5167,null,5152,null,1525,null,2072,null,821,null,3080,null,1087,null,27507,null,3950,null,10267,null,1681,null,17240,null,3233,null,25008,null,2946,null,16036,null,1930,null,8972,null,1942,null,148312,null,6047,null,74297,null,4573,null,50836,null,3035,null,23461,null,3162,null,35965,null,2983,null,25037,null,2205,null,10928,null,1901,null,38050,null,2855,null,35099,null,2537,null,2951,null,1046,null,0400000US30,Montana,30
349417,null,10747,null,90008,null,6437,null,7677,null,1643,null,4161,null,1071,null,3516,null,1209,null,46171,null,4549,null,20685,null,2327,null,25486,null,3430,null,36160,null,3263,null,23490,null,2244,null,12670,null,2237,null,259409,null,8155,null,146891,null,6736,null,110077,null,4852,null,36814,null,3280,null,53109,null,3527,null,38848,null,2552,null,14261,null,2196,null,59409,null,2776,null,55996,null,2572,null,3413,null,981,null,0400000US31,Nebraska,31
520414,null,14368,null,107495,null,7189,null,5318,null,1235,null,2395,null,935,null,2923,null,894,null,41060,null,4294,null,16256,null,2612,null,24804,null,3011,null,61117,null,4963,null,31085,null,2965,null,30032,null,3794,null,412919,null,11129,null,246793,null,9056,null,158755,null,6592,null,88038,null,5560,null,88808,null,4541,null,58818,null,3756,null,29990,null,3093,null,77318,null,4228,null,66170,null,4105,null,11148,null,1722,null,0400000US32,Nevada,32
249985,null,8011,null,50221,null,4160,null,1348,null,726,null,927,null,559,null,421,null,433,null,20603,null,2996,null,9378,null,1773,null,11225,null,2115,null,28270,null,2852,null,16657,null,2217,null,11613,null,1749,null,199764,null,7677,null,112119,null,6344,null,74542,null,4306,null,37577,null,3229,null,44542,null,3667,null,29501,null,2568,null,15041,null,2643,null,43103,null,2297,null,38846,null,2280,null,4257,null,1030,null,0400000US33,New Hampshire,33
1396587,null,19243,null,264740,null,9079,null,11605,null,2309,null,4212,null,1114,null,7393,null,1793,null,74397,null,6251,null,28921,null,3354,null,45476,null,4503,null,178738,null,9498,null,103251,null,5495,null,75487,null,7726,null,1131847,null,19916,null,628257,null,17403,null,426589,null,8995,null,201668,null,12219,null,211659,null,8893,null,147665,null,6445,null,63994,null,5470,null,291931,null,6985,null,272257,null,6504,null,19674,null,2524,null,0400000US34,New Jersey,34
359807,null,10664,null,100225,null,5883,null,5871,null,1320,null,3485,null,1073,null,2386,null,792,null,33901,null,3647,null,16769,null,1961,null,17132,null,2878,null,60453,null,4431,null,37757,null,3282,null,22696,null,3133,null,259582,null,9057,null,141653,null,7078,null,99221,null,5057,null,42432,null,4592,null,51167,null,4075,null,34366,null,2936,null,16801,null,2560,null,66762,null,3823,null,61210,null,3186,null,5552,null,2097,null,0400000US35,New Mexico,35
3757745,null,34790,null,899993,null,18448,null,38799,null,3432,null,19864,null,2169,null,18935,null,2530,null,270227,null,9727,null,116109,null,6036,null,154118,null,7553,null,590967,null,14217,null,346758,null,9971,null,244209,null,9675,null,2857752,null,28970,null,1591313,null,23536,null,1083831,null,15700,null,507482,null,13755,null,564083,null,12377,null,384572,null,9714,null,179511,null,7007,null,702356,null,10223,null,629581,null,9623,null,72775,null,4927,null,0400000US36,New York,36
1668649,null,22328,null,481912,null,14961,null,28840,null,3299,null,14268,null,1826,null,14572,null,2682,null,193443,null,9760,null,92882,null,5984,null,100561,null,8326,null,259629,null,10010,null,164406,null,6773,null,95223,null,5626,null,1186737,null,17734,null,643092,null,14716,null,488553,null,11188,null,154539,null,7953,null,249483,null,9540,null,182746,null,7696,null,66737,null,4797,null,294162,null,8234,null,272963,null,7275,null,21199,null,3366,null,0400000US37,North Carolina,37
