B17010A_001E,B17010A_001EA,B17010A_001M,B17010A_001MA,B17010A_002E,B17010A_002EA,B17010A_002M,B17010A_002MA,B17010A_003E,B17010A_003EA,B17010A_003M,B17010A_003MA,B17010A_004E,B17010A_004EA,B17010A_004M,B17010A_004MA,B17010A_005E,B17010A_005EA,B17010A_005M,B17010A_005MA,B17010A_006E,B17010A_006EA,B17010A_006M,B17010A_006MA,B17010A_007E,B17010A_007EA,B17010A_007M,B17010A_007MA,B17010A_008E,B17010A_008EA,B17010A_008M,B17010A_008MA,B17010A_009E,B17010A_009EA,B17010A_009M,B17010A_009MA,B17010A_010E,B17010A_010EA,B17010A_010M,B17010A_010MA,B17010A_011E,B17010A_011EA,B17010A_011M,B17010A_011MA,B17010A_012E,B17010A_012EA,B17010A_012M,B17010A_012MA,B17010A_013E,B17010A_013EA,B17010A_013M,B17010A_013MA,B17010A_014E,B17010A_014EA,B17010A_014M,B17010A_014MA,B17010A_015E,B17010A_015EA,B17010A_015M,B17010A_015MA,B17010A_016E,B17010A_016EA,B17010A_016M,B17010A_016MA,B17010A_017E,B17010A_017EA,B17010A_017M,B17010A_017MA,B17010A_018E,B17010A_018EA,B17010A_018M,B17010A_018MA,B17010A_019E,B17010A_019EA,B17010A_019M,B17010A_019MA,B17010A_020E,B17010A_020EA,B17010A_020M,B17010A_020MA,B17010A_021E,B17010A_021EA,B17010A_021M,B17010A_021MA,B17010A_022E,B17010A_022EA,B17010A_022M,B17010A_022MA,B17010A_023E,B17010A_023EA,B17010A_023M,B17010A_023MA,B17010A_024E,B17010A_024EA,B17010A_024M,B17010A_024MA,B17010A_025E,B17010A_025EA,B17010A_025M,B17010A_025MA,B17010A_026E,B17010A_026EA,B17010A_026M,B17010A_026MA,B17010A_027E,B17010A_027EA,B17010A_027M,B17010A_027MA,B17010A_028E,B17010A_028EA,B17010A_028M,B17010A_028MA,B17010A_029E,B17010A_029EA,B17010A_029M,B17010A_029MA,B17010A_030E,B17010A_030EA,B17010A_030M,B17010A_030MA,B17010A_031E,B17010A_031EA,B17010A_031M,B17010A_031MA,B17010A_032E,B17010A_032EA,B17010A_032M,B17010A_032MA,B17010A_033E,B17010A_033EA,B17010A_033M,B17010A_033MA,B17010A_034E,B17010A_034EA,B17010A_034M,B17010A_034MA,B17010A_035E,B17010A_035EA,B17010A_035M,B17010A_035MA,B17010A_036E,B17010A_036EA,B17010A_036M,B17010A_036MA,B17010A_037E,B17010A_037EA,B17010A_037M,B17010A_037MA,B17010A_038E,B17010A_038EA,B17010A_038M,B17010A_038MA,B17010A_039E,B17010A_039EA,B17010A_039M,B17010A_039MA,B17010A_040E,B17010A_040EA,B17010A_040M,B17010A_040MA,B17010A_041E,B17010A_041EA,B17010A_041M,B17010A_041MA,GEO_ID,NAME,state
414409,null,6333,null,27534,null,2364,null,11589,null,1543,null,7634,null,1380,null,2435,null,877,null,2849,null,830,null,2350,null,721,null,3955,null,714,null,15945,null,1975,null,2652,null,772,null,2344,null,716,null,1084,null,564,null,412,null,277,null,848,null,388,null,308,null,241,null,13293,null,1902,null,12323,null,1825,null,4488,null,1374,null,2558,null,938,null,5277,null,1108,null,970,null,400,null,386875,null,6477,null,326685,null,6278,null,136553,null,4296,null,28842,null,2406,null,30916,null,2321,null,76795,null,3638,null,190132,null,4659,null,60190,null,3600,null,18108,null,1914,null,9215,null,1530,null,2852,null,969,null,585,null,300,null,5778,null,1080,null,8893,null,1449,null,42082,null,3140,null,25969,null,2555,null,3073,null,944,null,3712,null,899,null,19184,null,2314,null,16113,null,1751,null,0400000US31,Nebraska,31
496122,null,8644,null,39569,null,3464,null,17177,null,2445,null,12156,null,2005,null,1857,null,739,null,5080,null,1486,null,5219,null,1331,null,5021,null,1215,null,22392,null,2555,null,4973,null,1087,null,3812,null,1099,null,1011,null,644,null,1486,null,715,null,1315,null,719,null,1161,null,598,null,17419,null,2468,null,15535,null,2416,null,3198,null,1204,null,3785,null,1083,null,8552,null,1719,null,1884,null,788,null,456553,null,8542,null,348392,null,6725,null,149550,null,6284,null,30278,null,2975,null,31495,null,2925,null,87777,null,5149,null,198842,null,5847,null,108161,null,5954,null,42654,null,3359,null,24096,null,2619,null,5843,null,1297,null,3623,null,1204,null,14630,null,2199,null,18558,null,2220,null,65507,null,4613,null,38791,null,3863,null,6899,null,1460,null,4634,null,1116,null,27258,null,3566,null,26716,null,2663,null,0400000US32,Nevada,32
322383,null,4691,null,16291,null,2032,null,5518,null,881,null,2610,null,668,null,544,null,398,null,655,null,346,null,1411,null,526,null,2908,null,630,null,10773,null,1798,null,1567,null,703,null,1497,null,698,null,522,null,439,null,379,null,381,null,596,null,362,null,70,null,70,null,9206,null,1796,null,8276,null,1778,null,2131,null,756,null,1716,null,737,null,4429,null,1218,null,930,null,453,null,306092,null,4221,null,255431,null,4971,null,103645,null,4195,null,17835,null,1904,null,16299,null,1890,null,69511,null,3500,null,151786,null,3600,null,50661,null,3305,null,17415,null,2025,null,10165,null,1656,null,2430,null,911,null,450,null,380,null,7285,null,1346,null,7250,null,1312,null,33246,null,2681,null,21163,null,2003,null,1492,null,653,null,1991,null,834,null,17680,null,1989,null,12083,null,1640,null,0400000US33,New Hampshire,33
1588628,null,11273,null,79500,null,5049,null,29921,null,2571,null,17359,null,1844,null,2402,null,753,null,6607,null,1002,null,8350,null,1395,null,12562,null,1611,null,49579,null,3907,null,8580,null,1895,null,5957,null,1442,null,1610,null,766,null,899,null,568,null,3448,null,1143,null,2623,null,996,null,40999,null,3599,null,34653,null,3576,null,8343,null,1687,null,7523,null,1498,null,18787,null,2215,null,6346,null,1308,null,1509128,null,11203,null,1234712,null,11709,null,543750,null,10031,null,99662,null,4740,null,92169,null,4356,null,351919,null,8379,null,690962,null,9728,null,274416,null,6569,null,81055,null,4389,null,36169,null,3344,null,10321,null,1869,null,2670,null,755,null,23178,null,2440,null,44886,null,2935,null,193361,null,5346,null,96440,null,4234,null,13370,null,2170,null,10315,null,1673,null,72755,null,3559,null,96921,null,3158,null,0400000US34,New Jersey,34
371206,null,6884,null,41895,null,3233,null,16747,null,2297,null,11124,null,2130,null,1638,null,576,null,4895,null,1219,null,4591,null,1313,null,5623,null,1049,null,25148,null,2546,null,5020,null,1358,null,4116,null,1290,null,791,null,565,null,1367,null,729,null,1958,null,817,null,904,null,548,null,20128,null,2353,null,17827,null,2180,null,2768,null,867,null,5472,null,1448,null,9587,null,1611,null,2301,null,796,null,329311,null,6833,null,258591,null,6098,null,96358,null,4928,null,18722,null,2532,null,21536,null,2558,null,56100,null,3640,null,162233,null,4316,null,70720,null,4108,null,21816,null,2466,null,14362,null,2318,null,3636,null,1090,null,2244,null,899,null,8482,null,1668,null,7454,null,1018,null,48904,null,3235,null,29191,null,2717,null,4417,null,1056,null,4093,null,1230,null,20681,null,2433,null,19713,null,2230,null,0400000US35,New Mexico,35
3242293,null,14975,null,232421,null,7654,null,97276,null,4862,null,57724,null,3998,null,12167,null,1854,null,20731,null,2425,null,24826,null,2581,null,39552,null,2921,null,135145,null,6567,null,25283,null,2645,null,19283,null,2349,null,4410,null,1282,null,5049,null,1244,null,9824,null,1568,null,6000,null,1109,null,109862,null,5970,null,91640,null,5321,null,19559,null,2230,null,23402,null,2326,null,48679,null,3792,null,18222,null,2113,null,3009872,null,16346,null,2422740,null,16067,null,1018690,null,12361,null,199248,null,6487,null,180719,null,6624,null,638723,null,9755,null,1404050,null,12600,null,587132,null,12529,null,176380,null,7223,null,81435,null,5516,null,15625,null,2230,null,8853,null,1699,null,56957,null,4442,null,94945,null,5203,null,410752,null,9680,null,203668,null,7403,null,27386,null,2760,null,21812,null,2495,null,154470,null,6178,null,207084,null,6958,null,0400000US36,New York,36
1784842,null,14528,null,142125,null,6165,null,62392,null,4032,null,37791,null,3405,null,9043,null,1670,null,12276,null,2144,null,16472,null,2315,null,24601,null,2520,null,79733,null,4923,null,15285,null,2496,null,11840,null,2112,null,3416,null,1126,null,2697,null,1023,null,5727,null,1229,null,3445,null,1089,null,64448,null,4169,null,55609,null,3978,null,12790,null,2017,null,12316,null,1738,null,30503,null,3326,null,8839,null,1445,null,1642717,null,14855,null,1387104,null,12803,null,536579,null,9637,null,113824,null,5270,null,95247,null,4149,null,327508,null,7206,null,850525,null,10150,null,255613,null,8888,null,84112,null,5420,null,48519,null,4911,null,11299,null,2222,null,6519,null,1631,null,30701,null,3694,null,35593,null,3375,null,171501,null,7205,null,97374,null,5295,null,13939,null,2151,null,9240,null,2001,null,74195,null,4453,null,74127,null,4140,null,0400000US37,North Carolina,37
159108,null,3449,null,7838,null,1139,null,3080,null,588,null,1659,null,504,null,550,null,341,null,345,null,197,null,764,null,357,null,1421,null,383,null,4758,null,1075,null,770,null,354,null,770,null,354,null,168,null,197,null,122,null,129,null,480,null,282,null,0,null,208,null,3988,null,986,null,3532,null,969,null,1709,null,772,null,611,null,351,null,1212,null,515,null,456,null,205,null,151270,null,3572,null,130433,null,2896,null,50177,null,2281,null,10549,null,1200,null,9260,null,1094,null,30368,null,1664,null,80256,null,2281,null,20837,null,2040,null,7677,null,1339,null,4278,null,1000,null,1265,null,508,null,447,null,378,null,2566,null,703,null,3399,null,791,null,13160,null,1439,null,8247,null,1262,null,1190,null,480,null,1362,null,693,null,5695,null,1049,null,4913,null,957,null,0400000US38,North Dakota,38
2544355,null,14261,null,221909,null,8535,null,80421,null,4193,null,51430,null,3436,null,8250,null,1760,null,16935,null,1786,null,26245,null,2328,null,28991,null,2366,null,141488,null,6731,null,24305,null,3128,null,19771,null,2788,null,6940,null,1450,null,3804,null,1029,null,9027,null,1957,null,4534,null,1169,null,117183,null,5611,null,101730,null,5669,null,25258,null,2703,null,25799,null,2995,null,50673,null,4152,null,15453,null,2043,null,2322446,null,14562,null,1907018,null,15835,null,759090,null,11257,null,137776,null,5439,null,137159,null,6530,null,484155,null,9051,null,1147928,null,12828,null,415428,null,8725,null,131050,null,6390,null,71064,null,4318,null,13867,null,1899,null,8265,null,1467,null,48932,null,3783,null,59986,null,4471,null,284378,null,6928,null,155807,null,5689,null,24680,null,2205,null,17691,null,2522,null,113436,null,5341,null,128571,null,5080,null,0400000US39,Ohio,39
744736,null,8471,null,71977,null,3849,null,29208,null,2386,null,17403,null,2075,null,3262,null,941,null,5694,null,1000,null,8447,null,1440,null,11805,null,1306,null,42769,null,2967,null,7156,null,1300,null,5394,null,1307,null,1531,null,557,null,1357,null,651,null,2506,null,821,null,1762,null,583,null,35613,null,2805,null,32178,null,2543,null,7176,null,1380,null,8024,null,1348,null,16978,null,1848,null,3435,null,956,null,672759,null,8422,null,554546,null,8962,null,223418,null,6638,null,45913,null,3106,null,47222,null,2531,null,130283,null,5249,null,331128,null,5796,null,118213,null,5121,null,40567,null,3328,null,23033,null,2423,null,4373,null,1162,null,2266,null,741,null,16394,null,2075,null,17534,null,1959,null,77646,null,3918,null,44454,null,3342,null,7896,null,1372,null,5694,null,1138,null,30864,null,2794,null,33192,null,2678,null,0400000US40,Oklahoma,40
847609,null,9824,null,74094,null,4170,null,30334,null,3107,null,18032,null,2216,null,3499,null,947,null,5979,null,1476,null,8554,null,1770,null,12302,null,1668,null,43760,null,3386,null,9106,null,1612,null,7381,null,1529,null,1034,null,715,null,949,null,593,null,5398,null,1236,null,1725,null,607,null,34654,null,3219,null,30215,null,3115,null,7949,null,1409,null,7004,null,1742,null,15262,null,2200,null,4439,null,865,null,773515,null,10220,null,637779,null,11067,null,239262,null,7055,null,45585,null,3316,null,42558,null,3322,null,151119,null,4575,null,398517,null,7826,null,135736,null,5268,null,43359,null,3304,null,23725,null,2661,null,4563,null,1015,null,1989,null,757,null,17173,null,2570,null,19634,null,2153,null,92377,null,4826,null,54592,null,3600,null,8815,null,1876,null,7007,null,1496,null,38770,null,3192,null,37785,null,2875,null,0400000US41,Oregon,41
2771803,null,14982,null,178991,null,6486,null,69332,null,3273,null,36252,null,2490,null,6773,null,1219,null,11028,null,1394,null,18451,null,1609,null,33080,null,2731,null,109659,null,5751,null,17807,null,2182,null,13613,null,1917,null,4604,null,1289,null,2090,null,648,null,6919,null,1123,null,4194,null,908,null,91852,null,5104,null,80244,null,5012,null,19591,null,2349,null,19034,null,2282,null,41619,null,3229,null,11608,null,1699,null,2592812,null,14088,null,2138798,null,14179,null,831185,null,9555,null,153531,null,5435,null,146924,null,5676,null,530730,null,7621,null,1307613,null,11045,null,454014,null,10236,null,146427,null,6095,null,70849,null,4423,null,18253,null,2373,null,8332,null,1589,null,44264,null,3667,null,75578,null,4069,null,307587,null,8043,null,156166,null,5929,null,27166,null,2677,null,16297,null,2174,null,112703,null,5211,null,151421,null,6197,null,0400000US42,Pennsylvania,42
218924,null,5167,null,13100,null,1938,null,4154,null,1061,null,2054,null,701,null,239,null,269,null,549,null,370,null,1266,null,544,null,2100,null,807,null,8946,null,1558,null,881,null,511,null,572,null,350,null,246,null,218,null,33,null,54,null,293,null,263,null,309,null,403,null,8065,null,1447,null,7068,null,1426,null,887,null,446,null,1764,null,819,null,4417,null,1166,null,997,null,459,null,205824,null,4980,null,164776,null,4788,null,64836,null,3246,null,13767,null,1926,null,9603,null,1501,null,41466,null,2828,null,99940,null,3963,null,41048,null,3719,null,11959,null,2046,null,6473,null,1520,null,1190,null,622,null,296,null,255,null,4987,null,1456,null,5486,null,1174,null,29089,null,2971,null,16232,null,2267,null,2915,null,1115,null,1820,null,773,null,11497,null,1884,null,12857,null,1925,null,0400000US44,Rhode Island,44
825574,null,8849,null,66791,null,4128,null,30780,null,2711,null,17528,null,2377,null,3430,null,970,null,6278,null,1438,null,7820,null,1646,null,13252,null,1828,null,36011,null,3259,null,6637,null,1291,null,5023,null,1258,null,1831,null,784,null,483,null,358,null,2709,null,885,null,1614,null,707,null,29374,null,2984,null,25004,null,2831,null,5000,null,1237,null,5827,null,1530,null,14177,null,2233,null,4370,null,1065,null,758783,null,8608,null,642233,null,8546,null,238030,null,6719,null,49453,null,3448,null,43125,null,3328,null,145452,null,5572,null,404203,null,6996,null,116550,null,4759,null,39820,null,3059,null,23435,null,2776,null,3967,null,1092,null,3115,null,1220,null,16353,null,2274,null,16385,null,2163,null,76730,null,4322,null,44855,null,3816,null,7345,null,1716,null,4808,null,1170,null,32702,null,3083,null,31875,null,2458,null,0400000US45,South Carolina,45
183732,null,3925,null,10869,null,1764,null,5476,null,1146,null,2962,null,826,null,568,null,298,null,946,null,421,null,1448,null,592,null,2514,null,618,null,5393,null,1099,null,1272,null,580,null,991,null,519,null,353,null,350,null,42,null,54,null,596,null,331,null,281,null,282,null,4121,null,1003,null,3891,null,994,null,1395,null,541,null,759,null,379,null,1737,null,669,null,230,null,221,null,172863,null,3724,null,147582,null,3315,null,59652,null,2531,null,10899,null,1490,null,12686,null,1286,null,36067,null,2251,null,87930,null,2602,null,25281,null,2292,null,6872,null,1167,null,3906,null,866,null,1041,null,524,null,274,null,157,null,2591,null,637,null,2966,null,750,null,18409,null,1987,null,12404,null,1598,null,2346,null,750,null,1199,null,524,null,8859,null,1396,null,6005,null,1004,null,0400000US46,South Dakota,46
1342482,null,11231,null,139794,null,6329,null,65942,null,4370,null,37739,null,3433,null,9624,null,1700,null,9748,null,1368,null,18367,null,2235,null,28203,null,2493,null,73852,null,4881,null,13184,null,1946,null,10475,null,1860,null,3006,null,906,null,2294,null,887,null,5175,null,1337,null,2709,null,817,null,60668,null,4432,null,50867,null,4199,null,13433,null,1648,null,12107,null,1859,null,25327,null,3370,null,9801,null,1479,null,1202688,null,11787,null,1003190,null,11646,null,401145,null,7186,null,80939,null,5167,null,69191,null,4070,null,251015,null,5440,null,602045,null,9577,null,199498,null,7677,null,63589,null,4478,null,35358,null,3385,null,8446,null,1990,null,3340,null,953,null,23572,null,2348,null,28231,null,3128,null,135909,null,6195,null,75579,null,4855,null,12082,null,1849,null,10209,null,1636,null,53288,null,4318,null,60330,null,3586,null,0400000US47,Tennessee,47
4500109,null,23956,null,520610,null,11124,null,240454,null,8094,null,173578,null,7176,null,30193,null,3626,null,73162,null,4516,null,70223,null,4646,null,66876,null,4720,null,280156,null,9418,null,42475,null,3612,null,32235,null,3338,null,8315,null,1867,null,9205,null,1913,null,14715,null,2303,null,10240,null,1585,null,237681,null,8923,null,210670,null,8802,null,40876,null,3583,null,67540,null,5578,null,102254,null,6205,null,27011,null,3032,null,3979499,null,23597,null,3202081,null,24400,null,1471993,null,17662,null,278756,null,9496,null,318525,null,8617,null,874712,null,13136,null,1730088,null,17412,null,777418,null,15278,null,250371,null,8307,null,133552,null,6057,null,27750,null,2687,null,19988,null,2374,null,85814,null,5117,null,116819,null,5845,null,527047,null,12783,null,321832,null,12287,null,51870,null,4672,null,49461,null,3884,null,220501,null,9367,null,205215,null,7306,null,0400000US48,Texas,48
597745,null,6384,null,41438,null,3353,null,22619,null,2246,null,14883,null,1730,null,2965,null,992,null,5904,null,1079,null,6014,null,1086,null,7736,null,1313,null,18819,null,2552,null,3555,null,939,null,2635,null,877,null,597,null,463,null,621,null,351,null,1417,null,702,null,920,null,493,null,15264,null,2283,null,13083,null,2116,null,2250,null,780,null,4019,null,1171,null,6814,null,1352,null,2181,null,778,null,556307,null,6246,null,474775,null,5720,null,249259,null,5322,null,52460,null,3343,null,69968,null,3328,null,126831,null,4506,null,225516,null,5146,null,81532,null,4456,null,26512,null,2322,null,15879,null,1887,null,3297,null,1098,null,2075,null,798,null,10507,null,1659,null,10633,null,1666,null,55020,null,3691,null,34374,null,2784,null,6752,null,1280,null,4549,null,1169,null,23073,null,2249,null,20646,null,2086,null,0400000US49,Utah,49
154061,null,3106,null,10394,null,1388,null,3919,null,709,null,2008,null,578,null,305,null,293,null,814,null,412,null,889,null,432,null,1911,null,544,null,6475,null,1111,null,967,null,323,null,877,null,325,null,411,null,262,null,25,null,40,null,441,null,240,null,90,null,93,null,5508,null,1061,null,5174,null,1065,null,1530,null,606,null,1289,null,450,null,2355,null,688,null,334,null,213,null,143667,null,3330,null,118187,null,3090,null,45301,null,2406,null,8257,null,1110,null,7261,null,1114,null,29783,null,2038,null,72886,null,2291,null,25480,null,1998,null,8592,null,1227,null,5250,null,1006,null,1022,null,433,null,459,null,362,null,3769,null,785,null,3342,null,885,null,16888,null,1589,null,10587,null,1347,null,1511,null,615,null,1113,null,586,null,7963,null,1228,null,6301,null,953,null,0400000US50,Vermont,50
1460994,null,13036,null,77128,null,4662,null,32175,null,3265,null,19138,null,2651,null,3735,null,1241,null,7109,null,1686,null,8294,null,1505,null,13037,null,1736,null,44953,null,3246,null,7137,null,1537,null,4965,null,1458,null,1095,null,637,null,1730,null,959,null,2140,null,946,null,2172,null,775,null,37816,null,3310,null,32747,null,3128,null,7218,null,1465,null,6897,null,1676,null,18632,null,2515,null,5069,null,1277,null,1383866,null,12782,null,1159864,null,12677,null,482924,null,8314,null,100202,null,5448,null,87571,null,4321,null,295151,null,6364,null,676940,null,9976,null,224002,null,7324,null,74895,null,4701,null,43393,null,3394,null,9414,null,1598,null,4387,null,1031,null,29592,null,2969,null,31502,null,3232,null,149107,null,5180,null,85639,null,4674,null,12419,null,1759,null,7944,null,1324,null,65276,null,3903,null,63468,null,2922,null,0400000US51,Virginia,51
1379046,null,12589,null,95089,null,5389,null,37080,null,2970,null,23651,null,2707,null,5290,null,1442,null,7853,null,1691,null,10508,null,1765,null,13429,null,1719,null,58009,null,3970,null,10396,null,1416,null,7622,null,1365,null,2062,null,808,null,1148,null,713,null,4412,null,1039,null,2774,null,799,null,47613,null,3679,null,42394,null,3478,null,9776,null,1428,null,7916,null,1356,null,24702,null,2766,null,5219,null,1060,null,1283957,null,12343,null,1057952,null,11242,null,426472,null,8740,null,86945,null,4540,null,81226,null,4600,null,258301,null,6491,null,631480,null,9150,null,226005,null,7677,null,76889,null,4563,null,46068,null,3635,null,9110,null,1741,null,4376,null,1222,null,32582,null,3084,null,30821,null,2519,null,149116,null,6019,null,93670,null,5045,null,15007,null,2299,null,9066,null,1659,null,69597,null,4451,null,55446,null,3238,null,0400000US53,Washington,53
470789,null,6742,null,63671,null,3329,null,27789,null,2654,null,15200,null,1910,null,2698,null,852,null,3601,null,1019,null,8901,null,1494,null,12589,null,1740,null,35882,null,2609,null,7100,null,1788,null,4895,null,1295,null,846,null,559,null,668,null,505,null,3381,null,1085,null,2205,null,899,null,28782,null,2374,null,24334,null,2264,null,6086,null,1352,null,5586,null,1271,null,12662,null,1603,null,4448,null,854,null,407118,null,7068,null,337705,null,7262,null,123051,null,5195,null,21468,null,2397,null,22169,null,2288,null,79414,null,4338,null,214654,null,5484,null,69413,null,3540,null,22626,null,2297,null,11466,null,1877,null,2708,null,1090,null,779,null,451,null,7979,null,1403,null,11160,null,1603,null,46787,null,2892,null,23795,null,2362,null,3699,null,1155,null,1982,null,796,null,18114,null,2022,null,22992,null,1994,null,0400000US54,West Virginia,54
1345597,null,9047,null,87475,null,4142,null,31261,null,2223,null,19898,null,1951,null,3876,null,1055,null,7169,null,1117,null,8853,null,1231,null,11363,null,1206,null,56214,null,3789,null,9589,null,1573,null,8170,null,1428,null,2109,null,880,null,1621,null,581,null,4440,null,1032,null,1419,null,464,null,46625,null,3263,null,43228,null,3126,null,14100,null,2139,null,8243,null,1160,null,20885,null,2460,null,3397,null,893,null,1258122,null,9792,null,1052071,null,9623,null,414074,null,7136,null,78820,null,3481,null,75917,null,4266,null,259337,null,5157,null,637997,null,6053,null,206051,null,5474,null,73769,null,4119,null,42154,null,3699,null,10103,null,1695,null,4344,null,1064,null,27707,null,2705,null,31615,null,2124,null,132282,null,4935,null,80077,null,3913,null,13752,null,1908,null,9559,null,1591,null,56766,null,3437,null,52205,null,2753,null,0400000US55,Wisconsin,55
133254,null,3530,null,8063,null,1397,null,3604,null,988,null,2078,null,863,null,458,null,376,null,912,null,527,null,708,null,422,null,1526,null,679,null,4459,null,1026,null,627,null,389,null,616,null,395,null,56,null,91,null,66,null,84,null,494,null,390,null,11,null,19,null,3832,null,960,null,3581,null,902,null,1131,null,588,null,903,null,408,null,1547,null,537,null,251,null,192,null,125191,null,3584,null,106268,null,3885,null,42567,null,2657,null,9694,null,1319,null,8848,null,1477,null,24025,null,1769,null,63701,null,2981,null,18923,null,1786,null,8005,null,1192,null,5271,null,1016,null,1142,null,528,null,825,null,438,null,3304,null,808,null,2734,null,704,null,10918,null,1591,null,6812,null,1238,null,989,null,414,null,583,null,406,null,5240,null,1224,null,4106,null,970,null,0400000US56,Wyoming,56
635151,null,7460,null,247229,null,5616,null,113958,null,3810,null,52701,null,2693,null,8711,null,1615,null,9532,null,1044,null,34458,null,2655,null,61257,null,3154,null,133271,null,4480,null,23887,null,2072,null,14614,null,1767,null,4109,null,997,null,3244,null,798,null,7261,null,1365,null,9273,null,1176,null,109384,null,3933,null,74833,null,3580,null,10857,null,1542,null,17006,null,2172,null,46970,null,3291,null,34551,null,2664,null,387922,null,7439,null,276882,null,6358,null,103147,null,4843,null,17941,null,2012,null,15712,null,2300,null,69494,null,3306,null,173735,null,4817,null,111040,null,4094,null,22688,null,1933,null,8975,null,1336,null,2052,null,706,null,926,null,519,null,5997,null,1095,null,13713,null,1469,null,88352,null,4055,null,38315,null,2939,null,5413,null,1262,null,4126,null,1028,null,28776,null,2499,null,50037,null,3318,null,0400000US72,Puerto Rico,72
