B22002_001E,B22002_001EA,B22002_001M,B22002_001MA,B22002_002E,B22002_002EA,B22002_002M,B22002_002MA,B22002_003E,B22002_003EA,B22002_003M,B22002_003MA,B22002_004E,B22002_004EA,B22002_004M,B22002_004MA,B22002_005E,B22002_005EA,B22002_005M,B22002_005MA,B22002_006E,B22002_006EA,B22002_006M,B22002_006MA,B22002_007E,B22002_007EA,B22002_007M,B22002_007MA,B22002_008E,B22002_008EA,B22002_008M,B22002_008MA,B22002_009E,B22002_009EA,B22002_009M,B22002_009MA,B22002_010E,B22002_010EA,B22002_010M,B22002_010MA,B22002_011E,B22002_011EA,B22002_011M,B22002_011MA,B22002_012E,B22002_012EA,B22002_012M,B22002_012MA,B22002_013E,B22002_013EA,B22002_013M,B22002_013MA,B22002_014E,B22002_014EA,B22002_014M,B22002_014MA,B22002_015E,B22002_015EA,B22002_015M,B22002_015MA,B22002_016E,B22002_016EA,B22002_016M,B22002_016MA,B22002_017E,B22002_017EA,B22002_017M,B22002_017MA,B22002_018E,B22002_018EA,B22002_018M,B22002_018MA,B22002_019E,B22002_019EA,B22002_019M,B22002_019MA,B22002_020E,B22002_020EA,B22002_020M,B22002_020MA,B22002_021E,B22002_021EA,B22002_021M,B22002_021MA,B22002_022E,B22002_022EA,B22002_022M,B22002_022MA,B22002_023E,B22002_023EA,B22002_023M,B22002_023MA,B22002_024E,B22002_024EA,B22002_024M,B22002_024MA,B22002_025E,B22002_025EA,B22002_025M,B22002_025MA,B22002_026E,B22002_026EA,B22002_026M,B22002_026MA,B22002_027E,B22002_027EA,B22002_027M,B22002_027MA,GEO_ID,NAME,state
1848051,null,10312,null,235122,null,7393,null,141652,null,5538,null,40539,null,3440,null,100078,null,4275,null,8902,null,1582,null,91176,null,4391,null,1035,null,647,null,93470,null,4329,null,17240,null,2048,null,20283,null,2187,null,3958,null,1133,null,16325,null,1942,null,55947,null,3929,null,1612929,null,10797,null,464352,null,9365,null,327379,null,7983,null,133528,null,5881,null,32437,null,3809,null,101091,null,5314,null,3445,null,1062,null,1148577,null,11761,null,499375,null,8994,null,107634,null,5699,null,31736,null,3147,null,75898,null,4812,null,541568,null,10588,null,0400000US01,Alabama,01
236597,null,2353,null,23699,null,2465,null,13658,null,1725,null,5101,null,1065,null,8283,null,1430,null,2685,null,928,null,5598,null,1138,null,274,null,218,null,10041,null,1539,null,1183,null,614,null,1684,null,558,null,422,null,215,null,1262,null,571,null,7174,null,1294,null,212898,null,3207,null,74730,null,3375,null,53298,null,2728,null,20756,null,2530,null,6310,null,1251,null,14446,null,2095,null,676,null,362,null,138168,null,3806,null,59561,null,2833,null,10074,null,1493,null,4363,null,1242,null,5711,null,894,null,68533,null,3038,null,0400000US02,Alaska,02
2276865,null,11778,null,244136,null,9376,null,154741,null,8110,null,62916,null,5273,null,89670,null,6026,null,17255,null,2457,null,72415,null,5136,null,2155,null,1059,null,89395,null,4106,null,16756,null,1904,null,18601,null,2283,null,5470,null,1348,null,13131,null,1633,null,54038,null,3421,null,2032729,null,12959,null,612510,null,9260,null,431430,null,8329,null,176788,null,6499,null,56233,null,4721,null,120555,null,5795,null,4292,null,1277,null,1420219,null,11709,null,614723,null,9562,null,103351,null,5544,null,37832,null,3566,null,65519,null,4238,null,702145,null,12334,null,0400000US04,Arizona,04
1124947,null,8066,null,157428,null,5591,null,93095,null,4687,null,29699,null,2681,null,61354,null,4099,null,7697,null,1672,null,53657,null,3944,null,2042,null,914,null,64333,null,4349,null,11073,null,1695,null,11594,null,1759,null,2735,null,967,null,8859,null,1459,null,41666,null,3306,null,967519,null,8217,null,284818,null,7151,null,205242,null,5644,null,77232,null,4812,null,19775,null,2712,null,57457,null,3724,null,2344,null,674,null,682701,null,8564,null,320383,null,6765,null,51915,null,2751,null,19295,null,1930,null,32620,null,2394,null,310403,null,7896,null,0400000US05,Arkansas,05
12214891,null,20992,null,754865,null,13278,null,588514,null,12482,null,233038,null,7565,null,349598,null,10595,null,68798,null,4415,null,280800,null,9160,null,5878,null,1431,null,166351,null,6968,null,35451,null,3095,null,47729,null,3956,null,12383,null,2098,null,35346,null,2887,null,83171,null,5070,null,11460026,null,24939,null,3977624,null,24587,null,2847696,null,24302,null,1100332,null,17192,null,347906,null,10503,null,752426,null,12654,null,29596,null,3108,null,7482402,null,25464,null,2925025,null,18758,null,827384,null,15103,null,302482,null,10195,null,524902,null,10242,null,3729993,null,21200,null,0400000US06,California,06
1910146,null,9468,null,116941,null,5077,null,73460,null,4400,null,25822,null,2779,null,46164,null,3483,null,6912,null,1297,null,39252,null,3387,null,1474,null,835,null,43481,null,3143,null,7354,null,1432,null,7060,null,1363,null,1950,null,787,null,5110,null,1097,null,29067,null,2732,null,1793205,null,10413,null,548184,null,8223,null,414447,null,8324,null,130239,null,6148,null,37233,null,3634,null,93006,null,5210,null,3498,null,917,null,1245021,null,9945,null,522145,null,7838,null,79908,null,4599,null,30009,null,3410,null,49899,null,3531,null,642968,null,9161,null,0400000US08,Colorado,08
1326329,null,5869,null,107127,null,4818,null,52222,null,3727,null,11144,null,2119,null,40604,null,3251,null,4639,null,1537,null,35965,null,3144,null,474,null,324,null,54905,null,3589,null,6543,null,1406,null,10819,null,1690,null,1592,null,591,null,9227,null,1527,null,37543,null,3137,null,1219202,null,7157,null,399949,null,6448,null,297486,null,5841,null,100563,null,4796,null,23543,null,2464,null,77020,null,3985,null,1900,null,741,null,819253,null,8964,null,352775,null,6822,null,70596,null,3693,null,25691,null,2366,null,44905,null,2848,null,395882,null,9184,null,0400000US09,Connecticut,09
327252,null,4316,null,30371,null,2804,null,16592,null,2235,null,3533,null,998,null,12995,null,2011,null,1511,null,623,null,11484,null,1805,null,64,null,86,null,13779,null,1791,null,2027,null,645,null,2463,null,772,null,746,null,438,null,1717,null,660,null,9289,null,1364,null,296881,null,5084,null,89294,null,4128,null,61981,null,3696,null,25875,null,2394,null,7081,null,1452,null,18794,null,1856,null,1438,null,768,null,207587,null,5027,null,92321,null,3297,null,19460,null,2256,null,5917,null,1171,null,13543,null,1824,null,95806,null,4848,null,0400000US10,Delaware,10
249280,null,3172,null,32032,null,2737,null,16226,null,1924,null,1520,null,566,null,14567,null,2026,null,1586,null,732,null,12981,null,1970,null,139,null,226,null,15806,null,2122,null,1142,null,538,null,4462,null,967,null,721,null,390,null,3741,null,846,null,10202,null,1722,null,217248,null,3737,null,36290,null,2923,null,18377,null,2037,null,17731,null,2060,null,3389,null,1032,null,14342,null,1878,null,182,null,185,null,180958,null,3599,null,35656,null,2321,null,15575,null,1797,null,3097,null,823,null,12478,null,1785,null,129727,null,3945,null,0400000US11,District of Columbia,11
6987647,null,25717,null,667567,null,13808,null,351498,null,10075,null,121281,null,5580,null,225748,null,8739,null,35994,null,3630,null,189754,null,8385,null,4469,null,1204,null,316069,null,9526,null,68277,null,4749,null,72464,null,4394,null,16753,null,1868,null,55711,null,3702,null,175328,null,6936,null,6320080,null,26765,null,1699109,null,18921,null,1149929,null,15480,null,532667,null,12763,null,136777,null,6881,null,395890,null,10212,null,16513,null,2521,null,4620971,null,21164,null,1995912,null,16096,null,376188,null,10313,null,120235,null,5428,null,255953,null,8892,null,2248871,null,19177,null,0400000US12,Florida,12
3469250,null,16258,null,378962,null,8892,null,236786,null,7431,null,72618,null,5199,null,161545,null,6246,null,18075,null,2646,null,143470,null,5946,null,2623,null,1111,null,142176,null,6288,null,22585,null,2668,null,34672,null,2895,null,7903,null,1404,null,26769,null,2732,null,84919,null,4526,null,3090288,null,16460,null,1031184,null,14469,null,714458,null,11645,null,310066,null,10752,null,74376,null,5128,null,235690,null,8277,null,6660,null,1275,null,2059104,null,16989,null,867169,null,11539,null,187030,null,7005,null,58519,null,4092,null,128511,null,5432,null,1004905,null,14752,null,0400000US13,Georgia,13
446136,null,4850,null,34900,null,3005,null,18738,null,2342,null,7968,null,1455,null,10500,null,1977,null,1637,null,722,null,8863,null,1760,null,270,null,338,null,16162,null,1832,null,3419,null,870,null,4473,null,1124,null,1023,null,408,null,3450,null,951,null,8270,null,1221,null,411236,null,4988,null,139514,null,4506,null,99160,null,4212,null,39436,null,3312,null,14165,null,2183,null,25271,null,2808,null,918,null,658,null,271722,null,5240,null,118317,null,4572,null,27093,null,2475,null,9042,null,1560,null,18051,null,1835,null,126312,null,5157,null,0400000US15,Hawaii,15
558466,null,5299,null,49288,null,3365,null,32485,null,2937,null,17675,null,2500,null,14235,null,1914,null,2137,null,744,null,12098,null,1619,null,575,null,432,null,16803,null,2008,null,3222,null,831,null,2098,null,787,null,548,null,361,null,1550,null,693,null,11483,null,1560,null,509178,null,5129,null,172683,null,4408,null,131594,null,3974,null,40022,null,2760,null,13650,null,1978,null,26372,null,2401,null,1067,null,467,null,336495,null,5330,null,169304,null,4344,null,19064,null,2045,null,7309,null,1666,null,11755,null,1403,null,148127,null,4646,null,0400000US16,Idaho,16
4757452,null,13703,null,486801,null,10413,null,284748,null,8249,null,91558,null,5243,null,187546,null,6363,null,26303,null,2441,null,161243,null,6269,null,5644,null,1272,null,202053,null,7315,null,30262,null,2268,null,46339,null,3878,null,9915,null,1900,null,36424,null,2983,null,125452,null,6721,null,4270651,null,15488,null,1319189,null,11697,null,974191,null,11530,null,334711,null,7690,null,97267,null,5250,null,237444,null,7109,null,10287,null,1592,null,2951462,null,15117,null,1214015,null,10815,null,241516,null,5635,null,81278,null,4526,null,160238,null,5375,null,1495931,null,15488,null,0400000US17,Illinois,17
2477548,null,11798,null,267661,null,8452,null,160788,null,7546,null,51439,null,3751,null,106727,null,5761,null,18044,null,2390,null,88683,null,5148,null,2622,null,848,null,106873,null,4837,null,17400,null,1848,null,18834,null,1997,null,3574,null,800,null,15260,null,1904,null,70639,null,4094,null,2209887,null,12805,null,666510,null,9272,null,490471,null,8182,null,170607,null,5987,null,49672,null,3845,null,120935,null,4949,null,5432,null,1155,null,1543377,null,12393,null,692040,null,8713,null,110037,null,4310,null,34552,null,2761,null,75485,null,3989,null,741300,null,9539,null,0400000US18,Indiana,18
