C16001_001E,C16001_001EA,C16001_001M,C16001_001MA,C16001_002E,C16001_002EA,C16001_002M,C16001_002MA,C16001_003E,C16001_003EA,C16001_003M,C16001_003MA,C16001_004E,C16001_004EA,C16001_004M,C16001_004MA,C16001_005E,C16001_005EA,C16001_005M,C16001_005MA,C16001_006E,C16001_006EA,C16001_006M,C16001_006MA,C16001_007E,C16001_007EA,C16001_007M,C16001_007MA,C16001_008E,C16001_008EA,C16001_008M,C16001_008MA,C16001_009E,C16001_009EA,C16001_009M,C16001_009MA,C16001_010E,C16001_010EA,C16001_010M,C16001_010MA,C16001_011E,C16001_011EA,C16001_011M,C16001_011MA,C16001_012E,C16001_012EA,C16001_012M,C16001_012MA,C16001_013E,C16001_013EA,C16001_013M,C16001_013MA,GEO_ID,NAME,state
4394837,null,2930,null,4191173,null,6638,null,124299,null,5611,null,6549,null,1343,null,9887,null,1903,null,2638,null,949,null,17791,null,2189,null,7249,null,1936,null,9109,null,2164,null,3994,null,1615,null,2403,null,1066,null,10012,null,2410,null,9733,null,3221,null,0400000US01,Alabama,01
643692,null,1295,null,538043,null,5168,null,26859,null,2944,null,2289,null,970,null,4158,null,1329,null,5332,null,1498,null,2433,null,1108,null,3278,null,1185,null,726,null,525,null,1568,null,1044,null,13439,null,2298,null,12481,null,2354,null,33086,null,2345,null,0400000US02,Alaska,02
6079191,null,1576,null,4395579,null,24694,null,1304157,null,19243,null,17170,null,2956,null,26285,null,3703,null,26670,null,4568,null,56176,null,6844,null,11424,null,2724,null,24071,null,4055,null,18039,null,4485,null,18631,null,3999,null,26459,null,4250,null,154530,null,8755,null,0400000US04,Arizona,04
2687139,null,2239,null,2504624,null,7318,null,136538,null,4372,null,6275,null,1709,null,6159,null,1631,null,1046,null,462,null,6143,null,2013,null,2206,null,1143,null,1517,null,784,null,3897,null,1231,null,2921,null,1389,null,11697,null,1763,null,4116,null,1998,null,0400000US05,Arkansas,05
34212484,null,3343,null,19461770,null,52155,null,9816432,null,41248,null,130585,null,7158,null,144819,null,7188,null,222560,null,12276,null,1007421,null,27614,null,336892,null,13336,null,969309,null,25390,null,467205,null,17171,null,729507,null,20727,null,622423,null,19746,null,303561,null,14865,null,0400000US06,California,06
4660034,null,1862,null,3883103,null,14763,null,552928,null,13473,null,15050,null,2681,null,29738,null,2572,null,26816,null,3936,null,38575,null,4829,null,15244,null,2675,null,16120,null,2913,null,15621,null,3059,null,7367,null,1734,null,29223,null,3858,null,30249,null,4691,null,0400000US08,Colorado,08
3308919,null,1147,null,2633025,null,13639,null,340565,null,7162,null,50864,null,5494,null,14024,null,2420,null,50421,null,5284,null,131992,null,8992,null,5401,null,1479,null,22025,null,3314,null,6876,null,2278,null,6731,null,1587,null,27983,null,3783,null,19012,null,3114,null,0400000US09,Connecticut,09
825661,null,256,null,731261,null,5813,null,45877,null,3443,null,5724,null,1890,null,4883,null,1508,null,3039,null,1166,null,13361,null,2748,null,1444,null,785,null,5511,null,1803,null,1518,null,837,null,2525,null,1199,null,5311,null,2049,null,5207,null,1730,null,0400000US10,Delaware,10
561505,null,772,null,490979,null,4473,null,35598,null,3174,null,7150,null,1552,null,2658,null,935,null,3473,null,1089,null,7184,null,1734,null,1301,null,590,null,2706,null,991,null,942,null,500,null,1093,null,483,null,1682,null,596,null,6739,null,1653,null,0400000US11,District of Columbia,11
17374812,null,2501,null,12801854,null,33429,null,3352805,null,21415,null,433804,null,18514,null,88629,null,5014,null,81014,null,6699,null,282670,null,15631,null,20720,null,3187,null,50330,null,5744,null,50724,null,6249,null,55989,null,5139,null,74921,null,6570,null,81352,null,8550,null,0400000US12,Florida,12
9084812,null,2958,null,7950037,null,18403,null,658286,null,9669,null,60971,null,7345,null,30005,null,3436,null,31762,null,4577,null,115603,null,10131,null,38157,null,4749,null,38143,null,4965,null,39043,null,5584,null,10929,null,2171,null,49830,null,5149,null,62046,null,6872,null,0400000US13,Georgia,13
1206732,null,578,null,906731,null,10998,null,23763,null,3132,null,5468,null,1927,null,5696,null,1733,null,2268,null,1014,null,6507,null,1895,null,15640,null,2757,null,34196,null,4731,null,8319,null,2555,null,50115,null,5347,null,146205,null,8344,null,1824,null,677,null,0400000US15,Hawaii,15
1422425,null,1773,null,1281370,null,6053,null,103911,null,4585,null,2320,null,831,null,5788,null,1209,null,6323,null,2335,null,6220,null,1272,null,1064,null,652,null,1927,null,842,null,954,null,661,null,1781,null,797,null,5464,null,1853,null,5303,null,1576,null,0400000US16,Idaho,16
