B14007A_001E,B14007A_001EA,B14007A_001M,B14007A_001MA,B14007A_002E,B14007A_002EA,B14007A_002M,B14007A_002MA,B14007A_003E,B14007A_003EA,B14007A_003M,B14007A_003MA,B14007A_004E,B14007A_004EA,B14007A_004M,B14007A_004MA,B14007A_005E,B14007A_005EA,B14007A_005M,B14007A_005MA,B14007A_006E,B14007A_006EA,B14007A_006M,B14007A_006MA,B14007A_007E,B14007A_007EA,B14007A_007M,B14007A_007MA,B14007A_008E,B14007A_008EA,B14007A_008M,B14007A_008MA,B14007A_009E,B14007A_009EA,B14007A_009M,B14007A_009MA,B14007A_010E,B14007A_010EA,B14007A_010M,B14007A_010MA,B14007A_011E,B14007A_011EA,B14007A_011M,B14007A_011MA,B14007A_012E,B14007A_012EA,B14007A_012M,B14007A_012MA,B14007A_013E,B14007A_013EA,B14007A_013M,B14007A_013MA,B14007A_014E,B14007A_014EA,B14007A_014M,B14007A_014MA,B14007A_015E,B14007A_015EA,B14007A_015M,B14007A_015MA,B14007A_016E,B14007A_016EA,B14007A_016M,B14007A_016MA,B14007A_017E,B14007A_017EA,B14007A_017M,B14007A_017MA,B14007A_018E,B14007A_018EA,B14007A_018M,B14007A_018MA,B14007A_019E,B14007A_019EA,B14007A_019M,B14007A_019MA,GEO_ID,NAME,state
5832054,null,18254,null,1553476,null,17292,null,111303,null,5047,null,91970,null,4619,null,75585,null,4431,null,81013,null,5285,null,84322,null,5106,null,75532,null,4490,null,80225,null,5913,null,85698,null,4248,null,79217,null,5161,null,82047,null,4277,null,78617,null,4469,null,77984,null,3753,null,69226,null,4350,null,80243,null,4545,null,327435,null,12805,null,73059,null,4944,null,4278578,null,22121,null,0400000US13,Georgia,13
335804,null,3408,null,73357,null,3682,null,4341,null,1074,null,3475,null,1021,null,3209,null,951,null,2902,null,970,null,3107,null,806,null,3502,null,1092,null,2907,null,905,null,3347,null,1044,null,3157,null,1010,null,3145,null,802,null,3007,null,1015,null,3804,null,934,null,2081,null,833,null,3130,null,1066,null,21233,null,2981,null,7010,null,1594,null,262447,null,3643,null,0400000US15,Hawaii,15
1361468,null,5613,null,375313,null,6069,null,19778,null,2074,null,20119,null,1873,null,20026,null,1982,null,19855,null,1850,null,19490,null,1725,null,19086,null,2001,null,21497,null,1856,null,17761,null,1932,null,20009,null,2173,null,21114,null,2211,null,20907,null,1696,null,20309,null,1362,null,19128,null,1530,null,20330,null,1788,null,82638,null,4622,null,13266,null,1940,null,986155,null,6880,null,0400000US16,Idaho,16
9021182,null,23287,null,2388236,null,16700,null,167467,null,5205,null,113111,null,4640,null,109141,null,4459,null,106602,null,5168,null,116273,null,4712,null,115542,null,4786,null,116354,null,5608,null,115753,null,4406,null,114908,null,4751,null,121784,null,4575,null,123914,null,4535,null,123787,null,4750,null,114589,null,4787,null,122115,null,5360,null,554789,null,9838,null,152107,null,7242,null,6632946,null,21111,null,0400000US17,Illinois,17
5293244,null,8841,null,1394729,null,10197,null,84121,null,4350,null,66772,null,3715,null,69160,null,3858,null,70477,null,4423,null,73879,null,4011,null,70717,null,4064,null,72804,null,4007,null,72307,null,3875,null,76145,null,3716,null,74460,null,3780,null,78606,null,3544,null,67377,null,3224,null,70211,null,3322,null,72451,null,3974,null,318254,null,7759,null,56988,null,3776,null,3898515,null,10703,null,0400000US18,Indiana,18
2670347,null,6056,null,701352,null,7212,null,47422,null,2774,null,31820,null,2268,null,32143,null,1781,null,32454,null,2311,null,32021,null,2318,null,33327,null,2504,null,35640,null,2386,null,31453,null,2012,null,36136,null,2668,null,34186,null,2430,null,35244,null,2413,null,34713,null,1986,null,37216,null,2164,null,37295,null,2567,null,177330,null,5589,null,32952,null,2525,null,1968995,null,8411,null,0400000US19,Iowa,19
2332100,null,7448,null,638568,null,7061,null,42931,null,2841,null,29315,null,2276,null,29492,null,2558,null,30560,null,2289,null,30240,null,2341,null,32843,null,2963,null,28851,null,2277,null,30802,null,2471,null,31342,null,2803,null,34806,null,2952,null,31999,null,2172,null,31639,null,2269,null,31745,null,1982,null,33794,null,2759,null,155377,null,5444,null,32832,null,3548,null,1693532,null,9114,null,0400000US20,Kansas,20
3685101,null,5861,null,902709,null,9020,null,53289,null,3196,null,47916,null,3580,null,45349,null,2882,null,48158,null,3329,null,49199,null,3507,null,45146,null,3180,null,45935,null,3430,null,50721,null,3022,null,44610,null,3403,null,49120,null,3357,null,50657,null,3187,null,46422,null,2919,null,45324,null,2998,null,49819,null,3104,null,192894,null,6492,null,38150,null,2707,null,2782392,null,9419,null,0400000US21,Kentucky,21
2754015,null,4951,null,684212,null,9515,null,51746,null,3659,null,34975,null,2902,null,35882,null,2671,null,36652,null,3102,null,34730,null,3033,null,38280,null,3343,null,32970,null,2993,null,33006,null,3079,null,37259,null,2866,null,37358,null,3225,null,38904,null,2866,null,33802,null,2428,null,31650,null,2630,null,34743,null,2827,null,143765,null,7305,null,28490,null,2821,null,2069803,null,8796,null,0400000US22,Louisiana,22
1215180,null,4268,null,276517,null,4841,null,14305,null,1527,null,11597,null,1457,null,12629,null,1558,null,12899,null,1493,null,13233,null,1607,null,13304,null,1736,null,13676,null,1593,null,15961,null,1838,null,13105,null,1732,null,14087,null,1417,null,15681,null,1446,null,15693,null,1309,null,17324,null,1366,null,16184,null,1673,null,64437,null,3741,null,12402,null,1486,null,938663,null,5085,null,0400000US23,Maine,23
3312259,null,11062,null,837817,null,8868,null,49678,null,3363,null,39849,null,2658,null,34537,null,3006,null,37218,null,2772,null,36521,null,2905,null,37151,null,3125,null,41834,null,3060,null,39944,null,3158,null,39783,null,3193,null,43319,null,3382,null,48359,null,3863,null,44245,null,2824,null,40322,null,2705,null,48903,null,3136,null,189285,null,5998,null,66869,null,4121,null,2474442,null,11740,null,0400000US24,Maryland,24
5267580,null,12359,null,1344707,null,12281,null,95927,null,4685,null,59063,null,3265,null,61574,null,3952,null,60572,null,3676,null,57261,null,3379,null,60044,null,3510,null,64755,null,3587,null,60624,null,3932,null,59265,null,3374,null,63447,null,3277,null,64053,null,3728,null,65705,null,3270,null,65838,null,3264,null,68559,null,4414,null,335902,null,9045,null,102118,null,5116,null,3922873,null,13443,null,0400000US25,Massachusetts,25
7704891,null,8229,null,2037281,null,13298,null,115778,null,4540,null,96804,null,4621,null,91478,null,3812,null,90210,null,3957,null,98832,null,4622,null,95895,null,4507,null,95911,null,3722,null,102457,null,4256,null,97661,null,4344,null,101450,null,4496,null,107221,null,3700,null,108528,null,4080,null,104015,null,3807,null,111892,null,4133,null,521140,null,11726,null,98009,null,5183,null,5667610,null,14426,null,0400000US26,Michigan,26
4435091,null,8271,null,1134462,null,9837,null,80846,null,3888,null,51444,null,2743,null,52005,null,2948,null,54172,null,2978,null,54211,null,3082,null,54116,null,2340,null,54660,null,2434,null,54651,null,3007,null,54452,null,3061,null,59126,null,2894,null,57574,null,3151,null,60277,null,2236,null,58716,null,2165,null,65038,null,2978,null,266422,null,6104,null,56752,null,3981,null,3300629,null,9388,null,0400000US27,Minnesota,27
1687929,null,4401,null,417065,null,6535,null,23896,null,2329,null,24751,null,2821,null,22468,null,2364,null,20980,null,2214,null,20860,null,2297,null,21702,null,2533,null,19627,null,2244,null,21031,null,2307,null,24064,null,2450,null,20886,null,2694,null,22651,null,2065,null,20816,null,2384,null,18715,null,1721,null,22460,null,2100,null,97701,null,4828,null,14457,null,1996,null,1270864,null,6067,null,0400000US28,Mississippi,28
4839470,null,7253,null,1222679,null,12643,null,77165,null,3708,null,62693,null,3491,null,58241,null,3088,null,57516,null,3081,null,61401,null,3408,null,61139,null,3566,null,64001,null,3040,null,65078,null,3762,null,62409,null,3103,null,66572,null,3857,null,64505,null,3697,null,65005,null,3424,null,59620,null,3243,null,66146,null,3461,null,270412,null,9166,null,60776,null,3991,null,3616791,null,12242,null,0400000US29,Missouri,29
839867,null,2586,null,205620,null,4717,null,12212,null,1837,null,10148,null,1463,null,9763,null,1392,null,9522,null,1316,null,10322,null,1432,null,7763,null,1102,null,8952,null,1184,null,9206,null,1155,null,10297,null,1311,null,11014,null,1160,null,9963,null,1462,null,12370,null,1362,null,10401,null,1383,null,11755,null,1679,null,52392,null,3176,null,9540,null,1764,null,634247,null,4343,null,0400000US30,Montana,30
1517204,null,6277,null,411546,null,5770,null,29596,null,2373,null,21478,null,2070,null,21489,null,2151,null,21579,null,1821,null,17265,null,1597,null,19094,null,1713,null,19440,null,1796,null,18429,null,1571,null,19893,null,1877,null,19017,null,1973,null,20404,null,1507,null,20781,null,1584,null,19842,null,1623,null,21031,null,1853,null,101787,null,4662,null,20421,null,2009,null,1105658,null,6017,null,0400000US31,Nebraska,31
1927315,null,11915,null,476419,null,8983,null,22231,null,2415,null,25196,null,2760,null,29378,null,3068,null,30097,null,2988,null,26910,null,3049,null,26477,null,2627,null,31009,null,3098,null,22818,null,2366,null,27331,null,2847,null,24343,null,3139,null,26141,null,2843,null,26317,null,2299,null,23713,null,2342,null,27552,null,2872,null,85133,null,5737,null,21773,null,2989,null,1450896,null,9968,null,0400000US32,Nevada,32
1215757,null,3062,null,304857,null,5082,null,19678,null,2201,null,12910,null,1725,null,14805,null,2035,null,14366,null,1498,null,14925,null,1546,null,13586,null,1573,null,14325,null,1795,null,14265,null,1803,null,14732,null,1614,null,17224,null,1857,null,18801,null,2061,null,16081,null,1473,null,16776,null,1491,null,19737,null,1913,null,66772,null,3443,null,15874,null,2327,null,910900,null,5365,null,0400000US33,New Hampshire,33
5956216,null,19640,null,1486993,null,12453,null,117971,null,5315,null,74499,null,3812,null,68493,null,3851,null,74815,null,3856,null,78782,null,4456,null,70461,null,3523,null,73714,null,3894,null,77784,null,3999,null,79590,null,3415,null,76715,null,3643,null,81212,null,4252,null,78430,null,3472,null,80065,null,3898,null,85087,null,4046,null,293855,null,7823,null,75520,null,3783,null,4469223,null,19079,null,0400000US34,New Jersey,34
1395853,null,13883,null,372161,null,8496,null,20215,null,2555,null,17854,null,2005,null,18890,null,2474,null,21025,null,2285,null,19320,null,2123,null,18500,null,2158,null,19263,null,2208,null,16875,null,1923,null,16343,null,2208,null,20655,null,2524,null,18451,null,2510,null,19273,null,2187,null,18081,null,2131,null,23575,null,2888,null,84949,null,5282,null,18892,null,2558,null,1023692,null,13303,null,0400000US35,New Mexico,35
12734930,null,28505,null,3147235,null,18782,null,194076,null,6856,null,147739,null,4889,null,145727,null,5728,null,142550,null,5748,null,138419,null,5521,null,149832,null,6828,null,143896,null,5540,null,154370,null,6016,null,149905,null,5349,null,154833,null,6480,null,160418,null,5296,null,164825,null,4301,null,164245,null,5125,null,176119,null,5883,null,747684,null,11933,null,212597,null,7685,null,9587695,null,24837,null,0400000US36,New York,36
6371787,null,12987,null,1597570,null,13323,null,105183,null,5039,null,80449,null,3835,null,79193,null,4810,null,84404,null,5254,null,83844,null,4034,null,79156,null,4180,null,82363,null,4480,null,83220,null,4144,null,75767,null,4699,null,78876,null,5224,null,80917,null,4956,null,74966,null,4501,null,75210,null,4228,null,84439,null,4979,null,378982,null,10118,null,70601,null,4472,null,4774217,null,14955,null,0400000US37,North Carolina,37
561471,null,1476,null,141165,null,3485,null,6047,null,863,null,5705,null,959,null,5812,null,908,null,6161,null,860,null,6017,null,769,null,5937,null,828,null,6741,null,825,null,5765,null,804,null,5666,null,827,null,7838,null,984,null,6118,null,811,null,7726,null,829,null,6779,null,696,null,6967,null,959,null,45298,null,2790,null,6588,null,1476,null,420306,null,3740,null,0400000US38,North Dakota,38
9355708,null,9899,null,2398442,null,13251,null,152358,null,5786,null,111005,null,4887,null,114900,null,5078,null,113489,null,4648,null,122500,null,4828,null,113227,null,4820,null,119311,null,4763,null,121827,null,4204,null,122005,null,4787,null,124741,null,4356,null,124216,null,5425,null,133573,null,4155,null,123462,null,4873,null,135509,null,5785,null,549839,null,9115,null,116480,null,5448,null,6957266,null,14264,null,0400000US39,Ohio,39
2668834,null,8626,null,664004,null,7665,null,42048,null,3108,null,39640,null,3100,null,34730,null,2328,null,32751,null,2364,null,34396,null,2861,null,34197,null,2621,null,34746,null,2971,null,32261,null,2600,null,29929,null,2849,null,35485,null,2724,null,35895,null,2481,null,31840,null,2333,null,32140,null,1973,null,33517,null,2384,null,153957,null,6057,null,26472,null,3243,null,2004830,null,8714,null,0400000US40,Oklahoma,40
3160997,null,13447,null,767026,null,11716,null,42596,null,2989,null,33725,null,3130,null,36163,null,2937,null,35856,null,2521,null,38377,null,2375,null,37799,null,2881,null,38242,null,2768,null,39774,null,2780,null,37800,null,2789,null,40942,null,3104,null,37569,null,2795,null,38181,null,2326,null,38076,null,2464,null,45222,null,3422,null,188829,null,8199,null,37875,null,2852,null,2393971,null,11046,null,0400000US41,Oregon,41
10191778,null,12390,null,2435921,null,14972,null,155389,null,6214,null,109846,null,4084,null,113703,null,5341,null,108508,null,4909,null,118948,null,4896,null,118420,null,4979,null,114354,null,4268,null,119310,null,3863,null,117412,null,4926,null,127815,null,4512,null,126884,null,4589,null,127727,null,4667,null,129341,null,4227,null,135109,null,5666,null,570162,null,10764,null,142993,null,6165,null,7755857,null,14797,null,0400000US42,Pennsylvania,42
846846,null,5947,null,212608,null,5078,null,13803,null,1972,null,8979,null,1622,null,8602,null,1478,null,7227,null,1335,null,8214,null,1391,null,7666,null,1128,null,10208,null,1632,null,10965,null,1454,null,11478,null,1710,null,10143,null,1741,null,9266,null,1300,null,10726,null,1470,null,10205,null,1504,null,11913,null,1816,null,62488,null,3576,null,10725,null,1673,null,634238,null,5895,null,0400000US44,Rhode Island,44
2972637,null,7853,null,715757,null,9248,null,44362,null,3014,null,42950,null,3227,null,35019,null,3136,null,36363,null,2994,null,36753,null,2872,null,37816,null,3166,null,37889,null,3099,null,34636,null,2473,null,38337,null,2902,null,38202,null,3114,null,36391,null,2537,null,37285,null,2436,null,33454,null,2889,null,34248,null,2947,null,160865,null,6831,null,31187,null,3340,null,2256880,null,10915,null,0400000US45,South Carolina,45
673785,null,3598,null,167715,null,4554,null,10778,null,1185,null,6259,null,985,null,8570,null,1222,null,8290,null,1169,null,7274,null,1046,null,7605,null,954,null,7850,null,1130,null,8977,null,1240,null,8009,null,1240,null,7662,null,1178,null,9628,null,1057,null,8316,null,999,null,9061,null,913,null,9839,null,1722,null,42921,null,3145,null,6676,null,1424,null,506070,null,5127,null,0400000US46,South Dakota,46
4797435,null,9745,null,1136382,null,12607,null,64987,null,3660,null,60557,null,4231,null,60572,null,3554,null,61202,null,4156,null,56455,null,3379,null,57888,null,3063,null,59847,null,3425,null,59118,null,3079,null,63513,null,3790,null,61949,null,3774,null,58286,null,3630,null,61972,null,3334,null,60878,null,3693,null,67191,null,3943,null,232106,null,7896,null,49861,null,4106,null,3661053,null,13126,null,0400000US47,Tennessee,47
17414413,null,47577,null,4901602,null,27570,null,334204,null,9034,null,292773,null,9502,null,267435,null,8145,null,278276,null,7870,null,274370,null,9328,null,263624,null,7769,null,268474,null,7831,null,255629,null,8580,null,264024,null,8650,null,259305,null,8099,null,275918,null,7958,null,242643,null,7437,null,235487,null,6069,null,259911,null,7968,null,949094,null,16075,null,180435,null,7815,null,12512811,null,36371,null,0400000US48,Texas,48
2343314,null,9230,null,795817,null,8925,null,50770,null,3009,null,41087,null,2939,null,41989,null,3002,null,40580,null,2790,null,39405,null,2877,null,41455,null,2390,null,38144,null,2726,null,39659,null,2608,null,38570,null,2839,null,40145,null,2655,null,36885,null,2791,null,34799,null,2552,null,36037,null,2134,null,42048,null,2878,null,206926,null,7297,null,27318,null,2101,null,1547497,null,10554,null,0400000US49,Utah,49
578815,null,1420,null,140300,null,3168,null,8048,null,1017,null,6475,null,995,null,5866,null,863,null,6279,null,917,null,7791,null,1087,null,6308,null,816,null,5882,null,794,null,6380,null,844,null,6389,null,834,null,6379,null,867,null,6434,null,1125,null,8350,null,905,null,7545,null,1042,null,7691,null,1160,null,37428,null,2377,null,7055,null,1267,null,438515,null,3107,null,0400000US50,Vermont,50
5357245,null,12832,null,1376350,null,13684,null,90354,null,4872,null,68394,null,3618,null,66814,null,3558,null,64976,null,3687,null,66657,null,3606,null,63673,null,3145,null,68355,null,3907,null,64333,null,3188,null,62064,null,3240,null,66921,null,4190,null,68382,null,3557,null,65928,null,3494,null,66108,null,3095,null,69399,null,4606,null,332435,null,9252,null,91557,null,4331,null,3980895,null,15311,null,0400000US51,Virginia,51
5152557,null,13014,null,1253459,null,11431,null,75808,null,3427,null,60865,null,3694,null,61179,null,3598,null,61765,null,3936,null,60766,null,4009,null,61340,null,4371,null,62477,null,3921,null,63883,null,3311,null,65124,null,3874,null,64693,null,3955,null,65830,null,3998,null,68468,null,3391,null,68038,null,3608,null,71777,null,3717,null,284149,null,8627,null,57297,null,3559,null,3899098,null,14324,null,0400000US53,Washington,53
1657001,null,3738,null,372931,null,5622,null,21717,null,1932,null,19293,null,2023,null,17581,null,1715,null,15844,null,2081,null,19180,null,2076,null,22459,null,1770,null,18502,null,1811,null,18994,null,2103,null,20037,null,2069,null,19374,null,1901,null,21681,null,2081,null,20966,null,1753,null,18843,null,1996,null,19606,null,1751,null,82966,null,4320,null,15888,null,1909,null,1284070,null,6338,null,0400000US54,West Virginia,54
4826987,null,7177,null,1231039,null,9993,null,70258,null,2964,null,64655,null,3413,null,56269,null,3133,null,56108,null,3112,null,59295,null,2942,null,60984,null,3076,null,56811,null,2799,null,58169,null,2873,null,59430,null,2572,null,60388,null,3379,null,61761,null,3031,null,62948,null,2808,null,68182,null,2452,null,68894,null,3013,null,309335,null,8267,null,57552,null,3911,null,3595948,null,11357,null,0400000US55,Wisconsin,55
475507,null,2133,null,124595,null,4019,null,9001,null,1487,null,6305,null,1120,null,5888,null,1083,null,6174,null,1191,null,6501,null,1124,null,5655,null,1072,null,5472,null,1000,null,5803,null,1195,null,4913,null,982,null,5217,null,964,null,6699,null,993,null,5435,null,946,null,6554,null,1194,null,6045,null,1186,null,33472,null,2779,null,5461,null,1217,null,350912,null,3730,null,0400000US56,Wyoming,56
2783773,null,22077,null,783806,null,12138,null,40863,null,3511,null,33386,null,3032,null,31532,null,2757,null,38952,null,3532,null,37445,null,2414,null,44000,null,3567,null,37551,null,3002,null,42921,null,3073,null,44979,null,3080,null,45890,null,3502,null,41608,null,2779,null,39099,null,2839,null,38644,null,2915,null,48028,null,2911,null,183642,null,7754,null,35266,null,3943,null,1999967,null,19078,null,0400000US72,Puerto Rico,72
