B19054_001E,B19054_001EA,B19054_001M,B19054_001MA,B19054_002E,B19054_002EA,B19054_002M,B19054_002MA,B19054_003E,B19054_003EA,B19054_003M,B19054_003MA,GEO_ID,NAME,state
1848051,null,10312,null,329260,null,9156,null,1518791,null,12358,null,0400000US01,Alabama,01
236597,null,2353,null,104822,null,3787,null,131775,null,3960,null,0400000US02,Alaska,02
2276865,null,11778,null,506138,null,9911,null,1770727,null,12559,null,0400000US04,Arizona,04
1124947,null,8066,null,207059,null,5869,null,917888,null,8022,null,0400000US05,Arkansas,05
12214891,null,20992,null,2927203,null,23928,null,9287688,null,30000,null,0400000US06,California,06
1910146,null,9468,null,492522,null,8768,null,1417624,null,11294,null,0400000US08,Colorado,08
1326329,null,5869,null,395939,null,7188,null,930390,null,7841,null,0400000US09,Connecticut,09
327252,null,4316,null,84996,null,3726,null,242256,null,4703,null,0400000US10,Delaware,10
249280,null,3172,null,64779,null,2874,null,184501,null,4122,null,0400000US11,District of Columbia,11
6987647,null,25717,null,1618293,null,17140,null,5369354,null,25799,null,0400000US12,Florida,12
3469250,null,16258,null,629796,null,11017,null,2839454,null,16867,null,0400000US13,Georgia,13
446136,null,4850,null,132969,null,4321,null,313167,null,5049,null,0400000US15,Hawaii,15
558466,null,5299,null,126146,null,5275,null,432320,null,6904,null,0400000US16,Idaho,16
4757452,null,13703,null,1202672,null,13254,null,3554780,null,16974,null,0400000US17,Illinois,17
2477548,null,11798,null,547559,null,9860,null,1929989,null,13371,null,0400000US18,Indiana,18
1226804,null,6707,null,340397,null,7331,null,886407,null,8455,null,0400000US19,Iowa,19
1104976,null,6395,null,285201,null,6491,null,819775,null,7557,null,0400000US20,Kansas,20
1694197,null,9986,null,321780,null,6778,null,1372417,null,10382,null,0400000US21,Kentucky,21
1688027,null,9265,null,285653,null,6733,null,1402374,null,9771,null,0400000US22,Louisiana,22
544855,null,4187,null,146320,null,4486,null,398535,null,5545,null,0400000US23,Maine,23
2095122,null,8485,null,563584,null,8941,null,1531538,null,11559,null,0400000US24,Maryland,24
2475492,null,10003,null,722755,null,10109,null,1752737,null,12326,null,0400000US25,Massachusetts,25
3819736,null,15353,null,914523,null,12011,null,2905213,null,16870,null,0400000US26,Michigan,26
2085767,null,8065,null,567160,null,7714,null,1518607,null,9416,null,0400000US27,Minnesota,27
1095026,null,8003,null,153373,null,5268,null,941653,null,8164,null,0400000US28,Mississippi,28
2339684,null,9753,null,544937,null,8066,null,1794747,null,11862,null,0400000US29,Missouri,29
375287,null,3537,null,102966,null,3818,null,272321,null,4622,null,0400000US30,Montana,30
711223,null,4845,null,190794,null,4913,null,520429,null,6869,null,0400000US31,Nebraska,31
965715,null,7365,null,167123,null,5656,null,798592,null,9031,null,0400000US32,Nevada,32
506342,null,4336,null,145193,null,4525,null,361149,null,6061,null,0400000US33,New Hampshire,33
3154926,null,9910,null,876818,null,12832,null,2278108,null,14364,null,0400000US34,New Jersey,34
742104,null,4973,null,149773,null,5074,null,592331,null,6523,null,0400000US35,New Mexico,35
7187555,null,16275,null,1755137,null,18193,null,5432418,null,21598,null,0400000US36,New York,36
3646095,null,15663,null,760533,null,13188,null,2885562,null,17981,null,0400000US37,North Carolina,37
279014,null,2769,null,81814,null,2945,null,197200,null,3670,null,0400000US38,North Dakota,38
4526404,null,14127,null,1031878,null,11919,null,3494526,null,14560,null,0400000US39,Ohio,39
1430019,null,8950,null,301302,null,6202,null,1128717,null,10286,null,0400000US40,Oklahoma,40
1485919,null,6587,null,389344,null,7248,null,1096575,null,9387,null,0400000US41,Oregon,41
4916869,null,14704,null,1343356,null,12126,null,3573513,null,16774,null,0400000US42,Pennsylvania,42
406343,null,4227,null,107716,null,4090,null,298627,null,4986,null,0400000US44,Rhode Island,44
1730232,null,10605,null,332929,null,8703,null,1397303,null,12507,null,0400000US45,South Carolina,45
316638,null,3769,null,83325,null,3322,null,233313,null,4914,null,0400000US46,South Dakota,46
2447066,null,12952,null,471496,null,9454,null,1975570,null,13301,null,0400000US47,Tennessee,47
8527938,null,23685,null,1587366,null,17103,null,6940572,null,22830,null,0400000US48,Texas,48
863122,null,4563,null,204548,null,5039,null,658574,null,6094,null,0400000US49,Utah,49
251736,null,2982,null,75226,null,2925,null,176510,null,4039,null,0400000US50,Vermont,50
2971489,null,12961,null,772827,null,11548,null,2198662,null,13368,null,0400000US51,Virginia,51
2559288,null,9514,null,725219,null,10339,null,1834069,null,13002,null,0400000US53,Washington,53
748517,null,6008,null,141975,null,5481,null,606542,null,7824,null,0400000US54,West Virginia,54
2272274,null,8949,null,656027,null,8257,null,1616247,null,9574,null,0400000US55,Wisconsin,55
213571,null,2941,null,55439,null,2355,null,158132,null,3283,null,0400000US56,Wyoming,56
1181112,null,8338,null,48478,null,2877,null,1132634,null,8788,null,0400000US72,Puerto Rico,72
