B19121_001E,B19121_001EA,B19121_001M,B19121_001MA,B19121_002E,B19121_002EA,B19121_002M,B19121_002MA,B19121_003E,B19121_003EA,B19121_003M,B19121_003MA,B19121_004E,B19121_004EA,B19121_004M,B19121_004MA,B19121_005E,B19121_005EA,B19121_005M,B19121_005MA,GEO_ID,NAME,state
60102,null,941,null,31735,null,1682,null,38287,null,1717,null,70309,null,1171,null,88339,null,2770,null,0400000US31,Nebraska,31
60829,null,1204,null,32810,null,2208,null,42346,null,1654,null,76027,null,1659,null,96008,null,4905,null,0400000US32,Nevada,32
73856,null,1579,null,35553,null,2801,null,50630,null,2083,null,86462,null,1755,null,106235,null,5850,null,0400000US33,New Hampshire,33
83381,null,889,null,32767,null,1505,null,58107,null,1188,null,102955,null,1195,null,119698,null,2040,null,0400000US34,New Jersey,34
51994,null,1153,null,29276,null,1955,null,36672,null,1135,null,69503,null,1512,null,84915,null,3436,null,0400000US35,New Mexico,35
66891,null,560,null,26645,null,740,null,45548,null,670,null,88327,null,718,null,109333,null,1521,null,0400000US36,New York,36
54288,null,568,null,28103,null,640,null,37171,null,652,null,72194,null,741,null,85472,null,2429,null,0400000US37,North Carolina,37
63507,null,1455,null,30333,null,2703,null,40774,null,2559,null,72786,null,1867,null,90289,null,4799,null,0400000US38,North Dakota,38
57360,null,475,null,28903,null,475,null,40091,null,620,null,74488,null,628,null,91812,null,1186,null,0400000US39,Ohio,39
52403,null,789,null,27438,null,1308,null,36289,null,1068,null,68361,null,901,null,86278,null,2989,null,0400000US40,Oklahoma,40
59174,null,787,null,34253,null,1705,null,43986,null,1578,null,72113,null,1100,null,87238,null,3238,null,0400000US41,Oregon,41
62185,null,402,null,29619,null,498,null,44172,null,628,null,78250,null,595,null,98043,null,1184,null,0400000US42,Pennsylvania,42
69350,null,2149,null,26317,null,2453,null,45391,null,2484,null,86886,null,3004,null,102328,null,4215,null,0400000US44,Rhode Island,44
52406,null,726,null,27585,null,1219,null,36457,null,896,null,69729,null,1351,null,87343,null,2236,null,0400000US45,South Carolina,45
57764,null,1603,null,31847,null,2958,null,35008,null,2975,null,66399,null,1673,null,80345,null,4132,null,0400000US46,South Dakota,46
51344,null,620,null,24235,null,765,null,37528,null,767,null,68357,null,812,null,85101,null,2152,null,0400000US47,Tennessee,47
56607,null,367,null,25106,null,614,null,37676,null,444,null,74750,null,624,null,86196,null,1330,null,0400000US48,Texas,48
62935,null,1011,null,35831,null,1749,null,49818,null,1483,null,67893,null,1474,null,95781,null,2792,null,0400000US49,Utah,49
63483,null,2036,null,32551,null,3356,null,42347,null,1745,null,76056,null,1889,null,92223,null,4777,null,0400000US50,Vermont,50
71270,null,554,null,33647,null,1153,null,49484,null,811,null,88825,null,1035,null,108017,null,2583,null,0400000US51,Virginia,51
68360,null,617,null,37725,null,1245,null,49124,null,821,null,84439,null,1008,null,100832,null,2212,null,0400000US53,Washington,53
47659,null,976,null,25316,null,962,null,39109,null,1108,null,67419,null,1526,null,87527,null,4224,null,0400000US54,West Virginia,54
62638,null,577,null,33713,null,792,null,40486,null,692,null,75608,null,713,null,92303,null,1410,null,0400000US55,Wisconsin,55
65532,null,2400,null,40896,null,3471,null,45427,null,2305,null,76314,null,1660,null,94714,null,7877,null,0400000US56,Wyoming,56
21359,null,346,null,9768,null,375,null,20930,null,540,null,40710,null,1132,null,52601,null,1766,null,0400000US72,Puerto Rico,72
