B19001I_001E,B19001I_001EA,B19001I_001M,B19001I_001MA,B19001I_002E,B19001I_002EA,B19001I_002M,B19001I_002MA,B19001I_003E,B19001I_003EA,B19001I_003M,B19001I_003MA,B19001I_004E,B19001I_004EA,B19001I_004M,B19001I_004MA,B19001I_005E,B19001I_005EA,B19001I_005M,B19001I_005MA,B19001I_006E,B19001I_006EA,B19001I_006M,B19001I_006MA,B19001I_007E,B19001I_007EA,B19001I_007M,B19001I_007MA,B19001I_008E,B19001I_008EA,B19001I_008M,B19001I_008MA,B19001I_009E,B19001I_009EA,B19001I_009M,B19001I_009MA,B19001I_010E,B19001I_010EA,B19001I_010M,B19001I_010MA,B19001I_011E,B19001I_011EA,B19001I_011M,B19001I_011MA,B19001I_012E,B19001I_012EA,B19001I_012M,B19001I_012MA,B19001I_013E,B19001I_013EA,B19001I_013M,B19001I_013MA,B19001I_014E,B19001I_014EA,B19001I_014M,B19001I_014MA,B19001I_015E,B19001I_015EA,B19001I_015M,B19001I_015MA,B19001I_016E,B19001I_016EA,B19001I_016M,B19001I_016MA,B19001I_017E,B19001I_017EA,B19001I_017M,B19001I_017MA,GEO_ID,NAME,state
34828,null,2176,null,4161,null,1248,null,2291,null,755,null,3627,null,1089,null,2478,null,677,null,2790,null,843,null,2628,null,735,null,2741,null,868,null,1480,null,553,null,1537,null,632,null,3762,null,957,null,2403,null,784,null,3090,null,979,null,1160,null,420,null,358,null,199,null,136,null,132,null,186,null,164,null,0400000US01,Alabama,01
11006,null,1450,null,663,null,495,null,108,null,105,null,513,null,271,null,366,null,309,null,1064,null,694,null,490,null,456,null,121,null,126,null,323,null,272,null,735,null,511,null,1377,null,471,null,1079,null,586,null,2240,null,715,null,826,null,405,null,521,null,366,null,383,null,315,null,197,null,185,null,0400000US02,Alaska,02
494599,null,7466,null,50094,null,3892,null,30876,null,3020,null,37663,null,3592,null,41807,null,3949,null,38024,null,3970,null,32224,null,2907,null,29613,null,3681,null,30444,null,3040,null,24343,null,2774,null,42667,null,3497,null,49654,null,4359,null,46696,null,3665,null,19230,null,2243,null,9062,null,1544,null,7081,null,1342,null,5121,null,1225,null,0400000US04,Arizona,04
42256,null,2114,null,4407,null,1242,null,3918,null,1106,null,4356,null,1282,null,4650,null,1182,null,3258,null,1041,null,4331,null,1222,null,3060,null,1079,null,1215,null,595,null,1975,null,857,null,3895,null,865,null,3162,null,1041,null,2035,null,652,null,991,null,678,null,390,null,316,null,409,null,268,null,204,null,138,null,0400000US05,Arkansas,05
3279264,null,16894,null,198863,null,6627,null,204233,null,7552,null,212596,null,8397,null,216317,null,8169,null,210568,null,7678,null,199792,null,7725,null,196008,null,7483,null,180575,null,7526,null,168174,null,7233,null,292937,null,9868,null,350890,null,9958,null,382027,null,11457,null,212281,null,7822,null,111274,null,5856,null,89679,null,5044,null,53050,null,4030,null,0400000US06,California,06
286091,null,5192,null,29891,null,3227,null,24891,null,3323,null,22554,null,2444,null,19983,null,2523,null,18558,null,2488,null,16234,null,2104,null,17083,null,2282,null,18875,null,2606,null,12219,null,2050,null,25626,null,2475,null,26256,null,2875,null,26660,null,2393,null,13021,null,1743,null,6284,null,1333,null,5708,null,1247,null,2248,null,708,null,0400000US08,Colorado,08
129963,null,2992,null,17607,null,2116,null,9853,null,1662,null,8093,null,1562,null,8375,null,1518,null,8771,null,1678,null,6869,null,1384,null,6149,null,1335,null,5586,null,1481,null,6357,null,1484,null,10052,null,1598,null,10531,null,1918,null,11776,null,1949,null,8199,null,1457,null,4350,null,1165,null,3775,null,920,null,3620,null,1097,null,0400000US09,Connecticut,09
15356,null,1351,null,1322,null,635,null,1189,null,593,null,1346,null,642,null,1082,null,576,null,1837,null,806,null,751,null,375,null,1045,null,503,null,403,null,251,null,484,null,303,null,1500,null,661,null,804,null,390,null,1734,null,668,null,767,null,433,null,781,null,495,null,217,null,224,null,94,null,164,null,0400000US10,Delaware,10
17123,null,1441,null,1014,null,516,null,598,null,406,null,471,null,510,null,1317,null,585,null,1577,null,779,null,1284,null,669,null,1127,null,620,null,625,null,511,null,979,null,563,null,1258,null,558,null,1662,null,635,null,1624,null,669,null,1048,null,499,null,714,null,384,null,904,null,530,null,921,null,444,null,0400000US11,District of Columbia,11
1201042,null,12247,null,109329,null,4898,null,83158,null,5289,null,84822,null,5504,null,89031,null,5092,null,85307,null,5454,null,80446,null,5662,null,78435,null,4339,null,69629,null,4426,null,57664,null,3865,null,100966,null,6065,null,114454,null,5578,null,114819,null,5459,null,57154,null,3695,null,26833,null,2532,null,27081,null,2769,null,21914,null,2401,null,0400000US12,Florida,12
185443,null,5921,null,16134,null,2554,null,16363,null,2414,null,16981,null,2207,null,19301,null,2593,null,14338,null,2203,null,12173,null,1999,null,11711,null,2099,null,9036,null,1897,null,8256,null,1803,null,14468,null,1843,null,15659,null,2277,null,12741,null,1761,null,7868,null,1592,null,4480,null,966,null,2777,null,800,null,3157,null,937,null,0400000US13,Georgia,13
31176,null,2083,null,1500,null,478,null,1504,null,622,null,2090,null,866,null,1079,null,692,null,2403,null,893,null,1852,null,773,null,1193,null,539,null,1744,null,555,null,1712,null,852,null,2265,null,722,null,3272,null,952,null,5172,null,1251,null,2890,null,988,null,1265,null,580,null,688,null,269,null,547,null,339,null,0400000US15,Hawaii,15
40238,null,1845,null,2812,null,963,null,4108,null,1081,null,3021,null,1003,null,2949,null,768,null,4571,null,1095,null,4023,null,1050,null,3655,null,962,null,2623,null,722,null,1174,null,481,null,3058,null,925,null,3900,null,952,null,1948,null,673,null,1201,null,535,null,466,null,244,null,653,null,453,null,76,null,152,null,0400000US16,Idaho,16
482649,null,7264,null,32030,null,2985,null,25965,null,3137,null,30200,null,3069,null,26484,null,2711,null,33689,null,3567,null,34541,null,3152,null,28716,null,2700,null,26564,null,2462,null,27241,null,2784,null,43965,null,3751,null,53567,null,4401,null,58412,null,3146,null,30582,null,2829,null,14006,null,1934,null,9903,null,1894,null,6784,null,1210,null,0400000US17,Illinois,17
90578,null,3690,null,8429,null,2016,null,7107,null,1357,null,7712,null,1558,null,7290,null,1323,null,7160,null,1654,null,5390,null,1182,null,5067,null,1221,null,6178,null,1264,null,4509,null,1106,null,8214,null,1431,null,7434,null,1273,null,8259,null,1444,null,4119,null,999,null,1606,null,754,null,1408,null,598,null,696,null,377,null,0400000US18,Indiana,18
36730,null,1890,null,3566,null,1209,null,2048,null,941,null,3227,null,981,null,3018,null,958,null,2344,null,738,null,2369,null,999,null,2695,null,985,null,1918,null,663,null,3796,null,1229,null,3832,null,1022,null,2325,null,714,null,2956,null,836,null,1226,null,542,null,712,null,466,null,325,null,268,null,373,null,273,null,0400000US19,Iowa,19
72026,null,2299,null,5570,null,1292,null,4504,null,1249,null,5397,null,1131,null,6498,null,1527,null,6374,null,1347,null,5139,null,1154,null,4612,null,1290,null,4122,null,1021,null,3924,null,1076,null,7808,null,1365,null,7639,null,1733,null,5284,null,1092,null,2602,null,699,null,1387,null,571,null,390,null,291,null,776,null,438,null,0400000US20,Kansas,20
26132,null,1744,null,3093,null,935,null,2904,null,870,null,1815,null,768,null,2074,null,666,null,1577,null,692,null,2263,null,953,null,1681,null,825,null,1319,null,639,null,1091,null,482,null,2416,null,770,null,2095,null,644,null,1715,null,615,null,1261,null,425,null,311,null,285,null,352,null,304,null,165,null,199,null,0400000US21,Kentucky,21
46550,null,2283,null,3755,null,1001,null,2654,null,923,null,3089,null,883,null,3839,null,1111,null,3785,null,967,null,2774,null,843,null,3343,null,894,null,2990,null,833,null,2431,null,961,null,3891,null,880,null,4363,null,937,null,4057,null,918,null,1805,null,618,null,1523,null,595,null,1021,null,493,null,1230,null,481,null,0400000US22,Louisiana,22
3959,null,711,null,435,null,318,null,255,null,231,null,339,null,230,null,596,null,428,null,226,null,216,null,166,null,137,null,175,null,323,null,118,null,154,null,113,null,146,null,191,null,206,null,320,null,237,null,729,null,314,null,181,null,179,null,0,null,230,null,0,null,230,null,115,null,178,null,0400000US23,Maine,23
100004,null,3259,null,3698,null,1080,null,3115,null,925,null,4112,null,1279,null,4608,null,1022,null,3870,null,1265,null,4818,null,1299,null,4517,null,1098,null,6082,null,1286,null,5375,null,1274,null,9484,null,1511,null,12913,null,2175,null,12427,null,1741,null,9395,null,1463,null,5196,null,986,null,7386,null,1355,null,3008,null,768,null,0400000US24,Maryland,24
167541,null,4903,null,31125,null,2997,null,15052,null,2335,null,13823,null,1818,null,8993,null,1768,null,9319,null,1666,null,7794,null,1372,null,8200,null,1768,null,8439,null,1459,null,7062,null,1496,null,11194,null,1986,null,16188,null,2199,null,14318,null,2042,null,7552,null,1615,null,2846,null,718,null,3178,null,986,null,2458,null,749,null,0400000US25,Massachusetts,25
114491,null,4127,null,12547,null,2239,null,9448,null,1492,null,9482,null,1889,null,9922,null,1755,null,7116,null,1306,null,6666,null,1293,null,6408,null,1316,null,6659,null,1350,null,4560,null,1131,null,10782,null,1655,null,8650,null,1278,null,9820,null,1497,null,5458,null,1084,null,3383,null,832,null,1922,null,689,null,1668,null,501,null,0400000US26,Michigan,26
56065,null,2297,null,4790,null,1139,null,3794,null,898,null,4574,null,1139,null,4491,null,886,null,4331,null,1102,null,3100,null,809,null,3823,null,953,null,3287,null,944,null,3943,null,1009,null,4513,null,1064,null,5745,null,1076,null,5645,null,1079,null,2171,null,565,null,808,null,365,null,614,null,334,null,436,null,250,null,0400000US27,Minnesota,27
18193,null,1871,null,1694,null,802,null,1569,null,771,null,1399,null,803,null,1044,null,664,null,1298,null,557,null,1368,null,807,null,1216,null,697,null,937,null,611,null,990,null,554,null,1042,null,517,null,2174,null,674,null,2350,null,878,null,558,null,390,null,115,null,129,null,66,null,106,null,373,null,320,null,0400000US28,Mississippi,28
52937,null,2494,null,6875,null,1590,null,3034,null,749,null,3967,null,826,null,4888,null,1036,null,4302,null,1056,null,3200,null,1128,null,2699,null,927,null,2765,null,736,null,2322,null,795,null,5709,null,1216,null,3998,null,936,null,4816,null,957,null,2016,null,650,null,1098,null,522,null,898,null,315,null,350,null,205,null,0400000US29,Missouri,29
7686,null,1451,null,1260,null,562,null,692,null,486,null,311,null,262,null,479,null,361,null,1081,null,740,null,426,null,480,null,196,null,169,null,387,null,271,null,326,null,314,null,196,null,162,null,1089,null,531,null,946,null,474,null,95,null,140,null,100,null,134,null,0,null,240,null,102,null,152,null,0400000US30,Montana,30
