B25045_001E,B25045_001EA,B25045_001M,B25045_001MA,B25045_002E,B25045_002EA,B25045_002M,B25045_002MA,B25045_003E,B25045_003EA,B25045_003M,B25045_003MA,B25045_004E,B25045_004EA,B25045_004M,B25045_004MA,B25045_005E,B25045_005EA,B25045_005M,B25045_005MA,B25045_006E,B25045_006EA,B25045_006M,B25045_006MA,B25045_007E,B25045_007EA,B25045_007M,B25045_007MA,B25045_008E,B25045_008EA,B25045_008M,B25045_008MA,B25045_009E,B25045_009EA,B25045_009M,B25045_009MA,B25045_010E,B25045_010EA,B25045_010M,B25045_010MA,B25045_011E,B25045_011EA,B25045_011M,B25045_011MA,B25045_012E,B25045_012EA,B25045_012M,B25045_012MA,B25045_013E,B25045_013EA,B25045_013M,B25045_013MA,B25045_014E,B25045_014EA,B25045_014M,B25045_014MA,B25045_015E,B25045_015EA,B25045_015M,B25045_015MA,B25045_016E,B25045_016EA,B25045_016M,B25045_016MA,B25045_017E,B25045_017EA,B25045_017M,B25045_017MA,B25045_018E,B25045_018EA,B25045_018M,B25045_018MA,B25045_019E,B25045_019EA,B25045_019M,B25045_019MA,GEO_ID,NAME,state
1848051,null,10312,null,1285879,null,10656,null,38002,null,2831,null,2381,null,860,null,12925,null,1852,null,22696,null,2238,null,1247877,null,10657,null,158318,null,5160,null,761871,null,8742,null,327688,null,5361,null,562172,null,10797,null,78889,null,4099,null,20229,null,2514,null,36781,null,2757,null,21879,null,2150,null,483283,null,9703,null,207910,null,6367,null,226846,null,7520,null,48527,null,3368,null,0400000US01,Alabama,01
236597,null,2353,null,154337,null,3768,null,9861,null,1106,null,1096,null,380,null,5392,null,706,null,3373,null,762,null,144476,null,3832,null,20377,null,1996,null,101467,null,3533,null,22632,null,1222,null,82260,null,3476,null,13055,null,1547,null,3571,null,705,null,7515,null,1074,null,1969,null,647,null,69205,null,3354,null,32350,null,2605,null,33611,null,2389,null,3244,null,836,null,0400000US02,Alaska,02
2276865,null,11778,null,1526790,null,12373,null,42430,null,3534,null,3058,null,855,null,18652,null,2337,null,20720,null,2238,null,1484360,null,11965,null,181296,null,6485,null,891905,null,9580,null,411159,null,6896,null,750075,null,11978,null,111347,null,5318,null,33808,null,3865,null,52608,null,3713,null,24931,null,2664,null,638728,null,12097,null,275366,null,7688,null,310082,null,9954,null,53280,null,3211,null,0400000US04,Arizona,04
1124947,null,8066,null,742860,null,10442,null,20110,null,1865,null,1264,null,557,null,6725,null,1095,null,12121,null,1530,null,722750,null,10211,null,88456,null,5016,null,433775,null,7548,null,200519,null,3709,null,382087,null,9861,null,55433,null,4029,null,15909,null,2455,null,26040,null,2836,null,13484,null,1557,null,326654,null,9358,null,146274,null,6723,null,146981,null,6205,null,33399,null,2505,null,0400000US05,Arkansas,05
12214891,null,20992,null,6910054,null,26866,null,181566,null,6697,null,9102,null,1517,null,61525,null,3372,null,110939,null,5769,null,6728488,null,26637,null,602061,null,12469,null,4471788,null,19960,null,1654639,null,13755,null,5304837,null,27827,null,742846,null,14985,null,191558,null,7597,null,325677,null,9758,null,225611,null,6979,null,4561991,null,28583,null,1667000,null,17678,null,2521877,null,17899,null,373114,null,9006,null,0400000US06,California,06
1910146,null,9468,null,1279955,null,10174,null,26227,null,2410,null,1694,null,574,null,10674,null,1677,null,13859,null,1745,null,1253728,null,10692,null,167258,null,5983,null,837710,null,8099,null,248760,null,3619,null,630191,null,8889,null,81320,null,4456,null,23074,null,2524,null,34898,null,2657,null,23348,null,2240,null,548871,null,8952,null,257129,null,7629,null,249948,null,7004,null,41794,null,2632,null,0400000US08,Colorado,08
1326329,null,5869,null,913166,null,7185,null,20928,null,2045,null,1164,null,537,null,6345,null,959,null,13419,null,1663,null,892238,null,7229,null,79848,null,4334,null,601580,null,6404,null,210810,null,4210,null,413163,null,7387,null,89245,null,4712,null,19919,null,2620,null,40930,null,3577,null,28396,null,2134,null,323918,null,7445,null,113613,null,5068,null,170803,null,6040,null,39502,null,3049,null,0400000US09,Connecticut,09
327252,null,4316,null,240908,null,4399,null,9395,null,1420,null,658,null,453,null,3418,null,991,null,5319,null,888,null,231513,null,4620,null,26247,null,2094,null,145912,null,3998,null,59354,null,2099,null,86344,null,3763,null,16031,null,2124,null,4655,null,1251,null,6937,null,1403,null,4439,null,1117,null,70313,null,3453,null,27338,null,2436,null,36045,null,3166,null,6930,null,1159,null,0400000US10,Delaware,10
249280,null,3172,null,111618,null,3411,null,17209,null,1713,null,2647,null,773,null,8607,null,1274,null,5955,null,978,null,94409,null,3262,null,12662,null,1516,null,58675,null,2801,null,23072,null,1670,null,137662,null,3905,null,70497,null,3767,null,22867,null,2227,null,36956,null,2487,null,10674,null,1415,null,67165,null,3625,null,26342,null,2326,null,34543,null,2535,null,6280,null,1075,null,0400000US11,District of Columbia,11
6987647,null,25717,null,4785064,null,27252,null,158254,null,6262,null,5925,null,1082,null,47732,null,3351,null,104597,null,4767,null,4626810,null,26986,null,419556,null,10397,null,2708257,null,21315,null,1498997,null,12911,null,2202583,null,21786,null,301786,null,10231,null,76699,null,6217,null,126324,null,5900,null,98763,null,4821,null,1900797,null,21568,null,743514,null,15083,null,961343,null,16152,null,195940,null,6517,null,0400000US12,Florida,12
3469250,null,16258,null,2325917,null,19632,null,57933,null,3454,null,3157,null,886,null,25227,null,2199,null,29549,null,2569,null,2267984,null,19055,null,296516,null,8573,null,1497149,null,14066,null,474319,null,6217,null,1143333,null,15579,null,170897,null,8029,null,47062,null,3830,null,82884,null,6276,null,40951,null,2653,null,972436,null,15850,null,412033,null,11775,null,486095,null,10515,null,74308,null,4331,null,0400000US13,Georgia,13
446136,null,4850,null,252881,null,6432,null,11071,null,1378,null,309,null,264,null,3330,null,912,null,7432,null,1141,null,241810,null,6312,null,20440,null,2794,null,149547,null,4300,null,71823,null,2914,null,193255,null,6159,null,28285,null,3268,null,6091,null,1567,null,12711,null,2216,null,9483,null,1387,null,164970,null,5697,null,65236,null,3868,null,86285,null,4213,null,13449,null,1442,null,0400000US15,Hawaii,15
558466,null,5299,null,399498,null,5977,null,8128,null,1659,null,741,null,553,null,3388,null,807,null,3999,null,1162,null,391370,null,6049,null,57505,null,3062,null,240583,null,4603,null,93282,null,2615,null,158968,null,5233,null,13990,null,1565,null,4635,null,1271,null,4646,null,1006,null,4709,null,844,null,144978,null,5099,null,72791,null,3994,null,59819,null,3591,null,12368,null,1698,null,0400000US16,Idaho,16
4757452,null,13703,null,3235065,null,15882,null,130297,null,4597,null,12781,null,1616,null,46001,null,3162,null,71515,null,3185,null,3104768,null,15901,null,389052,null,9064,null,2000046,null,15485,null,715670,null,7703,null,1522387,null,14245,null,380081,null,9964,null,117893,null,5176,null,168016,null,5651,null,94172,null,4679,null,1142306,null,13408,null,474824,null,9680,null,554890,null,11226,null,112592,null,4665,null,0400000US17,Illinois,17
2477548,null,11798,null,1744831,null,14143,null,49186,null,3095,null,6895,null,1431,null,17276,null,1660,null,25015,null,2337,null,1695645,null,14371,null,224124,null,7062,null,1066772,null,9695,null,404749,null,5225,null,732717,null,11039,null,112150,null,5506,null,30584,null,3088,null,49997,null,3341,null,31569,null,2801,null,620567,null,10905,null,272866,null,8215,null,288674,null,9343,null,59027,null,3076,null,0400000US18,Indiana,18
1226804,null,6707,null,884301,null,8410,null,20408,null,2013,null,1936,null,729,null,6787,null,1171,null,11685,null,1388,null,863893,null,8279,null,126553,null,4607,null,523060,null,5578,null,214280,null,2885,null,342503,null,6969,null,53873,null,3552,null,17231,null,2363,null,20130,null,2223,null,16512,null,1934,null,288630,null,6590,null,139705,null,4953,null,113014,null,5397,null,35911,null,2009,null,0400000US19,Iowa,19
1104976,null,6395,null,749151,null,7504,null,13859,null,1520,null,1120,null,427,null,5248,null,963,null,7491,null,1099,null,735292,null,7499,null,102556,null,4174,null,457653,null,5847,null,175083,null,3131,null,355825,null,6741,null,45550,null,3576,null,13960,null,2338,null,17376,null,1929,null,14214,null,1785,null,310275,null,6600,null,144787,null,5143,null,132049,null,5537,null,33439,null,2447,null,0400000US20,Kansas,20
1694197,null,9986,null,1163029,null,12289,null,42171,null,3038,null,3479,null,1046,null,14215,null,1996,null,24477,null,2425,null,1120858,null,12171,null,143835,null,5958,null,695349,null,7720,null,281674,null,4201,null,531168,null,8755,null,90822,null,5018,null,25343,null,3004,null,41742,null,3103,null,23737,null,2356,null,440346,null,8786,null,188712,null,5770,null,213240,null,7107,null,38394,null,2806,null,0400000US21,Kentucky,21
1688027,null,9265,null,1146560,null,10008,null,40449,null,2989,null,2357,null,793,null,15654,null,1803,null,22438,null,2201,null,1106111,null,9711,null,154806,null,5864,null,685526,null,8612,null,265779,null,4958,null,541467,null,9788,null,99486,null,4721,null,25182,null,2579,null,53399,null,3974,null,20905,null,1969,null,441981,null,8716,null,198510,null,6604,null,207590,null,6522,null,35881,null,3075,null,0400000US22,Louisiana,22
544855,null,4187,null,396341,null,5297,null,9134,null,1184,null,137,null,105,null,3211,null,702,null,5786,null,942,null,387207,null,5278,null,36674,null,2558,null,256882,null,4043,null,93651,null,2695,null,148514,null,4635,null,28689,null,2546,null,7136,null,1427,null,12837,null,1890,null,8716,null,1113,null,119825,null,4514,null,47007,null,3027,null,53485,null,3583,null,19333,null,1847,null,0400000US23,Maine,23
2095122,null,8485,null,1436362,null,11234,null,49366,null,3027,null,3160,null,926,null,19629,null,1948,null,26577,null,2330,null,1386996,null,10561,null,150961,null,5739,null,931634,null,9819,null,304401,null,6549,null,658760,null,11399,null,150210,null,7594,null,38804,null,3601,null,69880,null,4921,null,41526,null,2864,null,508550,null,10882,null,197058,null,5902,null,260527,null,9419,null,50965,null,3395,null,0400000US24,Maryland,24
2475492,null,10003,null,1589421,null,12326,null,57887,null,3890,null,4828,null,1169,null,21707,null,2481,null,31352,null,2528,null,1531534,null,12045,null,128637,null,4867,null,1042173,null,11450,null,360724,null,5071,null,886071,null,13259,null,233700,null,8319,null,64111,null,4667,null,101534,null,5480,null,68055,null,3468,null,652371,null,13295,null,225996,null,7126,null,340519,null,10027,null,85856,null,3709,null,0400000US25,Massachusetts,25
3819736,null,15353,null,2795638,null,15898,null,89135,null,3827,null,7169,null,1377,null,37034,null,2796,null,44932,null,2686,null,2706503,null,15770,null,306422,null,7023,null,1745423,null,12524,null,654658,null,6770,null,1024098,null,13431,null,196181,null,7559,null,44762,null,3900,null,96000,null,5049,null,55419,null,3232,null,827917,null,13631,null,350309,null,9553,null,392717,null,9491,null,84891,null,4269,null,0400000US26,Michigan,26
2085767,null,8065,null,1537420,null,9655,null,33425,null,2087,null,3346,null,712,null,12979,null,1549,null,17100,null,1330,null,1503995,null,9633,null,222828,null,4656,null,971396,null,7850,null,309771,null,3875,null,548347,null,9443,null,107344,null,4833,null,25584,null,2868,null,43239,null,3453,null,38521,null,2450,null,441003,null,9582,null,212948,null,7206,null,177113,null,6138,null,50942,null,2561,null,0400000US27,Minnesota,27
