C08528_001E,C08528_001EA,C08528_001M,C08528_001MA,C08528_002E,C08528_002EA,C08528_002M,C08528_002MA,C08528_003E,C08528_003EA,C08528_003M,C08528_003MA,C08528_004E,C08528_004EA,C08528_004M,C08528_004MA,C08528_005E,C08528_005EA,C08528_005M,C08528_005MA,C08528_006E,C08528_006EA,C08528_006M,C08528_006MA,C08528_007E,C08528_007EA,C08528_007M,C08528_007MA,C08528_008E,C08528_008EA,C08528_008M,C08528_008MA,C08528_009E,C08528_009EA,C08528_009M,C08528_009MA,C08528_010E,C08528_010EA,C08528_010M,C08528_010MA,C08528_011E,C08528_011EA,C08528_011M,C08528_011MA,C08528_012E,C08528_012EA,C08528_012M,C08528_012MA,C08528_013E,C08528_013EA,C08528_013M,C08528_013MA,C08528_014E,C08528_014EA,C08528_014M,C08528_014MA,C08528_015E,C08528_015EA,C08528_015M,C08528_015MA,C08528_016E,C08528_016EA,C08528_016M,C08528_016MA,C08528_017E,C08528_017EA,C08528_017M,C08528_017MA,C08528_018E,C08528_018EA,C08528_018M,C08528_018MA,C08528_019E,C08528_019EA,C08528_019M,C08528_019MA,C08528_020E,C08528_020EA,C08528_020M,C08528_020MA,C08528_021E,C08528_021EA,C08528_021M,C08528_021MA,C08528_022E,C08528_022EA,C08528_022M,C08528_022MA,C08528_023E,C08528_023EA,C08528_023M,C08528_023MA,C08528_024E,C08528_024EA,C08528_024M,C08528_024MA,C08528_025E,C08528_025EA,C08528_025M,C08528_025MA,C08528_026E,C08528_026EA,C08528_026M,C08528_026MA,C08528_027E,C08528_027EA,C08528_027M,C08528_027MA,C08528_028E,C08528_028EA,C08528_028M,C08528_028MA,C08528_029E,C08528_029EA,C08528_029M,C08528_029MA,C08528_030E,C08528_030EA,C08528_030M,C08528_030MA,GEO_ID,NAME,state
1919778,null,14797,null,1467448,null,17211,null,338947,null,9079,null,110981,null,5273,null,2402,null,771,null,1621511,null,16572,null,1254389,null,17411,null,295610,null,8351,null,69706,null,3491,null,1806,null,621,null,197367,null,6981,null,148337,null,6011,null,30686,null,2726,null,18108,null,2381,null,236,null,281,null,8172,null,1778,null,6281,null,1472,null,1515,null,572,null,376,null,307,null,0,null,271,null,44302,null,3597,null,30648,null,2861,null,8307,null,1589,null,5347,null,1158,null,0,null,271,null,48426,null,3670,null,27793,null,2953,null,2829,null,835,null,17444,null,2148,null,360,null,312,null,0400000US01,Alabama,01
342551,null,6394,null,227075,null,6116,null,92258,null,4286,null,22194,null,2237,null,1024,null,700,null,230130,null,6492,null,155085,null,5897,null,64102,null,3806,null,10701,null,1366,null,242,null,213,null,45078,null,3523,null,30943,null,2930,null,11828,null,1695,null,1770,null,794,null,537,null,526,null,4707,null,1325,null,3590,null,1146,null,953,null,495,null,164,null,261,null,0,null,271,null,47238,null,2910,null,31575,null,2704,null,13937,null,1770,null,1712,null,591,null,14,null,23,null,15398,null,2206,null,5882,null,1287,null,1438,null,642,null,7847,null,1492,null,231,null,214,null,0400000US02,Alaska,02
2729757,null,21363,null,2128241,null,23149,null,425785,null,12322,null,172893,null,9264,null,2838,null,838,null,2070957,null,22259,null,1645739,null,22269,null,330015,null,11318,null,93533,null,6866,null,1670,null,645,null,323352,null,13342,null,248162,null,11062,null,56255,null,4588,null,18479,null,2588,null,456,null,338,null,55861,null,4907,null,44567,null,4742,null,9130,null,1431,null,2164,null,794,null,0,null,271,null,137525,null,10541,null,105415,null,9060,null,23762,null,2635,null,8214,null,2508,null,134,null,244,null,142062,null,7340,null,84358,null,5507,null,6623,null,1318,null,50503,null,4516,null,578,null,325,null,0400000US04,Arizona,04
1224374,null,14588,null,945110,null,15340,null,195413,null,7489,null,81908,null,4441,null,1943,null,787,null,991971,null,14852,null,778975,null,15091,null,159997,null,5960,null,52125,null,3702,null,874,null,523,null,144175,null,7103,null,110965,null,6581,null,25039,null,3088,null,8020,null,1534,null,151,null,180,null,5105,null,1496,null,3265,null,1255,null,1518,null,816,null,322,null,275,null,0,null,271,null,40715,null,3785,null,29364,null,3159,null,6906,null,1967,null,4012,null,1210,null,433,null,321,null,42408,null,3585,null,22541,null,2648,null,1953,null,619,null,17429,null,2110,null,485,null,447,null,0400000US05,Arkansas,05
16139699,null,40928,null,12270412,null,39975,null,2460781,null,25748,null,1382955,null,19901,null,25551,null,3255,null,11783251,null,46402,null,9120185,null,41745,null,1858446,null,21749,null,793745,null,14043,null,10875,null,1874,null,1870263,null,25078,null,1440447,null,21737,null,271131,null,9172,null,151090,null,8236,null,7595,null,1745,null,838055,null,18386,null,678792,null,17160,null,111868,null,6514,null,46711,null,4499,null,684,null,392,null,815984,null,16383,null,617269,null,15491,null,132089,null,6266,null,65775,null,4626,null,851,null,353,null,832146,null,16574,null,413719,null,11471,null,87247,null,5642,null,325634,null,10050,null,5546,null,1685,null,0400000US06,California,06
2453377,null,15718,null,1912245,null,17998,null,372074,null,10085,null,165346,null,6000,null,3712,null,958,null,1826923,null,16239,null,1448446,null,16836,null,288498,null,8978,null,88197,null,4426,null,1782,null,599,null,246331,null,9296,null,196771,null,8965,null,34439,null,2776,null,14325,null,2059,null,796,null,576,null,81687,null,4896,null,65495,null,4504,null,14316,null,1684,null,1876,null,671,null,0,null,271,null,132343,null,7160,null,95694,null,6301,null,28340,null,2980,null,8071,null,1588,null,238,null,194,null,166093,null,6611,null,105839,null,5252,null,6481,null,1416,null,52877,null,3538,null,896,null,409,null,0400000US08,Colorado,08
1694719,null,12924,null,1357904,null,14545,null,227784,null,7981,null,107272,null,4799,null,1759,null,711,null,1356814,null,14404,null,1090126,null,14377,null,194499,null,7274,null,71039,null,3747,null,1150,null,586,null,145095,null,7150,null,120142,null,6551,null,16767,null,2002,null,7958,null,1695,null,228,null,221,null,54408,null,4545,null,47304,null,4104,null,5045,null,1344,null,2059,null,1001,null,0,null,271,null,68508,null,5264,null,57050,null,4714,null,8260,null,1541,null,3198,null,892,null,0,null,271,null,69894,null,4619,null,43282,null,3360,null,3213,null,859,null,23018,null,2180,null,381,null,328,null,0400000US09,Connecticut,09
416661,null,8712,null,339288,null,7894,null,60166,null,3934,null,16995,null,1983,null,212,null,176,null,337594,null,8077,null,275920,null,7410,null,50820,null,3617,null,10780,null,1560,null,74,null,87,null,37204,null,4139,null,30777,null,3570,null,4814,null,1124,null,1613,null,504,null,0,null,271,null,13826,null,2495,null,11742,null,2304,null,1960,null,602,null,124,null,154,null,0,null,271,null,14603,null,1908,null,12165,null,1742,null,1983,null,593,null,419,null,310,null,36,null,61,null,13434,null,1820,null,8684,null,1315,null,589,null,408,null,4059,null,992,null,102,null,124,null,0400000US10,Delaware,10
758689,null,11963,null,448551,null,11347,null,282965,null,8475,null,26597,null,2133,null,576,null,410,null,324665,null,8094,null,191660,null,7396,null,120327,null,5599,null,12678,null,1636,null,0,null,271,null,85945,null,4905,null,48536,null,4272,null,35411,null,3091,null,1925,null,686,null,73,null,101,null,282845,null,10150,null,165547,null,7915,null,112236,null,5729,null,4821,null,1082,null,241,null,314,null,50193,null,3820,null,35012,null,3537,null,12982,null,1800,null,2199,null,681,null,0,null,271,null,15041,null,1984,null,7796,null,1374,null,2009,null,877,null,4974,null,1048,null,262,null,256,null,0400000US11,District of Columbia,11
7851983,null,36622,null,6268683,null,36865,null,1094867,null,17282,null,477315,null,12627,null,11118,null,2147,null,6229212,null,33057,null,5008259,null,34669,null,928077,null,16110,null,287448,null,9290,null,5428,null,1437,null,816433,null,19773,null,659044,null,17756,null,101156,null,5389,null,54517,null,5405,null,1716,null,720,null,146595,null,9206,null,120450,null,8832,null,15001,null,2173,null,11086,null,2457,null,58,null,97,null,284592,null,11727,null,235688,null,10411,null,28147,null,4457,null,20463,null,2359,null,294,null,223,null,375151,null,11634,null,245242,null,9552,null,22486,null,3778,null,103801,null,5560,null,3622,null,1178,null,0400000US12,Florida,12
