B13002I_001E,B13002I_001EA,B13002I_001M,B13002I_001MA,B13002I_002E,B13002I_002EA,B13002I_002M,B13002I_002MA,B13002I_003E,B13002I_003EA,B13002I_003M,B13002I_003MA,B13002I_004E,B13002I_004EA,B13002I_004M,B13002I_004MA,B13002I_005E,B13002I_005EA,B13002I_005M,B13002I_005MA,B13002I_006E,B13002I_006EA,B13002I_006M,B13002I_006MA,B13002I_007E,B13002I_007EA,B13002I_007M,B13002I_007MA,GEO_ID,NAME,state
34250,null,1448,null,2945,null,844,null,2451,null,804,null,494,null,312,null,31305,null,1650,null,17713,null,1594,null,13592,null,1497,null,0400000US01,Alabama,01
11473,null,969,null,621,null,345,null,304,null,228,null,317,null,290,null,10852,null,1058,null,5235,null,822,null,5617,null,1192,null,0400000US02,Alaska,02
514440,null,1622,null,36639,null,3088,null,18779,null,2347,null,17860,null,2395,null,477801,null,3581,null,216271,null,6794,null,261530,null,6803,null,0400000US04,Arizona,04
43126,null,1939,null,3706,null,859,null,2104,null,686,null,1602,null,611,null,39420,null,2040,null,22559,null,1743,null,16861,null,1677,null,0400000US05,Arkansas,05
3594590,null,4214,null,256925,null,8519,null,153332,null,7223,null,103593,null,5277,null,3337665,null,9472,null,1497880,null,17499,null,1839785,null,18342,null,0400000US06,California,06
254544,null,2138,null,19442,null,2439,null,11650,null,1741,null,7792,null,1693,null,235102,null,3290,null,114599,null,4321,null,120503,null,4280,null,0400000US08,Colorado,08
120147,null,1454,null,8261,null,1397,null,3703,null,934,null,4558,null,988,null,111886,null,2101,null,45685,null,2131,null,66201,null,3054,null,0400000US09,Connecticut,09
15479,null,756,null,1037,null,396,null,490,null,290,null,547,null,319,null,14442,null,920,null,6592,null,1075,null,7850,null,1079,null,0400000US10,Delaware,10
14503,null,397,null,880,null,534,null,506,null,394,null,374,null,360,null,13623,null,648,null,4204,null,1020,null,9419,null,1096,null,0400000US11,District of Columbia,11
1014847,null,3796,null,62537,null,3773,null,39445,null,2755,null,23092,null,2825,null,952310,null,5409,null,457291,null,9152,null,495019,null,8726,null,0400000US12,Florida,12
190705,null,3415,null,20141,null,2315,null,11574,null,2019,null,8567,null,1949,null,170564,null,3773,null,89312,null,3735,null,81252,null,3904,null,0400000US13,Georgia,13
28129,null,486,null,2640,null,955,null,1737,null,730,null,903,null,513,null,25489,null,1011,null,10393,null,1158,null,15096,null,1167,null,0400000US15,Hawaii,15
40338,null,1582,null,4483,null,1152,null,3386,null,1088,null,1097,null,503,null,35855,null,1858,null,19644,null,1977,null,16211,null,2138,null,0400000US16,Idaho,16
501432,null,2227,null,39973,null,3433,null,24889,null,2793,null,15084,null,2037,null,461459,null,4247,null,212865,null,6049,null,248594,null,6373,null,0400000US17,Illinois,17
82664,null,2040,null,8638,null,1288,null,5723,null,1069,null,2915,null,781,null,74026,null,2391,null,34791,null,1873,null,39235,null,2394,null,0400000US18,Indiana,18
32820,null,1608,null,2981,null,916,null,1479,null,526,null,1502,null,785,null,29839,null,1548,null,14148,null,1609,null,15691,null,1422,null,0400000US19,Iowa,19
63832,null,1432,null,6844,null,1562,null,3927,null,1062,null,2917,null,1102,null,56988,null,2019,null,28950,null,2042,null,28038,null,2201,null,0400000US20,Kansas,20
25864,null,1625,null,2872,null,824,null,2307,null,777,null,565,null,325,null,22992,null,1818,null,11938,null,1233,null,11054,null,1705,null,0400000US21,Kentucky,21
37832,null,1614,null,3308,null,876,null,2639,null,767,null,669,null,482,null,34524,null,1744,null,16944,null,1742,null,17580,null,2029,null,0400000US22,Louisiana,22
4954,null,875,null,310,null,234,null,142,null,162,null,168,null,157,null,4644,null,917,null,1283,null,492,null,3361,null,767,null,0400000US23,Maine,23
105183,null,1463,null,10209,null,1797,null,6455,null,1610,null,3754,null,1160,null,94974,null,2242,null,46765,null,2183,null,48209,null,2693,null,0400000US24,Maryland,24
163946,null,1423,null,11108,null,1744,null,4268,null,1063,null,6840,null,1541,null,152838,null,2040,null,55405,null,3242,null,97433,null,3869,null,0400000US25,Massachusetts,25
106812,null,1884,null,8557,null,1460,null,4871,null,1148,null,3686,null,922,null,98255,null,2034,null,44492,null,2367,null,53763,null,2977,null,0400000US26,Michigan,26
54666,null,1586,null,4771,null,1122,null,2664,null,807,null,2107,null,712,null,49895,null,1605,null,21294,null,1710,null,28601,null,1954,null,0400000US27,Minnesota,27
15579,null,2113,null,1533,null,852,null,1094,null,672,null,439,null,538,null,14046,null,2090,null,7175,null,1118,null,6871,null,1761,null,0400000US28,Mississippi,28
