C23002A_001E,C23002A_001EA,C23002A_001M,C23002A_001MA,C23002A_002E,C23002A_002EA,C23002A_002M,C23002A_002MA,C23002A_003E,C23002A_003EA,C23002A_003M,C23002A_003MA,C23002A_004E,C23002A_004EA,C23002A_004M,C23002A_004MA,C23002A_005E,C23002A_005EA,C23002A_005M,C23002A_005MA,C23002A_006E,C23002A_006EA,C23002A_006M,C23002A_006MA,C23002A_007E,C23002A_007EA,C23002A_007M,C23002A_007MA,C23002A_008E,C23002A_008EA,C23002A_008M,C23002A_008MA,C23002A_009E,C23002A_009EA,C23002A_009M,C23002A_009MA,C23002A_010E,C23002A_010EA,C23002A_010M,C23002A_010MA,C23002A_011E,C23002A_011EA,C23002A_011M,C23002A_011MA,C23002A_012E,C23002A_012EA,C23002A_012M,C23002A_012MA,C23002A_013E,C23002A_013EA,C23002A_013M,C23002A_013MA,C23002A_014E,C23002A_014EA,C23002A_014M,C23002A_014MA,C23002A_015E,C23002A_015EA,C23002A_015M,C23002A_015MA,C23002A_016E,C23002A_016EA,C23002A_016M,C23002A_016MA,C23002A_017E,C23002A_017EA,C23002A_017M,C23002A_017MA,C23002A_018E,C23002A_018EA,C23002A_018M,C23002A_018MA,C23002A_019E,C23002A_019EA,C23002A_019M,C23002A_019MA,C23002A_020E,C23002A_020EA,C23002A_020M,C23002A_020MA,C23002A_021E,C23002A_021EA,C23002A_021M,C23002A_021MA,C23002A_022E,C23002A_022EA,C23002A_022M,C23002A_022MA,C23002A_023E,C23002A_023EA,C23002A_023M,C23002A_023MA,C23002A_024E,C23002A_024EA,C23002A_024M,C23002A_024MA,C23002A_025E,C23002A_025EA,C23002A_025M,C23002A_025MA,C23002A_026E,C23002A_026EA,C23002A_026M,C23002A_026MA,C23002A_027E,C23002A_027EA,C23002A_027M,C23002A_027MA,GEO_ID,NAME,state
4777398,null,12947,null,2343895,null,10392,null,2015509,null,10349,null,1630200,null,13588,null,48208,null,3994,null,1581992,null,13110,null,1440100,null,15372,null,141892,null,7492,null,385309,null,10653,null,328386,null,1264,null,69228,null,3296,null,63982,null,3350,null,5246,null,1057,null,259158,null,3405,null,2433503,null,7900,null,1989548,null,7776,null,1355265,null,12847,null,4398,null,1231,null,1350867,null,12826,null,1236952,null,12700,null,113915,null,6244,null,634283,null,10043,null,443955,null,1468,null,49818,null,3359,null,47295,null,3329,null,2523,null,709,null,394137,null,3654,null,0400000US13,Georgia,13
293137,null,2353,null,161709,null,1737,null,139109,null,1720,null,121513,null,2613,null,25415,null,2725,null,96098,null,3357,null,87380,null,3412,null,8718,null,1600,null,17596,null,1925,null,22600,null,399,null,6516,null,975,null,6340,null,946,null,176,null,147,null,16084,null,958,null,131428,null,1358,null,107750,null,1344,null,73184,null,2600,null,3678,null,1013,null,69506,null,2593,null,64676,null,2720,null,4830,null,1089,null,34566,null,2663,null,23678,null,464,null,4751,null,730,null,4637,null,735,null,114,null,111,null,18927,null,790,null,0400000US15,Hawaii,15
1096284,null,3762,null,544430,null,2776,null,461841,null,2784,null,374369,null,4089,null,4112,null,1074,null,370257,null,3966,null,327546,null,4148,null,42711,null,3526,null,87472,null,4149,null,82589,null,453,null,14822,null,1300,null,13702,null,1277,null,1120,null,376,null,67767,null,1365,null,551854,null,2367,null,454253,null,2376,null,315342,null,4544,null,566,null,377,null,314776,null,4475,null,292744,null,4976,null,22032,null,2329,null,138911,null,4550,null,97601,null,653,null,10170,null,1101,null,9445,null,1117,null,725,null,340,null,87431,null,1139,null,0400000US16,Idaho,16
7515385,null,19076,null,3680780,null,11383,null,3127801,null,11029,null,2611299,null,13793,null,12656,null,1947,null,2598643,null,14211,null,2326335,null,16117,null,272308,null,8030,null,516502,null,11696,null,552979,null,1792,null,120364,null,3805,null,114429,null,3623,null,5935,null,1166,null,432615,null,4010,null,3834605,null,9864,null,3060750,null,9793,null,2243951,null,11382,null,1242,null,401,null,2242709,null,11339,null,2071193,null,11112,null,171516,null,7238,null,816799,null,12066,null,773855,null,2305,null,98527,null,3737,null,94385,null,3438,null,4142,null,884,null,675328,null,4070,null,0400000US17,Illinois,17
4364788,null,6732,null,2131849,null,4801,null,1811720,null,4666,null,1469917,null,8390,null,4800,null,1345,null,1465117,null,8862,null,1299957,null,9748,null,165160,null,7210,null,341803,null,6846,null,320129,null,849,null,66581,null,2653,null,62396,null,2668,null,4185,null,857,null,253548,null,2861,null,2232939,null,3901,null,1789215,null,3806,null,1286816,null,10831,null,1130,null,511,null,1285686,null,10794,null,1172043,null,12092,null,113643,null,5448,null,502399,null,10661,null,443724,null,896,null,57200,null,3022,null,54523,null,2977,null,2677,null,685,null,386524,null,3054,null,0400000US18,Indiana,18
2228072,null,3591,null,1084305,null,2356,null,902074,null,2428,null,765552,null,5620,null,2698,null,733,null,762854,null,5574,null,713504,null,5681,null,49350,null,3886,null,136522,null,5399,null,182231,null,597,null,39074,null,2230,null,37250,null,2151,null,1824,null,564,null,143157,null,2358,null,1143767,null,2552,null,891111,null,2398,null,711372,null,5629,null,323,null,231,null,711049,null,5589,null,676233,null,5746,null,34816,null,2761,null,179739,null,5444,null,252656,null,868,null,33330,null,2085,null,32622,null,2042,null,708,null,338,null,219326,null,2262,null,0400000US19,Iowa,19
1923725,null,6151,null,941430,null,3914,null,796661,null,3984,null,671512,null,6205,null,11388,null,2002,null,660124,null,6239,null,613750,null,6419,null,46374,null,3241,null,125149,null,5514,null,144769,null,918,null,31900,null,1723,null,30785,null,1741,null,1115,null,424,null,112869,null,1681,null,982295,null,3843,null,782965,null,3935,null,592451,null,7109,null,1429,null,609,null,591022,null,7136,null,554411,null,6687,null,36611,null,2731,null,190514,null,6526,null,199330,null,1048,null,26272,null,1900,null,25771,null,1863,null,501,null,223,null,173058,null,2076,null,0400000US20,Kansas,20
3069889,null,5298,null,1483724,null,3763,null,1258646,null,3704,null,949406,null,8686,null,16032,null,2160,null,933374,null,9247,null,835047,null,9889,null,98327,null,5504,null,309240,null,8332,null,225078,null,525,null,42774,null,2419,null,40185,null,2339,null,2589,null,654,null,182304,null,2474,null,1586165,null,3180,null,1278071,null,3167,null,838132,null,8627,null,1275,null,729,null,836857,null,8670,null,764482,null,9065,null,72375,null,4377,null,439939,null,8928,null,308094,null,515,null,33928,null,2495,null,32393,null,2385,null,1535,null,556,null,274166,null,2628,null,0400000US21,Kentucky,21
2296630,null,4324,null,1118296,null,3460,null,940017,null,3368,null,762247,null,6955,null,13668,null,1806,null,748579,null,7000,null,699812,null,7278,null,48767,null,3773,null,177770,null,6630,null,178279,null,827,null,36630,null,2263,null,35193,null,2182,null,1437,null,623,null,141649,null,2267,null,1178334,null,3061,null,938831,null,2955,null,626231,null,7285,null,857,null,467,null,625374,null,7335,null,590293,null,7884,null,35081,null,3402,null,312600,null,7762,null,239503,null,892,null,28012,null,2402,null,27183,null,2355,null,829,null,375,null,211491,null,2468,null,0400000US22,Louisiana,22
1037684,null,3049,null,499666,null,2037,null,412305,null,1942,null,330047,null,3824,null,3089,null,912,null,326958,null,4084,null,298854,null,4702,null,28104,null,2296,null,82258,null,3626,null,87361,null,437,null,18329,null,1397,null,17319,null,1354,null,1010,null,433,null,69032,null,1381,null,538018,null,1752,null,423210,null,1738,null,314516,null,4124,null,305,null,245,null,314211,null,4141,null,297067,null,4369,null,17144,null,1824,null,108694,null,4418,null,114808,null,183,null,13652,null,1264,null,13039,null,1250,null,613,null,300,null,101156,null,1281,null,0400000US23,Maine,23
2788266,null,8497,null,1354196,null,5207,null,1138384,null,5182,null,963625,null,7859,null,18918,null,2963,null,944707,null,8780,null,874216,null,9174,null,70491,null,4053,null,174759,null,6070,null,215812,null,723,null,57167,null,2731,null,54250,null,2709,null,2917,null,714,null,158645,null,2749,null,1434070,null,4946,null,1143522,null,4590,null,862582,null,8604,null,4957,null,1361,null,857625,null,8856,null,808956,null,8954,null,48669,null,3173,null,280940,null,9090,null,290548,null,1165,null,42550,null,2638,null,40848,null,2668,null,1702,null,579,null,247998,null,2791,null,0400000US24,Maryland,24
4477467,null,10387,null,2141241,null,6840,null,1804156,null,6714,null,1487032,null,9830,null,4722,null,1197,null,1482310,null,9779,null,1336095,null,11629,null,146215,null,5804,null,317124,null,8873,null,337085,null,1078,null,85982,null,3192,null,79126,null,3267,null,6856,null,1154,null,251103,null,3195,null,2336226,null,5833,null,1851332,null,5606,null,1413877,null,8905,null,1087,null,645,null,1412790,null,8851,null,1314313,null,8941,null,98477,null,5776,null,437455,null,8034,null,484894,null,1196,null,70367,null,3380,null,66576,null,3338,null,3791,null,942,null,414527,null,3706,null,0400000US25,Massachusetts,25
6435872,null,6918,null,3150835,null,4757,null,2646076,null,4502,null,2087294,null,10601,null,5527,null,1184,null,2081767,null,10610,null,1762156,null,11735,null,319611,null,8065,null,558782,null,10201,null,504759,null,1033,null,80212,null,2955,null,73087,null,2849,null,7125,null,1007,null,424547,null,3004,null,3285037,null,4323,null,2614641,null,4313,null,1872678,null,12419,null,681,null,417,null,1871997,null,12458,null,1671908,null,12191,null,200089,null,7667,null,741963,null,11785,null,670396,null,989,null,63052,null,3024,null,58698,null,2853,null,4354,null,882,null,607344,null,3158,null,0400000US26,Michigan,26
3706146,null,5881,null,1821790,null,4299,null,1544069,null,4213,null,1322618,null,6105,null,3406,null,831,null,1319212,null,6005,null,1196420,null,7619,null,122792,null,4830,null,221451,null,5222,null,277721,null,679,null,56698,null,2439,null,53656,null,2303,null,3042,null,634,null,221023,null,2434,null,1884356,null,3198,null,1517440,null,3196,null,1215434,null,5867,null,272,null,249,null,1215162,null,5816,null,1148001,null,7015,null,67161,null,3300,null,302006,null,5899,null,366916,null,603,null,45993,null,2049,null,44031,null,1997,null,1962,null,547,null,320923,null,2015,null,0400000US27,Minnesota,27
1405466,null,3972,null,681575,null,2771,null,564697,null,2825,null,437213,null,4963,null,8039,null,1670,null,429174,null,5110,null,395391,null,5120,null,33783,null,3436,null,127484,null,5119,null,116878,null,590,null,21533,null,1769,null,20627,null,1639,null,906,null,422,null,95345,null,1839,null,723891,null,2427,null,561002,null,2337,null,367388,null,6207,null,2313,null,866,null,365075,null,6300,null,338785,null,6830,null,26290,null,2590,null,193614,null,6276,null,162889,null,673,null,18909,null,1900,null,18063,null,1870,null,846,null,372,null,143980,null,1932,null,0400000US28,Mississippi,28
4023073,null,5740,null,1951078,null,4274,null,1634496,null,4230,null,1319227,null,9054,null,13455,null,2060,null,1305772,null,9044,null,1189893,null,8697,null,115879,null,4589,null,315269,null,8116,null,316582,null,854,null,63790,null,2939,null,61658,null,2812,null,2132,null,589,null,252792,null,2927,null,2071995,null,3808,null,1641897,null,3586,null,1194798,null,9234,null,2470,null,836,null,1192328,null,9353,null,1105769,null,8525,null,86559,null,4688,null,447099,null,9542,null,430098,null,1001,null,52247,null,2955,null,49935,null,2789,null,2312,null,722,null,377851,null,3113,null,0400000US29,Missouri,29
712067,null,1898,null,352415,null,1432,null,290787,null,1444,null,230718,null,3670,null,3341,null,930,null,227377,null,3510,null,207848,null,3754,null,19529,null,2624,null,60069,null,3626,null,61628,null,254,null,13371,null,1224,null,12822,null,1237,null,549,null,264,null,48257,null,1257,null,359652,null,1509,null,285519,null,1472,null,209487,null,3768,null,367,null,299,null,209120,null,3799,null,197353,null,3679,null,11767,null,1775,null,76032,null,3614,null,74133,null,361,null,9786,null,1312,null,9379,null,1295,null,407,null,257,null,64347,null,1331,null,0400000US30,Montana,30
1253595,null,4468,null,611915,null,3231,null,514282,null,2971,null,445651,null,3861,null,4613,null,1254,null,441038,null,4180,null,416333,null,5015,null,24705,null,2429,null,68631,null,3771,null,97633,null,690,null,24689,null,1584,null,24225,null,1583,null,464,null,255,null,72944,null,1636,null,641680,null,2432,null,508442,null,2326,null,405732,null,4011,null,1322,null,490,null,404410,null,4100,null,383584,null,4394,null,20826,null,1849,null,102710,null,4023,null,133238,null,891,null,20393,null,1348,null,19920,null,1322,null,473,null,241,null,112845,null,1647,null,0400000US31,Nebraska,31
1575128,null,8553,null,812903,null,5448,null,690899,null,5235,null,580510,null,6552,null,7265,null,1359,null,573245,null,6454,null,501781,null,7261,null,71464,null,4911,null,110389,null,5329,null,122004,null,991,null,27174,null,2446,null,25097,null,2336,null,2077,null,633,null,94830,null,2612,null,762225,null,4241,null,626860,null,4174,null,443556,null,7083,null,1424,null,704,null,442132,null,7099,null,393091,null,7721,null,49041,null,3925,null,183304,null,6177,null,135365,null,1224,null,20398,null,1947,null,18143,null,1968,null,2255,null,705,null,114967,null,2195,null,0400000US32,Nevada,32
1024346,null,2472,null,499763,null,1573,null,423838,null,1554,null,356164,null,3897,null,863,null,440,null,355301,null,3847,null,325890,null,4820,null,29411,null,2437,null,67674,null,3891,null,75925,null,233,null,18670,null,1550,null,17456,null,1470,null,1214,null,491,null,57255,null,1546,null,524583,null,1640,null,425028,null,1672,null,330451,null,3847,null,177,null,206,null,330274,null,3884,null,306485,null,4595,null,23789,null,2613,null,94577,null,3796,null,99555,null,458,null,15686,null,1543,null,15056,null,1530,null,630,null,295,null,83869,null,1574,null,0400000US33,New Hampshire,33
4976126,null,15806,null,2415368,null,9483,null,2013766,null,9122,null,1699469,null,11982,null,8102,null,1534,null,1691367,null,12364,null,1528131,null,13265,null,163236,null,6445,null,314297,null,8664,null,401602,null,1644,null,98537,null,3917,null,88514,null,3779,null,10023,null,1429,null,303065,null,4156,null,2560758,null,8839,null,1994004,null,8057,null,1465834,null,10206,null,1638,null,635,null,1464196,null,10163,null,1344115,null,10171,null,120081,null,6008,null,528170,null,9785,null,566754,null,1930,null,80024,null,3887,null,71545,null,3614,null,8479,null,1259,null,486730,null,4511,null,0400000US34,New Jersey,34
1150465,null,11176,null,559601,null,6895,null,460733,null,6495,null,356992,null,7399,null,7411,null,1392,null,349581,null,7284,null,314333,null,7196,null,35248,null,3501,null,103741,null,4979,null,98868,null,1435,null,20217,null,2081,null,19142,null,1920,null,1075,null,511,null,78651,null,2243,null,590864,null,5515,null,468544,null,5316,null,321621,null,6663,null,1203,null,713,null,320418,null,6611,null,295748,null,6152,null,24670,null,2912,null,146923,null,6159,null,122320,null,1740,null,14864,null,1563,null,13737,null,1510,null,1127,null,590,null,107456,null,2018,null,0400000US35,New Mexico,35
10801949,null,22360,null,5227168,null,12952,null,4367597,null,13245,null,3499599,null,15965,null,19052,null,2188,null,3480547,null,16275,null,3193575,null,18862,null,286972,null,9730,null,867998,null,13141,null,859571,null,2918,null,184698,null,4635,null,171539,null,4469,null,13159,null,1488,null,674873,null,5315,null,5574781,null,13337,null,4370049,null,12487,null,3120027,null,17295,null,1931,null,762,null,3118096,null,17227,null,2896160,null,17836,null,221936,null,8224,null,1250022,null,16455,null,1204732,null,3050,null,155386,null,4791,null,146376,null,4688,null,9010,null,1504,null,1049346,null,5154,null,0400000US36,New York,36
5318443,null,9400,null,2579134,null,7299,null,2164759,null,7266,null,1775958,null,9031,null,73822,null,3130,null,1702136,null,9262,null,1517957,null,8991,null,184179,null,7842,null,388801,null,8922,null,414375,null,1340,null,79177,null,3641,null,73970,null,3405,null,5207,null,946,null,335198,null,3513,null,2739309,null,4943,null,2179544,null,5209,null,1526611,null,12584,null,6947,null,1568,null,1519664,null,12517,null,1395789,null,12849,null,123875,null,5672,null,652933,null,13020,null,559765,null,1361,null,65006,null,3574,null,60715,null,3429,null,4291,null,969,null,494759,null,3668,null,0400000US37,North Carolina,37
479303,null,1245,null,239489,null,878,null,200014,null,827,null,170074,null,2359,null,4330,null,886,null,165744,null,2384,null,160105,null,2579,null,5639,null,990,null,29940,null,2141,null,39475,null,166,null,9089,null,765,null,8785,null,761,null,304,null,181,null,30386,null,743,null,239814,null,984,null,186852,null,930,null,151776,null,2204,null,976,null,493,null,150800,null,2262,null,145886,null,2478,null,4914,null,1284,null,35076,null,2072,null,52962,null,306,null,7424,null,952,null,7363,null,941,null,61,null,71,null,45538,null,947,null,0400000US38,North Dakota,38
7807404,null,6851,null,3777905,null,4591,null,3175312,null,4476,null,2557039,null,11079,null,10972,null,1672,null,2546067,null,11096,null,2257181,null,12416,null,288886,null,6846,null,618273,null,11105,null,602593,null,841,null,113230,null,3599,null,107193,null,3500,null,6037,null,1134,null,489363,null,3693,null,4029499,null,4194,null,3190732,null,4214,null,2325358,null,11585,null,2723,null,1302,null,2322635,null,11613,null,2121032,null,12429,null,201603,null,7062,null,865374,null,12025,null,838767,null,829,null,99855,null,3900,null,95111,null,3776,null,4744,null,995,null,738912,null,3924,null,0400000US39,Ohio,39
2224591,null,6330,null,1084213,null,4009,null,901549,null,3964,null,724241,null,7154,null,17181,null,1576,null,707060,null,7017,null,660946,null,7363,null,46114,null,3907,null,177308,null,6395,null,182664,null,800,null,39664,null,2209,null,38801,null,2128,null,863,null,323,null,143000,null,2209,null,1140378,null,3515,null,895133,null,3495,null,610642,null,6998,null,1814,null,692,null,608828,null,7095,null,575926,null,7614,null,32902,null,2935,null,284491,null,6997,null,245245,null,676,null,28813,null,2197,null,28043,null,2221,null,770,null,331,null,216432,null,2212,null,0400000US40,Oklahoma,40
2669100,null,9891,null,1306271,null,5836,null,1091368,null,5794,null,865891,null,9007,null,4068,null,1153,null,861823,null,9132,null,744864,null,10409,null,116959,null,5116,null,225477,null,7393,null,214903,null,819,null,34436,null,2073,null,31288,null,2035,null,3148,null,881,null,180467,null,2246,null,1362829,null,5253,null,1092335,null,5085,null,789005,null,9330,null,180,null,234,null,788825,null,9231,null,714303,null,9216,null,74522,null,4021,null,303330,null,8522,null,270494,null,1190,null,26115,null,2310,null,24366,null,2201,null,1749,null,516,null,244379,null,2514,null,0400000US41,Oregon,41
8657436,null,8923,null,4173023,null,5181,null,3438903,null,5309,null,2795681,null,9522,null,9886,null,1965,null,2785795,null,9738,null,2526569,null,12443,null,259226,null,8133,null,643222,null,9159,null,734120,null,1144,null,144644,null,4107,null,134347,null,4021,null,10297,null,1362,null,589476,null,3918,null,4484413,null,6108,null,3444612,null,5993,null,2505644,null,14771,null,1572,null,665,null,2504072,null,14826,null,2323277,null,15815,null,180795,null,7811,null,938968,null,12663,null,1039801,null,1226,null,117647,null,3752,null,112096,null,3782,null,5551,null,986,null,922154,null,4019,null,0400000US42,Pennsylvania,42
722936,null,4221,null,343243,null,2628,null,286467,null,2463,null,235596,null,4446,null,2108,null,738,null,233488,null,4621,null,210751,null,5101,null,22737,null,2380,null,50871,null,3899,null,56776,null,599,null,13842,null,1232,null,12653,null,1117,null,1189,null,419,null,42934,null,1303,null,379693,null,2288,null,296572,null,2128,null,225104,null,3850,null,1085,null,559,null,224019,null,3843,null,206728,null,3991,null,17291,null,2329,null,71468,null,3819,null,83121,null,542,null,11048,null,1290,null,9911,null,1258,null,1137,null,430,null,72073,null,1386,null,0400000US44,Rhode Island,44
2496213,null,6416,null,1215167,null,4297,null,1003547,null,4285,null,801304,null,8976,null,23734,null,2397,null,777570,null,8989,null,697624,null,9402,null,79946,null,4803,null,202243,null,7395,null,211620,null,643,null,42646,null,2713,null,40170,null,2485,null,2476,null,757,null,168974,null,2693,null,1281046,null,3700,null,1006394,null,3620,null,694465,null,8125,null,4571,null,1084,null,689894,null,8018,null,628527,null,8492,null,61367,null,3583,null,311929,null,8412,null,274652,null,627,null,30273,null,2464,null,27683,null,2259,null,2590,null,840,null,244379,null,2563,null,0400000US45,South Carolina,45
565582,null,2381,null,279757,null,1578,null,230586,null,1516,null,198107,null,3013,null,2725,null,954,null,195382,null,3208,null,185735,null,3515,null,9647,null,1866,null,32479,null,2650,null,49171,null,283,null,11375,null,1151,null,11248,null,1154,null,127,null,179,null,37796,null,1203,null,285825,null,1416,null,222167,null,1426,null,180298,null,2916,null,540,null,372,null,179758,null,2785,null,174609,null,2729,null,5149,null,1032,null,41869,null,2869,null,63658,null,224,null,9704,null,1215,null,9601,null,1204,null,103,null,130,null,53954,null,1226,null,0400000US46,South Dakota,46
