C23002A_001E,C23002A_001EA,C23002A_001M,C23002A_001MA,C23002A_002E,C23002A_002EA,C23002A_002M,C23002A_002MA,C23002A_003E,C23002A_003EA,C23002A_003M,C23002A_003MA,C23002A_004E,C23002A_004EA,C23002A_004M,C23002A_004MA,C23002A_005E,C23002A_005EA,C23002A_005M,C23002A_005MA,C23002A_006E,C23002A_006EA,C23002A_006M,C23002A_006MA,C23002A_007E,C23002A_007EA,C23002A_007M,C23002A_007MA,C23002A_008E,C23002A_008EA,C23002A_008M,C23002A_008MA,C23002A_009E,C23002A_009EA,C23002A_009M,C23002A_009MA,C23002A_010E,C23002A_010EA,C23002A_010M,C23002A_010MA,C23002A_011E,C23002A_011EA,C23002A_011M,C23002A_011MA,C23002A_012E,C23002A_012EA,C23002A_012M,C23002A_012MA,C23002A_013E,C23002A_013EA,C23002A_013M,C23002A_013MA,C23002A_014E,C23002A_014EA,C23002A_014M,C23002A_014MA,C23002A_015E,C23002A_015EA,C23002A_015M,C23002A_015MA,C23002A_016E,C23002A_016EA,C23002A_016M,C23002A_016MA,C23002A_017E,C23002A_017EA,C23002A_017M,C23002A_017MA,C23002A_018E,C23002A_018EA,C23002A_018M,C23002A_018MA,C23002A_019E,C23002A_019EA,C23002A_019M,C23002A_019MA,C23002A_020E,C23002A_020EA,C23002A_020M,C23002A_020MA,C23002A_021E,C23002A_021EA,C23002A_021M,C23002A_021MA,C23002A_022E,C23002A_022EA,C23002A_022M,C23002A_022MA,C23002A_023E,C23002A_023EA,C23002A_023M,C23002A_023MA,C23002A_024E,C23002A_024EA,C23002A_024M,C23002A_024MA,C23002A_025E,C23002A_025EA,C23002A_025M,C23002A_025MA,C23002A_026E,C23002A_026EA,C23002A_026M,C23002A_026MA,C23002A_027E,C23002A_027EA,C23002A_027M,C23002A_027MA,GEO_ID,NAME,state
2652229,null,4833,null,1285431,null,3719,null,1064391,null,3718,null,843368,null,7427,null,17451,null,1856,null,825917,null,7503,null,750878,null,8114,null,75039,null,4346,null,221023,null,6937,null,221040,null,422,null,42121,null,2081,null,39369,null,1934,null,2752,null,673,null,178919,null,2138,null,1366798,null,3386,null,1065327,null,3287,null,691834,null,8907,null,1642,null,754,null,690192,null,9012,null,629878,null,8737,null,60314,null,3906,null,373493,null,9332,null,301471,null,716,null,33095,null,2351,null,31698,null,2336,null,1397,null,540,null,268376,null,2454,null,0400000US01,Alabama,01
379968,null,1958,null,200923,null,1633,null,181503,null,1649,null,151884,null,2514,null,10374,null,2054,null,141510,null,2826,null,127898,null,3123,null,13612,null,1887,null,29619,null,2577,null,19420,null,448,null,5203,null,851,null,4982,null,872,null,221,null,158,null,14217,null,919,null,179045,null,1061,null,159263,null,1103,null,116193,null,3427,null,1960,null,815,null,114233,null,3320,null,106739,null,3392,null,7494,null,1715,null,43070,null,3166,null,19782,null,289,null,4672,null,763,null,4464,null,750,null,208,null,189,null,15110,null,771,null,0400000US02,Alaska,02
4140639,null,15170,null,2064636,null,9834,null,1708196,null,9735,null,1354820,null,11984,null,14198,null,1462,null,1340622,null,11896,null,1197340,null,13985,null,143282,null,8411,null,353376,null,11252,null,356440,null,1356,null,61631,null,3702,null,56296,null,3677,null,5335,null,1124,null,294809,null,3887,null,2076003,null,7984,null,1642350,null,7649,null,1111477,null,13805,null,2258,null,948,null,1109219,null,13784,null,1012174,null,12868,null,97045,null,5939,null,530873,null,13022,null,433653,null,1559,null,43919,null,3001,null,41086,null,2991,null,2833,null,814,null,389734,null,3234,null,0400000US04,Arizona,04
1812260,null,4760,null,880887,null,3165,null,722876,null,3047,null,567908,null,6002,null,6174,null,1488,null,561734,null,6339,null,515702,null,7451,null,46032,null,3445,null,154968,null,5786,null,158011,null,639,null,27956,null,2159,null,26448,null,2078,null,1508,null,569,null,130055,null,2219,null,931373,null,2834,null,724075,null,2855,null,487229,null,7280,null,1189,null,524,null,486040,null,7306,null,449188,null,7522,null,36852,null,3370,null,236846,null,7359,null,207298,null,656,null,22471,null,2164,null,22045,null,2142,null,426,null,293,null,184827,null,2202,null,0400000US05,Arkansas,05
18334328,null,53592,null,9138020,null,31661,null,7808034,null,30627,null,6272551,null,34979,null,102411,null,4653,null,6170140,null,33949,null,5469618,null,29948,null,700522,null,15322,null,1535483,null,24353,null,1329986,null,4941,null,280549,null,6345,null,258609,null,6237,null,21940,null,2198,null,1049437,null,8014,null,9196308,null,26693,null,7441341,null,24958,null,5090705,null,24384,null,12363,null,1862,null,5078342,null,24566,null,4563164,null,24024,null,515178,null,12585,null,2350636,null,23715,null,1754967,null,5178,null,217085,null,6692,null,201770,null,6499,null,15315,null,1796,null,1537882,null,8333,null,0400000US06,California,06
3389558,null,10370,null,1697232,null,7223,null,1480917,null,7321,null,1242867,null,7961,null,23804,null,2204,null,1219063,null,8285,null,1110138,null,9677,null,108925,null,5522,null,238050,null,7156,null,216315,null,1247,null,49560,null,2641,null,45915,null,2463,null,3645,null,1052,null,166755,null,2893,null,1692326,null,5325,null,1418364,null,5252,null,1044308,null,9427,null,4261,null,964,null,1040047,null,9413,null,967863,null,10135,null,72184,null,4789,null,374056,null,8657,null,273962,null,1312,null,38056,null,2286,null,36178,null,2274,null,1878,null,538,null,235906,null,2642,null,0400000US08,Colorado,08
2273507,null,8440,null,1091994,null,5106,null,908389,null,4749,null,760824,null,6231,null,5193,null,1018,null,755631,null,6359,null,691021,null,6699,null,64610,null,3535,null,147565,null,5581,null,183605,null,832,null,46790,null,2658,null,42712,null,2609,null,4078,null,814,null,136815,null,2694,null,1181513,null,4405,null,923631,null,4292,null,700913,null,5883,null,880,null,706,null,700033,null,6013,null,648596,null,6553,null,51437,null,4143,null,222718,null,6303,null,257882,null,993,null,38701,null,2330,null,35792,null,2218,null,2909,null,656,null,219181,null,2397,null,0400000US09,Connecticut,09
518453,null,3004,null,249620,null,2149,null,203150,null,2107,null,166326,null,3291,null,3065,null,903,null,163261,null,3557,null,150048,null,3672,null,13213,null,1832,null,36824,null,2552,null,46470,null,302,null,9474,null,1262,null,8911,null,1217,null,563,null,250,null,36996,null,1315,null,268833,null,1499,null,208454,null,1400,null,151587,null,3388,null,280,null,220,null,151307,null,3422,null,141313,null,3548,null,9994,null,1434,null,56867,null,3610,null,60379,null,462,null,8707,null,921,null,7842,null,881,null,865,null,481,null,51672,null,1048,null,0400000US10,Delaware,10
204633,null,2711,null,101563,null,1364,null,90251,null,1324,null,74567,null,1841,null,1760,null,807,null,72807,null,1972,null,69366,null,1867,null,3441,null,1014,null,15684,null,1795,null,11312,null,600,null,5020,null,903,null,4626,null,813,null,394,null,452,null,6292,null,902,null,103070,null,1854,null,89848,null,1871,null,68314,null,2217,null,281,null,190,null,68033,null,2238,null,65515,null,2241,null,2518,null,882,null,21534,null,1974,null,13222,null,228,null,3377,null,678,null,3188,null,701,null,189,null,183,null,9845,null,717,null,0400000US11,District of Columbia,11
11774316,null,23023,null,5748142,null,14304,null,4482093,null,14282,null,3593006,null,17218,null,48060,null,3473,null,3544946,null,17629,null,3127009,null,18703,null,417937,null,13461,null,889087,null,13252,null,1266049,null,2778,null,221128,null,5772,null,199607,null,5677,null,21521,null,2009,null,1044921,null,6183,null,6026174,null,11728,null,4435366,null,11305,null,3096376,null,17937,null,6338,null,1687,null,3090038,null,18143,null,2776656,null,19350,null,313382,null,12404,null,1338990,null,17271,null,1590808,null,2893,null,167207,null,5072,null,151385,null,4881,null,15822,null,1720,null,1423601,null,5242,null,0400000US12,Florida,12
