B21001H_001E,B21001H_001EA,B21001H_001M,B21001H_001MA,B21001H_002E,B21001H_002EA,B21001H_002M,B21001H_002MA,B21001H_003E,B21001H_003EA,B21001H_003M,B21001H_003MA,B21001H_004E,B21001H_004EA,B21001H_004M,B21001H_004MA,B21001H_005E,B21001H_005EA,B21001H_005M,B21001H_005MA,B21001H_006E,B21001H_006EA,B21001H_006M,B21001H_006MA,B21001H_007E,B21001H_007EA,B21001H_007M,B21001H_007MA,B21001H_008E,B21001H_008EA,B21001H_008M,B21001H_008MA,B21001H_009E,B21001H_009EA,B21001H_009M,B21001H_009MA,B21001H_010E,B21001H_010EA,B21001H_010M,B21001H_010MA,B21001H_011E,B21001H_011EA,B21001H_011M,B21001H_011MA,B21001H_012E,B21001H_012EA,B21001H_012M,B21001H_012MA,B21001H_013E,B21001H_013EA,B21001H_013M,B21001H_013MA,B21001H_014E,B21001H_014EA,B21001H_014M,B21001H_014MA,B21001H_015E,B21001H_015EA,B21001H_015M,B21001H_015MA,B21001H_016E,B21001H_016EA,B21001H_016M,B21001H_016MA,B21001H_017E,B21001H_017EA,B21001H_017M,B21001H_017MA,B21001H_018E,B21001H_018EA,B21001H_018M,B21001H_018MA,B21001H_019E,B21001H_019EA,B21001H_019M,B21001H_019MA,B21001H_020E,B21001H_020EA,B21001H_020M,B21001H_020MA,B21001H_021E,B21001H_021EA,B21001H_021M,B21001H_021MA,B21001H_022E,B21001H_022EA,B21001H_022M,B21001H_022MA,B21001H_023E,B21001H_023EA,B21001H_023M,B21001H_023MA,B21001H_024E,B21001H_024EA,B21001H_024M,B21001H_024MA,B21001H_025E,B21001H_025EA,B21001H_025M,B21001H_025MA,B21001H_026E,B21001H_026EA,B21001H_026M,B21001H_026MA,B21001H_027E,B21001H_027EA,B21001H_027M,B21001H_027MA,B21001H_028E,B21001H_028EA,B21001H_028M,B21001H_028MA,B21001H_029E,B21001H_029EA,B21001H_029M,B21001H_029MA,B21001H_030E,B21001H_030EA,B21001H_030M,B21001H_030MA,B21001H_031E,B21001H_031EA,B21001H_031M,B21001H_031MA,B21001H_032E,B21001H_032EA,B21001H_032M,B21001H_032MA,B21001H_033E,B21001H_033EA,B21001H_033M,B21001H_033MA,GEO_ID,NAME,state
4304622,null,4688,null,2072092,null,6380,null,591921,null,3233,null,24959,null,2779,null,566962,null,4523,null,813958,null,6138,null,113560,null,6034,null,700398,null,7656,null,343232,null,492,null,126091,null,4416,null,217141,null,4522,null,199285,null,909,null,97768,null,3709,null,101517,null,3739,null,123696,null,885,null,91374,null,2044,null,32322,null,1959,null,2232530,null,5885,null,599376,null,6026,null,5554,null,1170,null,593822,null,6321,null,831877,null,1766,null,14991,null,1891,null,816886,null,2731,null,365546,null,538,null,4293,null,950,null,361253,null,1036,null,227033,null,885,null,1347,null,400,null,225686,null,937,null,208698,null,846,null,3009,null,888,null,205689,null,1258,null,0400000US13,Georgia,13
242440,null,2743,null,125020,null,2510,null,34883,null,2067,null,3220,null,1052,null,31663,null,2090,null,43073,null,1212,null,7947,null,1237,null,35126,null,1327,null,25472,null,124,null,8801,null,1053,null,16671,null,1058,null,12623,null,275,null,6156,null,849,null,6467,null,849,null,8969,null,275,null,6521,null,535,null,2448,null,535,null,117420,null,991,null,32529,null,891,null,982,null,398,null,31547,null,984,null,39715,null,550,null,1184,null,474,null,38531,null,751,null,22869,null,275,null,324,null,191,null,22545,null,191,null,11471,null,275,null,149,null,164,null,11322,null,164,null,10836,null,275,null,129,null,144,null,10707,null,144,null,0400000US15,Hawaii,15
979235,null,1338,null,482142,null,1185,null,151406,null,1049,null,6776,null,1311,null,144630,null,1507,null,170794,null,764,null,26537,null,2203,null,144257,null,2497,null,78825,null,97,null,30503,null,1781,null,48322,null,1752,null,47121,null,371,null,21686,null,1536,null,25435,null,1525,null,33996,null,374,null,23503,null,1432,null,10493,null,1322,null,497093,null,556,null,149408,null,530,null,1454,null,665,null,147954,null,881,null,171357,null,394,null,3146,null,722,null,168211,null,866,null,80155,null,64,null,942,null,443,null,79213,null,452,null,49288,null,302,null,740,null,441,null,48548,null,485,null,46885,null,303,null,986,null,462,null,45899,null,534,null,0400000US16,Idaho,16
6586049,null,4757,null,3183223,null,3142,null,918614,null,2396,null,32447,null,2701,null,886167,null,3612,null,1216194,null,1360,null,119385,null,5446,null,1096809,null,5656,null,519736,null,325,null,159780,null,4714,null,359956,null,4707,null,298039,null,373,null,129733,null,3304,null,168306,null,3348,null,230640,null,443,null,159757,null,2985,null,70883,null,3000,null,3402826,null,2471,null,898306,null,2166,null,5302,null,1130,null,893004,null,2480,null,1219995,null,939,null,12887,null,1723,null,1207108,null,2120,null,540956,null,389,null,3900,null,1030,null,537056,null,1121,null,345035,null,1832,null,1656,null,590,null,343379,null,1779,null,398534,null,1780,null,4786,null,1090,null,393748,null,2324,null,0400000US17,Illinois,17
4094572,null,3190,null,1982851,null,2045,null,592654,null,1743,null,22428,null,2806,null,570226,null,3309,null,754629,null,1494,null,100418,null,5306,null,654211,null,5605,null,319062,null,740,null,108604,null,3801,null,210458,null,3921,null,183292,null,164,null,76592,null,2653,null,106700,null,2663,null,133214,null,65,null,94936,null,1900,null,38278,null,1893,null,2111721,null,1644,null,582789,null,1183,null,3918,null,1199,null,578871,null,1589,null,755746,null,1185,null,9464,null,1481,null,746282,null,1824,null,333718,null,325,null,3488,null,909,null,330230,null,992,null,212500,null,126,null,1238,null,442,null,211262,null,455,null,226968,null,175,null,2443,null,588,null,224525,null,631,null,0400000US18,Indiana,18
2107658,null,1191,null,1021682,null,1003,null,303118,null,918,null,11035,null,1708,null,292083,null,1883,null,369914,null,905,null,47175,null,2738,null,322739,null,2684,null,167957,null,202,null,57116,null,2377,null,110841,null,2328,null,97863,null,27,null,40331,null,2078,null,57532,null,2080,null,82830,null,61,null,56015,null,1515,null,26815,null,1516,null,1085976,null,771,null,295097,null,818,null,1790,null,608,null,293307,null,1122,null,370181,null,563,null,5375,null,993,null,364806,null,1115,null,170224,null,247,null,1280,null,485,null,168944,null,478,null,111378,null,94,null,859,null,413,null,110519,null,421,null,139096,null,100,null,2551,null,545,null,136545,null,531,null,0400000US19,Iowa,19
1735201,null,2802,null,838533,null,2402,null,256115,null,1865,null,12264,null,2032,null,243851,null,2508,null,302752,null,1926,null,40036,null,2840,null,262716,null,3293,null,138238,null,340,null,50983,null,2460,null,87255,null,2416,null,76888,null,767,null,35825,null,1790,null,41063,null,1881,null,64540,null,799,null,44468,null,1770,null,20072,null,1518,null,896668,null,1336,null,250767,null,1154,null,2175,null,820,null,248592,null,1440,null,310344,null,741,null,4362,null,967,null,305982,null,1232,null,140455,null,752,null,1664,null,507,null,138791,null,904,null,87305,null,994,null,430,null,187,null,86875,null,983,null,107797,null,1067,null,1041,null,437,null,106756,null,1155,null,0400000US20,Kansas,20
2913194,null,2847,null,1396669,null,2575,null,414081,null,2711,null,17460,null,2119,null,396621,null,3458,null,529695,null,1807,null,65996,null,3435,null,463699,null,3504,null,228825,null,342,null,76513,null,3294,null,152312,null,3297,null,134525,null,872,null,53830,null,2547,null,80695,null,2682,null,89543,null,864,null,58258,null,2217,null,31285,null,2106,null,1516525,null,1134,null,416532,null,1454,null,3075,null,975,null,413457,null,1642,null,549368,null,813,null,7820,null,1218,null,541548,null,1513,null,243915,null,218,null,2745,null,724,null,241170,null,726,null,156254,null,154,null,893,null,409,null,155361,null,417,null,150456,null,158,null,1241,null,436,null,149215,null,469,null,0400000US21,Kentucky,21
2138982,null,2138,null,1029939,null,1844,null,307041,null,1950,null,16792,null,2118,null,290249,null,2862,null,379574,null,1555,null,44572,null,3106,null,335002,null,3660,null,169735,null,306,null,55140,null,2675,null,114595,null,2688,null,100501,null,165,null,47505,null,2309,null,52996,null,2310,null,73088,null,104,null,51883,null,1639,null,21205,null,1638,null,1109043,null,696,null,307760,null,1051,null,3289,null,1121,null,304471,null,1514,null,389719,null,988,null,5840,null,1227,null,383879,null,1623,null,177311,null,152,null,1468,null,477,null,175843,null,496,null,116522,null,266,null,243,null,196,null,116279,null,300,null,117731,null,294,null,1096,null,461,null,116635,null,576,null,0400000US22,Louisiana,22
994796,null,2447,null,476303,null,1716,null,121158,null,1179,null,6634,null,1347,null,114524,null,1740,null,180934,null,872,null,31286,null,2372,null,149648,null,2603,null,87251,null,524,null,31022,null,1744,null,56229,null,1737,null,49856,null,317,null,24086,null,1483,null,25770,null,1457,null,37104,null,4,null,26911,null,1112,null,10193,null,1111,null,518493,null,1241,null,122811,null,770,null,729,null,412,null,122082,null,860,null,190521,null,695,null,3919,null,710,null,186602,null,942,null,90595,null,581,null,1274,null,470,null,89321,null,719,null,56064,null,2,null,785,null,426,null,55279,null,426,null,58502,null,96,null,1091,null,402,null,57411,null,404,null,0400000US23,Maine,23
2539445,null,3407,null,1218202,null,2904,null,329460,null,2259,null,19648,null,2741,null,309812,null,3302,null,465803,null,1420,null,63771,null,3685,null,402032,null,3693,null,211322,null,290,null,68005,null,3241,null,143317,null,3254,null,121932,null,4,null,54822,null,2555,null,67110,null,2556,null,89685,null,4,null,64692,null,2086,null,24993,null,2086,null,1321243,null,1600,null,328900,null,1007,null,5451,null,1180,null,323449,null,1622,null,487104,null,1058,null,10622,null,1766,null,476482,null,2143,null,221175,null,331,null,2168,null,661,null,219007,null,772,null,138233,null,203,null,1814,null,640,null,136419,null,667,null,145831,null,101,null,2734,null,780,null,143097,null,781,null,0400000US24,Maryland,24
4149655,null,4581,null,1975569,null,3057,null,543847,null,2118,null,18174,null,2542,null,525673,null,3424,null,771519,null,1155,null,71085,null,3744,null,700434,null,3712,null,328295,null,571,null,89799,null,4066,null,238496,null,4183,null,182533,null,513,null,80365,null,3207,null,102168,null,3281,null,149375,null,237,null,106419,null,2371,null,42956,null,2387,null,2174086,null,2183,null,549061,null,1513,null,2696,null,1069,null,546365,null,1862,null,795891,null,1069,null,7483,null,1498,null,788408,null,1925,null,352539,null,746,null,3530,null,802,null,349009,null,1138,null,216808,null,450,null,1634,null,642,null,215174,null,785,null,259787,null,210,null,5467,null,1039,null,254320,null,1037,null,0400000US25,Massachusetts,25
6049124,null,1786,null,2948138,null,1440,null,814861,null,1235,null,28295,null,3154,null,786566,null,3741,null,1134938,null,956,null,126318,null,5378,null,1008620,null,5490,null,499609,null,349,null,162787,null,4161,null,336822,null,4213,null,288082,null,173,null,115885,null,3155,null,172197,null,3173,null,210648,null,139,null,145363,null,2652,null,65285,null,2638,null,3100986,null,912,null,792045,null,956,null,4735,null,1242,null,787310,null,1557,null,1133376,null,560,null,14436,null,1898,null,1118940,null,1871,null,512698,null,171,null,4342,null,944,null,508356,null,962,null,323610,null,313,null,2204,null,563,null,321406,null,688,null,339257,null,124,null,3778,null,769,null,335479,null,786,null,0400000US26,Michigan,26
3500332,null,2318,null,1712796,null,1456,null,500054,null,1057,null,16559,null,2199,null,483495,null,2555,null,658588,null,815,null,72617,null,3585,null,585971,null,3583,null,278615,null,453,null,100268,null,2837,null,178347,null,2821,null,154805,null,128,null,72815,null,2334,null,81990,null,2346,null,120734,null,69,null,84751,null,1846,null,35983,null,1834,null,1787536,null,1287,null,487381,null,877,null,3537,null,1060,null,483844,null,1423,null,652781,null,736,null,8306,null,764,null,644475,null,1127,null,282546,null,166,null,2081,null,457,null,280465,null,478,null,170529,null,1385,null,1349,null,429,null,169180,null,1400,null,194299,null,1387,null,2159,null,607,null,192140,null,1625,null,0400000US27,Minnesota,27
1325156,null,2195,null,636535,null,1743,null,182433,null,2163,null,8573,null,1685,null,173860,null,2916,null,232179,null,2021,null,28903,null,2998,null,203276,null,3203,null,105542,null,431,null,33277,null,2115,null,72265,null,2194,null,69053,null,755,null,33468,null,1507,null,35585,null,1565,null,47328,null,766,null,36476,null,1521,null,10852,null,1420,null,688621,null,876,null,181248,null,1146,null,1156,null,698,null,180092,null,1366,null,234038,null,1150,null,3976,null,1135,null,230062,null,1672,null,111738,null,255,null,1057,null,414,null,110681,null,480,null,79893,null,414,null,523,null,319,null,79370,null,473,null,81704,null,415,null,1198,null,488,null,80506,null,621,null,0400000US28,Mississippi,28
3800728,null,2344,null,1831595,null,2090,null,539290,null,1739,null,27082,null,2810,null,512208,null,3309,null,683656,null,1255,null,95695,null,4846,null,587961,null,4918,null,295553,null,108,null,114394,null,3853,null,181159,null,3838,null,178527,null,131,null,82128,null,2575,null,96399,null,2579,null,134569,null,371,null,98213,null,2353,null,36356,null,2291,null,1969133,null,1078,null,536794,null,1010,null,3470,null,1011,null,533324,null,1450,null,693269,null,757,null,11332,null,1504,null,681937,null,1645,null,313802,null,89,null,4000,null,793,null,309802,null,805,null,204294,null,1027,null,1125,null,529,null,203169,null,1148,null,220974,null,1050,null,1925,null,646,null,219049,null,1326,null,0400000US29,Missouri,29
675309,null,1170,null,334269,null,909,null,95947,null,1150,null,5001,null,1155,null,90946,null,1635,null,115601,null,783,null,18850,null,2125,null,96751,null,2331,null,61485,null,10,null,24627,null,1727,null,36858,null,1728,null,34893,null,11,null,17894,null,1069,null,16999,null,1067,null,26343,null,17,null,18309,null,1103,null,8034,null,1102,null,341040,null,475,null,91109,null,507,null,1099,null,446,null,90010,null,685,null,117252,null,569,null,2446,null,713,null,114806,null,986,null,59452,null,113,null,1024,null,404,null,58428,null,444,null,35875,null,37,null,154,null,150,null,35721,null,158,null,37352,null,13,null,470,null,312,null,36882,null,315,null,0400000US30,Montana,30
1156517,null,1923,null,559812,null,1843,null,171742,null,1565,null,8358,null,1369,null,163384,null,2034,null,200991,null,1283,null,29567,null,2317,null,171424,null,2342,null,91101,null,141,null,30865,null,1776,null,60236,null,1773,null,51640,null,442,null,23835,null,1206,null,27805,null,1248,null,44338,null,410,null,32423,null,1233,null,11915,null,1262,null,596705,null,1050,null,169360,null,1245,null,2091,null,724,null,167269,null,1497,null,202639,null,737,null,4249,null,1021,null,198390,null,1257,null,93468,null,453,null,1246,null,362,null,92222,null,616,null,58216,null,717,null,370,null,313,null,57846,null,787,null,73022,null,893,null,1036,null,360,null,71986,null,919,null,0400000US31,Nebraska,31
1175121,null,1868,null,591985,null,1432,null,153179,null,1829,null,9571,null,1892,null,143608,null,2689,null,220964,null,1545,null,37611,null,3458,null,183353,null,3540,null,107038,null,268,null,42910,null,2488,null,64128,null,2462,null,66133,null,70,null,37590,null,1781,null,28543,null,1781,null,44671,null,11,null,34780,null,1148,null,9891,null,1148,null,583136,null,904,null,145915,null,950,null,2340,null,1024,null,143575,null,1389,null,208414,null,773,null,5619,null,1097,null,202795,null,1375,null,104869,null,729,null,1739,null,480,null,103130,null,908,null,68507,null,719,null,1236,null,467,null,67271,null,879,null,55431,null,9,null,929,null,381,null,54502,null,381,null,0400000US32,Nevada,32
971678,null,716,null,471638,null,626,null,126957,null,457,null,4922,null,1231,null,122035,null,1240,null,188584,null,414,null,26839,null,2492,null,161745,null,2566,null,80481,null,124,null,27083,null,1892,null,53398,null,1890,null,43851,null,255,null,21596,null,1471,null,22255,null,1471,null,31765,null,25,null,23806,null,1154,null,7959,null,1160,null,500040,null,274,null,126827,null,255,null,1176,null,597,null,125651,null,597,null,191994,null,274,null,4157,null,781,null,187837,null,838,null,82610,null,255,null,836,null,423,null,81774,null,423,null,48451,null,255,null,635,null,316,null,47816,null,316,null,50158,null,255,null,975,null,431,null,49183,null,431,null,0400000US33,New Hampshire,33
4210764,null,3701,null,2020616,null,1934,null,496896,null,1324,null,12516,null,1823,null,484380,null,1975,null,804006,null,1321,null,51011,null,3102,null,752995,null,3402,null,346806,null,380,null,89506,null,3219,null,257300,null,3175,null,202875,null,398,null,91936,null,3094,null,110939,null,3159,null,170033,null,191,null,116929,null,2466,null,53104,null,2477,null,2190148,null,2525,null,481331,null,1426,null,1272,null,550,null,480059,null,1584,null,815063,null,919,null,5466,null,1185,null,809597,null,1534,null,366514,null,786,null,1672,null,557,null,364842,null,1008,null,239037,null,675,null,983,null,427,null,238054,null,852,null,288203,null,256,null,3912,null,825,null,284291,null,902,null,0400000US34,New Jersey,34
668164,null,2859,null,319897,null,2205,null,76648,null,1806,null,4547,null,1296,null,72101,null,2091,null,108027,null,1771,null,22795,null,2226,null,85232,null,2712,null,63734,null,804,null,23864,null,1585,null,39870,null,1472,null,39796,null,767,null,21506,null,1451,null,18290,null,1440,null,31692,null,432,null,23874,null,1064,null,7818,null,1048,null,348267,null,1726,null,76309,null,1505,null,952,null,425,null,75357,null,1543,null,115948,null,1375,null,2569,null,724,null,113379,null,1407,null,68334,null,959,null,1523,null,493,null,66811,null,1001,null,44462,null,901,null,523,null,298,null,43939,null,866,null,43214,null,505,null,763,null,387,null,42451,null,672,null,0400000US35,New Mexico,35
9367594,null,4722,null,4497825,null,3085,null,1233565,null,2242,null,32674,null,3291,null,1200891,null,3787,null,1702213,null,1458,null,137151,null,5875,null,1565062,null,6150,null,756900,null,669,null,195613,null,5283,null,561287,null,5335,null,436709,null,710,null,175397,null,4026,null,261312,null,4060,null,368438,null,371,null,232619,null,3916,null,135819,null,3961,null,4869769,null,2517,null,1229232,null,1588,null,4498,null,965,null,1224734,null,1947,null,1720175,null,1367,null,16631,null,2335,null,1703544,null,2893,null,800455,null,1061,null,4151,null,873,null,796304,null,1382,null,512813,null,748,null,2116,null,476,null,510697,null,832,null,607094,null,418,null,7207,null,1162,null,599887,null,1241,null,0400000US36,New York,36
4870070,null,4179,null,2310532,null,3629,null,624703,null,3874,null,30031,null,3008,null,594672,null,4581,null,881844,null,3380,null,127371,null,4868,null,754473,null,5512,null,395238,null,389,null,136901,null,3982,null,258337,null,3973,null,241898,null,662,null,109154,null,3450,null,132744,null,3412,null,166849,null,568,null,119899,null,2928,null,46950,null,2935,null,2559538,null,2923,null,656963,null,2942,null,7181,null,1595,null,649782,null,3103,null,922591,null,2144,null,19886,null,2592,null,902705,null,3475,null,426016,null,538,null,4824,null,985,null,421192,null,1112,null,281285,null,603,null,2309,null,724,null,278976,null,872,null,272683,null,711,null,3940,null,788,null,268743,null,1136,null,0400000US37,North Carolina,37
453786,null,1090,null,224691,null,969,null,75156,null,979,null,3498,null,1051,null,71658,null,1357,null,74417,null,715,null,9225,null,1141,null,65192,null,1303,null,35781,null,246,null,13987,null,1028,null,21794,null,1078,null,20359,null,10,null,8812,null,771,null,11547,null,770,null,18978,null,10,null,10313,null,727,null,8665,null,727,null,229095,null,503,null,67978,null,633,null,830,null,428,null,67148,null,822,null,74254,null,470,null,1648,null,509,null,72606,null,693,null,34352,null,10,null,321,null,163,null,34031,null,165,null,22111,null,347,null,396,null,207,null,21715,null,395,null,30400,null,345,null,192,null,126,null,30208,null,383,null,0400000US38,North Dakota,38
