B21005_001E,B21005_001EA,B21005_001M,B21005_001MA,B21005_002E,B21005_002EA,B21005_002M,B21005_002MA,B21005_003E,B21005_003EA,B21005_003M,B21005_003MA,B21005_004E,B21005_004EA,B21005_004M,B21005_004MA,B21005_005E,B21005_005EA,B21005_005M,B21005_005MA,B21005_006E,B21005_006EA,B21005_006M,B21005_006MA,B21005_007E,B21005_007EA,B21005_007M,B21005_007MA,B21005_008E,B21005_008EA,B21005_008M,B21005_008MA,B21005_009E,B21005_009EA,B21005_009M,B21005_009MA,B21005_010E,B21005_010EA,B21005_010M,B21005_010MA,B21005_011E,B21005_011EA,B21005_011M,B21005_011MA,B21005_012E,B21005_012EA,B21005_012M,B21005_012MA,B21005_013E,B21005_013EA,B21005_013M,B21005_013MA,B21005_014E,B21005_014EA,B21005_014M,B21005_014MA,B21005_015E,B21005_015EA,B21005_015M,B21005_015MA,B21005_016E,B21005_016EA,B21005_016M,B21005_016MA,B21005_017E,B21005_017EA,B21005_017M,B21005_017MA,B21005_018E,B21005_018EA,B21005_018M,B21005_018MA,B21005_019E,B21005_019EA,B21005_019M,B21005_019MA,B21005_020E,B21005_020EA,B21005_020M,B21005_020MA,B21005_021E,B21005_021EA,B21005_021M,B21005_021MA,B21005_022E,B21005_022EA,B21005_022M,B21005_022MA,B21005_023E,B21005_023EA,B21005_023M,B21005_023MA,B21005_024E,B21005_024EA,B21005_024M,B21005_024MA,B21005_025E,B21005_025EA,B21005_025M,B21005_025MA,B21005_026E,B21005_026EA,B21005_026M,B21005_026MA,B21005_027E,B21005_027EA,B21005_027M,B21005_027MA,B21005_028E,B21005_028EA,B21005_028M,B21005_028MA,B21005_029E,B21005_029EA,B21005_029M,B21005_029MA,B21005_030E,B21005_030EA,B21005_030M,B21005_030MA,B21005_031E,B21005_031EA,B21005_031M,B21005_031MA,B21005_032E,B21005_032EA,B21005_032M,B21005_032MA,B21005_033E,B21005_033EA,B21005_033M,B21005_033MA,B21005_034E,B21005_034EA,B21005_034M,B21005_034MA,GEO_ID,NAME,state
5807482,null,6441,null,2096575,null,8113,null,59819,null,4429,null,50620,null,4251,null,42235,null,3828,null,8385,null,1991,null,9199,null,1646,null,2036756,null,8511,null,1538780,null,10924,null,1307214,null,12741,null,231566,null,9951,null,497976,null,11583,null,2634252,null,7480,null,223504,null,7092,null,191578,null,6305,null,172265,null,5806,null,19313,null,2613,null,31926,null,2778,null,2410748,null,9757,null,1969171,null,14683,null,1799086,null,15139,null,170085,null,7886,null,441577,null,11212,null,1076655,null,3278,null,183278,null,4705,null,114864,null,4500,null,103713,null,4333,null,11151,null,1556,null,68414,null,3347,null,893377,null,5035,null,553370,null,6515,null,513620,null,7004,null,39750,null,3388,null,340007,null,6211,null,0400000US37,North Carolina,37
403635,null,1338,null,165020,null,1888,null,4650,null,1269,null,4144,null,1151,null,4101,null,1151,null,43,null,50,null,506,null,330,null,160370,null,2179,null,130984,null,3041,null,123616,null,3015,null,7368,null,1342,null,29386,null,2435,null,164910,null,1607,null,12202,null,1445,null,11014,null,1261,null,10729,null,1248,null,285,null,181,null,1188,null,508,null,152708,null,1783,null,136477,null,2184,null,132246,null,2165,null,4231,null,858,null,16231,null,1539,null,73705,null,772,null,14693,null,1053,null,10405,null,966,null,10238,null,962,null,167,null,111,null,4288,null,615,null,59012,null,1187,null,42489,null,1721,null,41904,null,1732,null,585,null,239,null,16523,null,1252,null,0400000US38,North Dakota,38
7211943,null,4169,null,2551192,null,5070,null,53522,null,3861,null,44524,null,3664,null,36428,null,3532,null,8096,null,1495,null,8998,null,1476,null,2497670,null,6139,null,1953462,null,13565,null,1664337,null,15537,null,289125,null,9555,null,544208,null,13399,null,3274340,null,5348,null,231946,null,7750,null,195361,null,7063,null,174481,null,6896,null,20880,null,2327,null,36585,null,3269,null,3042394,null,9306,null,2504112,null,12534,null,2275461,null,13872,null,228651,null,7745,null,538282,null,9266,null,1386411,null,2389,null,237217,null,6565,null,148423,null,4812,null,134332,null,4765,null,14091,null,1744,null,88794,null,4488,null,1149194,null,7105,null,737396,null,8328,null,686525,null,8852,null,50871,null,3129,null,411798,null,7915,null,0400000US39,Ohio,39
2245735,null,3401,null,872587,null,4796,null,27779,null,3121,null,23267,null,2687,null,21177,null,2542,null,2090,null,723,null,4512,null,1310,null,844808,null,5738,null,624536,null,9058,null,563707,null,9148,null,60829,null,3681,null,220272,null,7654,null,956567,null,4132,null,81435,null,4119,null,65157,null,3705,null,60895,null,3704,null,4262,null,991,null,16278,null,2002,null,875132,null,5391,null,697665,null,7251,null,661472,null,7000,null,36193,null,2922,null,177467,null,5391,null,416581,null,2501,null,81858,null,3184,null,49242,null,2509,null,46400,null,2464,null,2842,null,682,null,32616,null,2576,null,334723,null,3203,null,206680,null,3889,null,200094,null,4057,null,6586,null,1025,null,128043,null,3937,null,0400000US40,Oklahoma,40
2432724,null,2439,null,888927,null,3847,null,20384,null,2643,null,16621,null,2397,null,14283,null,2342,null,2338,null,679,null,3763,null,999,null,868543,null,4758,null,684985,null,7746,null,581641,null,8471,null,103344,null,5769,null,183558,null,7161,null,1050723,null,3287,null,83313,null,5105,null,68427,null,4728,null,59715,null,4717,null,8712,null,1446,null,14886,null,2166,null,967410,null,6374,null,799202,null,8068,null,722961,null,8710,null,76241,null,4164,null,168208,null,6891,null,493074,null,1902,null,93884,null,4013,null,58992,null,3046,null,51780,null,2871,null,7212,null,1193,null,34892,null,2880,null,399190,null,4801,null,252991,null,5881,null,230809,null,6053,null,22182,null,2309,null,146199,null,5076,null,0400000US41,Oregon,41
7873340,null,4110,null,2747241,null,5202,null,61363,null,3813,null,54799,null,3350,null,46832,null,3061,null,7967,null,1747,null,6564,null,1566,null,2685878,null,7204,null,2022446,null,13028,null,1762010,null,14400,null,260436,null,10112,null,663432,null,11775,null,3580715,null,4248,null,222222,null,6664,null,185522,null,6764,null,168868,null,6052,null,16654,null,2218,null,36700,null,3794,null,3358493,null,7536,null,2771233,null,12461,null,2577691,null,13768,null,193542,null,6661,null,587260,null,11474,null,1545384,null,2537,null,242929,null,5444,null,161643,null,4499,null,148208,null,4033,null,13435,null,1681,null,81286,null,4301,null,1302455,null,6004,null,864583,null,9096,null,814966,null,9974,null,49617,null,3149,null,437872,null,7884,null,0400000US42,Pennsylvania,42
670681,null,1609,null,241343,null,1634,null,5581,null,1414,null,4946,null,1349,null,4481,null,1208,null,465,null,393,null,635,null,463,null,235762,null,2094,null,184705,null,4160,null,162436,null,4368,null,22269,null,3032,null,51057,null,3234,null,303077,null,1698,null,17462,null,2062,null,15781,null,2001,null,15172,null,1998,null,609,null,326,null,1681,null,606,null,285615,null,2628,null,238529,null,4464,null,220785,null,4414,null,17744,null,2210,null,47086,null,3635,null,126261,null,1003,null,17989,null,1540,null,13005,null,1534,null,11817,null,1479,null,1188,null,512,null,4984,null,1021,null,108272,null,1816,null,75695,null,2566,null,68566,null,2590,null,7129,null,1200,null,32577,null,2485,null,0400000US44,Rhode Island,44
2822620,null,3757,null,1022614,null,5611,null,32741,null,2846,null,28113,null,2578,null,24360,null,2505,null,3753,null,1264,null,4628,null,1261,null,989873,null,6373,null,747174,null,11148,null,623424,null,10968,null,123750,null,6665,null,242699,null,9405,null,1243795,null,4759,null,105515,null,5979,null,90752,null,5651,null,82955,null,5240,null,7797,null,1520,null,14763,null,1812,null,1138280,null,6900,null,906956,null,8845,null,822389,null,9181,null,84567,null,4400,null,231324,null,7151,null,556211,null,2174,null,98569,null,4338,null,60119,null,3408,null,53552,null,3418,null,6567,null,1222,null,38450,null,3122,null,457642,null,5029,null,269769,null,6041,null,250007,null,5916,null,19762,null,2051,null,187873,null,5376,null,0400000US45,South Carolina,45
492875,null,1610,null,189494,null,2402,null,4502,null,1015,null,4096,null,974,null,3508,null,818,null,588,null,358,null,406,null,249,null,184992,null,2407,null,149944,null,3709,null,137904,null,3835,null,12040,null,1886,null,35048,null,3214,null,207291,null,1836,null,16796,null,2091,null,14254,null,1822,null,13350,null,1831,null,904,null,384,null,2542,null,894,null,190495,null,2526,null,166606,null,2970,null,160966,null,3150,null,5640,null,1477,null,23889,null,2001,null,96090,null,1097,null,17771,null,1415,null,12225,null,1136,null,11808,null,1117,null,417,null,255,null,5546,null,879,null,78319,null,1542,null,58392,null,2078,null,56439,null,2145,null,1953,null,502,null,19927,null,1861,null,0400000US46,South Dakota,46
3946377,null,4254,null,1419905,null,4817,null,36686,null,3579,null,30451,null,3321,null,24922,null,3042,null,5529,null,1505,null,6235,null,1811,null,1383219,null,5592,null,1061323,null,10727,null,899429,null,11918,null,161894,null,6486,null,321896,null,9939,null,1773993,null,4708,null,141272,null,6342,null,118143,null,5498,null,107725,null,5280,null,10418,null,1541,null,23129,null,2511,null,1632721,null,7939,null,1290413,null,9250,null,1177496,null,10248,null,112917,null,5226,null,342308,null,8094,null,752479,null,3486,null,130280,null,4572,null,78540,null,3717,null,72207,null,3659,null,6333,null,1097,null,51740,null,3252,null,622199,null,5464,null,367293,null,6407,null,342342,null,6536,null,24951,null,2534,null,254906,null,5383,null,0400000US47,Tennessee,47
15250994,null,7919,null,6081673,null,10986,null,163514,null,6750,null,138697,null,6371,null,121270,null,5891,null,17427,null,2332,null,24817,null,2479,null,5918159,null,13276,null,4445148,null,19365,null,3964679,null,22088,null,480469,null,14511,null,1473011,null,19534,null,6736558,null,10087,null,465585,null,11800,null,400715,null,10667,null,374812,null,10563,null,25903,null,2718,null,64870,null,4196,null,6270973,null,12839,null,5069773,null,18049,null,4754524,null,19403,null,315249,null,10018,null,1201200,null,15196,null,2432763,null,5287,null,383963,null,8112,null,248495,null,6781,null,232309,null,6482,null,16186,null,1817,null,135468,null,5229,null,2048800,null,9485,null,1304621,null,12743,null,1229380,null,12935,null,75241,null,4415,null,744179,null,11463,null,0400000US48,Texas,48
1655100,null,2828,null,780280,null,3230,null,13621,null,1779,null,11635,null,1586,null,10209,null,1383,null,1426,null,867,null,1986,null,801,null,766659,null,3498,null,604799,null,6674,null,546018,null,7213,null,58781,null,4998,null,161860,null,6526,null,641058,null,2834,null,37333,null,3045,null,32648,null,2783,null,30384,null,2562,null,2264,null,813,null,4685,null,942,null,603725,null,3468,null,496938,null,4917,null,467887,null,5253,null,29051,null,2732,null,106787,null,4278,null,233762,null,1555,null,34241,null,2249,null,22578,null,1971,null,21351,null,1945,null,1227,null,449,null,11663,null,1444,null,199521,null,2624,null,136197,null,3324,null,129929,null,3214,null,6268,null,1086,null,63324,null,2939,null,0400000US49,Utah,49
405164,null,964,null,138173,null,1201,null,2383,null,863,null,2200,null,840,null,1948,null,774,null,252,null,259,null,183,null,174,null,135790,null,1461,null,106554,null,2686,null,93394,null,3001,null,13160,null,1549,null,29236,null,2126,null,181375,null,1034,null,12812,null,1380,null,10633,null,1272,null,10200,null,1243,null,433,null,239,null,2179,null,716,null,168563,null,1870,null,146407,null,2349,null,138858,null,2506,null,7549,null,1081,null,22156,null,1650,null,85616,null,531,null,14034,null,967,null,9618,null,964,null,8828,null,969,null,790,null,325,null,4416,null,707,null,71582,null,1068,null,51811,null,1608,null,49630,null,1678,null,2181,null,533,null,19771,null,1418,null,0400000US50,Vermont,50
4958475,null,9544,null,1810600,null,8624,null,79943,null,4582,null,68329,null,4335,null,63216,null,4200,null,5113,null,1242,null,11614,null,2233,null,1730657,null,9763,null,1310793,null,11832,null,1167456,null,12608,null,143337,null,6195,null,419864,null,11783,null,2246555,null,7197,null,238303,null,8015,null,215366,null,7911,null,206142,null,7750,null,9224,null,1572,null,22937,null,2613,null,2008252,null,11058,null,1655802,null,12740,null,1561231,null,13673,null,94571,null,4850,null,352450,null,8828,null,901320,null,3750,null,172635,null,4305,null,123489,null,4714,null,117988,null,4734,null,5501,null,1148,null,49146,null,2901,null,728685,null,5171,null,481831,null,7052,null,459895,null,7219,null,21936,null,2394,null,246854,null,6468,null,0400000US51,Virginia,51
4233774,null,5715,null,1544353,null,5860,null,47864,null,4988,null,42035,null,4684,null,37304,null,4670,null,4731,null,1133,null,5829,null,1182,null,1496489,null,6628,null,1153078,null,10134,null,1000258,null,12488,null,152820,null,8401,null,343411,null,9129,null,1887035,null,3796,null,164470,null,6269,null,142015,null,5874,null,129281,null,5714,null,12734,null,2177,null,22455,null,2586,null,1722565,null,6128,null,1408075,null,10230,null,1308141,null,10943,null,99934,null,5808,null,314490,null,8255,null,802386,null,1999,null,157219,null,5425,null,100120,null,4710,null,92681,null,4248,null,7439,null,1413,null,57099,null,3875,null,645167,null,5597,null,428198,null,6945,null,401077,null,6752,null,27121,null,2610,null,216969,null,5726,null,0400000US53,Washington,53
1145897,null,2235,null,392435,null,2623,null,11140,null,1506,null,9614,null,1375,null,8365,null,1345,null,1249,null,551,null,1526,null,426,null,381295,null,3212,null,267281,null,5052,null,233713,null,5812,null,33568,null,2873,null,114014,null,5372,null,505725,null,2638,null,33935,null,2637,null,26752,null,2410,null,24447,null,2275,null,2305,null,743,null,7183,null,1087,null,471790,null,3652,null,348487,null,5725,null,331021,null,5946,null,17466,null,2066,null,123303,null,4450,null,247737,null,1365,null,44288,null,2808,null,23572,null,2327,null,22419,null,2322,null,1153,null,466,null,20716,null,2039,null,203449,null,2649,null,108626,null,3496,null,104435,null,3499,null,4191,null,886,null,94823,null,3321,null,0400000US54,West Virginia,54
3582700,null,2501,null,1291363,null,4113,null,29728,null,2867,null,25643,null,2548,null,22277,null,2605,null,3366,null,868,null,4085,null,1097,null,1261635,null,4948,null,1039946,null,7716,null,930738,null,8410,null,109208,null,5486,null,221689,null,7484,null,1620322,null,3380,null,105140,null,4318,null,91449,null,3845,null,83727,null,3554,null,7722,null,1262,null,13691,null,1954,null,1515182,null,4869,null,1311969,null,7260,null,1224019,null,8340,null,87950,null,4377,null,203213,null,5443,null,671015,null,2188,null,113723,null,3323,null,74097,null,3163,null,68542,null,3196,null,5555,null,1068,null,39626,null,2224,null,557292,null,3604,null,392875,null,5199,null,370542,null,5156,null,22333,null,2113,null,164417,null,4499,null,0400000US55,Wisconsin,55
343609,null,2297,null,128647,null,2267,null,5084,null,1314,null,4509,null,1241,null,4247,null,1164,null,262,null,292,null,575,null,429,null,123563,null,2625,null,97976,null,3449,null,89084,null,3530,null,8892,null,1665,null,25587,null,2267,null,147098,null,2085,null,13644,null,1641,null,11280,null,1503,null,11166,null,1469,null,114,null,133,null,2364,null,808,null,133454,null,2427,null,116007,null,3112,null,111325,null,3025,null,4682,null,1285,null,17447,null,1783,null,67864,null,1134,null,15059,null,1388,null,10132,null,1365,null,9762,null,1363,null,370,null,265,null,4927,null,971,null,52805,null,1560,null,37851,null,1769,null,36928,null,1651,null,923,null,512,null,14954,null,1642,null,0400000US56,Wyoming,56
2442080,null,694,null,948897,null,3186,null,6920,null,1295,null,4510,null,1098,null,3635,null,1128,null,875,null,564,null,2410,null,764,null,941977,null,3391,null,580199,null,8420,null,426614,null,8988,null,153585,null,6362,null,361778,null,8563,null,1042086,null,3014,null,24853,null,2602,null,18143,null,2153,null,16209,null,1841,null,1934,null,835,null,6710,null,1614,null,1017233,null,3912,null,680041,null,8660,null,579402,null,8337,null,100639,null,5233,null,337192,null,7969,null,451097,null,694,null,28060,null,2213,null,11738,null,1425,null,10850,null,1394,null,888,null,465,null,16322,null,1903,null,423037,null,2377,null,140558,null,4905,null,126859,null,4671,null,13699,null,1584,null,282479,null,4753,null,0400000US72,Puerto Rico,72
