B19326_001E,B19326_001EA,B19326_001M,B19326_001MA,B19326_002E,B19326_002EA,B19326_002M,B19326_002MA,B19326_003E,B19326_003EA,B19326_003M,B19326_003MA,B19326_004E,B19326_004EA,B19326_004M,B19326_004MA,B19326_005E,B19326_005EA,B19326_005M,B19326_005MA,B19326_006E,B19326_006EA,B19326_006M,B19326_006MA,B19326_007E,B19326_007EA,B19326_007M,B19326_007MA,GEO_ID,NAME,state
21306,null,250,null,28169,null,352,null,42681,null,592,null,14047,null,303,null,16527,null,279,null,31779,null,459,null,9987,null,147,null,0400000US01,Alabama,01
28739,null,921,null,35928,null,1724,null,54939,null,2173,null,17711,null,1197,null,22586,null,1051,null,41777,null,1239,null,12304,null,666,null,0400000US02,Alaska,02
24750,null,214,null,29815,null,392,null,43143,null,594,null,17082,null,387,null,20220,null,303,null,35552,null,563,null,11755,null,167,null,0400000US04,Arizona,04
20376,null,321,null,25234,null,485,null,37911,null,740,null,13811,null,421,null,16235,null,349,null,29434,null,531,null,10034,null,187,null,0400000US05,Arkansas,05
26130,null,163,null,31504,null,232,null,49271,null,232,null,16044,null,177,null,21092,null,146,null,41184,null,293,null,12050,null,61,null,0400000US06,California,06
28139,null,242,null,34189,null,608,null,49084,null,446,null,16821,null,422,null,22228,null,401,null,39103,null,448,null,11914,null,222,null,0400000US08,Colorado,08
31279,null,404,null,40860,null,547,null,61162,null,744,null,18274,null,471,null,24410,null,421,null,45642,null,885,null,13632,null,291,null,0400000US09,Connecticut,09
27821,null,653,null,34906,null,985,null,49772,null,1281,null,19294,null,910,null,22524,null,826,null,39233,null,1426,null,12592,null,480,null,0400000US10,Delaware,10
34593,null,1026,null,39055,null,1582,null,64234,null,3417,null,12791,null,1003,null,31061,null,1510,null,56396,null,3253,null,11534,null,809,null,0400000US11,District of Columbia,11
23139,null,109,null,27960,null,204,null,40275,null,304,null,16255,null,193,null,19170,null,112,null,33141,null,311,null,11643,null,86,null,0400000US12,Florida,12
24226,null,193,null,29924,null,347,null,44162,null,554,null,13695,null,278,null,19573,null,203,null,34686,null,428,null,10521,null,134,null,0400000US13,Georgia,13
29205,null,424,null,34642,null,811,null,47719,null,1206,null,18616,null,975,null,24117,null,563,null,36874,null,967,null,12989,null,597,null,0400000US15,Hawaii,15
21460,null,359,null,28052,null,558,null,41906,null,862,null,15518,null,560,null,15751,null,440,null,30113,null,801,null,9813,null,235,null,0400000US16,Idaho,16
26560,null,196,null,33744,null,351,null,50448,null,381,null,16993,null,225,null,20717,null,199,null,38677,null,287,null,11727,null,111,null,0400000US17,Illinois,17
23780,null,212,null,31038,null,284,null,45068,null,457,null,17032,null,335,null,18375,null,207,null,32971,null,401,null,11039,null,138,null,0400000US18,Indiana,18
24704,null,257,null,31651,null,429,null,44091,null,666,null,15551,null,451,null,19601,null,274,null,32359,null,454,null,11454,null,201,null,0400000US19,Iowa,19
24699,null,292,null,31613,null,441,null,44202,null,901,null,15036,null,446,null,19285,null,268,null,33818,null,644,null,10923,null,174,null,0400000US20,Kansas,20
21229,null,268,null,27028,null,478,null,42134,null,539,null,14073,null,346,null,16654,null,242,null,31588,null,480,null,10111,null,186,null,0400000US21,Kentucky,21
22274,null,263,null,30234,null,483,null,45777,null,949,null,14350,null,298,null,16927,null,301,null,30182,null,469,null,9641,null,99,null,0400000US22,Louisiana,22
22803,null,457,null,29229,null,517,null,43825,null,1006,null,15973,null,474,null,18225,null,540,null,33447,null,801,null,11180,null,251,null,0400000US23,Maine,23
33332,null,356,null,40001,null,439,null,57397,null,777,null,17079,null,539,null,28038,null,386,null,46569,null,818,null,13106,null,311,null,0400000US24,Maryland,24
30061,null,277,null,37900,null,447,null,58414,null,597,null,16064,null,400,null,24038,null,360,null,46838,null,600,null,12908,null,211,null,0400000US25,Massachusetts,25
22992,null,154,null,30075,null,251,null,49075,null,355,null,17164,null,261,null,17802,null,188,null,35898,null,450,null,11233,null,120,null,0400000US26,Michigan,26
28105,null,212,null,35043,null,349,null,49502,null,308,null,17872,null,347,null,21988,null,258,null,38894,null,362,null,12277,null,171,null,0400000US27,Minnesota,27
19276,null,271,null,25000,null,550,null,38344,null,691,null,12467,null,389,null,15256,null,394,null,29373,null,675,null,9364,null,161,null,0400000US28,Mississippi,28
23409,null,226,null,29478,null,364,null,43162,null,615,null,15583,null,332,null,18556,null,264,null,32992,null,410,null,10636,null,158,null,0400000US29,Missouri,29
21240,null,500,null,27944,null,720,null,41600,null,935,null,15481,null,989,null,16793,null,563,null,29362,null,659,null,10727,null,352,null,0400000US30,Montana,30
24488,null,337,null,30583,null,422,null,40936,null,600,null,14880,null,621,null,18892,null,382,null,31714,null,547,null,10733,null,261,null,0400000US31,Nebraska,31
27943,null,372,null,32533,null,642,null,45068,null,985,null,18358,null,632,null,23068,null,481,null,36738,null,780,null,12986,null,416,null,0400000US32,Nevada,32
29054,null,444,null,37454,null,747,null,51953,null,728,null,17800,null,769,null,22296,null,489,null,38531,null,832,null,13087,null,383,null,0400000US33,New Hampshire,33
31891,null,266,null,40579,null,365,null,59366,null,547,null,18550,null,322,null,25067,null,286,null,45630,null,616,null,13595,null,206,null,0400000US34,New Jersey,34
22102,null,356,null,27217,null,758,null,41103,null,1169,null,14510,null,563,null,18080,null,457,null,31855,null,812,null,10451,null,282,null,0400000US35,New Mexico,35
27602,null,146,null,33611,null,270,null,50235,null,318,null,15945,null,217,null,22297,null,163,null,41694,null,316,null,11847,null,105,null,0400000US36,New York,36
23204,null,195,null,28190,null,290,null,41753,null,438,null,14929,null,238,null,18977,null,210,null,33689,null,390,null,11063,null,120,null,0400000US37,North Carolina,37
24753,null,507,null,32280,null,701,null,42077,null,784,null,16160,null,963,null,19040,null,513,null,30834,null,743,null,10418,null,327,null,0400000US38,North Dakota,38
23816,null,138,null,30375,null,240,null,46319,null,461,null,16141,null,235,null,18723,null,165,null,34883,null,305,null,11221,null,132,null,0400000US39,Ohio,39
22344,null,266,null,28700,null,405,null,40406,null,583,null,14607,null,354,null,17324,null,304,null,30376,null,493,null,10001,null,148,null,0400000US40,Oklahoma,40
23872,null,307,null,30150,null,521,null,46157,null,947,null,17640,null,366,null,19064,null,333,null,35193,null,544,null,11993,null,218,null,0400000US41,Oregon,41
24778,null,136,null,32063,null,193,null,48074,null,308,null,16984,null,222,null,18997,null,155,null,36556,null,332,null,11193,null,88,null,0400000US42,Pennsylvania,42
26780,null,665,null,34285,null,1082,null,50775,null,955,null,16429,null,777,null,21328,null,635,null,40736,null,1152,null,12508,null,366,null,0400000US44,Rhode Island,44
21995,null,229,null,27771,null,386,null,41000,null,718,null,14453,null,306,null,17932,null,238,null,31792,null,416,null,10594,null,177,null,0400000US45,South Carolina,45
23438,null,506,null,28561,null,852,null,38196,null,879,null,13528,null,636,null,19129,null,550,null,29448,null,582,null,10421,null,440,null,0400000US46,South Dakota,46
22091,null,244,null,27536,null,337,null,40768,null,450,null,14416,null,252,null,17756,null,289,null,32146,null,367,null,10412,null,167,null,0400000US47,Tennessee,47
23830,null,114,null,29337,null,202,null,41785,null,282,null,13820,null,191,null,18805,null,139,null,33882,null,278,null,10014,null,90,null,0400000US48,Texas,48
23900,null,331,null,32354,null,553,null,47522,null,746,null,14233,null,522,null,16561,null,388,null,31947,null,495,null,9538,null,194,null,0400000US49,Utah,49
24852,null,529,null,30608,null,722,null,46493,null,1273,null,16278,null,686,null,20242,null,710,null,36752,null,1321,null,11983,null,503,null,0400000US50,Vermont,50
29106,null,232,null,36762,null,426,null,51980,null,488,null,16161,null,369,null,22732,null,290,null,40385,null,450,null,11389,null,171,null,0400000US51,Virginia,51
28377,null,227,null,36474,null,371,null,52975,null,700,null,18391,null,351,null,21735,null,290,null,39734,null,516,null,12361,null,187,null,0400000US53,Washington,53
19932,null,310,null,26676,null,637,null,41296,null,767,null,14814,null,430,null,15473,null,362,null,28842,null,666,null,9922,null,192,null,0400000US54,West Virginia,54
25339,null,200,null,32240,null,300,null,46299,null,416,null,17079,null,261,null,19896,null,221,null,34686,null,390,null,11727,null,149,null,0400000US55,Wisconsin,55
26682,null,912,null,35420,null,1436,null,48959,null,1299,null,16752,null,906,null,19366,null,697,null,32861,null,1426,null,11645,null,613,null,0400000US56,Wyoming,56
10969,null,138,null,12035,null,162,null,20523,null,509,null,7848,null,158,null,9718,null,164,null,21206,null,410,null,6292,null,105,null,0400000US72,Puerto Rico,72
