C16008_001E,C16008_001EA,C16008_001M,C16008_001MA,C16008_002E,C16008_002EA,C16008_002M,C16008_002MA,C16008_003E,C16008_003EA,C16008_003M,C16008_003MA,C16008_004E,C16008_004EA,C16008_004M,C16008_004MA,C16008_005E,C16008_005EA,C16008_005M,C16008_005MA,C16008_006E,C16008_006EA,C16008_006M,C16008_006MA,C16008_007E,C16008_007EA,C16008_007M,C16008_007MA,C16008_008E,C16008_008EA,C16008_008M,C16008_008MA,C16008_009E,C16008_009EA,C16008_009M,C16008_009MA,C16008_010E,C16008_010EA,C16008_010M,C16008_010MA,C16008_011E,C16008_011EA,C16008_011M,C16008_011MA,C16008_012E,C16008_012EA,C16008_012M,C16008_012MA,C16008_013E,C16008_013EA,C16008_013M,C16008_013MA,C16008_014E,C16008_014EA,C16008_014M,C16008_014MA,C16008_015E,C16008_015EA,C16008_015M,C16008_015MA,C16008_016E,C16008_016EA,C16008_016M,C16008_016MA,C16008_017E,C16008_017EA,C16008_017M,C16008_017MA,C16008_018E,C16008_018EA,C16008_018M,C16008_018MA,C16008_019E,C16008_019EA,C16008_019M,C16008_019MA,C16008_020E,C16008_020EA,C16008_020M,C16008_020MA,GEO_ID,NAME,state
9084812,null,2958,null,8173358,null,17573,null,7778436,null,17172,null,263804,null,10320,null,76303,null,5984,null,40805,null,3491,null,14010,null,3090,null,911454,null,17692,null,315681,null,11354,null,97464,null,6090,null,53338,null,4858,null,80100,null,7304,null,62456,null,4853,null,22323,null,3016,null,595773,null,15249,null,74137,null,7001,null,341144,null,10515,null,81938,null,8474,null,72841,null,6099,null,25713,null,4049,null,0400000US13,Georgia,13
1206732,null,578,null,983519,null,9471,null,873393,null,11246,null,16287,null,2552,null,8913,null,1922,null,84230,null,5481,null,696,null,381,null,223213,null,9413,null,129471,null,6505,null,21273,null,2782,null,4522,null,1380,null,4075,null,1222,null,98949,null,5811,null,652,null,424,null,93742,null,6854,null,12065,null,2199,null,2954,null,1223,null,6951,null,1957,null,71296,null,5845,null,476,null,323,null,0400000US15,Hawaii,15
1422425,null,1773,null,1326532,null,5888,null,1255791,null,6255,null,53556,null,3922,null,10917,null,1659,null,3522,null,1038,null,2746,null,956,null,95893,null,5878,null,31993,null,2891,null,13380,null,1672,null,10296,null,2122,null,5157,null,1409,null,2623,null,713,null,537,null,414,null,63900,null,5271,null,12199,null,2551,null,40059,null,3827,null,4577,null,1764,null,5045,null,1901,null,2020,null,1178,null,0400000US16,Idaho,16
12017820,null,2303,null,10287468,null,23964,null,9246333,null,26781,null,734344,null,14439,null,216999,null,9491,null,59297,null,3691,null,30495,null,4356,null,1730352,null,23891,null,781039,null,15494,null,106230,null,5817,null,223273,null,9447,null,274882,null,10837,null,137938,null,6468,null,38716,null,4497,null,949313,null,23668,null,63197,null,4773,null,560855,null,17899,null,177956,null,10746,null,114273,null,7057,null,33032,null,5371,null,0400000US17,Illinois,17
5979302,null,2227,null,5702140,null,8391,null,5481259,null,12636,null,124704,null,5918,null,81969,null,6182,null,8970,null,1316,null,5238,null,1534,null,277162,null,8179,null,98690,null,6245,null,25829,null,2329,null,26858,null,3209,null,29087,null,3922,null,12759,null,1995,null,4157,null,1506,null,178472,null,7990,null,19923,null,2571,null,98061,null,4693,null,23538,null,3829,null,28116,null,3269,null,8834,null,2567,null,0400000US18,Indiana,18
2809202,null,1793,null,2694269,null,4610,null,2606082,null,6740,null,56815,null,3494,null,22575,null,3015,null,5415,null,1352,null,3382,null,823,null,114933,null,4303,null,41491,null,2963,null,12202,null,1762,null,8207,null,1676,null,7303,null,1302,null,12161,null,1752,null,1618,null,810,null,73442,null,4536,null,7367,null,1783,null,37934,null,2952,null,10170,null,2265,null,13643,null,2301,null,4328,null,1555,null,0400000US19,Iowa,19
2614097,null,1866,null,2444479,null,6393,null,2329825,null,7869,null,83240,null,4343,null,19211,null,2421,null,10015,null,1531,null,2188,null,618,null,169618,null,6157,null,53081,null,3423,null,11972,null,1742,null,17365,null,2473,null,7944,null,1733,null,14364,null,1625,null,1436,null,708,null,116537,null,5634,null,9486,null,1932,null,75033,null,4879,null,9310,null,2024,null,17509,null,1929,null,5199,null,1397,null,0400000US20,Kansas,20
4023706,null,2485,null,3897936,null,6781,null,3819969,null,8795,null,45689,null,3579,null,24571,null,3580,null,4877,null,1097,null,2830,null,1074,null,125770,null,6009,null,39825,null,3736,null,13193,null,1951,null,5764,null,1384,null,9974,null,1825,null,8006,null,1607,null,2888,null,1463,null,85945,null,6516,null,10122,null,1891,null,41598,null,4158,null,14518,null,3253,null,13801,null,2156,null,5906,null,1852,null,0400000US21,Kentucky,21
4173509,null,2454,null,4022722,null,7249,null,3805612,null,9193,null,60268,null,5028,null,138073,null,5705,null,13565,null,1806,null,5204,null,1694,null,150787,null,7112,null,64779,null,4705,null,12655,null,1790,null,23400,null,3008,null,7526,null,1563,null,17009,null,2123,null,4189,null,1804,null,86008,null,6929,null,13435,null,2663,null,40324,null,3603,null,12330,null,2966,null,16573,null,2570,null,3346,null,1287,null,0400000US22,Louisiana,22
1246940,null,956,null,1203404,null,3965,null,1138361,null,5577,null,10360,null,1617,null,49181,null,3555,null,3211,null,891,null,2291,null,618,null,43536,null,3846,null,24228,null,2519,null,11039,null,1500,null,653,null,356,null,7197,null,1544,null,3861,null,816,null,1478,null,1102,null,19308,null,3232,null,6682,null,1312,null,1157,null,541,null,4516,null,1515,null,2727,null,774,null,4226,null,2537,null,0400000US23,Maine,23
5319919,null,1975,null,4595070,null,13562,null,4333759,null,15103,null,131179,null,6729,null,75773,null,5635,null,36827,null,3159,null,17532,null,3056,null,724849,null,13623,null,330610,null,9098,null,88827,null,4812,null,50211,null,4101,null,82187,null,5361,null,79540,null,4979,null,29845,null,3509,null,394239,null,11795,null,80789,null,5463,null,137530,null,6900,null,76340,null,6950,null,61120,null,4980,null,38460,null,5566,null,0400000US24,Maryland,24
6208685,null,1188,null,5273415,null,19523,null,4746351,null,22109,null,264313,null,7796,null,199004,null,8698,null,48047,null,3644,null,15700,null,2723,null,935270,null,19443,null,459274,null,12214,null,109556,null,5006,null,64423,null,4974,null,174691,null,9640,null,89293,null,4951,null,21311,null,3308,null,475996,null,14850,null,70772,null,6069,null,120437,null,6983,null,177245,null,11152,null,79496,null,5681,null,28046,null,4820,null,0400000US25,Massachusetts,25
9354233,null,1987,null,8747312,null,14668,null,8368843,null,16312,null,180571,null,8145,null,123701,null,6507,null,26071,null,3130,null,48126,null,5162,null,606921,null,14250,null,296420,null,10063,null,74687,null,4753,null,20063,null,2479,null,94745,null,5767,null,45821,null,3973,null,61104,null,4981,null,310501,null,13090,null,48584,null,3936,null,82056,null,6668,null,73304,null,5589,null,58732,null,3908,null,47825,null,7411,null,0400000US26,Michigan,26
4904175,null,1524,null,4552542,null,9895,null,4347619,null,10427,null,87789,null,4688,null,54418,null,3812,null,42476,null,3730,null,20240,null,2650,null,351633,null,9867,null,155900,null,6028,null,43094,null,3426,null,13902,null,2191,null,23323,null,2633,null,51120,null,3342,null,24461,null,3854,null,195733,null,9522,null,30874,null,3392,null,71622,null,4654,null,27774,null,4521,null,39824,null,4817,null,25639,null,3477,null,0400000US27,Minnesota,27
2731685,null,2141,null,2672784,null,4804,null,2617621,null,5699,null,34147,null,2995,null,8312,null,1589,null,4353,null,1049,null,8351,null,1804,null,58901,null,4597,null,18212,null,2208,null,6859,null,1418,null,3526,null,951,null,2572,null,880,null,4665,null,1388,null,590,null,463,null,40689,null,4329,null,5345,null,1476,null,23367,null,3183,null,4151,null,1348,null,5879,null,1563,null,1947,null,981,null,0400000US28,Mississippi,28
5583484,null,2274,null,5372979,null,8233,null,5216784,null,10197,null,89034,null,5494,null,47967,null,4313,null,12373,null,1750,null,6821,null,1871,null,210505,null,8088,null,89838,null,4541,null,27219,null,3234,null,13305,null,2175,null,22450,null,2845,null,21101,null,2150,null,5763,null,1535,null,120667,null,7179,null,15713,null,2540,null,44454,null,3938,null,28504,null,3726,null,22004,null,2730,null,9992,null,3339,null,0400000US29,Missouri,29
914065,null,1468,null,894943,null,2820,null,861196,null,3535,null,11591,null,1548,null,13578,null,1887,null,798,null,453,null,7780,null,1369,null,19122,null,2373,null,9942,null,1234,null,5960,null,965,null,970,null,580,null,1857,null,505,null,945,null,549,null,210,null,249,null,9180,null,2037,null,3061,null,1116,null,1568,null,712,null,2251,null,915,null,1446,null,630,null,854,null,698,null,0400000US30,Montana,30
1662501,null,1623,null,1557744,null,4595,null,1488236,null,6191,null,49553,null,3330,null,13215,null,1812,null,3641,null,998,null,3099,null,1135,null,104757,null,4349,null,32021,null,2708,null,8510,null,1543,null,12154,null,1917,null,2674,null,830,null,6335,null,1161,null,2348,null,968,null,72736,null,4142,null,6735,null,2019,null,44523,null,2883,null,5739,null,1885,null,10505,null,2292,null,5234,null,1556,null,0400000US31,Nebraska,31
2440771,null,1744,null,1937282,null,11030,null,1677006,null,14541,null,211379,null,8835,null,21189,null,2821,null,22371,null,2458,null,5337,null,1528,null,503489,null,10980,null,199341,null,8360,null,38501,null,4026,null,68233,null,4852,null,21011,null,2980,null,61377,null,3843,null,10219,null,2486,null,304148,null,12746,null,30606,null,4772,null,207904,null,9362,null,17913,null,3207,null,39010,null,4160,null,8715,null,2799,null,0400000US32,Nevada,32
1249886,null,971,null,1182056,null,4844,null,1128870,null,6263,null,20061,null,2197,null,27902,null,2741,null,3097,null,956,null,2126,null,1233,null,67830,null,4850,null,35037,null,3316,null,12835,null,1692,null,3844,null,1122,null,11823,null,2310,null,4896,null,1281,null,1639,null,1049,null,32793,null,3270,null,7905,null,1563,null,5148,null,1264,null,12017,null,3078,null,5066,null,1316,null,2657,null,1173,null,0400000US33,New Hampshire,33
8152722,null,1373,null,6402841,null,23953,null,5551277,null,26905,null,556474,null,15380,null,200172,null,9351,null,60633,null,4783,null,34285,null,4477,null,1749881,null,23895,null,878281,null,17604,null,183567,null,7354,null,221579,null,9724,null,268957,null,9875,null,154240,null,6264,null,49938,null,4942,null,871600,null,21509,null,97114,null,7777,null,392703,null,15628,null,212093,null,10661,null,138624,null,7345,null,31066,null,4124,null,0400000US34,New Jersey,34
1859881,null,2560,null,1664969,null,10019,null,1170132,null,14164,null,380078,null,9705,null,12184,null,2146,null,4262,null,1171,null,98313,null,5785,null,194912,null,9768,null,66958,null,4352,null,13767,null,2197,null,40357,null,3772,null,5033,null,944,null,6972,null,1093,null,829,null,487,null,127954,null,8085,null,10099,null,2314,null,107100,null,7595,null,6067,null,1586,null,4250,null,1099,null,438,null,290,null,0400000US35,New Mexico,35
18322949,null,2257,null,14168898,null,35718,null,12019929,null,35519,null,1320231,null,21041,null,571669,null,15550,null,166258,null,8269,null,90811,null,7578,null,4154051,null,35501,null,2173426,null,24487,null,629617,null,16563,null,463151,null,11051,null,644605,null,16368,null,345730,null,9344,null,90323,null,6777,null,1980625,null,31638,null,361705,null,12784,null,796461,null,17688,null,413239,null,17650,null,320335,null,14223,null,88885,null,8363,null,0400000US36,New York,36
8726819,null,3339,null,8068369,null,13802,null,7736122,null,14744,null,235543,null,9888,null,54247,null,4797,null,29023,null,3487,null,13434,null,2516,null,658450,null,13641,null,202100,null,7938,null,59825,null,4475,null,42733,null,4346,null,45357,null,3947,null,40175,null,3223,null,14010,null,3009,null,456350,null,12909,null,51737,null,5305,null,297894,null,9437,null,46623,null,5222,null,46379,null,4721,null,13717,null,2628,null,0400000US37,North Carolina,37
604295,null,932,null,589255,null,2021,null,568507,null,2933,null,6926,null,1173,null,11427,null,1488,null,285,null,253,null,2110,null,631,null,15040,null,2022,null,5471,null,1224,null,2868,null,787,null,412,null,267,null,945,null,605,null,644,null,410,null,602,null,357,null,9569,null,1759,null,2916,null,910,null,950,null,431,null,2115,null,853,null,1275,null,540,null,2313,null,862,null,0400000US38,North Dakota,38
10805366,null,2387,null,10377088,null,11648,null,10022242,null,16474,null,159693,null,6460,null,148147,null,8353,null,23672,null,2846,null,23334,null,3411,null,428278,null,11546,null,213129,null,8815,null,62263,null,4800,null,16422,null,2323,null,66640,null,5009,null,43479,null,3700,null,24325,null,3789,null,215149,null,9095,null,39513,null,3330,null,52199,null,4477,null,51109,null,5490,null,45239,null,4180,null,27089,null,4482,null,0400000US39,Ohio,39
3415068,null,1881,null,3226697,null,7455,null,3089583,null,10182,null,95836,null,4977,null,18692,null,2690,null,10302,null,2148,null,12284,null,1986,null,188371,null,7080,null,65424,null,4139,null,17088,null,2684,null,21170,null,2802,null,7795,null,1445,null,17432,null,1838,null,1939,null,985,null,122947,null,6525,null,14418,null,2268,null,83248,null,5013,null,8157,null,1472,null,12586,null,1958,null,4538,null,1617,null,0400000US40,Oklahoma,40
3580799,null,1691,null,3216052,null,11596,null,2997153,null,14328,null,144371,null,7390,null,38121,null,5049,null,29096,null,3386,null,7311,null,2008,null,364747,null,11562,null,134295,null,5985,null,36474,null,3213,null,28557,null,3158,null,24857,null,3666,null,40298,null,3277,null,4109,null,1321,null,230452,null,11381,null,24443,null,2859,null,138598,null,8627,null,25745,null,4694,null,32467,null,2791,null,9199,null,3745,null,0400000US41,Oregon,41
11860950,null,2180,null,11176486,null,16260,null,10557699,null,20449,null,342407,null,8522,null,214729,null,8217,null,41571,null,3424,null,20080,null,3777,null,684464,null,16277,null,351832,null,9165,null,96161,null,4700,null,45733,null,4310,null,113295,null,7663,null,76040,null,4219,null,20603,null,3224,null,332632,null,13795,null,64222,null,5461,null,79678,null,5461,null,92559,null,9335,null,71144,null,5701,null,25029,null,4546,null,0400000US42,Pennsylvania,42
993039,null,888,null,860130,null,7351,null,761637,null,7658,null,52047,null,3391,null,37936,null,3722,null,6202,null,1204,null,2308,null,977,null,132909,null,7447,null,63636,null,4056,null,15102,null,2027,null,15209,null,2236,null,23738,null,2970,null,6661,null,1225,null,2926,null,1258,null,69273,null,5948,null,6451,null,1236,null,37841,null,4176,null,14672,null,2775,null,7740,null,1481,null,2569,null,1120,null,0400000US44,Rhode Island,44
4250118,null,2475,null,4047106,null,7553,null,3934714,null,9172,null,75372,null,5316,null,26655,null,2949,null,6877,null,1474,null,3488,null,1414,null,203012,null,7470,null,68201,null,4280,null,27342,null,2984,null,11223,null,2111,null,12999,null,1921,null,14037,null,1966,null,2600,null,1019,null,134811,null,7104,null,18877,null,2514,null,81185,null,4799,null,14499,null,2419,null,15149,null,2747,null,5101,null,2508,null,0400000US45,South Carolina,45
752710,null,1231,null,731555,null,3173,null,698925,null,4763,null,9438,null,1473,null,11838,null,2071,null,1411,null,452,null,9943,null,1824,null,21155,null,3035,null,7938,null,1276,null,3773,null,985,null,773,null,456,null,901,null,333,null,1664,null,548,null,827,null,684,null,13217,null,2655,null,2477,null,791,null,3218,null,908,null,3207,null,2231,null,1588,null,595,null,2727,null,985,null,0400000US46,South Dakota,46
5873924,null,2822,null,5610637,null,10497,null,5474228,null,11687,null,86230,null,5726,null,30524,null,3658,null,13984,null,2471,null,5671,null,1525,null,263287,null,10058,null,92637,null,6275,null,25158,null,2547,null,15841,null,3192,null,20275,null,3686,null,22598,null,2810,null,8765,null,2504,null,170650,null,8778,null,22064,null,3016,null,95303,null,5568,null,15974,null,2527,null,23521,null,2776,null,13788,null,4088,null,0400000US47,Tennessee,47
22716319,null,4163,null,18758301,null,36499,null,14593522,null,37733,null,3869219,null,35039,null,149070,null,6859,null,110076,null,6496,null,36414,null,5674,null,3958018,null,36173,null,1269436,null,24567,null,182562,null,7848,null,663750,null,16148,null,136118,null,9271,null,237888,null,8327,null,49118,null,4913,null,2688582,null,36168,null,174024,null,10619,null,2111101,null,35491,null,158452,null,9583,null,190290,null,10890,null,54715,null,6675,null,0400000US48,Texas,48
2513546,null,1600,null,2298170,null,7241,null,2127344,null,10427,null,112899,null,6095,null,28912,null,3153,null,16402,null,2112,null,12613,null,2141,null,215376,null,7054,null,71912,null,5033,null,20857,null,2856,null,24641,null,3028,null,9724,null,1705,null,14744,null,2277,null,1946,null,1201,null,143464,null,6496,null,17900,null,2892,null,93936,null,5685,null,11150,null,2708,null,17118,null,2916,null,3360,null,1948,null,0400000US49,Utah,49
589327,null,557,null,569020,null,2187,null,554320,null,2970,null,4328,null,935,null,8254,null,1281,null,1633,null,687,null,485,null,270,null,20307,null,2221,null,11662,null,1497,null,5523,null,934,null,163,null,147,null,3878,null,1197,null,1940,null,519,null,158,null,198,null,8645,null,1714,null,3391,null,850,null,511,null,336,null,3175,null,1017,null,1435,null,518,null,133,null,120,null,0400000US50,Vermont,50
7357344,null,3691,null,6557691,null,15336,null,6231141,null,17308,null,189577,null,8577,null,77295,null,4409,null,44742,null,4089,null,14936,null,2576,null,799653,null,14862,null,363743,null,11229,null,79165,null,4583,null,65642,null,4724,null,82059,null,6233,null,108664,null,5111,null,28213,null,3887,null,435910,null,15329,null,55651,null,6039,null,187940,null,8802,null,74671,null,6511,null,85002,null,5734,null,32646,null,4848,null,0400000US51,Virginia,51
6213872,null,1536,null,5410193,null,15133,null,5007217,null,19102,null,232224,null,8183,null,79242,null,5719,null,75663,null,3888,null,15847,null,2962,null,803679,null,14759,null,361052,null,10143,null,87915,null,4251,null,46374,null,4303,null,74264,null,6475,null,133258,null,6079,null,19241,null,2678,null,442627,null,13971,null,64333,null,4770,null,180253,null,7940,null,79436,null,8609,null,100031,null,6605,null,18574,null,4118,null,0400000US53,Washington,53
1712657,null,1657,null,1690065,null,2465,null,1667397,null,3970,null,12627,null,1958,null,7335,null,1335,null,1170,null,485,null,1536,null,799,null,22592,null,2306,null,10580,null,1393,null,3661,null,1031,null,1159,null,546,null,2520,null,770,null,2632,null,872,null,608,null,512,null,12012,null,2091,null,2951,null,1247,null,1959,null,917,null,2376,null,933,null,2781,null,901,null,1945,null,880,null,0400000US54,West Virginia,54
5294278,null,1795,null,5041611,null,8805,null,4809114,null,11131,null,127278,null,6527,null,69161,null,4119,null,26692,null,2926,null,9366,null,1883,null,252667,null,8557,null,107813,null,6065,null,31668,null,2695,null,18041,null,2375,null,25445,null,3510,null,28988,null,2557,null,3671,null,1474,null,144854,null,7009,null,14804,null,2368,null,81005,null,5538,null,19475,null,3245,null,24005,null,2681,null,5565,null,1895,null,0400000US55,Wisconsin,55
505143,null,1228,null,488035,null,2688,null,467238,null,3009,null,13478,null,2068,null,4596,null,1251,null,264,null,307,null,2459,null,984,null,17108,null,2135,null,6185,null,1350,null,2372,null,856,null,2316,null,846,null,1091,null,580,null,329,null,244,null,77,null,122,null,10923,null,2069,null,1225,null,536,null,7119,null,1996,null,953,null,583,null,1384,null,729,null,242,null,200,null,0400000US56,Wyoming,56
3733631,null,1205,null,3625733,null,7314,null,167114,null,9619,null,3456792,null,13306,null,1586,null,584,null,170,null,148,null,71,null,117,null,107898,null,7138,null,41604,null,3268,null,978,null,421,null,39970,null,3254,null,451,null,219,null,39,null,66,null,166,null,141,null,66294,null,5847,null,2695,null,838,null,62092,null,5926,null,792,null,558,null,715,null,864,null,0,null,289,null,0400000US72,Puerto Rico,72
