C18105_001E,C18105_001EA,C18105_001M,C18105_001MA,C18105_002E,C18105_002EA,C18105_002M,C18105_002MA,C18105_003E,C18105_003EA,C18105_003M,C18105_003MA,C18105_004E,C18105_004EA,C18105_004M,C18105_004MA,C18105_005E,C18105_005EA,C18105_005M,C18105_005MA,C18105_006E,C18105_006EA,C18105_006M,C18105_006MA,C18105_007E,C18105_007EA,C18105_007M,C18105_007MA,C18105_008E,C18105_008EA,C18105_008M,C18105_008MA,C18105_009E,C18105_009EA,C18105_009M,C18105_009MA,C18105_010E,C18105_010EA,C18105_010M,C18105_010MA,C18105_011E,C18105_011EA,C18105_011M,C18105_011MA,C18105_012E,C18105_012EA,C18105_012M,C18105_012MA,C18105_013E,C18105_013EA,C18105_013M,C18105_013MA,C18105_014E,C18105_014EA,C18105_014M,C18105_014MA,C18105_015E,C18105_015EA,C18105_015M,C18105_015MA,C18105_016E,C18105_016EA,C18105_016M,C18105_016MA,C18105_017E,C18105_017EA,C18105_017M,C18105_017MA,C18105_018E,C18105_018EA,C18105_018M,C18105_018MA,C18105_019E,C18105_019EA,C18105_019M,C18105_019MA,C18105_020E,C18105_020EA,C18105_020M,C18105_020MA,C18105_021E,C18105_021EA,C18105_021M,C18105_021MA,GEO_ID,NAME,state
4302183,null,3475,null,2056550,null,5192,null,413952,null,3403,null,4840,null,1314,null,409112,null,3621,null,1378994,null,3722,null,103438,null,4921,null,1275556,null,6076,null,263604,null,2165,null,67181,null,3664,null,196423,null,3860,null,2245633,null,4407,null,396430,null,2976,null,2798,null,945,null,393632,null,3169,null,1488722,null,3325,null,138249,null,5049,null,1350473,null,6187,null,360481,null,2152,null,122278,null,4918,null,238203,null,4587,null,0400000US01,Alabama,01
623300,null,2765,null,316081,null,2697,null,65623,null,1387,null,373,null,270,null,65250,null,1368,null,226171,null,2648,null,10112,null,1924,null,216059,null,2851,null,24287,null,861,null,5708,null,930,null,18579,null,1193,null,307219,null,1826,null,62857,null,1274,null,459,null,316,null,62398,null,1328,null,217556,null,1601,null,10851,null,1722,null,206705,null,2196,null,26806,null,946,null,8823,null,1271,null,17983,null,1292,null,0400000US02,Alaska,02
5985101,null,2729,null,2968649,null,3702,null,621074,null,2266,null,5278,null,1587,null,615796,null,2724,null,1960942,null,2813,null,92856,null,5971,null,1868086,null,6239,null,386633,null,1604,null,76320,null,4060,null,310313,null,4324,null,3016452,null,3346,null,592310,null,2168,null,3665,null,951,null,588645,null,2297,null,1956699,null,2375,null,109161,null,5738,null,1847538,null,6507,null,467443,null,1886,null,124827,null,5365,null,342616,null,5286,null,0400000US04,Arizona,04
2631080,null,2601,null,1272457,null,3994,null,257864,null,2905,null,2546,null,929,null,255318,null,2993,null,844601,null,2887,null,66705,null,4053,null,777896,null,5415,null,169992,null,1484,null,44429,null,2535,null,125563,null,2741,null,1358623,null,3571,null,246509,null,2745,null,1352,null,641,null,245157,null,2778,null,890281,null,2626,null,86893,null,4964,null,803388,null,5361,null,221833,null,2063,null,73159,null,3091,null,148674,null,3285,null,0400000US05,Arkansas,05
33628112,null,6189,null,16661174,null,8298,null,3422645,null,4498,null,23045,null,2761,null,3399600,null,5370,null,11498591,null,7798,null,411289,null,12685,null,11087302,null,14945,null,1739938,null,3731,null,345569,null,8720,null,1394369,null,8871,null,16966938,null,7335,null,3251215,null,3387,null,20812,null,2791,null,3230403,null,3270,null,11431245,null,5797,null,503632,null,11707,null,10927613,null,12410,null,2284478,null,4506,null,651328,null,11009,null,1633150,null,11575,null,0400000US06,California,06
4565428,null,3556,null,2270247,null,4427,null,439108,null,2477,null,2371,null,876,null,436737,null,2636,null,1602871,null,3911,null,53304,null,3866,null,1549567,null,4877,null,228268,null,1588,null,39273,null,2820,null,188995,null,3107,null,2295181,null,3554,null,421389,null,1935,null,2556,null,1024,null,418833,null,2012,null,1585418,null,3309,null,66611,null,4396,null,1518807,null,5589,null,288374,null,2165,null,68792,null,3345,null,219582,null,3624,null,0400000US08,Colorado,08
3247487,null,1753,null,1572113,null,2578,null,305613,null,1622,null,1428,null,496,null,304185,null,1682,null,1071986,null,2152,null,40492,null,3283,null,1031494,null,3942,null,194514,null,1526,null,28045,null,1909,null,166469,null,2339,null,1675374,null,2398,null,291817,null,1305,null,906,null,485,null,290911,null,1346,null,1118080,null,1965,null,47614,null,3522,null,1070466,null,4356,null,265477,null,1588,null,60947,null,3158,null,204530,null,3382,null,0400000US09,Connecticut,09
810022,null,1034,null,388100,null,1678,null,75489,null,998,null,292,null,197,null,75197,null,1007,null,259529,null,1344,null,12988,null,1857,null,246541,null,2267,null,53082,null,626,null,10060,null,1393,null,43022,null,1503,null,421922,null,1375,null,71814,null,978,null,114,null,136,null,71700,null,984,null,281863,null,1108,null,17618,null,2071,null,264245,null,2342,null,68245,null,939,null,17466,null,1608,null,50779,null,1713,null,0400000US10,Delaware,10
551256,null,1161,null,255958,null,1099,null,37328,null,612,null,482,null,373,null,36846,null,712,null,192046,null,1242,null,9011,null,1951,null,183035,null,2284,null,26584,null,883,null,5673,null,860,null,20911,null,1194,null,295298,null,1058,null,38230,null,877,null,248,null,320,null,37982,null,973,null,217888,null,586,null,12845,null,1967,null,205043,null,2110,null,39180,null,1205,null,10425,null,1179,null,28755,null,1580,null,0400000US11,District of Columbia,11
17029627,null,4471,null,8261844,null,7657,null,1478001,null,3826,null,9380,null,1855,null,1468621,null,4360,null,5404791,null,7884,null,263100,null,9476,null,5141691,null,12263,null,1379052,null,3521,null,259524,null,7292,null,1119528,null,7453,null,8767783,null,7258,null,1409503,null,4197,null,7186,null,1291,null,1402317,null,4284,null,5618927,null,7114,null,307749,null,8985,null,5311178,null,11120,null,1739353,null,6174,null,450444,null,10758,null,1288909,null,10417,null,0400000US12,Florida,12
