C17002_001E,C17002_001EA,C17002_001M,C17002_001MA,C17002_002E,C17002_002EA,C17002_002M,C17002_002MA,C17002_003E,C17002_003EA,C17002_003M,C17002_003MA,C17002_004E,C17002_004EA,C17002_004M,C17002_004MA,C17002_005E,C17002_005EA,C17002_005M,C17002_005MA,C17002_006E,C17002_006EA,C17002_006M,C17002_006MA,C17002_007E,C17002_007EA,C17002_007M,C17002_007MA,C17002_008E,C17002_008EA,C17002_008M,C17002_008MA,GEO_ID,NAME,state
4588899,null,2203,null,343928,null,15507,null,460755,null,18156,null,248628,null,15249,null,254423,null,14695,null,351570,null,16231,null,127590,null,10718,null,2802005,null,28868,null,0400000US01,Alabama,01
682412,null,1129,null,27286,null,4300,null,34367,null,4544,null,21814,null,3381,null,25636,null,3935,null,40118,null,5064,null,15582,null,3520,null,517609,null,8809,null,0400000US02,Alaska,02
6475485,null,4779,null,490820,null,23535,null,579077,null,25171,null,322402,null,19750,null,330266,null,15883,null,448480,null,23275,null,179736,null,16507,null,4124704,null,39401,null,0400000US04,Arizona,04
2806056,null,2222,null,215636,null,12647,null,311742,null,13971,null,168150,null,11711,null,170662,null,11976,null,221081,null,11877,null,85676,null,8204,null,1633109,null,21638,null,0400000US05,Arkansas,05
36202780,null,9722,null,2172632,null,44048,null,2956076,null,57834,null,1779512,null,47026,null,1833577,null,39103,null,2468753,null,52465,null,974601,null,35495,null,24017629,null,90829,null,0400000US06,California,06
4917061,null,2396,null,290156,null,15935,null,344231,null,17978,null,189760,null,14008,null,188112,null,11780,null,294131,null,16392,null,117660,null,10654,null,3493011,null,22073,null,0400000US08,Colorado,08
3409901,null,1798,null,149816,null,10788,null,170738,null,10802,null,85154,null,7529,null,98370,null,8229,null,152117,null,11262,null,64071,null,7688,null,2689635,null,19794,null,0400000US09,Connecticut,09
860972,null,1467,null,42162,null,6581,null,51089,null,6865,null,32690,null,5518,null,29685,null,4177,null,56964,null,6459,null,18612,null,5090,null,629770,null,12089,null,0400000US10,Delaware,10
570093,null,857,null,61128,null,7228,null,43773,null,5143,null,18010,null,3910,null,22583,null,5144,null,28423,null,5671,null,14404,null,3879,null,381772,null,9419,null,0400000US11,District of Columbia,11
18124789,null,5650,null,1180365,null,30441,null,1527560,null,37160,null,920351,null,34745,null,954612,null,28707,null,1351851,null,43206,null,562574,null,28262,null,11627476,null,61768,null,0400000US12,Florida,12
