C20005I_001E,C20005I_001EA,C20005I_001M,C20005I_001MA,C20005I_002E,C20005I_002EA,C20005I_002M,C20005I_002MA,C20005I_003E,C20005I_003EA,C20005I_003M,C20005I_003MA,C20005I_004E,C20005I_004EA,C20005I_004M,C20005I_004MA,C20005I_005E,C20005I_005EA,C20005I_005M,C20005I_005MA,C20005I_006E,C20005I_006EA,C20005I_006M,C20005I_006MA,C20005I_007E,C20005I_007EA,C20005I_007M,C20005I_007MA,C20005I_008E,C20005I_008EA,C20005I_008M,C20005I_008MA,C20005I_009E,C20005I_009EA,C20005I_009M,C20005I_009MA,C20005I_010E,C20005I_010EA,C20005I_010M,C20005I_010MA,C20005I_011E,C20005I_011EA,C20005I_011M,C20005I_011MA,C20005I_012E,C20005I_012EA,C20005I_012M,C20005I_012MA,C20005I_013E,C20005I_013EA,C20005I_013M,C20005I_013MA,C20005I_014E,C20005I_014EA,C20005I_014M,C20005I_014MA,C20005I_015E,C20005I_015EA,C20005I_015M,C20005I_015MA,C20005I_016E,C20005I_016EA,C20005I_016M,C20005I_016MA,C20005I_017E,C20005I_017EA,C20005I_017M,C20005I_017MA,C20005I_018E,C20005I_018EA,C20005I_018M,C20005I_018MA,C20005I_019E,C20005I_019EA,C20005I_019M,C20005I_019MA,C20005I_020E,C20005I_020EA,C20005I_020M,C20005I_020MA,C20005I_021E,C20005I_021EA,C20005I_021M,C20005I_021MA,C20005I_022E,C20005I_022EA,C20005I_022M,C20005I_022MA,C20005I_023E,C20005I_023EA,C20005I_023M,C20005I_023MA,C20005I_024E,C20005I_024EA,C20005I_024M,C20005I_024MA,C20005I_025E,C20005I_025EA,C20005I_025M,C20005I_025MA,C20005I_026E,C20005I_026EA,C20005I_026M,C20005I_026MA,C20005I_027E,C20005I_027EA,C20005I_027M,C20005I_027MA,C20005I_028E,C20005I_028EA,C20005I_028M,C20005I_028MA,C20005I_029E,C20005I_029EA,C20005I_029M,C20005I_029MA,C20005I_030E,C20005I_030EA,C20005I_030M,C20005I_030MA,C20005I_031E,C20005I_031EA,C20005I_031M,C20005I_031MA,C20005I_032E,C20005I_032EA,C20005I_032M,C20005I_032MA,C20005I_033E,C20005I_033EA,C20005I_033M,C20005I_033MA,C20005I_034E,C20005I_034EA,C20005I_034M,C20005I_034MA,C20005I_035E,C20005I_035EA,C20005I_035M,C20005I_035MA,C20005I_036E,C20005I_036EA,C20005I_036M,C20005I_036MA,C20005I_037E,C20005I_037EA,C20005I_037M,C20005I_037MA,C20005I_038E,C20005I_038EA,C20005I_038M,C20005I_038MA,C20005I_039E,C20005I_039EA,C20005I_039M,C20005I_039MA,GEO_ID,NAME,state
516343,null,3251,null,298770,null,3026,null,155393,null,6662,null,36,null,77,null,155357,null,6667,null,6832,null,2046,null,52777,null,4476,null,42262,null,4468,null,28446,null,3790,null,12278,null,2194,null,12762,null,2153,null,143377,null,7765,null,41952,null,4136,null,101425,null,6509,null,46040,null,4700,null,35476,null,4352,null,10829,null,2133,null,6350,null,2183,null,1930,null,889,null,800,null,527,null,217573,null,2748,null,66443,null,4294,null,0,null,296,null,66443,null,4294,null,3970,null,1091,null,23663,null,3120,null,16562,null,1848,null,14567,null,2187,null,4703,null,1204,null,2978,null,844,null,151130,null,4240,null,93816,null,4349,null,57314,null,4005,null,37348,null,3152,null,12000,null,1899,null,4671,null,1268,null,2324,null,920,null,714,null,482,null,257,null,241,null,0400000US13,Georgia,13
76107,null,477,null,40473,null,296,null,20941,null,1717,null,0,null,275,null,20941,null,1717,null,185,null,166,null,2209,null,931,null,3821,null,1351,null,7105,null,1334,null,4286,null,1339,null,3335,null,1105,null,19532,null,1731,null,7867,null,1311,null,11665,null,1656,null,4028,null,983,null,2433,null,771,null,1998,null,832,null,1980,null,860,null,842,null,671,null,384,null,295,null,35634,null,429,null,14223,null,1541,null,0,null,275,null,14223,null,1541,null,424,null,255,null,2783,null,758,null,3651,null,895,null,4913,null,1242,null,1924,null,573,null,528,null,309,null,21411,null,1670,null,11686,null,1368,null,9725,null,1404,null,5428,null,1075,null,2489,null,751,null,1100,null,558,null,536,null,392,null,63,null,82,null,109,null,122,null,0400000US15,Hawaii,15
102819,null,1086,null,54595,null,1256,null,24106,null,1820,null,0,null,263,null,24106,null,1820,null,540,null,368,null,4237,null,1111,null,8304,null,1674,null,7694,null,1236,null,1736,null,566,null,1595,null,628,null,30489,null,1973,null,9431,null,1371,null,21058,null,1825,null,10688,null,1656,null,6791,null,1279,null,2118,null,662,null,948,null,510,null,61,null,109,null,452,null,425,null,48224,null,1191,null,14038,null,1731,null,0,null,263,null,14038,null,1731,null,963,null,544,null,4980,null,1255,null,4727,null,1303,null,2463,null,827,null,607,null,402,null,298,null,198,null,34186,null,1617,null,16298,null,1486,null,17888,null,1737,null,12273,null,1558,null,4614,null,1210,null,361,null,203,null,466,null,304,null,174,null,286,null,0,null,263,null,0400000US16,Idaho,16
1331226,null,2985,null,710163,null,2446,null,362386,null,7587,null,57,null,93,null,362329,null,7590,null,5176,null,1337,null,81452,null,6202,null,91040,null,5326,null,107930,null,5813,null,50664,null,4287,null,26067,null,2600,null,347777,null,7828,null,138129,null,5928,null,209648,null,7079,null,82087,null,4528,null,63847,null,4766,null,29464,null,3745,null,22145,null,3012,null,8435,null,1709,null,3670,null,923,null,621063,null,2060,null,209641,null,6313,null,0,null,269,null,209641,null,6313,null,5696,null,1310,null,62930,null,4643,null,56232,null,4538,null,54949,null,3502,null,18897,null,2520,null,10937,null,1614,null,411422,null,6597,null,237786,null,6623,null,173636,null,5774,null,96661,null,4847,null,47854,null,3468,null,15101,null,2584,null,8994,null,1322,null,2951,null,735,null,2075,null,775,null,0400000US17,Illinois,17
222541,null,1893,null,122641,null,1963,null,59163,null,3470,null,0,null,269,null,59163,null,3470,null,2212,null,961,null,15125,null,1849,null,15585,null,2305,null,13926,null,1775,null,7952,null,1551,null,4363,null,1036,null,63478,null,3304,null,20794,null,1992,null,42684,null,2948,null,17481,null,2235,null,14005,null,2063,null,3899,null,1121,null,5610,null,1494,null,947,null,605,null,742,null,421,null,99900,null,1776,null,29582,null,2513,null,0,null,269,null,29582,null,2513,null,1310,null,632,null,10230,null,1372,null,8628,null,1202,null,5465,null,1102,null,2937,null,892,null,1012,null,511,null,70318,null,2543,null,38126,null,2428,null,32192,null,2672,null,19034,null,2031,null,8832,null,1270,null,2600,null,835,null,1150,null,527,null,452,null,317,null,124,null,126,null,0400000US18,Indiana,18
82273,null,2057,null,44721,null,1958,null,23918,null,2163,null,0,null,228,null,23918,null,2163,null,321,null,226,null,5831,null,1618,null,6006,null,1388,null,8060,null,1381,null,2532,null,938,null,1168,null,504,null,20803,null,2198,null,7273,null,1360,null,13530,null,1959,null,8063,null,1556,null,2960,null,1049,null,1176,null,596,null,1251,null,569,null,0,null,228,null,80,null,137,null,37552,null,1859,null,15363,null,1770,null,0,null,228,null,15363,null,1770,null,794,null,466,null,3969,null,1035,null,6390,null,1285,null,3266,null,1082,null,470,null,362,null,474,null,357,null,22189,null,2190,null,11820,null,1891,null,10369,null,1570,null,6952,null,1147,null,1778,null,715,null,1160,null,575,null,221,null,210,null,258,null,310,null,0,null,228,null,0400000US19,Iowa,19
168657,null,1668,null,91202,null,1487,null,48616,null,2921,null,0,null,244,null,48616,null,2921,null,1125,null,545,null,8778,null,1898,null,14372,null,1975,null,16773,null,2403,null,4843,null,1018,null,2725,null,729,null,42586,null,2714,null,13637,null,1842,null,28949,null,2555,null,13511,null,2186,null,8519,null,1998,null,2740,null,830,null,2518,null,878,null,1390,null,668,null,271,null,215,null,77455,null,1381,null,25031,null,2213,null,0,null,244,null,25031,null,2213,null,1343,null,512,null,7050,null,1555,null,7965,null,1543,null,6100,null,1182,null,2001,null,755,null,572,null,304,null,52424,null,2526,null,25509,null,2478,null,26915,null,2027,null,17977,null,1990,null,6524,null,1205,null,1877,null,682,null,451,null,299,null,35,null,58,null,51,null,88,null,0400000US20,Kansas,20
68551,null,2374,null,39209,null,2123,null,20593,null,2292,null,0,null,273,null,20593,null,2292,null,1404,null,661,null,7417,null,1665,null,4602,null,1171,null,4319,null,1151,null,1739,null,624,null,1112,null,427,null,18616,null,2416,null,4830,null,901,null,13786,null,2220,null,8696,null,2060,null,2631,null,1030,null,1910,null,713,null,414,null,283,null,135,null,130,null,0,null,273,null,29342,null,1608,null,8048,null,1313,null,0,null,273,null,8048,null,1313,null,403,null,346,null,2358,null,801,null,2694,null,799,null,1533,null,635,null,250,null,213,null,810,null,428,null,21294,null,1950,null,13094,null,1494,null,8200,null,1603,null,4881,null,1339,null,2218,null,1007,null,453,null,348,null,509,null,473,null,72,null,144,null,67,null,122,null,0400000US21,Kentucky,21
117004,null,1728,null,63311,null,1692,null,32151,null,2179,null,0,null,281,null,32151,null,2179,null,1565,null,785,null,5481,null,1265,null,7426,null,1494,null,9050,null,1497,null,5313,null,1068,null,3316,null,873,null,31160,null,2541,null,14009,null,2177,null,17151,null,2094,null,7372,null,1278,null,4863,null,1122,null,2041,null,687,null,1755,null,777,null,822,null,625,null,298,null,223,null,53693,null,1597,null,16677,null,1668,null,0,null,281,null,16677,null,1668,null,1165,null,590,null,5242,null,1162,null,3069,null,812,null,4585,null,1121,null,1865,null,606,null,751,null,418,null,37016,null,1998,null,22275,null,1874,null,14741,null,1650,null,10013,null,1462,null,2884,null,819,null,984,null,449,null,616,null,477,null,133,null,133,null,111,null,128,null,0400000US22,Louisiana,22
12304,null,753,null,6088,null,752,null,2492,null,796,null,0,null,230,null,2492,null,796,null,0,null,230,null,58,null,78,null,683,null,377,null,683,null,481,null,389,null,311,null,679,null,404,null,3596,null,632,null,1474,null,463,null,2122,null,557,null,1531,null,486,null,245,null,205,null,195,null,180,null,36,null,57,null,0,null,230,null,115,null,178,null,6216,null,848,null,1545,null,454,null,0,null,230,null,1545,null,454,null,0,null,230,null,272,null,211,null,348,null,329,null,295,null,228,null,461,null,395,null,169,null,195,null,4671,null,839,null,1834,null,693,null,2837,null,594,null,1749,null,642,null,823,null,346,null,179,null,188,null,14,null,24,null,72,null,123,null,0,null,230,null,0400000US23,Maine,23
283872,null,1599,null,152011,null,1770,null,87160,null,3309,null,0,null,285,null,87160,null,3309,null,1236,null,479,null,15383,null,2746,null,22499,null,2501,null,24312,null,3021,null,13449,null,1890,null,10281,null,1819,null,64851,null,3573,null,16342,null,1826,null,48509,null,3210,null,19489,null,3057,null,14383,null,2281,null,7326,null,1470,null,4792,null,1116,null,1229,null,550,null,1290,null,713,null,131861,null,1679,null,49872,null,2734,null,0,null,285,null,49872,null,2734,null,1714,null,618,null,11920,null,1799,null,11059,null,1430,null,12850,null,1645,null,7700,null,1347,null,4629,null,1182,null,81989,null,3317,null,39511,null,2589,null,42478,null,3355,null,22225,null,2693,null,11699,null,1739,null,4737,null,1079,null,2245,null,852,null,1016,null,503,null,556,null,303,null,0400000US24,Maryland,24
408466,null,1755,null,204731,null,1526,null,91249,null,4568,null,0,null,283,null,91249,null,4568,null,3042,null,1704,null,14722,null,2316,null,22647,null,2947,null,27176,null,3106,null,14224,null,2280,null,9438,null,1603,null,113482,null,4668,null,53996,null,3731,null,59486,null,4334,null,27963,null,2808,null,20855,null,3232,null,3570,null,1194,null,5484,null,1389,null,1135,null,613,null,479,null,408,null,203735,null,1192,null,62901,null,3689,null,0,null,283,null,62901,null,3689,null,1492,null,644,null,12011,null,1804,null,18138,null,2157,null,20553,null,2431,null,7056,null,1291,null,3651,null,1090,null,140834,null,4118,null,78833,null,3963,null,62001,null,4038,null,33569,null,2794,null,18451,null,2461,null,5536,null,1217,null,3055,null,958,null,1071,null,509,null,319,null,209,null,0400000US25,Massachusetts,25
281804,null,2091,null,148421,null,2309,null,58945,null,3679,null,0,null,244,null,58945,null,3679,null,2340,null,944,null,12333,null,2063,null,13258,null,1986,null,15096,null,2177,null,8914,null,1369,null,7004,null,1099,null,89476,null,4280,null,35164,null,3030,null,54312,null,3522,null,26031,null,3269,null,13547,null,1771,null,7759,null,1692,null,4202,null,830,null,2004,null,797,null,769,null,393,null,133383,null,1833,null,37000,null,2503,null,0,null,244,null,37000,null,2503,null,1859,null,718,null,10086,null,1671,null,9706,null,1412,null,8900,null,1361,null,4708,null,1086,null,1741,null,645,null,96383,null,3044,null,51944,null,3314,null,44439,null,3017,null,27822,null,2442,null,11321,null,1705,null,2861,null,833,null,1546,null,549,null,736,null,322,null,153,null,152,null,0400000US26,Michigan,26
139569,null,1295,null,76376,null,1654,null,39075,null,2342,null,0,null,213,null,39075,null,2342,null,1323,null,674,null,9575,null,2138,null,12049,null,1789,null,10304,null,1449,null,2801,null,728,null,3023,null,708,null,37301,null,2269,null,11402,null,1373,null,25899,null,2173,null,12115,null,1563,null,7734,null,1190,null,3448,null,1050,null,2048,null,888,null,344,null,236,null,210,null,357,null,63193,null,1458,null,22497,null,1942,null,0,null,213,null,22497,null,1942,null,801,null,408,null,4934,null,960,null,7458,null,1410,null,6948,null,1459,null,1301,null,486,null,1055,null,478,null,40696,null,1991,null,19229,null,1797,null,21467,null,1736,null,10840,null,1405,null,7562,null,1430,null,2083,null,588,null,464,null,285,null,248,null,196,null,270,null,246,null,0400000US27,Minnesota,27
45242,null,2584,null,26490,null,2850,null,13844,null,1604,null,0,null,291,null,13844,null,1604,null,849,null,574,null,4944,null,1326,null,2466,null,727,null,4001,null,883,null,490,null,315,null,1094,null,850,null,12646,null,2552,null,3414,null,999,null,9232,null,2310,null,3981,null,1122,null,3496,null,1367,null,649,null,417,null,595,null,313,null,226,null,125,null,285,null,217,null,18752,null,2050,null,4041,null,953,null,0,null,291,null,4041,null,953,null,0,null,291,null,1112,null,543,null,1079,null,612,null,1086,null,518,null,555,null,408,null,209,null,271,null,14711,null,1950,null,8007,null,1376,null,6704,null,1880,null,4616,null,1693,null,1426,null,659,null,342,null,316,null,320,null,324,null,0,null,291,null,0,null,291,null,0400000US28,Mississippi,28
129867,null,1498,null,70269,null,1798,null,35278,null,2163,null,0,null,259,null,35278,null,2163,null,1269,null,658,null,6688,null,1461,null,10859,null,1691,null,8575,null,1498,null,4378,null,1067,null,3509,null,1020,null,34991,null,2454,null,14184,null,2061,null,20807,null,2050,null,10701,null,1796,null,6183,null,1142,null,2294,null,842,null,952,null,430,null,452,null,295,null,225,null,219,null,59598,null,1632,null,19782,null,1832,null,0,null,259,null,19782,null,1832,null,1336,null,581,null,5287,null,1432,null,4723,null,1179,null,5488,null,1200,null,2171,null,769,null,777,null,406,null,39816,null,1918,null,19939,null,1910,null,19877,null,1616,null,12120,null,1505,null,4955,null,1020,null,1506,null,574,null,1195,null,601,null,0,null,259,null,101,null,162,null,0400000US29,Missouri,29
18550,null,876,null,8595,null,1130,null,3426,null,910,null,0,null,240,null,3426,null,910,null,577,null,440,null,591,null,372,null,539,null,442,null,877,null,362,null,315,null,301,null,527,null,379,null,5169,null,1204,null,1290,null,557,null,3879,null,1023,null,1781,null,909,null,1360,null,776,null,388,null,372,null,323,null,243,null,0,null,240,null,27,null,38,null,9955,null,977,null,3382,null,1006,null,0,null,240,null,3382,null,1006,null,48,null,69,null,938,null,628,null,967,null,564,null,1257,null,701,null,172,null,161,null,0,null,240,null,6573,null,1021,null,2916,null,842,null,3657,null,1050,null,2555,null,966,null,368,null,253,null,519,null,313,null,215,null,207,null,0,null,240,null,0,null,240,null,0400000US30,Montana,30
92637,null,1214,null,50827,null,1514,null,27819,null,1994,null,0,null,228,null,27819,null,1994,null,346,null,194,null,5030,null,1210,null,9648,null,1280,null,9129,null,1290,null,2859,null,879,null,807,null,402,null,23008,null,2198,null,7254,null,1398,null,15754,null,1916,null,7255,null,1531,null,3891,null,969,null,3420,null,775,null,981,null,458,null,193,null,288,null,14,null,24,null,41810,null,1161,null,15293,null,1632,null,0,null,228,null,15293,null,1632,null,2157,null,796,null,5128,null,1236,null,4382,null,1054,null,2592,null,800,null,552,null,298,null,482,null,349,null,26517,null,1855,null,14230,null,1842,null,12287,null,1580,null,6683,null,1048,null,3741,null,909,null,1054,null,509,null,681,null,523,null,104,null,140,null,24,null,39,null,0400000US31,Nebraska,31
461264,null,1609,null,248752,null,1341,null,129847,null,4728,null,0,null,302,null,129847,null,4728,null,4297,null,1262,null,23874,null,3627,null,37357,null,3439,null,38649,null,3876,null,16292,null,2169,null,9378,null,1577,null,118905,null,4885,null,45545,null,3319,null,73360,null,4596,null,25188,null,3274,null,20579,null,2845,null,10971,null,1792,null,10400,null,2017,null,3673,null,1230,null,2549,null,1198,null,212512,null,1261,null,74498,null,3714,null,0,null,302,null,74498,null,3714,null,2121,null,730,null,16667,null,2404,null,26126,null,2635,null,21472,null,2582,null,6579,null,1472,null,1533,null,680,null,138014,null,3959,null,85526,null,3851,null,52488,null,3050,null,25778,null,2987,null,15729,null,2038,null,6285,null,1184,null,3928,null,849,null,532,null,378,null,236,null,383,null,0400000US32,Nevada,32
