C20005I_001E,C20005I_001EA,C20005I_001M,C20005I_001MA,C20005I_002E,C20005I_002EA,C20005I_002M,C20005I_002MA,C20005I_003E,C20005I_003EA,C20005I_003M,C20005I_003MA,C20005I_004E,C20005I_004EA,C20005I_004M,C20005I_004MA,C20005I_005E,C20005I_005EA,C20005I_005M,C20005I_005MA,C20005I_006E,C20005I_006EA,C20005I_006M,C20005I_006MA,C20005I_007E,C20005I_007EA,C20005I_007M,C20005I_007MA,C20005I_008E,C20005I_008EA,C20005I_008M,C20005I_008MA,C20005I_009E,C20005I_009EA,C20005I_009M,C20005I_009MA,C20005I_010E,C20005I_010EA,C20005I_010M,C20005I_010MA,C20005I_011E,C20005I_011EA,C20005I_011M,C20005I_011MA,C20005I_012E,C20005I_012EA,C20005I_012M,C20005I_012MA,C20005I_013E,C20005I_013EA,C20005I_013M,C20005I_013MA,C20005I_014E,C20005I_014EA,C20005I_014M,C20005I_014MA,C20005I_015E,C20005I_015EA,C20005I_015M,C20005I_015MA,C20005I_016E,C20005I_016EA,C20005I_016M,C20005I_016MA,C20005I_017E,C20005I_017EA,C20005I_017M,C20005I_017MA,C20005I_018E,C20005I_018EA,C20005I_018M,C20005I_018MA,C20005I_019E,C20005I_019EA,C20005I_019M,C20005I_019MA,C20005I_020E,C20005I_020EA,C20005I_020M,C20005I_020MA,C20005I_021E,C20005I_021EA,C20005I_021M,C20005I_021MA,C20005I_022E,C20005I_022EA,C20005I_022M,C20005I_022MA,C20005I_023E,C20005I_023EA,C20005I_023M,C20005I_023MA,C20005I_024E,C20005I_024EA,C20005I_024M,C20005I_024MA,C20005I_025E,C20005I_025EA,C20005I_025M,C20005I_025MA,C20005I_026E,C20005I_026EA,C20005I_026M,C20005I_026MA,C20005I_027E,C20005I_027EA,C20005I_027M,C20005I_027MA,C20005I_028E,C20005I_028EA,C20005I_028M,C20005I_028MA,C20005I_029E,C20005I_029EA,C20005I_029M,C20005I_029MA,C20005I_030E,C20005I_030EA,C20005I_030M,C20005I_030MA,C20005I_031E,C20005I_031EA,C20005I_031M,C20005I_031MA,C20005I_032E,C20005I_032EA,C20005I_032M,C20005I_032MA,C20005I_033E,C20005I_033EA,C20005I_033M,C20005I_033MA,C20005I_034E,C20005I_034EA,C20005I_034M,C20005I_034MA,C20005I_035E,C20005I_035EA,C20005I_035M,C20005I_035MA,C20005I_036E,C20005I_036EA,C20005I_036M,C20005I_036MA,C20005I_037E,C20005I_037EA,C20005I_037M,C20005I_037MA,C20005I_038E,C20005I_038EA,C20005I_038M,C20005I_038MA,C20005I_039E,C20005I_039EA,C20005I_039M,C20005I_039MA,GEO_ID,NAME,state
89608,null,2136,null,49563,null,2155,null,30709,null,2409,null,0,null,273,null,30709,null,2409,null,1364,null,690,null,14080,null,1866,null,8186,null,1474,null,4459,null,1148,null,1274,null,449,null,1346,null,518,null,18854,null,2731,null,5330,null,1339,null,13524,null,2317,null,5609,null,1424,null,3940,null,1068,null,2036,null,558,null,1597,null,684,null,231,null,251,null,111,null,115,null,40045,null,1617,null,10594,null,1312,null,0,null,273,null,10594,null,1312,null,506,null,369,null,5305,null,1156,null,2018,null,693,null,2259,null,753,null,428,null,219,null,78,null,134,null,29451,null,1898,null,19585,null,1943,null,9866,null,1462,null,7158,null,1180,null,1904,null,756,null,273,null,240,null,336,null,209,null,144,null,185,null,51,null,90,null,0400000US01,Alabama,01
29160,null,607,null,15534,null,711,null,8613,null,934,null,0,null,244,null,8613,null,934,null,41,null,56,null,1188,null,869,null,1957,null,870,null,2804,null,972,null,1809,null,737,null,814,null,409,null,6921,null,1087,null,1614,null,601,null,5307,null,901,null,2402,null,862,null,1570,null,687,null,688,null,344,null,265,null,306,null,332,null,321,null,50,null,79,null,13626,null,792,null,5649,null,925,null,0,null,244,null,5649,null,925,null,218,null,200,null,1141,null,749,null,1544,null,744,null,1826,null,634,null,576,null,369,null,344,null,236,null,7977,null,1028,null,3849,null,891,null,4128,null,966,null,2053,null,806,null,1174,null,513,null,531,null,342,null,227,null,261,null,75,null,111,null,68,null,115,null,0400000US02,Alaska,02
1347277,null,2428,null,709764,null,2016,null,342755,null,8778,null,0,null,305,null,342755,null,8778,null,16004,null,3138,null,66593,null,6834,null,88760,null,5432,null,104646,null,5609,null,42082,null,4157,null,24670,null,2330,null,367009,null,9034,null,172601,null,7186,null,194408,null,8295,null,85491,null,6465,null,59537,null,5709,null,26710,null,4116,null,14479,null,2506,null,6451,null,1438,null,1740,null,882,null,637513,null,1823,null,207040,null,7320,null,0,null,305,null,207040,null,7320,null,9125,null,1888,null,52249,null,4551,null,58914,null,3920,null,62485,null,4869,null,16440,null,2123,null,7827,null,1492,null,430473,null,7474,null,268211,null,6840,null,162262,null,6720,null,90329,null,5787,null,44880,null,3946,null,15051,null,2401,null,8756,null,1879,null,2413,null,961,null,833,null,690,null,0400000US04,Arizona,04
105174,null,1828,null,55561,null,1691,null,29609,null,2331,null,0,null,273,null,29609,null,2331,null,776,null,428,null,9377,null,1666,null,10118,null,1771,null,6628,null,1478,null,1359,null,717,null,1351,null,550,null,25952,null,2816,null,9531,null,1764,null,16421,null,2222,null,7800,null,1323,null,4789,null,1365,null,2905,null,1166,null,843,null,456,null,84,null,100,null,0,null,273,null,49613,null,1513,null,15619,null,2089,null,0,null,273,null,15619,null,2089,null,1181,null,592,null,5128,null,1041,null,5760,null,1407,null,2635,null,980,null,779,null,363,null,136,null,182,null,33994,null,2070,null,20168,null,2142,null,13826,null,1984,null,7536,null,1402,null,5282,null,1415,null,719,null,435,null,137,null,145,null,105,null,150,null,47,null,85,null,0400000US05,Arkansas,05
9446065,null,6754,null,4873950,null,4721,null,2314096,null,22567,null,12,null,21,null,2314084,null,22567,null,67407,null,4966,null,489115,null,12139,null,544455,null,14844,null,662406,null,13231,null,337636,null,10558,null,213065,null,8488,null,2559854,null,22915,null,1145656,null,15415,null,1414198,null,21762,null,579866,null,13769,null,444392,null,13882,null,181974,null,8868,null,137342,null,7882,null,44714,null,3690,null,25910,null,2649,null,4572115,null,5092,null,1399437,null,16158,null,53,null,93,null,1399384,null,16147,null,61925,null,4141,null,386061,null,10561,null,333107,null,9676,null,375702,null,9600,null,162289,null,7421,null,80300,null,4165,null,3172678,null,16679,null,1884028,null,18125,null,1288650,null,19004,null,688404,null,13288,null,373334,null,11794,null,119734,null,5885,null,70241,null,4386,null,24388,null,2540,null,12549,null,2222,null,0400000US06,California,06
684502,null,2262,null,360578,null,1788,null,173382,null,6458,null,0,null,279,null,173382,null,6458,null,5066,null,1396,null,30790,null,3818,null,41712,null,4070,null,55265,null,3869,null,25667,null,3135,null,14882,null,1965,null,187196,null,6313,null,74621,null,4856,null,112575,null,5535,null,54554,null,4066,null,29195,null,2978,null,15578,null,2558,null,8770,null,1703,null,3221,null,1152,null,1257,null,515,null,323924,null,2006,null,106566,null,4089,null,0,null,279,null,106566,null,4089,null,6784,null,1647,null,26538,null,3185,null,25901,null,2587,null,32392,null,2910,null,10997,null,1596,null,3954,null,1005,null,217358,null,4425,null,119337,null,4623,null,98021,null,4940,null,56679,null,3618,null,24996,null,2514,null,7779,null,1355,null,6953,null,1650,null,1197,null,433,null,417,null,303,null,0400000US08,Colorado,08
304211,null,1120,null,153208,null,985,null,69601,null,3208,null,0,null,277,null,69601,null,3208,null,1870,null,769,null,10339,null,1936,null,16406,null,2381,null,20540,null,2398,null,12342,null,1687,null,8104,null,1445,null,83607,null,3230,null,34783,null,2413,null,48824,null,3237,null,22704,null,1910,null,12269,null,2144,null,7233,null,1732,null,4377,null,1205,null,1215,null,495,null,1026,null,494,null,151003,null,979,null,50049,null,3138,null,0,null,277,null,50049,null,3138,null,2447,null,823,null,10295,null,1687,null,12285,null,1771,null,13792,null,1933,null,6991,null,1388,null,4239,null,1062,null,100954,null,3326,null,50864,null,2688,null,50090,null,3475,null,27607,null,2686,null,11883,null,1786,null,5955,null,1285,null,3296,null,861,null,740,null,406,null,609,null,514,null,0400000US09,Connecticut,09
41422,null,374,null,22346,null,694,null,11997,null,1797,null,0,null,263,null,11997,null,1797,null,455,null,332,null,3770,null,1291,null,3515,null,1250,null,1725,null,728,null,1410,null,671,null,1122,null,557,null,10349,null,1884,null,3326,null,791,null,7023,null,1638,null,2903,null,1002,null,2514,null,1072,null,903,null,430,null,442,null,335,null,261,null,246,null,0,null,263,null,19076,null,607,null,5825,null,1094,null,0,null,263,null,5825,null,1094,null,36,null,50,null,1318,null,686,null,2292,null,785,null,1626,null,689,null,372,null,265,null,181,null,184,null,13251,null,1084,null,7091,null,1191,null,6160,null,1155,null,4401,null,919,null,1051,null,504,null,585,null,454,null,57,null,84,null,0,null,263,null,66,null,111,null,0400000US10,Delaware,10
39986,null,335,null,20898,null,279,null,12374,null,1577,null,0,null,296,null,12374,null,1577,null,49,null,87,null,1339,null,737,null,2658,null,920,null,4176,null,1253,null,1322,null,556,null,2830,null,881,null,8524,null,1602,null,2859,null,980,null,5665,null,1614,null,1992,null,883,null,1649,null,1041,null,409,null,453,null,1196,null,737,null,361,null,221,null,58,null,99,null,19088,null,376,null,7711,null,1211,null,0,null,296,null,7711,null,1211,null,138,null,232,null,1683,null,824,null,1734,null,729,null,2102,null,758,null,1034,null,514,null,1020,null,580,null,11377,null,1279,null,5685,null,1018,null,5692,null,1059,null,2757,null,688,null,1572,null,730,null,362,null,260,null,568,null,416,null,226,null,237,null,207,null,272,null,0400000US11,District of Columbia,11
3024465,null,3929,null,1531596,null,3464,null,779361,null,11926,null,75,null,120,null,779286,null,11909,null,26184,null,3351,null,178553,null,8409,null,198822,null,10168,null,204793,null,8613,null,100009,null,5253,null,70925,null,4410,null,752235,null,12251,null,380954,null,8810,null,371281,null,10938,null,162088,null,8129,null,118852,null,7081,null,48352,null,4586,null,28303,null,2858,null,7643,null,1583,null,6043,null,1364,null,1492869,null,3222,null,522362,null,9983,null,0,null,305,null,522362,null,9983,null,20885,null,2740,null,142878,null,7025,null,143903,null,6265,null,143360,null,5989,null,45111,null,3404,null,26225,null,2694,null,970507,null,10352,null,617635,null,10505,null,352872,null,8403,null,176171,null,7139,null,109160,null,5717,null,33122,null,3200,null,25087,null,2575,null,6372,null,1416,null,2960,null,915,null,0400000US12,Florida,12
