C17020G_001E,C17020G_001EA,C17020G_001M,C17020G_001MA,C17020G_002E,C17020G_002EA,C17020G_002M,C17020G_002MA,C17020G_003E,C17020G_003EA,C17020G_003M,C17020G_003MA,C17020G_004E,C17020G_004EA,C17020G_004M,C17020G_004MA,C17020G_005E,C17020G_005EA,C17020G_005M,C17020G_005MA,C17020G_006E,C17020G_006EA,C17020G_006M,C17020G_006MA,C17020G_007E,C17020G_007EA,C17020G_007M,C17020G_007MA,C17020G_008E,C17020G_008EA,C17020G_008M,C17020G_008MA,C17020G_009E,C17020G_009EA,C17020G_009M,C17020G_009MA,GEO_ID,NAME,state
62554,null,5496,null,17106,null,2749,null,9959,null,1947,null,6394,null,1561,null,753,null,354,null,45448,null,4943,null,17659,null,2840,null,22713,null,2933,null,5076,null,1034,null,0400000US01,Alabama,01
49475,null,3882,null,4988,null,1488,null,2549,null,1089,null,2430,null,744,null,9,null,18,null,44487,null,3519,null,22452,null,2201,null,20705,null,2308,null,1330,null,488,null,0400000US02,Alaska,02
180655,null,10307,null,31571,null,5355,null,17633,null,3829,null,13030,null,2059,null,908,null,382,null,149084,null,9516,null,76301,null,6231,null,66393,null,5679,null,6390,null,1199,null,0400000US04,Arizona,04
55367,null,4382,null,15356,null,2850,null,9767,null,2032,null,5065,null,1447,null,524,null,350,null,40011,null,4048,null,14796,null,2454,null,21655,null,2734,null,3560,null,927,null,0400000US05,Arkansas,05
1370566,null,27798,null,169035,null,10978,null,79022,null,7338,null,84820,null,6122,null,5193,null,1022,null,1201531,null,26278,null,567492,null,16058,null,575822,null,14749,null,58217,null,3990,null,0400000US06,California,06
158269,null,8518,null,25008,null,3336,null,13649,null,2586,null,10382,null,1620,null,977,null,555,null,133261,null,8460,null,66794,null,5538,null,61247,null,5043,null,5220,null,966,null,0400000US08,Colorado,08
75471,null,5680,null,11073,null,2711,null,6386,null,1917,null,4603,null,1136,null,84,null,101,null,64398,null,5194,null,35216,null,3729,null,26880,null,2788,null,2302,null,781,null,0400000US09,Connecticut,09
18393,null,2837,null,2641,null,1373,null,1723,null,1165,null,750,null,460,null,168,null,195,null,15752,null,2693,null,7951,null,1800,null,6960,null,1571,null,841,null,631,null,0400000US10,Delaware,10
10407,null,1955,null,1217,null,684,null,337,null,383,null,776,null,550,null,104,null,122,null,9190,null,1838,null,3719,null,1264,null,5110,null,1106,null,361,null,256,null,0400000US11,District of Columbia,11
349507,null,15504,null,57525,null,5848,null,29694,null,3995,null,23886,null,3000,null,3945,null,1138,null,291982,null,14243,null,127448,null,8120,null,144908,null,8878,null,19626,null,2811,null,0400000US12,Florida,12
154579,null,10302,null,24845,null,3925,null,14440,null,2893,null,9696,null,2048,null,709,null,355,null,129734,null,9633,null,66244,null,6093,null,59613,null,5687,null,3877,null,975,null,0400000US13,Georgia,13
299317,null,12914,null,36440,null,5575,null,19025,null,3678,null,16139,null,2555,null,1276,null,479,null,262877,null,12854,null,97881,null,6402,null,149477,null,8348,null,15519,null,1395,null,0400000US15,Hawaii,15
37072,null,3864,null,7859,null,2394,null,4104,null,1769,null,3642,null,1302,null,113,null,128,null,29213,null,3200,null,15574,null,2239,null,12473,null,1884,null,1166,null,505,null,0400000US16,Idaho,16
